ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_pulse_count,tach_glitch_rejects,tach_timeout
163255,8.937,8.936,9.000,9.000,9.000,9.000,0.000,69.58,0.6958,4.478,0.000,69.58,69.58,0.00,0,0,-3.44352,69.58,69.58,0.00,0,0,69.58,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.20,68.83,0.37,8.939,8.950,4.305,4.340,-0.001,-0.000,0.025,69.58,70,-0.0050,12500,2400.00,2572.80,703,751,0
163395,8.924,8.928,9.000,9.000,9.000,9.000,0.000,69.80,0.6980,4.479,0.000,69.80,69.80,0.00,0,0,-3.44998,69.80,69.80,0.00,0,0,69.80,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.66,69.23,0.43,8.930,8.938,4.345,4.457,-0.006,-0.001,0.034,69.80,70,0.2539,11786,2545.39,2686.90,714,761,0
163525,8.942,8.941,9.000,9.000,9.000,9.000,0.000,69.76,0.6976,4.477,0.000,69.76,69.76,0.00,0,0,-3.45529,69.76,69.76,0.00,0,0,69.76,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.61,69.26,0.35,8.943,8.951,4.353,4.388,-0.000,-0.001,0.022,69.76,69,0.4262,11584,2589.78,2711.29,725,774,0
163660,8.942,8.949,9.000,9.000,9.000,9.000,0.000,69.77,0.6977,4.474,0.000,69.77,69.77,0.00,0,0,-3.45982,69.77,69.77,0.00,0,0,69.77,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.55,69.25,0.30,8.950,8.958,4.350,4.379,-0.009,-0.001,0.017,69.77,70,-0.3992,11753,2552.54,2655.33,736,787,0
163790,8.972,8.964,9.000,9.000,9.000,9.000,0.000,69.67,0.6967,4.469,0.000,69.67,69.67,0.00,0,0,-3.46354,69.67,69.67,0.00,0,0,69.67,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.36,69.15,0.21,8.965,8.974,4.343,4.300,0.008,-0.000,0.008,69.67,70,-0.2785,9651,3108.49,2871.03,745,798,0
163922,8.954,8.952,9.000,9.000,9.000,9.000,0.000,69.88,0.6988,4.469,0.000,69.88,69.88,0.00,0,0,-3.46778,69.88,69.88,0.00,0,0,69.88,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.73,69.45,0.28,8.954,8.960,4.370,4.443,-0.000,-0.001,0.015,69.88,70,0.2677,11689,2566.52,2805.90,757,816,0
164052,8.976,8.971,9.000,9.000,9.000,9.000,0.000,69.75,0.6975,4.463,0.000,69.75,69.75,0.00,0,0,-3.47174,69.75,69.75,0.00,0,0,69.75,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.48,69.32,0.16,8.973,8.980,4.361,4.332,0.004,0.000,0.005,69.75,69,0.3590,9609,3122.07,2777.57,767,832,0
164182,8.957,8.966,9.000,9.000,9.000,9.000,0.000,69.86,0.6986,4.460,0.000,69.86,69.86,0.00,0,0,-3.47438,69.86,69.86,0.00,0,0,69.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.60,69.41,0.20,8.968,8.973,4.365,4.430,-0.012,-0.000,0.007,69.86,70,-0.2567,10204,2940.02,2917.44,777,843,0
164317,8.996,8.982,9.000,9.000,9.000,9.000,0.000,69.74,0.6974,4.457,0.000,69.74,69.74,0.00,0,0,-3.47670,69.74,69.74,0.00,0,0,69.74,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.46,69.35,0.10,8.983,8.989,4.367,4.313,0.014,0.000,0.002,69.74,70,0.1627,11978,2504.59,2698.44,787,857,0
164450,8.986,8.988,9.000,9.000,9.000,9.000,0.000,69.68,0.6968,4.450,0.000,69.68,69.68,0.00,0,0,-3.47773,69.68,69.68,0.00,0,0,69.68,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.24,69.18,0.06,8.990,8.996,4.347,4.322,-0.004,0.000,0.003,69.68,69,0.1883,10229,2932.84,2679.42,799,872,0
164587,8.985,8.981,9.000,9.000,9.000,9.000,0.000,69.82,0.6982,4.445,0.000,69.82,69.82,0.00,0,0,-3.48011,69.82,69.82,0.00,0,0,69.82,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.55,69.44,0.11,8.981,8.986,4.373,4.441,0.003,-0.000,0.003,69.82,70,-0.0315,8854,3388.30,2928.26,809,886,0
164717,9.001,8.997,9.000,9.000,9.000,9.000,0.000,69.65,0.6965,4.440,0.000,69.65,69.65,0.00,0,0,-3.48078,69.65,69.65,0.00,0,0,69.65,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.30,69.28,0.01,8.998,9.003,4.364,4.319,0.004,0.000,0.002,69.65,70,0.0555,11171,2685.52,2833.41,821,900,0
164852,8.992,8.993,9.000,9.000,9.000,9.000,0.000,69.71,0.6971,4.432,0.000,69.71,69.71,0.00,0,0,-3.48183,69.71,69.71,0.00,0,0,69.71,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.44,69.40,0.04,8.994,8.998,4.376,4.416,-0.002,0.000,0.001,69.71,70,-0.1711,10717,2799.29,2668.45,831,918,0
164982,8.976,8.986,9.000,9.000,9.000,9.000,0.000,69.81,0.6981,4.432,0.000,69.81,69.81,0.00,0,0,-3.48274,69.81,69.81,0.00,0,0,69.81,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.68,69.59,0.08,8.987,8.989,4.396,4.481,-0.012,-0.000,0.001,69.81,70,0.1093,9790,3064.35,2797.14,842,936,0
165118,8.994,8.991,9.000,9.000,9.000,9.000,0.000,69.77,0.6977,4.432,0.000,69.77,69.77,0.00,0,0,-3.48355,69.77,69.77,0.00,0,0,69.77,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.71,69.65,0.05,8.991,8.992,4.407,4.433,0.003,-0.000,0.001,69.77,69,0.4036,10347,2899.39,2825.38,853,948,0
165247,8.986,8.989,9.000,9.000,9.000,9.000,0.000,69.81,0.6981,4.432,0.000,69.81,69.81,0.00,0,0,-3.48448,69.81,69.81,0.00,0,0,69.81,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.81,69.75,0.07,8.989,8.990,4.417,4.449,-0.004,-0.000,0.001,69.81,70,-0.1992,11650,2575.11,2766.08,864,966,0
165388,9.006,8.999,9.000,9.000,9.000,9.000,0.000,69.71,0.6971,4.430,0.000,69.71,69.71,0.00,0,0,-3.48478,69.71,69.71,0.00,0,0,69.71,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.63,69.62,0.00,8.999,9.001,4.408,4.368,0.007,0.000,0.000,69.71,70,-0.0079,10717,2799.29,2837.25,875,980,0
165517,8.987,8.992,9.000,9.000,9.000,9.000,0.000,69.79,0.6979,4.429,0.000,69.79,69.79,0.00,0,0,-3.48505,69.79,69.79,0.00,0,0,69.79,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.71,69.66,0.05,8.993,8.994,4.407,4.450,-0.006,-0.000,0.000,69.79,70,0.1833,10548,2844.14,2830.04,886,992,0
165652,9.009,9.003,9.000,9.000,9.000,9.000,0.000,69.68,0.6968,4.426,0.000,69.68,69.68,0.00,0,0,-3.48555,69.68,69.68,0.00,0,0,69.68,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.58,69.60,-0.02,9.003,9.005,4.406,4.362,0.006,0.000,0.000,69.68,70,-0.3820,11217,2674.51,2817.69,897,1008,0
165788,8.991,8.998,9.000,9.000,9.000,9.000,0.000,69.73,0.6973,4.424,0.000,69.73,69.73,0.00,0,0,-3.48540,69.73,69.73,0.00,0,0,69.73,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.60,69.59,0.01,8.998,9.000,4.401,4.426,-0.008,0.000,0.000,69.73,70,-0.3121,10644,2818.49,2960.32,908,1020,0
165926,9.004,9.000,9.000,9.000,9.000,9.000,0.000,69.72,0.6972,4.423,0.000,69.72,69.72,0.00,0,0,-3.48591,69.72,69.72,0.00,0,0,69.72,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.69,69.69,-0.00,9.001,9.002,4.416,4.404,0.004,0.000,0.000,69.72,70,-0.2747,11174,2684.80,2805.42,918,1038,0
166055,8.995,9.001,9.000,9.000,9.000,9.000,0.000,69.69,0.6969,4.420,0.000,69.69,69.69,0.00,0,0,-3.48534,69.69,69.69,0.00,0,0,69.69,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.56,69.57,-0.01,9.002,9.003,4.402,4.417,-0.008,0.000,0.000,69.69,70,-0.3577,10653,2816.11,2839.46,929,1049,0
166155,8.998,8.997,9.000,9.000,9.000,9.000,0.000,69.75,0.6975,4.421,0.000,69.75,69.75,0.00,0,0,-3.48560,69.75,69.75,0.00,0,0,69.75,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.72,69.70,0.02,8.997,8.997,4.415,4.454,0.001,-0.000,0.000,69.75,70,0.1586,10619,2825.12,2832.86,937,1055,0
166288,9.005,9.011,9.000,9.000,9.000,9.000,0.000,69.58,0.6958,4.417,0.000,69.58,69.58,0.00,0,0,-3.48485,69.58,69.58,0.00,0,0,69.58,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.39,69.46,-0.07,9.011,9.012,4.394,4.341,-0.007,0.000,0.002,69.58,70,-0.2923,10050,2985.07,2685.63,947,1067,0
166423,9.005,9.008,9.000,9.000,9.000,9.000,0.000,69.58,0.6958,4.413,0.000,69.58,69.58,0.00,0,0,-3.48376,69.58,69.58,0.00,0,0,69.58,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.32,69.37,-0.05,9.008,9.010,4.382,4.393,-0.003,0.000,0.002,69.58,69,0.3447,10909,2750.02,2735.42,958,1083,0
166556,8.999,9.009,9.000,9.000,9.000,9.000,0.000,69.56,0.6956,4.409,0.000,69.56,69.56,0.00,0,0,-3.48258,69.56,69.56,0.00,0,0,69.56,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.26,69.31,-0.05,9.009,9.009,4.375,4.410,-0.011,-0.000,0.002,69.56,70,-0.1175,12805,2342.83,2568.41,970,1097,0
166692,9.018,9.009,9.000,9.000,9.000,9.000,0.000,69.55,0.6955,4.409,0.000,69.55,69.55,0.00,0,0,-3.48229,69.55,69.55,0.00,0,0,69.55,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.39,69.44,-0.05,9.009,9.009,4.395,4.385,0.010,0.000,0.001,69.55,70,-0.2811,10249,2927.11,2605.64,980,1113,0
166823,9.012,9.010,9.000,9.000,9.000,9.000,0.000,69.52,0.6952,4.408,0.000,69.52,69.52,0.00,0,0,-3.48157,69.52,69.52,0.00,0,0,69.52,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.37,69.43,-0.06,9.010,9.010,4.395,4.379,0.002,0.000,0.001,69.52,69,0.3641,11939,2512.77,2600.52,991,1127,0
166959,8.997,9.000,9.000,9.000,9.000,9.000,0.000,69.62,0.6962,4.409,0.000,69.62,69.62,0.00,0,0,-3.48136,69.62,69.62,0.00,0,0,69.62,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.59,69.59,-0.00,9.000,8.999,4.409,4.458,-0.004,-0.000,0.000,69.62,69,0.1684,11950,2510.46,2722.07,1002,1136,0
167090,9.022,9.016,9.000,9.000,9.000,9.000,0.000,69.43,0.6943,4.406,0.000,69.43,69.43,0.00,0,0,-3.48053,69.43,69.43,0.00,0,0,69.43,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.30,69.39,-0.10,9.016,9.016,4.397,4.312,0.006,0.000,0.002,69.43,70,-0.2846,10380,2890.17,2792.36,1013,1149,0
167225,8.998,9.005,9.000,9.000,9.000,9.000,0.000,69.53,0.6953,4.404,0.000,69.53,69.53,0.00,0,0,-3.47964,69.53,69.53,0.00,0,0,69.53,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.39,69.43,-0.03,9.005,9.004,4.393,4.428,-0.008,-0.000,0.000,69.53,69,0.1780,10496,2858.23,2850.08,1024,1166,0
167357,9.000,9.002,9.000,9.000,9.000,9.000,0.000,69.56,0.6956,4.405,0.000,69.56,69.56,0.00,0,0,-3.47905,69.56,69.56,0.00,0,0,69.56,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.54,69.55,-0.01,9.002,9.000,4.409,4.441,-0.002,-0.000,0.000,69.56,70,-0.1179,10425,2877.70,2841.56,1035,1175,0
167493,9.012,9.016,9.000,9.000,9.000,9.000,0.000,69.37,0.6937,4.400,0.000,69.37,69.37,0.00,0,0,-3.47748,69.37,69.37,0.00,0,0,69.37,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.15,69.24,-0.10,9.016,9.017,4.380,4.335,-0.004,0.000,0.003,69.37,69,-0.0209,10942,2741.73,2748.02,1045,1192,0
167622,9.024,9.014,9.000,9.000,9.000,9.000,0.000,69.39,0.6939,4.399,0.000,69.39,69.39,0.00,0,0,-3.47692,69.39,69.39,0.00,0,0,69.39,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.25,69.33,-0.08,9.014,9.014,4.391,4.346,0.012,0.000,0.002,69.39,69,0.4022,11279,2659.81,2730.89,1056,1211,0
167757,9.014,9.011,9.000,9.000,9.000,9.000,0.000,69.37,0.6937,4.396,0.000,69.37,69.37,0.00,0,0,-3.47440,69.37,69.37,0.00,0,0,69.37,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.27,69.34,-0.07,9.011,9.011,4.394,4.369,0.003,0.000,0.001,69.37,70,-0.4335,9404,3190.13,3133.05,1066,1223,0
167886,9.026,9.019,9.000,9.000,9.000,9.000,0.000,69.24,0.6924,4.392,0.000,69.24,69.24,0.00,0,0,-3.47294,69.24,69.24,0.00,0,0,69.24,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.01,69.13,-0.12,9.020,9.021,4.375,4.305,0.007,0.001,0.004,69.24,69,0.4279,9430,3181.34,3086.20,1075,1233,0
167986,9.026,9.022,9.000,9.000,9.000,9.000,0.000,69.15,0.6915,4.385,0.000,69.15,69.15,0.00,0,0,-3.47010,69.15,69.15,0.00,0,0,69.15,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.81,68.95,-0.14,9.023,9.024,4.356,4.312,0.004,0.001,0.006,69.15,69,0.4948,13367,2244.33,2740.73,1083,1245,0
168116,8.992,9.000,9.000,9.000,9.000,9.000,0.000,69.39,0.6939,4.386,0.000,69.39,69.39,0.00,0,0,-3.46947,69.39,69.39,0.00,0,0,69.39,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.29,69.29,0.00,9.000,8.998,4.385,4.507,-0.008,-0.000,0.000,69.39,69,0.4311,10619,2825.12,2766.76,1094,1256,0
168251,9.031,9.016,9.000,9.000,9.000,9.000,0.000,69.19,0.6919,4.386,0.000,69.19,69.19,0.00,0,0,-3.46867,69.19,69.19,0.00,0,0,69.19,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.11,69.21,-0.10,9.016,9.016,4.389,4.330,0.017,0.000,0.002,69.19,69,0.2702,11811,2540.01,2717.57,1105,1275,0
168385,9.004,9.011,9.000,9.000,9.000,9.000,0.000,69.22,0.6922,4.383,0.000,69.22,69.22,0.00,0,0,-3.46740,69.22,69.22,0.00,0,0,69.22,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.09,69.16,-0.07,9.011,9.011,4.380,4.389,-0.008,0.000,0.001,69.22,69,-0.1363,10833,2769.32,2658.64,1115,1288,0
168486,8.998,9.004,9.000,9.000,9.000,9.000,0.000,69.29,0.6929,4.383,0.000,69.29,69.29,0.00,0,0,-3.46694,69.29,69.29,0.00,0,0,69.29,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.23,69.25,-0.02,9.004,9.003,4.388,4.447,-0.007,-0.000,0.000,69.29,69,0.3725,12344,2430.33,2630.69,1123,1301,0
168616,9.015,9.008,9.000,9.000,9.000,9.000,0.000,69.24,0.6924,4.385,0.000,69.24,69.24,0.00,0,0,-3.46655,69.24,69.24,0.00,0,0,69.24,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.25,69.30,-0.05,9.008,9.007,4.399,4.383,0.008,0.000,0.000,69.24,69,0.2314,10718,2799.03,2663.26,1134,1319,0
168751,8.998,9.008,9.000,9.000,9.000,9.000,0.000,69.22,0.6922,4.382,0.000,69.22,69.22,0.00,0,0,-3.46541,69.22,69.22,0.00,0,0,69.22,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.15,69.20,-0.05,9.008,9.007,4.385,4.402,-0.011,0.000,0.001,69.22,69,-0.2488,10979,2732.49,2768.12,1145,1331,0
168886,9.022,9.016,9.000,9.000,9.000,9.000,0.000,69.10,0.6910,4.380,0.000,69.10,69.10,0.00,0,0,-3.46412,69.10,69.10,0.00,0,0,69.10,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.94,69.04,-0.10,9.016,9.017,4.373,4.329,0.006,0.000,0.002,69.10,69,0.1374,9639,3112.36,2881.68,1156,1340,0
169022,9.016,9.020,9.000,9.000,9.000,9.000,0.000,69.03,0.6903,4.376,0.000,69.03,69.03,0.00,0,0,-3.46249,69.03,69.03,0.00,0,0,69.03,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.77,68.89,-0.12,9.020,9.021,4.357,4.314,-0.004,0.001,0.004,69.03,69,0.3130,11034,2718.87,2768.62,1167,1355,0
169154,9.005,9.008,9.000,9.000,9.000,9.000,0.000,69.13,0.6913,4.374,0.000,69.13,69.13,0.00,0,0,-3.46116,69.13,69.13,0.00,0,0,69.13,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.94,68.99,-0.05,9.008,9.008,4.363,4.432,-0.004,-0.000,0.001,69.13,70,-0.4984,12014,2497.09,2715.11,1178,1368,0
169290,9.014,9.011,9.000,9.000,9.000,9.000,0.000,69.09,0.6909,4.374,0.000,69.09,69.09,0.00,0,0,-3.46036,69.09,69.09,0.00,0,0,69.09,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.99,69.06,-0.06,9.010,9.010,4.375,4.385,0.004,0.000,0.001,69.09,69,-0.1584,10391,2887.11,2776.93,1188,1384,0
169420,9.004,9.014,9.000,9.000,9.000,9.000,0.000,69.01,0.6901,4.370,0.000,69.01,69.01,0.00,0,0,-3.45863,69.01,69.01,0.00,0,0,69.01,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.80,68.89,-0.09,9.014,9.014,4.358,4.369,-0.011,0.000,0.002,69.01,69,-0.2579,10517,2852.52,2773.86,1199,1396,0
169521,9.004,9.008,9.000,9.000,9.000,9.000,0.000,69.05,0.6905,4.369,0.000,69.05,69.05,0.00,0,0,-3.45717,69.05,69.05,0.00,0,0,69.05,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.93,68.98,-0.05,9.008,9.007,4.368,4.416,-0.005,-0.000,0.001,69.05,69,-0.1939,10963,2736.48,2764.11,1207,1402,0
169651,9.020,9.013,9.000,9.000,9.000,9.000,0.000,68.98,0.6898,4.368,0.000,68.98,68.98,0.00,0,0,-3.45628,68.98,68.98,0.00,0,0,68.98,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.91,68.99,-0.07,9.012,9.012,4.374,4.358,0.008,0.000,0.001,68.98,69,-0.1318,10477,2863.42,2796.74,1217,1419,0
169751,9.018,9.015,9.000,9.000,9.000,9.000,0.000,68.93,0.6893,4.366,0.000,68.93,68.93,0.00,0,0,-3.45478,68.93,68.93,0.00,0,0,68.93,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.82,68.91,-0.09,9.015,9.014,4.367,4.336,0.003,0.000,0.002,68.93,69,-0.2676,10861,2762.18,2794.71,1225,1426,0
169882,9.001,9.007,9.000,9.000,9.000,9.000,0.000,69.01,0.6901,4.367,0.000,69.01,69.01,0.00,0,0,-3.45411,69.01,69.01,0.00,0,0,69.01,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.97,69.01,-0.04,9.007,9.005,4.376,4.402,-0.006,-0.000,0.000,69.01,69,-0.2552,10691,2806.10,2946.60,1234,1435,0
170019,9.008,9.010,9.000,9.000,9.000,9.000,0.000,68.94,0.6894,4.365,0.000,68.94,68.94,0.00,0,0,-3.45283,68.94,68.94,0.00,0,0,68.94,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.84,68.90,-0.06,9.010,9.010,4.365,4.376,-0.003,0.000,0.001,68.94,68,0.4538,11746,2554.06,2844.02,1245,1448,0
170149,8.996,8.998,9.000,9.000,9.000,9.000,0.000,69.08,0.6908,4.368,0.000,69.08,69.08,0.00,0,0,-3.45280,69.08,69.08,0.00,0,0,69.08,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.18,69.16,0.02,8.997,8.996,4.391,4.462,-0.001,-0.000,0.000,69.08,69,-0.3908,10921,2747.00,2705.87,1256,1462,0
170250,9.005,9.008,9.000,9.000,9.000,9.000,0.000,68.96,0.6896,4.367,0.000,68.96,68.96,0.00,0,0,-3.45223,68.96,68.96,0.00,0,0,68.96,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.98,69.03,-0.05,9.008,9.007,4.382,4.364,-0.003,0.000,0.000,68.96,68,0.4889,10768,2786.03,2735.18,1263,1465,0
170382,8.996,8.998,9.000,9.000,9.000,9.000,0.000,69.06,0.6906,4.369,0.000,69.06,69.06,0.00,0,0,-3.45213,69.06,69.06,0.00,0,0,69.06,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.18,69.17,0.01,8.998,8.997,4.393,4.439,-0.002,-0.000,0.000,69.06,69,-0.4228,10824,2771.62,2705.16,1273,1481,0
170517,9.019,9.015,9.000,9.000,9.000,9.000,0.000,68.86,0.6886,4.367,0.000,68.86,68.86,0.00,0,0,-3.45131,68.86,68.86,0.00,0,0,68.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.83,68.92,-0.09,9.015,9.016,4.374,4.285,0.005,0.001,0.002,68.86,68,0.3698,10699,2804.00,2743.66,1284,1491,0
170648,9.000,9.007,9.000,9.000,9.000,9.000,0.000,68.92,0.6892,4.365,0.000,68.92,68.92,0.00,0,0,-3.45032,68.92,68.92,0.00,0,0,68.92,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.83,68.88,-0.04,9.007,9.008,4.363,4.374,-0.008,0.000,0.001,68.92,69,0.0355,11434,2623.75,2793.64,1295,1502,0
170748,9.000,9.000,9.000,9.000,9.000,9.000,0.000,69.00,0.6900,4.367,0.000,69.00,69.00,0.00,0,0,-3.45022,69.00,69.00,0.00,0,0,69.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.04,69.04,-0.00,9.000,9.000,4.380,4.420,-0.001,-0.000,0.000,69.00,69,0.0128,12036,2492.52,2663.49,1302,1514,0
170882,9.032,9.019,9.000,9.000,9.000,9.000,0.000,68.77,0.6877,4.365,0.000,68.77,68.77,0.00,0,0,-3.44921,68.77,68.77,0.00,0,0,68.77,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.65,68.77,-0.12,9.020,9.021,4.360,4.245,0.014,0.001,0.004,68.77,69,-0.3873,12126,2474.02,2687.63,1313,1530,0
171017,9.001,9.013,9.000,9.000,9.000,9.000,0.000,68.80,0.6880,4.359,0.000,68.80,68.80,0.00,0,0,-3.44733,68.80,68.80,0.00,0,0,68.80,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.51,68.59,-0.08,9.013,9.015,4.333,4.349,-0.013,0.000,0.003,68.80,69,-0.2244,10156,2953.92,2831.97,1324,1537,0
171146,9.024,9.015,9.000,9.000,9.000,9.000,0.000,68.75,0.6875,4.357,0.000,68.75,68.75,0.00,0,0,-3.44589,68.75,68.75,0.00,0,0,68.75,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.53,68.63,-0.09,9.015,9.016,4.342,4.322,0.010,0.000,0.002,68.75,69,-0.0540,11827,2536.57,2523.44,1334,1548,0
171287,9.013,9.012,9.000,9.000,9.000,9.000,0.000,68.77,0.6877,4.356,0.000,68.77,68.77,0.00,0,0,-3.44510,68.77,68.77,0.00,0,0,68.77,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.63,68.70,-0.07,9.012,9.011,4.351,4.344,0.001,0.000,0.001,68.77,68,0.3742,10097,2971.18,2628.42,1344,1568,0
171417,9.023,9.015,9.000,9.000,9.000,9.000,0.000,68.72,0.6872,4.356,0.000,68.72,68.72,0.00,0,0,-3.44430,68.72,68.72,0.00,0,0,68.72,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.62,68.70,-0.09,9.015,9.015,4.354,4.309,0.010,0.000,0.002,68.72,69,-0.2474,9824,3053.75,2645.98,1355,1582,0
171551,9.014,9.014,9.000,9.000,9.000,9.000,0.000,68.70,0.6870,4.353,0.000,68.70,68.70,0.00,0,0,-3.44299,68.70,68.70,0.00,0,0,68.70,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.54,68.62,-0.08,9.014,9.013,4.344,4.330,0.001,0.000,0.002,68.70,69,-0.1385,11456,2618.72,2643.04,1365,1593,0
171681,8.999,9.007,9.000,9.000,9.000,9.000,0.000,68.77,0.6877,4.353,0.000,68.77,68.77,0.00,0,0,-3.44233,68.77,68.77,0.00,0,0,68.77,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.69,68.73,-0.04,9.006,9.005,4.355,4.387,-0.008,-0.000,0.000,68.77,69,0.1705,9652,3108.16,2720.06,1375,1604,0
171781,9.004,9.005,9.000,9.000,9.000,9.000,0.000,68.78,0.6878,4.353,0.000,68.78,68.78,0.00,0,0,-3.44146,68.78,68.78,0.00,0,0,68.78,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.77,68.79,-0.03,9.004,9.003,4.363,4.391,-0.000,-0.000,0.000,68.78,69,0.1793,12170,2465.08,2515.81,1386,1610,0
171912,9.020,9.012,9.000,9.000,9.000,9.000,0.000,68.67,0.6867,4.355,0.000,68.67,68.67,0.00,0,0,-3.44028,68.67,68.67,0.00,0,0,68.67,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.67,68.74,-0.07,9.012,9.011,4.363,4.287,0.009,0.000,0.001,68.67,69,-0.0784,12129,2473.41,2572.66,1394,1617,0
