ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_pulse_count,tach_glitch_rejects,tach_timeout
155921,4.538,5.273,9.000,8.874,9.000,8.874,0.645,66.88,0.8148,8.258,0.000,81.48,66.88,14.60,1,0,-1.00734,81.48,81.48,0.00,0,0,80.19,0.00,1.29,0.07,0.01,1.000,1.002,1.29,0,255.00,1,81.26,76.26,5.00,5.284,5.336,4.791,8.580,-0.837,-0.075,108.312,66.88,67,0.1536,11833,2535.28,3195.02,115,112,0
156050,5.010,4.779,9.000,8.918,9.000,8.918,0.420,83.98,0.8541,8.451,0.000,85.41,83.98,1.43,1,0,-1.00734,85.41,85.41,0.00,0,0,84.69,0.00,0.71,0.02,0.01,1.000,1.000,0.71,0,255.00,1,96.19,91.19,5.00,4.791,4.845,7.378,12.594,0.245,-0.065,139.242,83.98,84,-0.0164,10532,2848.46,3166.47,126,125,0
156187,7.273,6.635,9.000,8.947,9.000,8.947,0.273,70.30,0.7026,8.281,0.000,70.26,70.30,-0.05,0,1,-1.27975,70.26,70.26,0.00,0,0,69.86,0.00,0.39,0.01,0.00,1.000,1.000,0.39,0,255.00,1,88.67,83.67,5.00,6.697,6.990,6.163,0.000,0.661,0.020,39.345,70.30,70,0.1267,9204,3259.45,3166.54,138,142,0
156318,7.663,7.701,9.000,8.965,9.000,8.965,0.178,53.94,0.5394,7.401,0.000,53.94,53.94,0.00,0,0,-1.40147,53.94,53.94,0.00,0,0,53.73,0.00,0.21,0.00,0.00,1.000,1.000,0.21,0,255.00,1,67.15,62.15,5.00,7.774,8.121,4.357,0.000,-0.118,0.053,10.123,53.94,54,-0.2800,9930,3021.15,3184.01,151,155,0
156453,6.444,6.742,9.000,8.977,9.000,8.977,0.116,69.84,0.7149,6.972,0.000,71.49,69.84,1.65,1,0,-1.44512,71.49,71.49,0.00,0,0,71.38,0.00,0.12,0.00,0.00,1.000,1.000,0.12,0,255.00,1,71.56,66.56,5.00,6.794,7.043,3.821,5.387,-0.388,-0.004,33.405,69.84,70,0.1508,12641,2373.23,2906.39,162,169,0
156583,7.287,7.034,9.000,8.985,9.000,8.985,0.075,70.12,0.7012,6.852,0.000,70.12,70.12,0.00,0,0,-1.63980,70.12,70.12,0.00,0,0,70.06,0.00,0.06,0.00,0.00,1.000,1.000,0.06,0,255.00,1,73.95,68.95,5.00,7.085,7.326,4.187,3.329,0.230,0.003,24.947,70.12,70,0.1791,11452,2619.63,3104.54,172,181,0
156718,8.550,8.301,9.000,8.990,9.000,8.990,0.049,47.17,0.4664,6.209,0.000,46.64,47.17,-0.53,0,1,-1.73298,46.64,46.64,0.00,0,0,46.61,0.00,0.03,0.00,0.00,1.000,1.000,0.03,0,255.00,1,51.19,47.40,3.79,8.366,8.676,2.960,0.000,0.208,0.049,1.813,47.17,48,-0.3598,10836,2768.55,2945.25,184,194,0
156848,7.111,7.523,9.000,8.994,9.000,8.994,0.032,56.88,0.6368,5.674,0.000,63.68,56.88,6.80,1,0,-1.75182,63.68,63.68,0.00,0,0,63.66,0.00,0.02,0.00,0.00,1.000,1.000,0.02,0,255.00,1,54.89,49.89,5.00,7.564,7.758,2.581,4.472,-0.508,0.001,13.852,56.88,57,0.1685,10994,2728.76,2802.92,194,206,0
156985,6.609,6.669,9.000,8.996,9.000,8.996,0.021,73.98,0.7722,5.794,0.000,77.22,73.98,3.24,1,0,-1.75182,77.22,77.22,0.00,0,0,77.21,0.00,0.01,0.00,0.00,1.000,1.000,0.01,0,255.00,1,81.17,76.17,5.00,6.683,6.748,4.973,11.425,-0.081,-0.039,42.016,73.98,74,-0.0032,15601,1922.95,2589.44,204,214,0
157114,8.174,7.753,9.000,8.997,9.000,8.997,0.013,62.06,0.6189,5.801,0.000,61.89,62.06,-0.17,0,1,-1.90726,61.89,61.89,0.00,0,0,61.89,0.00,0.01,0.00,0.00,1.000,1.000,0.01,0,255.00,1,74.19,69.19,5.00,7.784,7.928,4.923,0.518,0.441,0.011,11.905,62.06,62,-0.3372,10505,2855.78,2546.92,214,232,0
157245,8.605,8.578,9.000,8.998,9.000,8.998,0.009,45.35,0.4535,5.228,0.000,45.35,45.35,0.00,0,0,-1.95360,45.35,45.35,0.00,0,0,45.35,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,52.02,49.73,2.29,8.620,8.818,3.480,0.000,-0.011,0.040,1.095,45.35,45,0.1954,12079,2483.65,2638.50,225,241,0
157376,6.725,7.174,9.000,8.999,9.000,8.999,0.006,62.45,0.7293,5.068,0.000,72.93,62.45,10.48,1,0,-1.95360,72.93,72.93,0.00,0,0,72.93,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.66,63.66,5.00,7.181,7.212,4.122,10.066,-0.517,-0.031,26.361,62.45,62,0.4547,8281,3622.75,2744.54,236,250,0
157508,6.983,6.902,9.000,8.999,9.000,8.999,0.004,77.97,0.7797,5.423,0.000,77.97,77.97,0.00,0,0,-2.01653,77.97,77.97,0.00,0,0,77.97,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,91.72,86.72,5.00,6.906,6.924,6.171,10.994,0.088,-0.038,36.953,77.97,78,0.4278,11325,2649.01,2744.66,246,257,0
157642,8.940,8.444,9.000,9.000,9.000,9.000,0.002,55.89,0.5032,5.283,0.000,50.32,55.89,-5.58,0,1,-2.11459,50.32,50.32,0.00,0,0,50.32,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.10,65.92,3.18,8.474,8.614,4.953,0.000,0.525,0.032,3.647,55.89,56,0.0586,10428,2876.87,2780.77,257,264,0
157771,8.213,8.409,9.000,9.000,9.000,9.000,0.002,51.87,0.5187,4.837,0.000,51.87,51.87,0.00,0,0,-2.15265,51.87,51.87,0.00,0,0,51.87,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,56.78,53.40,3.38,8.441,8.595,3.503,0.009,-0.247,0.021,2.023,51.87,52,0.3224,12208,2457.41,2712.12,267,270,0
157904,6.894,7.152,9.000,9.000,9.000,9.000,0.001,68.97,0.7635,4.930,0.000,76.35,68.97,7.38,1,0,-2.15265,76.35,76.35,0.00,0,0,76.35,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,78.55,73.55,5.00,7.151,7.148,5.017,10.700,-0.290,-0.037,28.500,68.97,69,0.1262,9199,3261.22,2651.46,276,284,0
158035,8.063,7.633,9.000,9.000,9.000,9.000,0.001,69.84,0.6984,5.226,0.000,69.84,69.84,0.00,0,0,-2.24886,69.84,69.84,0.00,0,0,69.84,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,86.36,81.36,5.00,7.640,7.675,6.050,5.189,0.472,-0.011,17.598,69.84,70,-0.2919,11140,2693.00,2663.85,287,293,0
158173,8.941,8.755,9.000,9.000,9.000,9.000,0.000,49.46,0.4946,4.898,0.000,49.46,49.46,0.00,0,0,-2.29656,49.46,49.46,0.00,0,0,49.46,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,59.37,58.05,1.32,8.782,8.914,4.346,0.000,0.180,0.036,1.344,49.46,50,-0.1085,10902,2751.79,2724.48,297,304,0
158302,7.386,7.905,9.000,9.000,9.000,9.000,0.000,59.25,0.6588,4.666,0.000,65.88,59.25,6.63,1,0,-2.32133,65.88,65.88,0.00,0,0,65.88,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.81,59.81,5.00,7.919,7.988,3.835,6.280,-0.598,-0.010,8.986,59.25,59,0.0788,8112,3698.22,3137.56,309,314,0
158439,7.178,7.232,9.000,9.000,9.000,9.000,0.000,76.35,0.7771,4.963,0.000,77.71,76.35,1.36,1,0,-2.32133,77.71,77.71,0.00,0,0,77.71,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,87.48,82.48,5.00,7.231,7.226,5.704,10.580,-0.057,-0.037,26.602,76.35,76,0.0383,10773,2784.74,3294.80,320,326,0
158573,8.898,8.406,9.000,9.000,9.000,9.000,0.000,60.35,0.5679,5.001,0.000,56.79,60.35,-3.56,0,1,-2.41835,56.79,56.79,0.00,0,0,56.79,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,73.38,69.89,3.49,8.424,8.510,5.171,0.000,0.534,0.018,4.223,60.35,61,-0.4512,10257,2924.83,3138.69,331,340,0
158708,8.674,8.724,9.000,9.000,9.000,9.000,0.000,52.64,0.5264,4.641,0.000,52.64,52.64,0.00,0,0,-2.44127,52.64,52.64,0.00,0,0,52.64,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,56.40,54.90,1.50,8.752,8.887,3.656,0.000,-0.081,0.026,0.402,52.64,53,-0.3581,10822,2772.13,3036.97,342,348,0
158839,7.262,7.572,9.000,9.000,9.000,9.000,0.000,69.74,0.7405,4.713,0.000,74.05,69.74,4.31,1,0,-2.44127,74.05,74.05,0.00,0,0,74.05,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,76.74,71.74,5.00,7.574,7.584,4.703,10.070,-0.353,-0.030,16.715,69.74,70,-0.2330,11927,2515.30,2743.85,352,362,0
158939,7.791,7.619,9.000,9.000,9.000,9.000,0.000,73.90,0.7390,4.934,0.000,73.90,73.90,0.00,0,0,-2.48270,73.90,73.90,0.00,0,0,73.90,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,85.90,80.90,5.00,7.620,7.625,5.671,8.599,0.190,-0.025,16.895,73.90,74,0.1070,12412,2417.02,2822.27,360,372,0
159073,9.004,8.791,9.000,9.000,9.000,9.000,0.000,53.41,0.5341,4.734,0.000,53.41,53.41,0.00,0,0,-2.52664,53.41,53.41,0.00,0,0,53.41,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,60.75,59.61,1.14,8.812,8.915,4.260,0.000,0.218,0.027,0.779,53.41,53,0.3634,8978,3341.50,3057.54,371,383,0
159206,7.994,8.339,9.000,9.000,9.000,9.000,0.000,60.32,0.6053,4.521,0.000,60.53,60.32,0.21,1,0,-2.54029,60.53,60.53,0.00,0,0,60.53,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.10,58.22,3.89,8.358,8.451,3.528,4.376,-0.405,0.000,2.770,60.32,60,0.3242,10385,2888.78,2883.86,382,394,0
159337,7.533,7.618,9.000,9.000,9.000,9.000,0.000,75.52,0.7552,4.775,0.000,75.52,75.52,0.00,0,0,-2.58175,75.52,75.52,0.00,0,0,75.52,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,83.47,78.47,5.00,7.618,7.617,5.203,10.000,-0.096,-0.032,16.057,75.52,76,-0.4130,13766,2179.28,2830.28,392,401,0
159478,8.992,8.586,9.000,9.000,9.000,9.000,0.000,58.96,0.5838,4.776,0.000,58.38,58.96,-0.58,0,1,-2.65425,58.38,58.38,0.00,0,0,58.38,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.74,66.31,2.43,8.599,8.658,4.774,0.274,0.440,0.014,2.209,58.96,59,-0.0475,10837,2768.29,2751.90,403,412,0
159607,8.601,8.701,9.000,9.000,9.000,9.000,0.000,57.39,0.5739,4.529,0.000,57.39,57.39,0.00,0,0,-2.67466,57.39,57.39,0.00,0,0,57.39,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,58.15,56.47,1.67,8.724,8.831,3.510,1.237,-0.133,0.014,0.367,57.39,57,-0.0525,10015,2995.51,2766.97,415,427,0
159742,7.717,7.910,9.000,9.000,9.000,9.000,0.000,73.10,0.7310,4.658,0.000,73.10,73.10,0.00,0,0,-2.75307,73.10,73.10,0.00,0,0,73.10,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,77.57,72.57,5.00,7.915,7.943,4.560,8.877,-0.224,-0.024,9.354,73.10,73,0.3594,16088,1864.74,2657.67,425,439,0
159874,8.759,8.486,9.000,9.000,9.000,9.000,0.000,62.73,0.6273,4.740,0.000,62.73,62.73,0.00,0,0,-2.82705,62.73,62.73,0.00,0,0,62.73,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,71.32,68.26,3.06,8.495,8.536,4.756,2.330,0.294,0.004,2.722,62.73,62,0.3059,12114,2476.47,2467.62,435,448,0
160010,8.619,8.720,9.000,9.000,9.000,9.000,0.000,60.47,0.6047,4.555,0.000,60.47,60.47,0.00,0,0,-2.84794,60.47,60.47,0.00,0,0,60.47,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,60.37,58.79,1.57,8.740,8.837,3.598,1.765,-0.132,0.011,0.326,60.47,61,-0.4485,11383,2635.51,2572.74,446,466,0
160138,8.122,8.239,9.000,9.000,9.000,9.000,0.000,69.14,0.6914,4.581,0.000,69.14,69.14,0.00,0,0,-2.90173,69.14,69.14,0.00,0,0,69.14,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,71.60,67.06,4.54,8.250,8.299,4.090,6.686,-0.143,-0.013,4.213,69.14,69,-0.2324,10431,2876.04,2688.63,457,473,0
160238,8.405,8.329,9.000,9.000,9.000,9.000,0.000,68.02,0.6802,4.641,0.000,68.02,68.02,0.00,0,0,-2.94450,68.02,68.02,0.00,0,0,68.02,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,73.06,69.04,4.02,8.336,8.372,4.455,5.388,0.075,-0.009,3.594,68.02,68,0.2163,12213,2456.40,2742.51,464,485,0
160368,8.832,8.757,9.000,9.000,9.000,9.000,0.000,62.48,0.6248,4.556,0.000,62.48,62.48,0.00,0,0,-2.97579,62.48,62.48,0.00,0,0,62.48,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,63.27,61.90,1.37,8.773,8.849,3.880,1.886,0.069,0.009,0.270,62.48,63,-0.2744,10938,2742.73,2662.39,474,497,0
160502,8.491,8.569,9.000,9.000,9.000,9.000,0.000,65.15,0.6515,4.500,0.000,65.15,65.15,0.00,0,0,-3.00597,65.15,65.15,0.00,0,0,65.15,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.98,62.45,2.53,8.582,8.643,3.750,4.407,-0.101,-0.002,1.158,65.15,65,0.3165,13593,2207.02,2475.79,483,508,0
160631,8.465,8.465,9.000,9.000,9.000,9.000,0.000,67.11,0.6711,4.535,0.000,67.11,67.11,0.00,0,0,-3.05309,67.11,67.11,0.00,0,0,67.11,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.75,66.56,3.20,8.472,8.506,4.177,5.230,-0.008,-0.008,2.138,67.11,67,0.4102,6849,4380.20,3100.08,495,521,0
160770,8.693,8.641,9.000,9.000,9.000,9.000,0.000,65.97,0.6597,4.535,0.000,65.97,65.97,0.00,0,0,-3.09049,65.97,65.97,0.00,0,0,65.97,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.89,65.77,2.12,8.650,8.694,4.155,3.693,0.049,-0.000,0.877,65.97,65,0.4692,13682,2192.66,2662.67,505,531,0
160899,8.700,8.696,9.000,9.000,9.000,9.000,0.000,65.90,0.6590,4.507,0.000,65.90,65.90,0.00,0,0,-3.11847,65.90,65.90,0.00,0,0,65.90,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.27,64.50,1.78,8.707,8.757,3.980,3.647,-0.006,0.001,0.551,65.90,66,-0.1304,11914,2518.05,2622.81,515,540,0
161034,8.663,8.668,9.000,9.000,9.000,9.000,0.000,66.76,0.6676,4.501,0.000,66.76,66.76,0.00,0,0,-3.14788,66.76,66.76,0.00,0,0,66.76,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.14,65.19,1.96,8.677,8.720,4.011,4.206,-0.015,-0.002,0.704,66.76,66,0.4183,12751,2352.76,2536.97,526,552,0
161162,8.695,8.683,9.000,9.000,9.000,9.000,0.000,67.16,0.6716,4.505,0.000,67.16,67.16,0.00,0,0,-3.17749,67.16,67.16,0.00,0,0,67.16,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.83,65.96,1.87,8.691,8.729,4.088,4.218,0.005,-0.002,0.657,67.16,67,-0.2582,13246,2264.83,2360.35,536,565,0
161297,8.737,8.731,9.000,9.000,9.000,9.000,0.000,67.12,0.6712,4.498,0.000,67.12,67.12,0.00,0,0,-3.20256,67.12,67.12,0.00,0,0,67.12,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.36,65.78,1.58,8.740,8.779,4.067,4.013,-0.002,-0.001,0.447,67.12,67,-0.0431,11365,2639.68,2398.81,546,577,0
161427,8.733,8.732,9.000,9.000,9.000,9.000,0.000,67.57,0.6757,4.496,0.000,67.57,67.57,0.00,0,0,-3.22653,67.57,67.57,0.00,0,0,67.57,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.79,66.22,1.58,8.740,8.775,4.093,4.229,-0.007,-0.002,0.456,67.57,67,0.1589,11198,2679.05,2500.43,556,582,0
161561,8.762,8.748,9.000,9.000,9.000,9.000,0.000,67.85,0.6785,4.499,0.000,67.85,67.85,0.00,0,0,-3.24985,67.85,67.85,0.00,0,0,67.85,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.19,66.71,1.49,8.755,8.786,4.141,4.237,0.009,-0.002,0.410,67.85,67,0.4889,10406,2882.95,2620.45,567,595,0
161695,8.752,8.755,9.000,9.000,9.000,9.000,0.000,68.19,0.6819,4.503,0.000,68.19,68.19,0.00,0,0,-3.27185,68.19,68.19,0.00,0,0,68.19,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.62,67.18,1.44,8.761,8.790,4.181,4.326,-0.010,-0.002,0.393,68.19,69,-0.3671,11588,2588.89,2590.32,577,607,0
161796,8.780,8.771,9.000,9.000,9.000,9.000,0.000,68.30,0.6830,4.506,0.000,68.30,68.30,0.00,0,0,-3.28592,68.30,68.30,0.00,0,0,68.30,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.76,67.40,1.35,8.777,8.804,4.204,4.270,0.005,-0.002,0.343,68.30,68,0.2082,10588,2833.40,2674.72,585,612,0
161923,8.781,8.787,9.000,9.000,9.000,9.000,0.000,68.48,0.6848,4.506,0.000,68.48,68.48,0.00,0,0,-3.30479,68.48,68.48,0.00,0,0,68.48,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.77,67.52,1.25,8.793,8.819,4.206,4.294,-0.012,-0.001,0.292,68.48,68,0.1928,10321,2906.70,2730.74,595,625,0
162057,8.819,8.808,9.000,9.000,9.000,9.000,0.000,68.60,0.6860,4.506,0.000,68.60,68.60,0.00,0,0,-3.32254,68.60,68.60,0.00,0,0,68.60,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.80,67.68,1.13,8.814,8.839,4.219,4.246,0.006,-0.001,0.233,68.60,69,-0.1690,11957,2508.99,2643.75,606,633,0
162189,8.815,8.821,9.000,9.000,9.000,9.000,0.000,68.78,0.6878,4.506,0.000,68.78,68.78,0.00,0,0,-3.33881,68.78,68.78,0.00,0,0,68.78,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.89,67.83,1.05,8.826,8.850,4.227,4.285,-0.012,-0.001,0.203,68.78,69,-0.0800,11988,2502.50,2528.87,616,639,0
162324,8.835,8.833,9.000,9.000,9.000,9.000,0.000,69.05,0.6905,4.507,0.000,69.05,69.05,0.00,0,0,-3.35911,69.05,69.05,0.00,0,0,69.05,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.17,68.18,0.98,8.837,8.859,4.256,4.344,-0.002,-0.001,0.179,69.05,69,-0.3990,13055,2297.97,2584.81,627,652,0
162454,8.873,8.869,9.000,9.000,9.000,9.000,0.000,69.08,0.6908,4.504,0.000,69.08,69.08,0.00,0,0,-3.38087,69.08,69.08,0.00,0,0,69.08,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.95,68.19,0.76,8.874,8.895,4.254,4.221,-0.001,-0.000,0.103,69.08,69,-0.0390,10654,2815.84,2714.60,638,668,0
162594,8.871,8.870,9.000,9.000,9.000,9.000,0.000,69.29,0.6929,4.502,0.000,69.29,69.29,0.00,0,0,-3.39254,69.29,69.29,0.00,0,0,69.29,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.16,68.40,0.76,8.874,8.894,4.268,4.336,-0.004,-0.001,0.103,69.29,70,-0.3872,12073,2484.88,2655.77,649,687,0
162725,8.897,8.895,9.000,9.000,9.000,9.000,0.000,69.30,0.6930,4.497,0.000,69.30,69.30,0.00,0,0,-3.40613,69.30,69.30,0.00,0,0,69.30,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.03,68.41,0.61,8.899,8.917,4.269,4.262,-0.001,-0.000,0.066,69.30,70,-0.2376,9963,3011.14,2851.92,660,696,0
162861,8.893,8.894,9.000,9.000,9.000,9.000,0.000,69.54,0.6954,4.494,0.000,69.54,69.54,0.00,0,0,-3.41835,69.54,69.54,0.00,0,0,69.54,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.34,68.71,0.62,8.897,8.912,4.292,4.406,-0.005,-0.001,0.070,69.54,69,0.3863,11559,2595.38,2678.82,671,714,0
162990,8.916,8.910,9.000,9.000,9.000,9.000,0.000,69.54,0.6954,4.492,0.000,69.54,69.54,0.00,0,0,-3.42683,69.54,69.54,0.00,0,0,69.54,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.35,68.83,0.53,8.913,8.927,4.308,4.334,0.004,-0.001,0.050,69.54,70,-0.0287,11668,2571.13,2690.04,681,728,0
163125,8.939,8.934,9.000,9.000,9.000,9.000,0.000,69.40,0.6940,4.485,0.000,69.40,69.40,0.00,0,0,-3.43336,69.40,69.40,0.00,0,0,69.40,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.98,68.60,0.38,8.937,8.952,4.287,4.220,0.002,0.000,0.026,69.40,69,0.2710,9671,3102.06,2751.84,693,738,0
