ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_rpm_count_window,tach_rpm_pub,tach_quality_ok,tach_rpm_source,tach_pulse_count,tach_glitch_rejects,tach_timeout
84020,5.633,6.124,9.000,9.000,9.000,9.000,0.000,50.45,1.0000,2.665,3.691,100.00,50.45,49.55,1,0,-2.11328,103.89,100.00,3.89,1,0,103.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,70.79,65.79,5.00,6.053,5.709,4.668,9.006,-0.464,-0.080,85.122,50.45,51,-0.1945,7196,4168.98,3329.29,3305.10,3305.10,0,2,3083,50110,0
84120,6.395,6.180,9.000,9.000,9.000,9.000,0.000,61.85,1.0000,2.931,3.724,100.00,61.85,38.15,1,0,-2.11328,103.00,100.00,3.00,1,0,103.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,84.02,79.02,5.00,6.127,5.871,5.572,8.965,0.306,-0.063,79.605,61.85,62,-0.1923,9292,3228.58,3344.36,3423.99,3423.99,0,2,3093,50241,0
84255,8.790,8.164,9.000,9.000,9.000,9.000,0.000,65.60,0.6092,3.275,3.780,60.92,65.60,-4.68,0,1,-2.13835,60.92,60.92,0.00,0,0,60.92,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,83.31,78.44,4.87,8.194,8.339,5.197,0.000,0.685,0.034,7.875,65.60,65,0.2109,6627,4526.94,3383.22,3423.99,3423.99,0,2,3110,50463,0
84395,11.610,10.988,9.000,9.000,9.000,9.000,0.000,42.65,0.0000,3.069,3.777,0.00,42.65,-42.65,0,1,-2.13835,-28.24,0.00,-28.24,0,1,-28.24,0.00,0.00,0.00,0.00,0.000,1.000,0.00,0,255.00,1,48.41,53.41,-5.00,11.035,11.263,3.675,0.000,0.634,0.080,38.395,42.65,43,0.1141,6880,4360.47,3567.50,3880.61,3880.61,0,2,3125,50859,0
84528,9.219,9.986,9.000,9.000,9.000,9.000,0.000,19.70,0.1560,2.631,3.711,15.60,19.70,-4.11,0,1,-2.13835,15.60,15.60,0.00,0,0,15.60,0.00,0.00,0.00,0.00,0.000,1.000,0.00,0,255.00,1,27.01,32.01,-5.00,9.978,9.941,2.598,0.000,-0.874,0.020,7.939,19.70,20,0.1673,7504,3997.87,3743.75,3880.61,3997.87,1,1,3141,51093,0
84629,6.920,8.050,9.000,9.000,9.000,9.000,0.000,31.10,0.6386,2.467,3.664,63.86,31.10,32.76,1,0,-2.12961,63.86,63.86,0.00,0,0,63.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,47.78,42.78,5.00,7.978,7.627,3.150,7.597,-1.212,-0.066,15.809,31.10,31,-0.3306,6672,4496.40,3727.78,3691.54,3691.54,0,2,3151,51186,0
84763,5.157,5.630,9.000,9.000,9.000,9.000,0.000,48.20,1.0000,2.611,3.663,100.00,48.20,51.80,1,0,-2.12961,111.41,100.00,11.41,1,0,111.41,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,70.99,65.99,5.00,5.560,5.220,4.844,9.368,-0.446,-0.080,113.109,48.20,48,0.1727,6961,4309.73,3710.10,3691.54,3691.54,0,2,3166,51367,0
84900,6.479,6.013,9.000,9.000,9.000,9.000,0.000,65.30,1.0000,3.052,3.756,100.00,65.30,34.70,1,0,-2.12961,105.84,100.00,5.84,1,0,105.84,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,85.92,80.92,5.00,5.974,5.781,6.160,9.087,0.572,-0.042,84.371,65.30,65,-0.0241,7792,3850.10,3519.13,3318.78,3318.78,0,2,3181,51520,0
85032,9.374,8.618,9.000,9.000,9.000,9.000,0.000,63.59,0.5054,3.335,3.833,50.54,63.59,-13.06,0,1,-2.17749,50.54,50.54,0.00,0,0,50.54,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,76.09,74.17,1.91,8.683,9.002,4.809,0.000,0.788,0.075,2.091,63.59,64,-0.1883,6883,4358.56,3487.71,3650.51,3650.51,0,2,3197,51763,0
85169,11.625,11.191,9.000,9.000,9.000,9.000,0.000,40.64,0.0000,3.068,3.829,0.00,40.64,-40.64,0,1,-2.17749,-37.16,0.00,-37.16,0,1,-37.16,0.00,0.00,0.00,0.00,0.000,1.000,0.00,0,255.00,1,45.07,50.07,-5.00,11.240,11.476,3.400,0.000,0.428,0.080,45.900,40.64,41,-0.3111,9112,3292.36,3567.15,3650.51,3650.51,0,2,3210,52305,0
85302,9.697,10.123,9.000,9.000,9.000,9.000,0.000,17.69,0.1115,2.611,3.761,11.15,17.69,-6.54,0,1,-2.17749,11.15,11.15,0.00,0,0,11.15,0.00,0.00,0.00,0.00,0.000,1.000,0.00,0,255.00,1,24.32,29.32,-5.00,10.116,10.081,2.404,0.000,-0.483,0.019,10.098,17.69,18,-0.2839,7072,4242.08,3330.90,2881.27,2881.27,0,2,3224,52683,0
85403,7.271,8.123,9.000,9.000,9.000,9.000,0.000,29.09,0.6269,2.433,3.712,62.69,29.09,33.60,1,0,-2.17567,62.69,62.69,0.00,0,0,62.69,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,46.52,41.52,5.00,8.048,7.680,3.131,7.543,-0.893,-0.068,14.980,29.09,29,0.2008,6608,4539.95,3169.03,2881.27,2881.27,0,2,3235,52765,0
85535,4.827,5.329,9.000,9.000,9.000,9.000,0.000,46.19,1.0000,2.565,3.714,100.00,46.19,53.81,1,0,-2.17567,115.95,100.00,15.95,1,0,115.95,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,70.20,65.20,5.00,5.260,4.923,4.882,9.588,-0.478,-0.080,131.962,46.19,47,-0.3220,6783,4422.82,3172.65,3281.39,3281.39,0,2,3250,52936,0
