ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_rpm_count_window,tach_rpm_pub,tach_quality_ok,tach_rpm_source,tach_pulse_count,tach_glitch_rejects,tach_timeout
55971,16.000,16.000,9.000,5.453,9.000,5.453,-17.705,0.00,0.0000,0.000,0.000,0.00,0.00,0.00,0,0,0.00000,-1086.29,0.00,-1086.29,0,1,-1086.29,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,0.00,0.00,-5.00,16.000,16.000,0.000,0.000,0.000,0.000,1305.532,0.00,0,0.0000,0,0.00,0.00,0.00,0.00,0,0,0,0,1
56072,0.068,1.789,9.000,5.943,9.000,5.943,12.717,11.40,0.8330,0.134,0.000,83.30,11.40,71.90,1,0,0.00000,83.30,83.30,0.00,0,0,80.45,0.00,2.85,8.50,1.00,1.000,1.160,2.85,1,60.00,1,56.27,51.27,5.00,1.761,1.623,3.062,12.179,-1.870,-0.080,301.708,11.40,11,0.1000,10087,2974.12,2974.12,0.00,2974.12,0,1,4,4,0
56173,0.060,0.452,9.000,6.675,9.000,6.675,11.637,22.80,1.0000,0.457,0.000,100.00,22.80,77.20,1,0,0.00000,108.15,100.00,8.15,1,0,103.41,0.00,4.74,8.50,1.00,1.000,1.160,4.74,1,60.00,1,62.54,57.54,5.00,0.404,0.167,5.115,13.157,-0.394,-0.080,517.443,22.80,23,-0.0000,9309,3222.69,3063.61,0.00,3222.69,0,1,8,10,0
56304,0.207,0.179,9.000,7.485,9.000,7.485,7.773,39.90,1.0000,1.223,0.000,100.00,39.90,60.10,1,0,0.00000,122.95,100.00,22.95,1,0,116.49,0.00,6.46,8.50,0.93,1.000,1.149,6.46,0,255.00,1,71.94,66.94,5.00,0.112,0.000,7.527,13.357,0.097,-0.070,582.107,39.90,40,-0.4000,10705,2802.43,2445.52,1290.12,1290.12,0,2,14,63,0
56404,1.118,0.777,9.000,7.862,9.000,7.862,5.843,51.30,1.0000,1.856,0.000,100.00,51.30,48.70,1,0,0.00000,124.49,100.00,24.49,1,0,117.35,0.00,7.14,8.50,0.69,1.000,1.111,7.14,0,255.00,1,78.22,73.22,5.00,0.733,0.516,8.667,12.919,0.433,-0.032,520.528,51.30,52,-0.5000,6751,4443.79,2029.57,1290.12,1290.12,0,2,24,139,0
56537,2.444,2.114,9.000,8.260,9.000,8.260,3.802,68.40,1.0000,2.873,0.000,100.00,68.40,31.60,1,0,0.00000,120.29,100.00,20.29,1,0,112.53,0.00,7.76,8.50,0.37,1.000,1.059,7.76,0,255.00,1,87.62,82.62,5.00,2.117,2.136,9.704,11.941,0.373,0.032,353.347,68.40,69,-0.4000,6941,4322.14,2603.99,3888.09,3888.09,0,2,41,294,0
56678,6.697,5.593,9.000,8.518,9.000,8.518,2.473,81.84,0.8184,3.730,0.000,81.84,81.84,0.00,0,0,-0.08777,81.84,81.84,0.00,0,0,75.13,0.00,6.70,3.68,0.18,1.000,1.028,6.70,0,255.00,1,95.01,90.01,5.00,5.664,6.005,7.575,0.000,1.151,0.080,71.555,81.84,81,0.3354,8962,3347.47,3230.63,3888.09,3888.09,0,2,55,450,0
56808,9.905,9.007,9.000,8.687,9.000,8.687,1.609,58.89,0.0000,3.802,0.000,0.00,58.89,-58.89,0,1,-0.15289,-1.11,0.00,-1.11,0,1,-5.30,0.00,4.19,0.00,0.08,0.000,1.013,4.19,0,255.00,1,75.42,77.39,-1.97,9.061,9.325,5.356,0.000,0.925,0.080,4.211,58.89,59,-0.0586,7244,4141.36,3682.04,4197.71,4141.36,1,1,71,1056,0
56945,7.029,7.748,9.000,8.796,9.000,8.796,1.047,35.94,0.3536,3.492,0.000,35.36,35.94,-0.57,0,1,-0.19113,35.36,35.36,0.00,0,0,32.96,0.00,2.40,0.32,0.04,1.000,1.006,2.40,0,255.00,1,66.66,61.66,5.00,7.758,7.810,3.786,0.000,-0.828,0.002,21.645,35.94,36,-0.3026,7776,3858.02,3867.47,3810.60,3858.02,1,1,88,1390,0
57077,4.310,4.974,9.000,8.867,9.000,8.867,0.681,53.04,0.9515,3.511,0.000,95.15,53.04,42.11,1,0,-0.19113,95.15,95.15,0.00,0,0,93.78,0.00,1.36,0.09,0.02,1.000,1.002,1.36,0,255.00,1,79.17,74.17,5.00,4.922,4.669,4.938,9.847,-0.677,-0.080,148.668,53.04,53,-0.2966,7282,4119.75,3839.72,3810.60,3810.60,0,2,103,1540,0
57177,4.957,4.767,9.000,8.900,9.000,8.900,0.511,64.44,0.9822,3.752,0.000,98.22,64.44,33.78,1,0,-0.19113,98.22,98.22,0.00,0,0,97.30,0.00,0.92,0.04,0.01,1.000,1.001,0.92,0,255.00,1,85.44,80.44,5.00,4.720,4.495,5.998,9.999,0.264,-0.065,159.231,64.44,65,-0.1260,10103,2969.42,3897.14,4150.12,4150.12,0,2,113,1627,0
57309,7.103,6.488,9.000,8.935,9.000,8.935,0.333,70.61,0.7061,4.123,0.000,70.61,70.61,0.00,0,0,-0.26456,70.61,70.61,0.00,0,0,70.10,0.00,0.51,0.01,0.00,1.000,1.000,0.51,0,255.00,1,88.83,83.83,5.00,6.524,6.700,5.524,0.000,0.674,0.022,47.866,70.61,70,0.4535,6990,4291.85,4048.94,4150.12,4291.85,1,1,129,1817,0
57409,9.294,8.500,9.000,8.951,9.000,8.951,0.250,55.31,0.1741,4.034,0.000,17.41,55.31,-37.90,0,1,-0.31763,17.41,17.41,0.00,0,0,17.07,0.00,0.34,0.00,0.00,1.000,1.000,0.34,0,255.00,1,71.12,68.80,2.32,8.574,8.938,4.384,0.000,0.796,0.080,3.374,55.31,56,-0.2788,9588,3128.91,3881.12,3170.05,3128.91,1,1,138,2199,0
57541,9.078,9.196,9.000,8.968,9.000,8.968,0.162,32.36,0.0067,3.582,0.000,0.67,32.36,-31.69,0,1,-0.31763,0.67,0.67,0.00,0,0,0.48,0.00,0.18,0.00,0.00,0.000,1.000,0.18,0,255.00,1,43.17,44.82,-1.64,9.245,9.486,3.099,0.000,-0.190,0.065,2.781,32.36,33,-0.2523,8412,3566.33,3534.12,3170.05,3170.05,0,2,153,2750,0
57677,6.655,7.261,9.000,8.979,9.000,8.979,0.106,36.11,0.5449,3.187,0.000,54.49,36.11,18.38,1,0,-0.33034,54.49,54.49,0.00,0,0,54.39,0.00,0.10,0.00,0.00,1.000,1.000,0.10,0,255.00,1,49.84,44.84,5.00,7.239,7.129,2.924,6.202,-0.670,-0.030,28.859,36.11,36,-0.0258,6834,4389.82,3544.25,3691.71,3691.71,0,2,168,2879,0
57808,5.094,5.383,9.000,8.987,9.000,8.987,0.069,53.21,0.9201,3.274,0.000,92.01,53.21,38.80,1,0,-0.33034,92.01,92.01,0.00,0,0,91.96,0.00,0.05,0.00,0.00,1.000,1.000,0.05,0,255.00,1,73.97,68.97,5.00,5.322,5.023,4.782,9.549,-0.253,-0.080,124.525,53.21,54,-0.4994,6638,4519.43,3616.21,3691.71,3691.71,0,2,183,3062,0
57945,6.428,6.097,9.000,8.991,9.000,8.991,0.045,70.31,0.8011,3.635,0.000,80.11,70.31,9.80,1,0,-0.33034,80.11,80.11,0.00,0,0,80.08,0.00,0.03,0.00,0.00,1.000,1.000,0.03,0,255.00,1,88.67,83.67,5.00,6.073,5.959,6.013,8.328,0.404,-0.032,75.842,70.31,70,0.3271,6912,4340.28,3437.12,3249.23,3249.23,0,2,197,3226,0
58077,9.842,8.760,9.000,8.994,9.000,8.994,0.029,50.93,0.1455,3.640,0.000,14.55,50.93,-36.37,0,1,-0.44516,14.55,14.55,0.00,0,0,14.54,0.00,0.02,0.00,0.00,1.000,1.000,0.02,0,255.00,1,65.31,64.28,1.03,8.824,9.140,4.412,0.000,1.154,0.080,2.591,50.93,51,0.0545,6909,4342.16,3467.34,3858.80,3858.80,0,2,213,3711,0
58212,9.273,9.415,9.000,8.996,9.000,8.996,0.019,27.98,0.0000,3.214,0.000,0.00,27.98,-27.98,0,1,-0.44516,-1.86,0.00,-1.86,0,1,-1.87,0.00,0.01,0.00,0.00,0.000,1.000,0.01,0,255.00,1,38.23,41.01,-2.78,9.457,9.666,3.119,0.000,-0.210,0.066,4.090,27.98,28,-0.0682,6577,4561.35,3657.54,3858.80,3858.80,0,2,228,4149,0
58345,6.169,6.885,9.000,8.998,9.000,8.998,0.012,31.73,0.6580,2.849,0.000,65.80,31.73,34.07,1,0,-0.45194,65.80,65.80,0.00,0,0,65.80,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,52.07,47.07,5.00,6.830,6.560,3.619,8.450,-0.763,-0.053,48.787,31.73,32,0.0091,6530,4594.18,3559.18,3312.76,3312.76,0,2,244,4310,0
58480,4.687,5.052,9.000,8.998,9.000,8.998,0.008,48.83,0.9849,2.955,0.000,98.49,48.83,49.66,1,0,-0.45194,98.49,98.49,0.00,0,0,98.49,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,75.36,70.36,5.00,4.984,4.655,5.328,9.791,-0.329,-0.080,151.137,48.83,48,0.3865,6614,4535.83,3438.93,3312.76,3312.76,0,2,259,4471,0
58612,6.000,5.574,9.000,8.999,9.000,8.999,0.005,65.93,0.9079,3.361,0.000,90.79,65.93,24.86,1,0,-0.45194,90.79,90.79,0.00,0,0,90.79,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,86.26,81.26,5.00,5.534,5.340,6.594,9.409,0.528,-0.038,107.939,65.93,66,0.0638,6380,4702.19,3678.59,3985.99,3985.99,0,2,276,4625,0
58712,7.886,7.033,9.000,8.999,9.000,8.999,0.004,63.98,0.6331,3.582,0.000,63.31,63.98,-0.67,0,1,-0.51094,63.31,63.31,0.00,0,0,63.31,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,85.19,80.19,5.00,7.062,7.202,5.843,0.000,0.952,0.032,32.805,63.98,64,-0.3346,6376,4705.14,3818.72,3985.99,3985.99,0,2,287,4746,0
58844,10.183,9.726,9.000,9.000,9.000,9.000,0.003,41.03,0.0000,3.361,0.000,0.00,41.03,-41.03,0,1,-0.53146,-11.20,0.00,-11.20,0,1,-11.20,0.00,0.00,0.00,0.00,0.000,1.000,0.00,0,255.00,1,51.58,56.26,-4.68,9.774,10.008,4.131,0.000,0.449,0.080,8.183,41.03,41,-0.3073,6900,4347.83,3951.76,4136.61,4136.61,0,2,302,5321,0
58981,8.090,8.787,9.000,9.000,9.000,9.000,0.002,18.08,0.1583,2.879,0.000,15.83,18.08,-2.25,0,1,-0.53785,15.83,15.83,0.00,0,0,15.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,35.04,33.76,1.28,8.789,8.799,2.921,0.000,-0.798,0.022,3.790,18.08,18,-0.1300,7095,4228.33,3870.02,3276.88,3276.88,0,2,316,5648,0
59113,5.381,6.056,9.000,9.000,9.000,9.000,0.001,35.18,0.8383,2.683,0.000,83.83,35.18,48.65,1,0,-0.53785,83.83,83.83,0.00,0,0,83.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,60.15,55.15,5.00,5.975,5.580,4.391,9.056,-0.671,-0.080,93.323,35.18,35,0.2973,7283,4119.18,3587.99,3276.88,3276.88,0,2,330,5793,0
59213,4.424,4.816,9.000,9.000,9.000,9.000,0.001,46.58,1.0000,2.809,0.000,100.00,46.58,53.42,1,0,-0.53785,102.68,100.00,2.68,1,0,102.68,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,75.54,70.54,5.00,4.747,4.411,5.511,9.964,-0.357,-0.080,169.586,46.58,47,-0.2511,10642,2819.02,3547.37,3633.78,3633.78,0,2,340,5910,0
59346,5.365,5.110,9.000,9.000,9.000,9.000,0.001,63.68,0.9875,3.238,0.000,98.75,63.68,35.08,1,0,-0.53785,98.75,98.75,0.00,0,0,98.75,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,85.02,80.02,5.00,5.060,4.816,6.801,9.748,0.344,-0.047,139.561,63.68,64,-0.3238,6413,4678.00,3589.54,3633.78,3633.78,0,2,357,6086,0
59485,7.758,7.116,9.000,9.000,9.000,9.000,0.000,67.43,0.6260,3.641,0.000,62.60,67.43,-4.82,0,1,-0.59435,62.60,62.60,0.00,0,0,62.60,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,87.08,82.08,5.00,7.166,7.408,5.661,0.000,0.687,0.048,27.325,67.43,68,-0.4464,6262,4790.80,3884.25,4392.46,4392.46,0,2,373,6283,0
59616,10.959,10.286,9.000,9.000,9.000,9.000,0.000,44.48,0.0000,3.430,0.000,0.00,44.48,-44.48,0,1,-0.61492,-35.26,0.00,-35.26,0,1,-35.26,0.00,0.00,0.00,0.00,0.000,1.000,0.00,0,255.00,1,52.08,57.08,-5.00,10.333,10.566,4.002,0.000,0.688,0.080,18.252,44.48,45,-0.0691,8492,3532.74,4132.26,4392.46,4392.46,0,2,387,7016,0
59718,9.976,10.153,9.000,9.000,9.000,9.000,0.000,29.18,0.0000,3.123,0.000,0.00,29.18,-29.18,0,1,-0.61492,-28.76,0.00,-28.76,0,1,-28.76,0.00,0.00,0.00,0.00,0.000,1.000,0.00,0,255.00,1,36.94,41.94,-5.00,10.186,10.349,3.176,0.000,-0.240,0.063,14.029,29.18,29,-0.0676,7734,3878.98,3814.01,3248.24,3248.24,0,2,397,7193,0
59851,6.604,7.405,9.000,9.000,9.000,9.000,0.000,32.93,0.5575,2.777,0.000,55.75,32.93,22.82,1,0,-0.61492,55.75,55.75,0.00,0,0,55.75,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,51.14,46.14,5.00,7.339,7.013,3.439,8.069,-0.848,-0.063,31.921,32.93,33,-0.3903,6876,4363.00,3537.92,3248.24,3248.24,0,2,413,7345,0
59986,5.022,5.378,9.000,9.000,9.000,9.000,0.000,50.03,0.9586,2.903,0.000,95.86,50.03,45.83,1,0,-0.61492,95.86,95.86,0.00,0,0,95.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,74.40,69.40,5.00,5.310,4.978,5.139,9.552,-0.319,-0.080,128.811,50.03,50,-0.4130,7231,4148.80,3501.83,3463.66,3463.66,0,2,426,7477,0
60118,6.299,5.952,9.000,9.000,9.000,9.000,0.000,67.13,0.8668,3.311,0.000,86.68,67.13,19.55,1,0,-0.61492,86.68,86.68,0.00,0,0,86.68,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,86.92,81.92,5.00,5.916,5.738,6.381,9.132,0.434,-0.036,86.439,67.13,67,-0.1357,6504,4612.55,3551.69,3810.44,3810.44,0,2,441,7673,0
60218,8.184,7.318,9.000,9.000,9.000,9.000,0.000,65.18,0.5876,3.536,0.000,58.76,65.18,-6.41,0,1,-0.66538,58.76,58.76,0.00,0,0,58.76,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,85.85,80.85,5.00,7.345,7.474,5.743,0.000,0.968,0.030,24.966,65.18,65,-0.1341,6810,4405.29,3644.84,3810.44,3810.44,0,2,452,7795,0
60350,10.668,10.141,9.000,9.000,9.000,9.000,0.000,42.23,0.0000,3.316,0.000,0.00,42.23,-42.23,0,1,-0.67614,-26.65,0.00,-26.65,0,1,-26.65,0.00,0.00,0.00,0.00,0.000,1.000,0.00,0,255.00,1,51.32,56.32,-5.00,10.187,10.414,4.060,0.000,0.530,0.080,15.189,42.23,42,0.4932,11051,2714.69,3607.68,3220.58,3220.58,0,2,466,8206,0
60488,8.658,9.190,9.000,9.000,9.000,9.000,0.000,19.28,0.0889,2.847,0.000,8.89,19.28,-10.39,0,1,-0.67614,8.89,8.89,0.00,0,0,8.89,0.00,0.00,0.00,0.00,0.080,1.000,0.00,0,255.00,1,32.86,34.00,-1.14,9.189,9.179,2.871,0.000,-0.607,0.022,2.481,19.28,19,0.2704,6636,4520.80,3418.78,3220.58,3220.58,0,2,482,8392,0
60619,5.217,6.222,9.000,9.000,9.000,9.000,0.000,36.38,0.8267,2.661,0.000,82.67,36.38,46.29,1,0,-0.67614,82.67,82.67,0.00,0,0,82.67,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,59.04,54.04,5.00,6.143,5.757,4.176,8.934,-1.039,-0.080,83.169,36.38,36,0.2977,7352,4080.52,3606.53,3942.42,4080.52,1,1,497,8541,0
60756,4.814,4.956,9.000,9.000,9.000,9.000,0.000,53.48,1.0000,2.916,0.000,100.00,53.48,46.52,1,0,-0.67614,102.51,100.00,2.51,1,0,102.51,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,79.41,74.41,5.00,4.886,4.546,5.794,9.861,-0.087,-0.080,157.990,53.48,54,-0.3750,6599,4546.14,3784.74,3942.42,3942.42,0,2,511,8707,0
60891,6.352,5.939,9.000,9.000,9.000,9.000,0.000,70.58,0.8771,3.388,0.000,87.71,70.58,17.14,1,0,-0.67614,87.71,87.71,0.00,0,0,87.71,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,88.82,83.82,5.00,5.913,5.788,6.803,8.646,0.500,-0.019,84.171,70.58,70,0.2523,6624,4528.99,3615.89,3438.73,3438.73,0,2,526,8903,0
60991,9.077,7.950,9.000,9.000,9.000,9.000,0.000,66.31,0.4344,3.580,0.000,43.44,66.31,-22.87,0,1,-0.77633,43.44,43.44,0.00,0,0,43.44,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,86.47,81.47,5.00,8.015,8.329,5.623,0.000,1.224,0.072,9.950,66.31,67,-0.4698,6819,4399.47,3552.11,3438.73,3438.73,0,2,537,9090,0
61123,11.156,10.729,9.000,9.000,9.000,9.000,0.000,43.36,0.0000,3.315,0.000,0.00,43.36,-43.36,0,1,-0.77633,-54.17,0.00,-54.17,0,1,-54.17,0.00,0.00,0.00,0.00,0.000,1.000,0.00,0,255.00,1,51.25,56.25,-5.00,10.773,10.990,3.975,0.000,0.425,0.080,29.955,43.36,44,-0.4280,6955,4313.44,3586.74,3623.08,3623.08,0,2,553,9934,0
61265,8.976,9.499,9.000,9.000,9.000,9.000,0.000,20.41,0.0317,2.846,0.000,3.17,20.41,-17.25,0,1,-0.77633,3.17,3.17,0.00,0,0,3.17,0.00,0.00,0.00,0.00,0.000,1.000,0.00,0,255.00,1,31.20,34.13,-2.93,9.486,9.418,2.811,0.000,-0.586,0.012,2.972,20.41,21,-0.2362,6445,4654.77,3569.03,3445.87,3445.87,0,2,568,10171,0
61397,6.004,6.680,9.000,9.000,9.000,9.000,0.000,37.51,0.7507,2.667,0.000,75.07,37.51,37.55,1,0,-0.77633,75.07,75.07,0.00,0,0,75.07,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,59.68,54.68,5.00,6.598,6.199,4.178,8.600,-0.659,-0.080,62.323,37.51,37,0.2056,8186,3664.79,3508.93,3445.87,3445.87,0,2,583,10332,0
61534,4.980,5.139,9.000,9.000,9.000,9.000,0.000,54.61,1.0000,2.927,0.000,100.00,54.61,45.39,1,0,-0.77633,101.25,100.00,1.25,1,0,101.25,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,80.04,75.04,5.00,5.069,4.731,5.749,9.727,-0.105,-0.080,145.192,54.61,55,-0.0526,8573,3499.36,3606.76,3803.12,3803.12,0,2,596,10510,0
61665,6.543,6.132,9.000,9.000,9.000,9.000,0.000,71.71,0.8567,3.398,0.000,85.67,71.71,13.96,1,0,-0.77633,85.67,85.67,0.00,0,0,85.67,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,89.44,84.44,5.00,6.106,5.978,6.779,8.969,0.497,-0.019,74.562,71.71,72,-0.0107,6635,4521.48,3728.42,3803.12,3803.12,0,2,611,10669,0
61765,8.694,7.901,9.000,9.000,9.000,9.000,0.000,60.66,0.4642,3.519,0.000,46.42,60.66,-14.24,0,1,-0.86844,46.42,46.42,0.00,0,0,46.42,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,83.10,78.10,5.00,7.954,8.210,5.490,0.000,0.856,0.061,12.384,60.66,61,-0.0458,6558,4574.57,3466.38,3025.43,3025.43,0,2,620,10843,0
61897,10.653,10.314,9.000,9.000,9.000,9.000,0.000,37.71,0.0000,3.226,0.000,0.00,37.71,-37.71,0,1,-0.86844,-30.18,0.00,-30.18,0,1,-30.18,0.00,0.00,0.00,0.00,0.000,1.000,0.00,0,255.00,1,47.37,52.37,-5.00,10.359,10.580,3.881,0.000,0.328,0.080,19.114,37.71,38,0.0266,8296,3616.20,3251.19,3025.43,3025.43,0,2,635,11293,0
62035,7.766,8.661,9.000,9.000,9.000,9.000,0.000,25.18,0.2518,2.783,0.000,25.18,25.18,0.00,0,0,-0.87861,25.18,25.18,0.00,0,0,25.18,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,39.08,36.91,2.16,8.642,8.548,2.830,0.791,-0.995,-0.006,3.721,25.18,26,-0.3328,6492,4621.07,3239.08,3226.38,3226.38,0,2,650,11532,0
62166,5.338,6.008,9.000,9.000,9.000,9.000,0.000,42.28,0.8922,2.724,0.000,89.22,42.28,46.95,1,0,-0.87861,89.22,89.22,0.00,0,0,89.22,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.92,59.92,5.00,5.933,5.566,4.499,9.091,-0.656,-0.080,93.282,42.28,42,0.3941,7541,3978.25,3244.32,3283.56,3283.56,0,2,665,11745,0
62303,5.240,5.237,9.000,9.000,9.000,9.000,0.000,59.38,1.0000,3.062,4.674,100.00,59.38,40.62,1,0,-0.87861,101.15,100.00,1.15,1,0,101.15,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,82.66,77.66,5.00,5.172,4.857,5.995,9.655,0.070,-0.073,136.243,59.38,59,0.4210,7327,4094.45,3263.47,3283.56,3283.56,0,2,679,11898,0
62434,7.630,6.994,9.000,9.000,9.000,9.000,0.000,70.64,0.7064,3.494,4.683,70.64,70.64,0.00,0,0,-0.93878,70.64,70.64,0.00,0,0,70.64,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,88.85,83.85,5.00,7.013,7.102,5.942,1.538,0.717,0.018,33.834,70.64,71,-0.0895,7147,4197.57,3235.99,3179.99,3179.99,0,2,695,12106,0
62572,10.511,9.785,9.000,9.000,9.000,9.000,0.000,47.69,0.0000,3.391,4.636,0.00,47.69,-47.69,0,1,-0.96767,-3.72,0.00,-3.72,0,1,-3.72,0.00,0.00,0.00,0.00,0.000,1.000,0.00,0,255.00,1,55.46,60.46,-5.00,9.835,10.081,4.201,0.000,0.738,0.080,8.617,47.69,48,-0.0748,7994,3752.81,3208.66,3179.99,3179.99,0,2,710,12704,0
62704,9.348,9.698,9.000,9.000,9.000,9.000,0.000,24.74,0.0000,2.958,4.519,0.00,24.74,-24.74,0,1,-0.96767,-0.09,0.00,-0.09,0,1,-0.09,0.00,0.00,0.00,0.00,0.000,1.000,0.00,0,255.00,1,33.50,37.81,-4.31,9.713,9.788,2.970,0.000,-0.420,0.042,5.550,24.74,25,0.0899,7818,3837.30,3243.48,3280.02,3280.02,0,2,725,12991,0
62805,7.265,8.022,9.000,9.000,9.000,9.000,0.000,28.45,0.4469,2.720,4.432,44.69,28.45,16.24,1,0,-0.97207,44.69,44.69,0.00,0,0,44.69,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,45.32,40.32,5.00,7.981,7.779,3.027,6.137,-0.819,-0.035,13.963,28.45,28,0.2856,8589,3492.84,3258.73,3280.02,3280.02,0,2,733,13095,0
62938,4.817,5.368,9.000,9.000,9.000,9.000,0.000,45.55,1.0000,2.770,4.359,100.00,45.55,54.45,1,0,-0.97207,100.47,100.00,0.47,1,0,100.47,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.14,64.14,5.00,5.298,4.960,4.796,9.560,-0.531,-0.080,129.364,45.55,46,-0.1709,6415,4676.54,3550.14,3855.88,3855.88,0,2,749,13220,0
63076,5.480,5.310,9.000,9.000,9.000,9.000,0.000,62.65,1.0000,3.165,4.387,100.00,62.65,37.35,1,0,-0.97207,101.29,100.00,1.29,1,0,101.29,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,84.46,79.46,5.00,5.257,5.004,6.231,9.602,0.249,-0.058,127.565,62.65,63,-0.3274,7420,4043.13,3710.39,3769.19,3769.19,0,2,764,13392,0
63207,8.244,7.575,9.000,9.000,9.000,9.000,0.000,66.40,0.5775,3.537,4.424,57.75,66.40,-8.65,0,1,-1.01482,57.75,57.75,0.00,0,0,57.75,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,85.66,80.66,5.00,7.626,7.871,5.415,0.000,0.716,0.050,16.429,66.40,66,0.4661,6474,4633.92,3721.63,3769.19,3769.19,0,2,781,13608,0
63311,10.554,9.513,9.000,9.000,9.000,9.000,0.000,51.10,0.0844,3.456,4.411,8.44,51.10,-42.66,0,1,-1.03376,8.44,8.44,0.00,0,0,8.44,0.00,0.00,0.00,0.00,0.000,1.000,0.00,0,255.00,1,59.70,63.13,-3.43,9.568,9.835,4.298,0.000,1.073,0.080,5.291,51.10,51,0.3118,10763,2787.33,3835.30,4174.47,4174.47,0,2,790,13933,0
63442,9.686,10.009,9.000,9.000,9.000,9.000,0.000,28.15,0.0000,3.041,4.327,0.00,28.15,-28.15,0,1,-1.03376,-11.86,0.00,-11.86,0,1,-11.86,0.00,0.00,0.00,0.00,0.000,1.000,0.00,0,255.00,1,35.25,40.25,-5.00,10.039,10.189,3.039,0.000,-0.405,0.058,10.892,28.15,28,-0.2947,8097,3705.08,4000.81,4174.47,4174.47,0,2,804,14194,0
63581,6.791,7.557,9.000,9.000,9.000,9.000,0.000,31.90,0.5853,2.694,4.217,58.53,31.90,26.63,1,0,-1.03376,58.53,58.53,0.00,0,0,58.53,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,49.86,44.86,5.00,7.497,7.205,3.351,7.958,-0.814,-0.056,26.700,31.90,32,0.2987,6937,4324.64,3679.56,2991.97,2991.97,0,2,818,14389,0
63712,4.862,5.281,9.000,9.000,9.000,9.000,0.000,49.00,1.0000,2.824,4.179,100.00,49.00,51.00,1,0,-1.03376,102.45,100.00,2.45,1,0,102.45,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,73.36,68.36,5.00,5.213,4.883,5.081,9.623,-0.389,-0.080,134.860,49.00,49,0.1922,7257,4133.94,3344.02,2991.97,2991.97,0,2,835,14562,0
63814,5.516,5.312,9.000,9.000,9.000,9.000,0.000,60.40,1.0000,3.094,4.208,100.00,60.40,39.60,1,0,-1.03376,102.01,100.00,2.01,1,0,102.01,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,83.22,78.22,5.00,5.257,4.987,6.030,9.600,0.290,-0.063,128.774,60.40,60,0.2879,9936,3019.32,3536.02,3877.35,3877.35,0,2,844,14665,0
