# SHOT START
# legend_version=2
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_dyn_raw = raw dynamic feedforward request before FF-path LPF and slew limiting
# ff_pressure_w = pressure-window weight applied to dynamic FF
# ff_above_w = above-target suppression weight applied to dynamic FF
# ff_gamma = ramp-dependent gamma multiplier applied to dynamic FF
# u_ff_total = total feedforward contribution
# ramp_hold_active = 1 when the downstream drop-rate hold is active during ramp-up
# drop_rate_active = active downstream output drop-rate cap in percent per second
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_qout_raw = instantaneous outflow / load estimate before shadow-MPC LPF
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_residual_bias = low-pass residual bias term added to shadow predictions
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
# tach_period_us = measured time between valid tach pulses in microseconds
# tach_rpm_inst = instantaneous RPM derived from tach_period_us and pulses-per-revolution
# tach_rpm_ema = exponentially filtered RPM intended for easier visual analysis
# tach_pulse_count = total number of valid tach pulses seen since the last reset
# tach_glitch_rejects = number of tach edges rejected as implausibly fast glitches
# tach_timeout = 1 when no recent tach pulse is available and RPM is forced to zero
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_pulse_count,tach_glitch_rejects,tach_timeout
37306,0.813,0.809,1.100,1.100,1.100,1.100,0.000,27.31,0.2731,4.288,0.000,27.31,27.31,0.00,0,0,-1.83804,27.31,27.31,0.00,0,0,27.31,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,28.91,27.16,1.75,0.814,0.837,4.270,4.458,-0.001,-0.004,0.621,27.31,27,0.1331,3275,9160.31,14177.47,850,3,0
37436,0.867,0.858,1.100,1.100,1.100,1.100,0.000,25.39,0.2539,4.260,0.000,25.39,25.39,0.00,0,0,-1.86094,25.39,25.39,0.00,0,0,25.39,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.31,25.85,1.46,0.861,0.875,4.178,3.822,0.007,-0.002,0.468,25.39,26,-0.1836,3991,7516.91,13763.54,865,3,0
37539,0.816,0.828,1.100,1.100,1.100,1.100,0.000,26.90,0.2690,4.253,0.000,26.90,26.90,0.00,0,0,-1.88402,26.90,26.90,0.00,0,0,26.90,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,28.28,26.65,1.63,0.834,0.859,4.171,4.387,-0.019,-0.003,0.526,26.90,27,0.3146,1663,18039.69,15646.21,875,3,0
37669,0.821,0.810,1.100,1.100,1.100,1.100,0.000,27.88,0.2788,4.320,0.000,27.88,27.88,0.00,0,0,-1.91058,27.88,27.88,0.00,0,0,27.88,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,29.39,27.64,1.75,0.815,0.838,4.329,4.613,0.006,-0.004,0.613,27.88,27,0.4063,1649,18192.84,17243.56,895,3,0
37809,0.902,0.887,1.100,1.100,1.100,1.100,0.000,24.69,0.2469,4.273,0.000,24.69,24.69,0.00,0,0,-1.93179,24.69,24.69,0.00,0,0,24.69,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.76,25.46,1.30,0.888,0.897,4.180,3.563,0.015,-0.001,0.393,24.69,24,0.3496,3196,9386.73,16970.15,914,3,0
37938,0.766,0.804,1.100,1.100,1.100,1.100,0.000,28.50,0.2850,4.289,0.000,28.50,28.50,0.00,0,0,-1.95497,28.50,28.50,0.00,0,0,28.50,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,29.49,27.72,1.77,0.811,0.843,4.238,4.920,-0.048,-0.005,0.591,28.50,29,-0.2862,3533,8491.37,14581.10,929,3,0
38076,0.873,0.839,1.100,1.100,1.100,1.100,0.000,27.26,0.2726,4.361,0.000,27.26,27.26,0.00,0,0,-1.98118,27.26,27.26,0.00,0,0,27.26,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,29.04,27.46,1.58,0.842,0.857,4.386,4.304,0.032,-0.003,0.532,27.26,27,0.0612,4864,6167.76,13782.95,947,3,0
38208,0.902,0.911,1.100,1.100,1.100,1.100,0.000,24.11,0.2411,4.247,0.000,24.11,24.11,0.00,0,0,-1.99847,24.11,24.11,0.00,0,0,24.11,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.04,24.89,1.15,0.912,0.921,4.090,3.435,-0.009,-0.000,0.311,24.11,24,-0.3680,1691,17740.98,12083.58,963,3,0
38344,0.727,0.766,1.100,1.100,1.100,1.100,0.000,30.56,0.3056,4.335,0.000,30.56,30.56,0.00,0,0,-2.02391,30.56,30.56,0.00,0,0,30.56,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,31.16,29.17,1.99,0.775,0.815,4.346,5.614,-0.051,-0.007,0.726,30.56,31,-0.2012,3174,9451.80,13207.66,982,3,0
38472,0.924,0.869,1.100,1.100,1.100,1.100,0.000,26.52,0.2652,4.401,0.000,26.52,26.52,0.00,0,0,-2.04941,26.52,26.52,0.00,0,0,26.52,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,28.64,27.23,1.41,0.870,0.876,4.449,3.960,0.056,-0.002,0.464,26.52,27,-0.2103,2979,10070.49,13992.55,996,3,0
38572,1.007,0.977,1.100,1.100,1.100,1.100,0.000,21.26,0.2126,4.257,0.000,21.26,21.26,0.00,0,0,-2.05775,21.26,21.26,0.00,0,0,21.26,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,24.05,23.28,0.77,0.975,0.963,4.076,2.462,0.035,0.003,0.233,21.26,21,-0.0512,1753,17113.52,15304.76,1006,3,0
38708,0.669,0.748,1.100,1.100,1.100,1.100,0.000,31.73,0.3173,4.320,0.000,31.73,31.73,0.00,0,0,-2.08110,31.73,31.73,0.00,0,0,31.73,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,31.78,29.68,2.09,0.758,0.809,4.302,6.095,-0.095,-0.008,0.770,31.73,32,0.1190,402,74626.87,25794.78,1019,3,0
38844,0.992,0.864,1.100,1.100,1.100,1.100,0.000,27.26,0.2726,4.485,0.000,27.26,27.26,0.00,0,0,-2.11127,27.26,27.26,0.00,0,0,27.26,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,29.63,28.19,1.45,0.864,0.864,4.641,4.023,0.134,-0.003,0.512,27.26,27,0.3810,1763,17016.45,21678.84,1041,3,0
38972,1.025,1.036,1.100,1.100,1.100,1.100,0.000,18.79,0.1879,4.170,0.000,18.79,18.79,0.00,0,0,-2.11874,18.79,18.79,0.00,0,0,18.79,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,21.65,21.24,0.41,1.033,1.017,3.836,1.813,-0.005,0.005,0.146,18.79,19,0.0855,7697,3897.62,17516.33,1057,3,0
39111,0.530,0.648,1.100,1.100,1.100,1.100,0.000,35.32,0.3532,4.349,0.000,35.32,35.32,0.00,0,0,-2.13230,35.32,35.32,0.00,0,0,35.32,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,34.72,32.04,2.68,0.662,0.730,4.437,7.522,-0.141,-0.013,1.258,35.32,35,0.0796,1076,27881.04,20340.37,1077,3,0
39244,1.027,0.896,1.100,1.100,1.100,1.100,0.000,26.23,0.2623,4.525,4.816,26.23,26.23,0.00,0,0,-2.16355,26.23,26.23,0.00,0,0,26.23,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,29.16,27.89,1.27,0.893,0.881,4.738,3.504,0.140,-0.001,0.470,26.23,26,-0.0392,2409,12453.30,21510.61,1095,3,0
39380,0.976,1.061,1.100,1.100,1.100,1.100,0.000,18.98,0.1898,4.153,4.769,18.98,18.98,0.00,0,0,-2.16346,18.98,18.98,0.00,0,0,18.98,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,21.21,20.96,0.25,1.060,1.054,3.702,1.861,-0.090,0.006,0.075,18.98,19,-0.0414,887,33821.87,21424.26,1113,3,0
39508,0.511,0.609,1.100,1.100,1.100,1.100,0.000,36.08,0.3659,4.355,4.748,36.59,36.08,0.51,1,0,-2.16346,36.59,36.59,0.00,0,0,36.59,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,35.50,32.58,2.92,0.623,0.692,4.479,8.031,-0.118,-0.015,1.513,36.08,36,0.1009,1697,17678.26,21006.67,1128,3,0
39644,1.014,0.872,1.100,1.100,1.100,1.100,0.000,27.64,0.2764,4.586,4.765,27.64,27.64,0.00,0,0,-2.19777,27.64,27.64,0.00,0,0,27.64,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,30.55,29.14,1.41,0.869,0.859,4.903,3.850,0.151,-0.003,0.552,27.64,27,0.1804,7384,4062.84,15901.50,1146,3,0
39773,1.098,1.125,1.100,1.100,1.100,1.100,0.000,18.76,0.1876,4.213,4.759,18.76,18.76,0.00,0,0,-2.19540,18.76,18.76,0.00,0,0,18.76,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,20.84,20.99,-0.14,1.124,1.118,3.753,1.297,-0.025,0.009,0.055,18.76,18,0.4714,1926,15576.32,14754.86,1165,3,0
39912,0.542,0.668,1.100,1.100,1.100,1.100,0.000,32.46,0.3530,4.255,4.737,35.30,32.46,2.84,1,0,-2.19828,35.30,35.30,0.00,0,0,35.30,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,32.40,29.82,2.58,0.679,0.732,4.208,7.202,-0.145,-0.012,1.206,32.46,33,-0.2439,1664,18028.85,14402.02,1183,3,0
40040,0.946,0.781,1.100,1.100,1.100,1.100,0.000,31.82,0.3182,4.616,4.737,31.82,31.82,0.00,0,0,-2.23795,31.82,31.82,0.00,0,0,31.82,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,33.76,31.82,1.94,0.783,0.795,5.037,5.300,0.171,-0.007,0.811,31.82,32,0.2591,1668,17985.61,17268.24,1204,4,0
40140,1.311,1.150,1.100,1.100,1.100,1.100,0.000,18.96,0.1896,4.417,4.769,18.96,18.96,0.00,0,0,-2.24030,18.96,18.96,0.00,0,0,18.96,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,22.42,22.68,-0.26,1.143,1.111,4.311,0.585,0.183,0.010,0.149,18.96,19,0.3826,6125,4897.96,14229.07,1215,4,0
40270,0.764,0.897,1.100,1.100,1.100,1.100,0.000,25.48,0.2681,4.189,4.762,26.81,25.48,1.33,1,0,-2.24122,26.81,26.81,0.00,0,0,26.81,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.14,24.94,1.21,0.903,0.932,3.842,4.382,-0.145,-0.002,0.262,25.48,26,-0.2184,1650,18181.82,15829.21,1231,4,0
40409,0.645,0.633,1.100,1.100,1.100,1.100,0.000,36.76,0.3676,4.558,4.762,36.76,36.76,0.00,0,0,-2.25524,36.76,36.76,0.00,0,0,36.76,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,36.99,34.19,2.80,0.643,0.695,4.914,7.655,-0.001,-0.014,1.443,36.76,37,-0.3957,1801,16657.41,14063.96,1250,4,0
40538,1.286,1.148,1.100,1.100,1.100,1.100,0.000,19.18,0.1918,4.373,4.811,19.18,19.18,0.00,0,0,-2.26511,19.18,19.18,0.00,0,0,19.18,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,22.23,22.49,-0.26,1.143,1.118,4.200,0.801,0.158,0.010,0.118,19.18,19,0.4879,1690,17751.48,13864.74,1264,4,0
40674,0.650,0.851,1.100,1.100,1.100,1.100,0.000,25.47,0.2916,4.154,4.797,29.16,25.47,3.69,1,0,-2.26408,29.16,29.16,0.00,0,0,29.16,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.32,24.82,1.50,0.856,0.880,3.802,4.909,-0.220,-0.005,0.430,25.47,26,-0.2235,1709,17554.12,13934.60,1277,4,0
=== SHOT TELEMETRY END ===
