# SHOT START
# legend_version=2
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_dyn_raw = raw dynamic feedforward request before FF-path LPF and slew limiting
# ff_pressure_w = pressure-window weight applied to dynamic FF
# ff_above_w = above-target suppression weight applied to dynamic FF
# ff_gamma = ramp-dependent gamma multiplier applied to dynamic FF
# u_ff_total = total feedforward contribution
# ramp_hold_active = 1 when the downstream drop-rate hold is active during ramp-up
# drop_rate_active = active downstream output drop-rate cap in percent per second
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_qout_raw = instantaneous outflow / load estimate before shadow-MPC LPF
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_residual_bias = low-pass residual bias term added to shadow predictions
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
# tach_period_us = measured time between valid tach pulses in microseconds
# tach_rpm_inst = instantaneous RPM derived from tach_period_us and pulses-per-revolution
# tach_rpm_ema = exponentially filtered RPM intended for easier visual analysis
# tach_pulse_count = total number of valid tach pulses seen since the last reset
# tach_glitch_rejects = number of tach edges rejected as implausibly fast glitches
# tach_timeout = 1 when no recent tach pulse is available and RPM is forced to zero
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_pulse_count,tach_glitch_rejects,tach_timeout
33330,0.680,0.679,1.100,1.100,1.100,1.100,0.000,24.12,0.2412,3.855,0.000,24.12,24.12,0.00,0,0,-0.90338,24.12,24.12,0.00,0,0,24.12,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.48,23.94,2.54,0.686,0.718,3.754,3.843,-0.006,-0.006,1.310,24.12,24,0.2968,423,70921.98,26425.16,377,1,0
33463,0.691,0.689,1.100,1.100,1.100,1.100,0.000,24.24,0.2424,3.884,0.000,24.24,24.24,0.00,0,0,-0.95317,24.24,24.24,0.00,0,0,24.24,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.58,24.10,2.48,0.695,0.727,3.790,3.851,-0.004,-0.005,1.254,24.24,24,0.0885,16035,1870.91,15658.70,389,1,0
33596,0.700,0.699,1.100,1.100,1.100,1.100,0.000,24.32,0.2432,3.907,0.000,24.32,24.32,0.00,0,0,-1.00162,24.32,24.32,0.00,0,0,24.32,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.62,24.20,2.42,0.705,0.737,3.809,3.858,-0.005,-0.005,1.189,24.32,24,0.1142,1652,18159.81,17116.20,405,1,0
33731,0.707,0.703,1.100,1.100,1.100,1.100,0.000,24.49,0.2449,3.927,0.000,24.49,24.49,0.00,0,0,-1.03763,24.49,24.49,0.00,0,0,24.49,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.78,24.38,2.39,0.709,0.741,3.839,3.899,-0.003,-0.005,1.165,24.49,25,-0.4149,5035,5958.29,13438.90,424,1,0
33861,0.710,0.708,1.100,1.100,1.100,1.100,0.000,24.62,0.2462,3.946,0.000,24.62,24.62,0.00,0,0,-1.07306,24.62,24.62,0.00,0,0,24.62,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.88,24.52,2.36,0.714,0.745,3.862,3.925,-0.004,-0.005,1.136,24.62,24,0.3261,1651,18170.80,17085.71,441,1,0
33994,0.717,0.716,1.100,1.100,1.100,1.100,0.000,24.64,0.2464,3.961,0.000,24.64,24.64,0.00,0,0,-1.10774,24.64,24.64,0.00,0,0,24.64,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.87,24.56,2.31,0.723,0.754,3.873,3.912,-0.006,-0.005,1.086,24.64,25,0.1098,5211,5757.05,14618.56,457,1,0
34123,0.719,0.720,1.100,1.100,1.100,1.100,0.000,24.81,0.2481,3.976,0.000,24.81,24.81,0.00,0,0,-1.14195,24.81,24.81,0.00,0,0,24.81,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.00,24.70,2.29,0.726,0.757,3.890,3.963,-0.007,-0.005,1.065,24.81,25,0.2268,709,42313.12,19531.59,467,1,0
34256,0.731,0.727,1.100,1.100,1.100,1.100,0.000,24.93,0.2493,4.002,0.000,24.93,24.93,0.00,0,0,-1.18723,24.93,24.93,0.00,0,0,24.93,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.12,24.87,2.25,0.733,0.763,3.927,3.969,-0.002,-0.004,1.029,24.93,25,0.0135,1163,25795.36,18672.38,485,1,0
34386,0.741,0.738,1.100,1.100,1.100,1.100,0.000,24.82,0.2482,4.013,0.000,24.82,24.82,0.00,0,0,-1.22017,24.82,24.82,0.00,0,0,24.82,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.00,24.82,2.18,0.744,0.773,3.930,3.913,-0.002,-0.004,0.972,24.82,25,-0.3375,1074,27932.96,16568.69,498,1,0
34523,0.734,0.737,1.100,1.100,1.100,1.100,0.000,25.16,0.2516,4.026,0.000,25.16,25.16,0.00,0,0,-1.25270,25.16,25.16,0.00,0,0,25.16,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.24,25.05,2.19,0.743,0.772,3.944,4.034,-0.009,-0.004,0.972,25.16,26,-0.3538,1661,18061.41,17297.48,515,1,0
34654,0.748,0.745,1.100,1.100,1.100,1.100,0.000,25.14,0.2514,4.042,0.000,25.14,25.14,0.00,0,0,-1.28501,25.14,25.14,0.00,0,0,25.14,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.24,25.10,2.14,0.751,0.779,3.966,3.996,-0.003,-0.004,0.933,25.14,25,0.1913,1659,18083.18,18948.70,528,1,0
34793,0.751,0.751,1.100,1.100,1.100,1.100,0.000,25.19,0.2519,4.051,0.000,25.19,25.19,0.00,0,0,-1.31650,25.19,25.19,0.00,0,0,25.19,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.25,25.15,2.11,0.756,0.785,3.972,4.008,-0.005,-0.004,0.902,25.19,26,-0.4562,4739,6330.45,16151.95,545,1,0
34924,0.746,0.748,1.100,1.100,1.100,1.100,0.000,25.57,0.2557,4.070,0.000,25.57,25.57,0.00,0,0,-1.34805,25.57,25.57,0.00,0,0,25.57,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.57,25.44,2.12,0.753,0.782,4.004,4.126,-0.008,-0.004,0.913,25.57,26,-0.2305,1644,18248.18,14420.56,561,1,0
35058,0.776,0.767,1.100,1.100,1.100,1.100,0.000,25.12,0.2512,4.082,0.000,25.12,25.12,0.00,0,0,-1.37889,25.12,25.12,0.00,0,0,25.12,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.23,25.21,2.01,0.772,0.796,4.010,3.930,0.005,-0.004,0.837,25.12,25,-0.0934,433,69284.06,26635.43,579,1,0
35192,0.766,0.765,1.100,1.100,1.100,1.100,0.000,25.42,0.2542,4.088,0.000,25.42,25.42,0.00,0,0,-1.40892,25.42,25.42,0.00,0,0,25.42,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.39,25.38,2.02,0.771,0.797,4.010,4.047,-0.005,-0.004,0.830,25.42,26,-0.1951,5044,5947.66,20020.96,596,1,0
35329,0.764,0.760,1.100,1.100,1.100,1.100,0.000,25.86,0.2586,4.113,0.000,25.86,25.86,0.00,0,0,-1.43957,25.86,25.86,0.00,0,0,25.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.81,25.76,2.05,0.766,0.793,4.058,4.175,-0.001,-0.004,0.852,25.86,26,0.2496,1670,17964.07,16318.71,608,1,0
35464,0.784,0.780,1.100,1.100,1.100,1.100,0.000,25.38,0.2538,4.120,0.000,25.38,25.38,0.00,0,0,-1.46898,25.38,25.38,0.00,0,0,25.38,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.41,25.48,1.93,0.784,0.808,4.051,3.980,0.000,-0.004,0.774,25.38,26,-0.1214,15213,1972.00,13845.23,626,1,0
35598,0.776,0.777,1.100,1.100,1.100,1.100,0.000,25.72,0.2572,4.127,0.000,25.72,25.72,0.00,0,0,-1.49790,25.72,25.72,0.00,0,0,25.72,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.62,25.67,1.95,0.782,0.808,4.055,4.109,-0.007,-0.004,0.772,25.72,26,-0.3859,655,45801.53,21450.15,644,1,0
35733,0.779,0.779,1.100,1.100,1.100,1.100,0.000,25.91,0.2591,4.144,0.000,25.91,25.91,0.00,0,0,-1.52695,25.91,25.91,0.00,0,0,25.91,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.79,25.86,1.94,0.784,0.809,4.083,4.152,-0.005,-0.004,0.765,25.91,26,0.2686,1654,18137.85,18268.83,659,1,0
35863,0.786,0.787,1.100,1.100,1.100,1.100,0.000,25.82,0.2582,4.152,0.000,25.82,25.82,0.00,0,0,-1.55524,25.82,25.82,0.00,0,0,25.82,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.71,25.82,1.89,0.792,0.816,4.087,4.107,-0.006,-0.004,0.729,25.82,26,-0.3598,1648,18203.88,16456.51,674,1,0
36003,0.786,0.787,1.100,1.100,1.100,1.100,0.000,26.06,0.2606,4.164,0.000,26.06,26.06,0.00,0,0,-1.58330,26.06,26.06,0.00,0,0,26.06,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.89,26.00,1.89,0.792,0.817,4.104,4.183,-0.006,-0.004,0.724,26.06,26,0.4377,2098,14299.33,14239.04,694,1,0
36134,0.789,0.789,1.100,1.100,1.100,1.100,0.000,26.20,0.2620,4.184,0.000,26.20,26.20,0.00,0,0,-1.61144,26.20,26.20,0.00,0,0,26.20,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,28.04,26.17,1.87,0.794,0.818,4.135,4.203,-0.005,-0.004,0.718,26.20,26,0.0435,3827,7839.04,14075.26,714,1,0
36269,0.809,0.805,1.100,1.100,1.100,1.100,0.000,25.81,0.2581,4.188,0.000,25.81,25.81,0.00,0,0,-1.63850,25.81,25.81,0.00,0,0,25.81,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.71,25.92,1.78,0.809,0.830,4.125,4.055,0.000,-0.003,0.660,25.81,26,-0.0965,4442,6753.71,12364.59,727,2,0
36402,0.802,0.801,1.100,1.100,1.100,1.100,0.000,26.17,0.2617,4.195,0.000,26.17,26.17,0.00,0,0,-1.66527,26.17,26.17,0.00,0,0,26.17,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.94,26.14,1.80,0.806,0.829,4.131,4.184,-0.005,-0.004,0.662,26.17,26,0.0513,1634,18359.85,12191.01,741,3,0
36536,0.803,0.798,1.100,1.100,1.100,1.100,0.000,26.55,0.2655,4.221,0.000,26.55,26.55,0.00,0,0,-1.69274,26.55,26.55,0.00,0,0,26.55,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,28.32,26.49,1.82,0.802,0.825,4.183,4.277,0.000,-0.004,0.680,26.55,27,-0.1665,7721,3885.51,12519.35,756,3,0
36666,0.830,0.822,1.100,1.100,1.100,1.100,0.000,25.78,0.2578,4.221,0.000,25.78,25.78,0.00,0,0,-1.71866,25.78,25.78,0.00,0,0,25.78,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.68,26.00,1.68,0.826,0.844,4.160,3.996,0.005,-0.003,0.596,25.78,26,0.1891,3484,8610.79,13170.85,775,3,0
36806,0.796,0.807,1.100,1.100,1.100,1.100,0.000,26.61,0.2661,4.224,0.000,26.61,26.61,0.00,0,0,-1.74417,26.61,26.61,0.00,0,0,26.61,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,28.22,26.46,1.76,0.812,0.837,4.159,4.314,-0.017,-0.004,0.626,26.61,27,-0.3977,628,47770.70,21522.77,792,3,0
36936,0.816,0.807,1.100,1.100,1.100,1.100,0.000,26.83,0.2683,4.257,0.000,26.83,26.83,0.00,0,0,-1.77100,26.83,26.83,0.00,0,0,26.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,28.55,26.78,1.77,0.812,0.834,4.229,4.329,0.004,-0.004,0.638,26.83,27,-0.4867,1649,18192.84,17275.78,809,3,0
37036,0.843,0.834,1.100,1.100,1.100,1.100,0.000,25.85,0.2585,4.249,0.000,25.85,25.85,0.00,0,0,-1.78728,25.85,25.85,0.00,0,0,25.85,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,27.74,26.13,1.61,0.837,0.854,4.190,3.987,0.007,-0.003,0.551,25.85,26,-0.4111,2313,12970.17,15909.35,817,3,0
37166,0.806,0.817,1.100,1.100,1.100,1.100,0.000,26.78,0.2678,4.246,0.000,26.78,26.78,0.00,0,0,-1.81168,26.78,26.78,0.00,0,0,26.78,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,28.32,26.61,1.71,0.822,0.846,4.179,4.347,-0.017,-0.004,0.583,26.78,27,0.1600,4275,7017.54,13945.68,832,3,0
