# SHOT START
# legend_version=4
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_dyn_raw = raw dynamic feedforward request before FF-path LPF and slew limiting
# ff_pressure_w = pressure-window weight applied to dynamic FF
# ff_above_w = above-target suppression weight applied to dynamic FF
# ff_gamma = ramp-dependent gamma multiplier applied to dynamic FF
# u_ff_total = total feedforward contribution
# ramp_hold_active = 1 when the downstream drop-rate hold is active during ramp-up
# drop_rate_active = active downstream output drop-rate cap in percent per second
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_qout_raw = instantaneous outflow / load estimate before shadow-MPC LPF
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_residual_bias = low-pass residual bias term added to shadow predictions
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
# tach_period_us = measured time between valid tach pulses in microseconds
# tach_rpm_inst = instantaneous RPM derived from tach_period_us and pulses-per-revolution
# tach_rpm_ema = exponentially filtered published RPM intended for easier visual analysis
# tach_rpm_count_window = RPM derived from ISR-accepted pulse counts over a fixed time window
# tach_rpm_count_window_pcnt_raw = RPM derived from raw PCNT hardware counts over the same window (diagnostic only)
# tach_pcnt_ratio = raw PCNT pulse count divided by ISR-accepted pulse count in the current window
# tach_rpm_pub = RPM value selected for operational use after comparing period and count-window estimates
# tach_quality_ok = 1 when period and count-window RPM agree within tolerance
# tach_rpm_source = 0=none, 1=period branch, 2=count-window fallback
# tach_pulse_count = total number of valid tach pulses seen since the last reset
# tach_glitch_rejects = number of tach edges rejected as implausibly fast glitches or plausibility failures
# tach_pcnt_healthy = 1 when raw PCNT windows have matched ISR-accepted windows for multiple consecutive updates
# tach_capture_enabled_cfg = 1 when MCPWM capture is enabled by configuration
# tach_capture_init_ok = 1 when MCPWM capture initialized successfully
# tach_capture_active = 1 after MCPWM capture has observed events in this run
# tach_capture_event_count = number of capture ISR events seen since last reset
# tach_capture_last_period_us = most recent MCPWM capture period converted to microseconds
# tach_capture_last_edge = last capture edge enum reported by MCPWM
# tach_timeout = 1 when no recent tach pulse is available and RPM is forced to zero
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_rpm_count_window,tach_rpm_count_window_pcnt_raw,tach_pcnt_ratio,tach_rpm_pub,tach_quality_ok,tach_rpm_source,tach_pulse_count,tach_glitch_rejects,tach_pcnt_healthy,tach_capture_enabled_cfg,tach_capture_init_ok,tach_capture_active,tach_capture_event_count,tach_capture_last_period_us,tach_capture_last_edge,tach_timeout
35867,8.969,8.960,9.000,9.000,9.000,9.000,0.000,61.65,0.6165,3.929,3.864,61.65,61.65,0.00,0,0,-3.05734,61.65,61.65,0.00,0,0,61.65,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.98,61.74,0.24,8.961,8.964,3.922,3.893,0.009,-0.000,0.013,61.65,62,0.0367,8802,3408.32,2849.18,2847.43,4962.66,1.743,2847.43,0,2,1283,74159,0,1,1,1,75405,3319,1,0
36005,8.938,8.954,9.000,9.000,9.000,9.000,0.000,61.78,0.6178,3.931,3.869,61.78,61.78,0.00,0,0,-3.06061,61.78,61.78,0.00,0,0,61.78,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.03,61.75,0.27,8.955,8.958,3.912,3.987,-0.018,-0.001,0.016,61.78,62,-0.0413,8282,3622.31,2848.32,2847.43,4962.66,1.743,2847.43,0,2,1298,74779,0,1,1,1,76040,1655,1,0
36144,8.970,8.972,9.000,9.000,9.000,9.000,0.000,61.62,0.6162,3.931,3.873,61.62,61.62,0.00,0,0,-3.06348,61.62,61.62,0.00,0,0,61.62,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.72,61.56,0.17,8.973,8.978,3.898,3.847,-0.002,0.000,0.005,61.62,62,-0.0927,7363,4074.43,2860.96,2847.43,4962.66,1.743,2847.43,0,2,1311,75520,0,1,1,1,76794,7112,1,0
36279,8.983,8.968,9.000,9.000,9.000,9.000,0.000,61.73,0.6173,3.934,3.877,61.73,61.73,0.00,0,0,-3.06684,61.73,61.73,0.00,0,0,61.73,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.90,61.71,0.19,8.969,8.973,3.911,3.888,0.016,0.000,0.007,61.73,61,0.2416,8980,3340.76,2928.54,2999.46,3946.65,1.316,2999.46,0,2,1325,76273,0,1,1,1,77560,2781,1,0
36383,8.960,8.964,9.000,9.000,9.000,9.000,0.000,61.83,0.6183,3.936,3.880,61.83,61.83,0.00,0,0,-3.06890,61.83,61.83,0.00,0,0,61.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.00,61.78,0.21,8.965,8.968,3.913,3.943,-0.005,-0.000,0.009,61.83,62,-0.1721,7808,3842.21,2962.81,2999.46,3946.65,1.316,2999.46,0,2,1334,76730,0,1,1,1,78026,702,1,0
36518,8.989,8.972,9.000,9.000,9.000,9.000,0.000,61.80,0.6180,3.940,3.885,61.80,61.80,0.00,0,0,-3.07241,61.80,61.80,0.00,0,0,61.80,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.03,61.86,0.17,8.973,8.976,3.927,3.860,0.019,0.000,0.006,61.80,62,-0.4356,6536,4589.96,2980.69,2999.46,3946.65,1.316,2999.46,0,2,1348,77362,0,1,1,1,78672,1633,1,0
36660,8.955,8.959,9.000,9.000,9.000,9.000,0.000,62.02,0.6202,3.944,3.889,62.02,62.02,0.00,0,0,-3.07580,62.02,62.02,0.00,0,0,62.02,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.30,62.06,0.24,8.960,8.962,3.938,3.992,-0.005,-0.000,0.013,62.02,62,0.4430,6635,4521.48,2933.58,2884.15,4085.87,1.417,2884.15,0,2,1362,77970,0,1,1,1,79293,3272,1,0
36795,8.985,8.981,9.000,9.000,9.000,9.000,0.000,61.79,0.6179,3.943,3.893,61.79,61.79,0.00,0,0,-3.07799,61.79,61.79,0.00,0,0,61.79,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.86,61.75,0.11,8.982,8.987,3.911,3.816,0.003,0.000,0.002,61.79,62,-0.0111,12741,2354.60,2909.45,2884.15,4085.87,1.417,2884.15,0,2,1374,78736,0,1,1,1,80071,5326,1,0
36895,8.979,8.983,9.000,9.000,9.000,9.000,0.000,61.79,0.6179,3.940,3.895,61.79,61.79,0.00,0,0,-3.07888,61.79,61.79,0.00,0,0,61.79,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.70,61.60,0.10,8.984,8.989,3.891,3.843,-0.006,0.000,0.001,61.79,62,-0.4967,11696,2564.98,2900.34,2884.15,4085.87,1.417,2884.15,0,2,1382,79211,0,1,1,1,80554,1673,1,0
37031,8.947,8.960,9.000,9.000,9.000,9.000,0.000,62.12,0.6212,3.942,3.898,62.12,62.12,0.00,0,0,-3.08126,62.12,62.12,0.00,0,0,62.12,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.17,61.93,0.24,8.960,8.962,3.912,4.079,-0.015,-0.001,0.012,62.12,62,0.3012,7933,3781.67,2803.56,2702.02,4768.27,1.765,2702.02,0,2,1394,79940,0,1,1,1,81294,2339,1,0
37172,8.983,8.983,9.000,9.000,9.000,9.000,0.000,61.90,0.6190,3.940,3.904,61.90,61.90,0.00,0,0,-3.08460,61.90,61.90,0.00,0,0,61.90,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.83,61.73,0.10,8.984,8.988,3.901,3.896,-0.001,0.000,0.002,61.90,62,-0.3181,12070,2485.50,2719.52,2702.02,4768.27,1.765,2702.02,0,2,1406,80762,0,1,1,1,82128,1735,1,0
37307,8.966,8.973,9.000,9.000,9.000,9.000,0.000,62.07,0.6207,3.942,3.907,62.07,62.07,0.00,0,0,-3.08671,62.07,62.07,0.00,0,0,62.07,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.12,61.96,0.16,8.973,8.975,3.920,3.998,-0.008,-0.000,0.005,62.07,62,-0.2901,10006,2998.20,2719.03,2714.89,5090.41,1.875,2714.89,0,2,1418,81592,0,1,1,1,82970,3094,1,0
37411,8.964,8.970,9.000,9.000,9.000,9.000,0.000,62.13,0.6213,3.944,3.909,62.13,62.13,0.00,0,0,-3.08827,62.13,62.13,0.00,0,0,62.13,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.27,62.09,0.18,8.971,8.972,3.933,4.015,-0.007,-0.001,0.007,62.13,62,-0.1292,9126,3287.31,2717.54,2714.89,5090.41,1.875,2714.89,0,2,1427,82063,0,1,1,1,83449,1760,1,0
37545,9.004,8.995,9.000,9.000,9.000,9.000,0.000,61.87,0.6187,3.945,3.911,61.87,61.87,0.00,0,0,-3.08999,61.87,61.87,0.00,0,0,61.87,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.90,61.87,0.03,8.995,8.999,3.923,3.788,0.009,0.001,0.000,61.87,62,-0.0367,7219,4155.70,2716.24,2714.89,5090.41,1.875,2714.89,0,2,1440,82927,0,1,1,1,84326,5101,1,0
37687,8.956,8.964,9.000,9.000,9.000,9.000,0.000,62.29,0.6229,3.949,3.914,62.29,62.29,0.00,0,0,-3.09236,62.29,62.29,0.00,0,0,62.29,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.49,62.28,0.22,8.964,8.964,3.948,4.081,-0.009,-0.001,0.011,62.29,62,0.4240,6997,4287.55,2752.93,2901.65,4674.88,1.611,2901.65,0,2,1454,83604,0,1,1,1,85017,2640,1,0
37825,8.979,8.982,9.000,9.000,9.000,9.000,0.000,62.10,0.6210,3.949,3.917,62.10,62.10,0.00,0,0,-3.09390,62.10,62.10,0.00,0,0,62.10,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.20,62.09,0.11,8.982,8.984,3.936,3.926,-0.004,-0.000,0.002,62.10,62,-0.3401,7191,4171.88,2832.94,2901.65,4674.88,1.611,2901.65,0,2,1467,84298,0,1,1,1,85723,2625,1,0
37928,9.001,8.995,9.000,9.000,9.000,9.000,0.000,61.94,0.6194,3.946,3.918,61.94,61.94,0.00,0,0,-3.09435,61.94,61.94,0.00,0,0,61.94,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.89,61.87,0.02,8.996,9.000,3.916,3.822,0.005,0.000,0.000,61.94,62,-0.3817,7949,3774.06,2857.68,2901.65,4674.88,1.611,2901.65,0,2,1477,84769,0,1,1,1,86204,1642,1,0
38063,8.965,8.975,9.000,9.000,9.000,9.000,0.000,62.23,0.6223,3.947,3.920,62.23,62.23,0.00,0,0,-3.09577,62.23,62.23,0.00,0,0,62.23,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.25,62.10,0.15,8.975,8.976,3.928,4.038,-0.011,-0.001,0.005,62.23,62,-0.0897,8210,3654.08,2911.15,2977.27,4622.60,1.553,2977.27,0,2,1492,85560,0,1,1,1,87010,6038,1,0
38164,9.000,8.993,9.000,9.000,9.000,9.000,0.000,62.02,0.6202,3.946,3.921,62.02,62.02,0.00,0,0,-3.09645,62.02,62.02,0.00,0,0,62.02,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.99,61.95,0.04,8.993,8.996,3.922,3.867,0.008,0.000,0.000,62.02,62,0.0441,9566,3136.11,2934.95,2977.27,4622.60,1.553,2977.27,0,2,1501,86004,0,1,1,1,87462,1448,1,0
38265,8.960,8.970,9.000,9.000,9.000,9.000,0.000,62.32,0.6232,3.950,3.923,62.32,62.32,0.00,0,0,-3.09789,62.32,62.32,0.00,0,0,62.32,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.46,62.28,0.18,8.970,8.970,3.945,4.077,-0.011,-0.001,0.007,62.32,63,-0.4621,8089,3708.74,2950.19,2977.27,4622.60,1.553,2977.27,0,2,1510,86498,0,1,1,1,87965,4587,1,0
38404,8.994,8.988,9.000,9.000,9.000,9.000,0.000,62.14,0.6214,3.952,3.925,62.14,62.14,0.00,0,0,-3.09966,62.14,62.14,0.00,0,0,62.14,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.27,62.20,0.07,8.989,8.990,3.949,3.890,0.006,0.000,0.001,62.14,62,0.2208,10423,2878.25,2922.90,2977.27,4622.60,1.553,2878.25,1,1,1523,87322,0,1,1,1,88802,2036,1,0
38539,9.009,8.998,9.000,9.000,9.000,9.000,0.000,62.05,0.6205,3.952,3.927,62.05,62.05,0.00,0,0,-3.10085,62.05,62.05,0.00,0,0,62.05,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.07,62.06,0.01,8.998,9.001,3.936,3.817,0.012,0.001,0.000,62.05,62,-0.2493,6583,4557.19,2817.02,2705.92,3908.55,1.444,2705.92,0,2,1538,87935,0,1,1,1,89429,6386,1,0
38673,8.991,8.985,9.000,9.000,9.000,9.000,0.000,62.23,0.6223,3.953,3.929,62.23,62.23,0.00,0,0,-3.10235,62.23,62.23,0.00,0,0,62.23,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.31,62.22,0.09,8.986,8.987,3.944,3.943,0.006,-0.000,0.002,62.23,62,0.4775,11272,2661.46,2762.18,2705.92,3908.55,1.444,2661.46,1,1,1550,88687,0,1,1,1,90193,1975,1,0
38774,8.994,8.994,9.000,9.000,9.000,9.000,0.000,62.14,0.6214,3.951,3.930,62.14,62.14,0.00,0,0,-3.10293,62.14,62.14,0.00,0,0,62.14,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.08,62.05,0.04,8.994,8.997,3.927,3.894,-0.000,0.000,0.000,62.14,62,-0.1170,8864,3384.48,2734.72,2705.92,3908.55,1.444,2705.92,0,2,1559,89188,0,1,1,1,90703,4330,1,0
38875,8.964,8.980,9.000,9.000,9.000,9.000,0.000,62.32,0.6232,3.951,3.931,62.32,62.32,0.00,0,0,-3.10362,62.32,62.32,0.00,0,0,62.32,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.32,62.19,0.12,8.980,8.981,3.933,4.037,-0.018,-0.000,0.003,62.32,62,0.2985,10795,2779.06,2759.06,2831.42,4206.68,1.486,2779.06,1,1,1568,89602,0,1,1,1,91125,2132,1,0
38978,8.992,8.991,9.000,9.000,9.000,9.000,0.000,62.20,0.6220,3.951,3.932,62.20,62.20,0.00,0,0,-3.10422,62.20,62.20,0.00,0,0,62.20,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.19,62.13,0.05,8.991,8.992,3.934,3.931,0.001,-0.000,0.001,62.20,62,-0.2904,9286,3230.67,2785.11,2831.42,4206.68,1.486,2831.42,0,2,1578,90108,0,1,1,1,91641,1565,1,0
39115,9.001,8.998,9.000,9.000,9.000,9.000,0.000,62.12,0.6212,3.951,3.934,62.12,62.12,0.00,0,0,-3.10494,62.12,62.12,0.00,0,0,62.12,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.06,62.05,0.01,8.998,9.001,3.929,3.872,0.003,0.000,0.000,62.12,62,0.2948,8329,3601.87,2807.71,2831.42,4206.68,1.486,2831.42,0,2,1591,90769,0,1,1,1,92315,4269,1,0
39219,8.967,8.979,9.000,9.000,9.000,9.000,0.000,62.38,0.6238,3.952,3.935,62.38,62.38,0.00,0,0,-3.10581,62.38,62.38,0.00,0,0,62.38,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.43,62.30,0.13,8.979,8.979,3.944,4.058,-0.014,-0.001,0.004,62.38,63,-0.1255,8215,3651.86,2853.98,3020.12,4609.66,1.526,3020.12,0,2,1601,91212,0,1,1,1,92768,4389,1,0
39353,8.979,8.986,9.000,9.000,9.000,9.000,0.000,62.30,0.6230,3.953,3.936,62.30,62.30,0.00,0,0,-3.10673,62.30,62.30,0.00,0,0,62.30,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.36,62.27,0.08,8.986,8.987,3.946,3.985,-0.008,-0.000,0.001,62.30,63,-0.3621,6986,4294.30,2935.06,3020.12,4609.66,1.526,3020.12,0,2,1616,91970,0,1,1,1,93540,3879,1,0
39457,9.008,8.992,9.000,9.000,9.000,9.000,0.000,62.26,0.6226,3.955,3.937,62.26,62.26,0.00,0,0,-3.10776,62.26,62.26,0.00,0,0,62.26,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.37,62.32,0.05,8.992,8.992,3.956,3.916,0.018,0.000,0.001,62.26,62,0.3650,10453,2869.99,2935.66,3020.12,4609.66,1.526,2869.99,1,1,1626,92491,0,1,1,1,94071,13328,1,0
39592,8.986,8.989,9.000,9.000,9.000,9.000,0.000,62.29,0.6229,3.953,3.938,62.29,62.29,0.00,0,0,-3.10815,62.29,62.29,0.00,0,0,62.29,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.30,62.24,0.06,8.990,8.991,3.942,3.966,-0.004,-0.000,0.001,62.29,62,-0.0038,7675,3908.79,2959.63,2903.17,4786.30,1.649,2903.17,0,2,1638,93278,0,1,1,1,94870,4805,1,0
39733,9.006,9.004,9.000,9.000,9.000,9.000,0.000,62.15,0.6215,3.952,3.941,62.15,62.15,0.00,0,0,-3.10973,62.15,62.15,0.00,0,0,62.15,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.06,62.08,-0.02,9.004,9.006,3.931,3.853,0.003,0.000,0.000,62.15,62,0.1384,9826,3053.12,2912.64,2903.17,4786.30,1.649,2903.17,0,2,1650,93998,0,1,1,1,95601,786,1,0
39869,8.995,8.993,9.000,9.000,9.000,9.000,0.000,62.30,0.6230,3.954,3.942,62.30,62.30,0.00,0,0,-3.11066,62.30,62.30,0.00,0,0,62.30,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.31,62.27,0.04,8.993,8.993,3.945,3.952,0.002,-0.000,0.000,62.30,62,0.1455,6511,4607.59,2908.02,2903.17,4786.30,1.649,2903.17,0,2,1666,94762,0,1,1,1,96381,1691,1,0
39972,8.976,8.985,9.000,9.000,9.000,9.000,0.000,62.42,0.6242,3.955,3.943,62.42,62.42,0.00,0,0,-3.11143,62.42,62.42,0.00,0,0,62.42,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.48,62.39,0.09,8.985,8.983,3.953,4.029,-0.010,-0.001,0.002,62.42,62,0.1278,8926,3360.97,2900.87,2879.27,4798.78,1.667,2879.27,0,2,1674,95292,0,1,1,1,96919,3397,1,0
40106,9.015,9.012,9.000,9.000,9.000,9.000,0.000,62.07,0.6207,3.950,3.944,62.07,62.07,0.00,0,0,-3.11086,62.07,62.07,0.00,0,0,62.07,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.88,61.95,-0.07,9.012,9.014,3.919,3.805,0.004,0.001,0.002,62.07,63,-0.4393,9328,3216.12,2890.33,2879.27,4798.78,1.667,2879.27,0,2,1688,95926,0,1,1,1,97566,956,1,0
40247,9.002,8.994,9.000,9.000,9.000,9.000,0.000,62.31,0.6231,3.953,3.944,62.31,62.31,0.00,0,0,-3.11179,62.31,62.31,0.00,0,0,62.31,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.32,62.28,0.04,8.994,8.993,3.946,3.964,0.009,-0.000,0.000,62.31,63,-0.3652,7685,3903.71,2884.73,2879.27,4798.78,1.667,2879.27,0,2,1700,96527,0,1,1,1,98179,936,1,0
40347,8.993,8.991,9.000,9.000,9.000,9.000,0.000,62.35,0.6235,3.954,3.945,62.35,62.35,0.00,0,0,-3.11235,62.35,62.35,0.00,0,0,62.35,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.41,62.36,0.05,8.991,8.990,3.954,3.978,0.002,-0.000,0.001,62.35,62,0.3559,13066,2296.04,2851.57,2723.32,3524.29,1.294,2723.32,0,2,1708,97024,0,1,1,1,98684,1769,1,0
40487,9.011,9.007,9.000,9.000,9.000,9.000,0.000,62.18,0.6218,3.953,3.946,62.18,62.18,0.00,0,0,-3.11303,62.18,62.18,0.00,0,0,62.18,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.11,62.15,-0.04,9.007,9.008,3.938,3.845,0.005,0.000,0.001,62.18,62,0.1922,7084,4234.90,2756.94,2723.32,3524.29,1.294,2723.32,0,2,1723,97697,0,1,1,1,99371,2714,1,0
40616,8.987,8.985,9.000,9.000,9.000,9.000,0.000,62.47,0.6247,3.957,3.947,62.47,62.47,0.00,0,0,-3.11433,62.47,62.47,0.00,0,0,62.47,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.62,62.52,0.09,8.985,8.982,3.968,4.032,0.003,-0.001,0.003,62.47,63,-0.4396,9597,3125.98,2740.53,2723.32,3524.29,1.294,2723.32,0,2,1734,98434,0,1,1,1,100119,4934,1,0
40755,8.977,8.985,9.000,9.000,9.000,9.000,0.000,62.49,0.6249,3.959,3.948,62.49,62.49,0.00,0,0,-3.11514,62.49,62.49,0.00,0,0,62.49,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.65,62.55,0.09,8.984,8.983,3.970,4.032,-0.009,-0.001,0.003,62.49,63,-0.2218,7998,3750.94,2746.45,2763.08,4307.16,1.559,2763.08,0,2,1747,99141,0,1,1,1,100838,1675,1,0
40856,9.018,9.010,9.000,9.000,9.000,9.000,0.000,62.18,0.6218,3.956,3.948,62.18,62.18,0.00,0,0,-3.11483,62.18,62.18,0.00,0,0,62.18,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.13,62.19,-0.06,9.010,9.012,3.944,3.808,0.009,0.001,0.001,62.18,62,0.2498,11454,2619.17,2752.44,2763.08,4307.16,1.559,2763.08,0,2,1755,99779,0,1,1,1,101484,2111,1,0
40990,9.010,8.999,9.000,9.000,9.000,9.000,0.000,62.32,0.6232,3.957,3.949,62.32,62.32,0.00,0,0,-3.11539,62.32,62.32,0.00,0,0,62.32,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.32,62.32,0.01,8.999,9.000,3.951,3.915,0.013,0.000,0.000,62.32,62,0.3941,6891,4353.50,2757.63,2763.08,4307.16,1.559,2763.08,0,2,1767,100509,0,1,1,1,102226,2881,1,0
41125,8.974,8.988,9.000,9.000,9.000,9.000,0.000,62.43,0.6243,3.948,3.949,62.43,62.43,0.00,0,0,-3.11396,62.43,62.43,0.00,0,0,62.43,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.45,62.37,0.07,8.988,8.987,3.950,4.078,-0.016,-0.001,0.001,62.43,62,0.2631,9240,3246.75,2776.39,2707.80,4858.11,1.794,2707.80,0,2,1780,101253,0,1,1,1,102982,5619,1,0
41264,8.992,8.996,9.000,9.000,9.000,9.000,0.000,62.34,0.6234,3.951,3.949,62.34,62.34,0.00,0,0,-3.11453,62.34,62.34,0.00,0,0,62.34,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.44,62.42,0.03,8.996,8.995,3.963,3.974,-0.004,-0.000,0.000,62.34,62,0.3619,7182,4177.11,2742.92,2707.80,4858.11,1.794,2707.80,0,2,1794,102042,0,1,1,1,103785,5665,1,0
41365,8.997,8.999,9.000,9.000,9.000,9.000,0.000,62.30,0.6230,3.950,3.949,62.30,62.30,0.00,0,0,-3.11451,62.30,62.30,0.00,0,0,62.30,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.35,62.35,0.00,8.999,9.000,3.957,3.944,-0.002,0.000,0.000,62.30,62,-0.0673,14700,2040.82,2730.27,2707.80,4858.11,1.794,2707.80,0,2,1802,102552,0,1,1,1,104303,1664,1,0
41503,8.977,8.986,9.000,9.000,9.000,9.000,0.000,62.47,0.6247,3.951,3.949,62.47,62.47,0.00,0,0,-3.11477,62.47,62.47,0.00,0,0,62.47,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.58,62.49,0.09,8.986,8.985,3.964,4.072,-0.010,-0.000,0.002,62.47,63,-0.0906,11624,2580.87,2694.67,2712.52,4786.80,1.765,2580.87,1,1,1813,103295,0,1,1,1,105056,1975,1,0
41638,9.013,9.010,9.000,9.000,9.000,9.000,0.000,62.16,0.6216,3.949,3.949,62.16,62.16,0.00,0,0,-3.11435,62.16,62.16,0.00,0,0,62.16,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.10,62.16,-0.06,9.011,9.012,3.941,3.850,0.003,0.001,0.001,62.16,63,-0.3902,9085,3302.15,2691.21,2712.52,4786.80,1.765,2712.52,0,2,1826,103878,0,1,1,1,105652,4321,1,0
41738,9.003,9.003,9.000,9.000,9.000,9.000,0.000,62.23,0.6223,3.947,3.949,62.23,62.23,0.00,0,0,-3.11382,62.23,62.23,0.00,0,0,62.23,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.14,62.16,-0.02,9.004,9.005,3.935,3.934,-0.001,0.000,0.000,62.23,62,-0.2038,7862,3815.82,2705.54,2712.52,4786.80,1.765,2712.52,0,2,1839,104608,0,1,1,1,106395,5522,1,0
