# SHOT START
# legend_version=4
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_dyn_raw = raw dynamic feedforward request before FF-path LPF and slew limiting
# ff_pressure_w = pressure-window weight applied to dynamic FF
# ff_above_w = above-target suppression weight applied to dynamic FF
# ff_gamma = ramp-dependent gamma multiplier applied to dynamic FF
# u_ff_total = total feedforward contribution
# ramp_hold_active = 1 when the downstream drop-rate hold is active during ramp-up
# drop_rate_active = active downstream output drop-rate cap in percent per second
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_qout_raw = instantaneous outflow / load estimate before shadow-MPC LPF
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_residual_bias = low-pass residual bias term added to shadow predictions
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
# tach_period_us = measured time between valid tach pulses in microseconds
# tach_rpm_inst = instantaneous RPM derived from tach_period_us and pulses-per-revolution
# tach_rpm_ema = exponentially filtered published RPM intended for easier visual analysis
# tach_rpm_count_window = RPM derived from ISR-accepted pulse counts over a fixed time window
# tach_rpm_count_window_pcnt_raw = RPM derived from raw PCNT hardware counts over the same window (diagnostic only)
# tach_pcnt_ratio = raw PCNT pulse count divided by ISR-accepted pulse count in the current window
# tach_rpm_pub = RPM value selected for operational use after comparing period and count-window estimates
# tach_quality_ok = 1 when period and count-window RPM agree within tolerance
# tach_rpm_source = 0=none, 1=period branch, 2=count-window fallback
# tach_pulse_count = total number of valid tach pulses seen since the last reset
# tach_glitch_rejects = number of tach edges rejected as implausibly fast glitches or plausibility failures
# tach_pcnt_healthy = 1 when raw PCNT windows have matched ISR-accepted windows for multiple consecutive updates
# tach_capture_enabled_cfg = 1 when MCPWM capture is enabled by configuration
# tach_capture_init_ok = 1 when MCPWM capture initialized successfully
# tach_capture_active = 1 after MCPWM capture has observed events in this run
# tach_capture_event_count = number of capture ISR events seen since last reset
# tach_capture_last_period_us = most recent MCPWM capture period converted to microseconds
# tach_capture_last_edge = last capture edge enum reported by MCPWM
# tach_timeout = 1 when no recent tach pulse is available and RPM is forced to zero
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_rpm_count_window,tach_rpm_count_window_pcnt_raw,tach_pcnt_ratio,tach_rpm_pub,tach_quality_ok,tach_rpm_source,tach_pulse_count,tach_glitch_rejects,tach_pcnt_healthy,tach_capture_enabled_cfg,tach_capture_init_ok,tach_capture_active,tach_capture_event_count,tach_capture_last_period_us,tach_capture_last_edge,tach_timeout
24108,8.533,8.223,9.000,8.995,9.000,8.995,0.026,43.85,0.4171,4.562,0.000,41.71,43.85,-2.14,0,1,-1.34113,41.71,41.71,0.00,0,0,41.70,0.00,0.01,0.00,0.00,1.000,1.000,0.01,0,255.00,1,48.16,43.74,4.41,8.267,8.479,2.731,0.000,0.301,0.027,3.131,43.85,44,-0.2651,11491,2610.74,2514.60,2320.82,4061.44,1.750,2320.82,0,2,197,10739,0,1,1,1,10930,2087,1,0
24247,7.939,8.203,9.000,8.997,9.000,8.997,0.017,41.44,0.4279,4.120,0.000,42.79,41.44,1.34,1,0,-1.37205,42.79,42.79,0.00,0,0,42.78,0.00,0.01,0.00,0.00,1.000,1.000,0.01,0,255.00,1,41.60,37.03,4.57,8.242,8.431,1.984,0.482,-0.333,0.016,3.295,41.44,41,0.1219,7145,4198.74,2420.04,2320.82,4061.44,1.750,2320.82,0,2,210,11475,0,1,1,1,11679,6180,1,0
24350,6.970,7.405,9.000,8.998,9.000,8.998,0.013,52.84,0.5990,4.101,0.000,59.90,52.84,7.06,1,0,-1.37205,59.90,59.90,0.00,0,0,59.90,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,54.29,49.29,5.00,7.417,7.474,2.833,8.098,-0.507,-0.023,19.156,52.84,53,0.1085,12004,2499.17,2384.32,2320.82,4061.44,1.750,2320.82,0,2,218,11891,0,1,1,1,12103,4489,1,0
24451,6.855,6.949,9.000,8.998,9.000,8.998,0.009,64.24,0.6766,4.312,0.000,67.66,64.24,3.41,1,0,-1.37205,67.66,67.66,0.00,0,0,67.65,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,72.37,67.37,5.00,6.948,6.941,4.502,11.004,-0.104,-0.042,34.612,64.24,64,-0.1049,10666,2812.68,2459.83,2809.39,3745.85,1.333,2812.68,1,1,228,12346,0,1,1,1,12568,1251,1,0
24590,8.565,8.130,9.000,8.999,9.000,8.999,0.006,49.91,0.4675,4.371,0.000,46.75,49.91,-3.15,0,1,-1.49391,46.75,46.75,0.00,0,0,46.75,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.98,57.98,5.00,8.152,8.258,4.294,0.000,0.468,0.015,6.942,49.91,50,-0.4336,6283,4774.79,2638.36,2809.39,3745.85,1.333,2809.39,0,2,241,13398,0,1,1,1,13632,5461,1,0
24690,8.848,8.695,9.000,8.999,9.000,8.999,0.005,35.41,0.3541,4.085,0.000,35.41,35.41,0.00,0,0,-1.51721,35.41,35.41,0.00,0,0,35.41,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,45.38,43.71,1.67,8.723,8.858,3.408,0.000,0.141,0.036,1.506,35.41,35,0.2382,11661,2572.68,2699.93,2809.39,3745.85,1.333,2809.39,0,2,250,14416,0,1,1,1,14659,4639,1,0
24833,7.386,7.774,9.000,8.999,9.000,8.999,0.003,48.72,0.5525,3.876,0.000,55.25,48.72,6.53,1,0,-1.52957,55.25,55.25,0.00,0,0,55.25,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,54.74,49.74,5.00,7.784,7.832,3.229,5.874,-0.450,-0.012,11.681,48.72,48,0.2854,10223,2934.56,2778.38,2805.82,4409.15,1.571,2934.56,1,1,263,15292,0,1,1,1,15548,4256,1,0
24933,6.738,6.998,9.000,9.000,9.000,9.000,0.002,60.12,0.6928,4.050,0.000,69.28,60.12,9.17,1,0,-1.52957,69.28,69.28,0.00,0,0,69.28,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,71.60,66.60,5.00,6.986,6.926,4.723,10.931,-0.280,-0.045,35.254,60.12,60,-0.1832,11829,2536.14,2788.26,2805.82,4409.15,1.571,2805.82,0,2,272,15741,0,1,1,1,16005,2086,1,0
25069,7.965,7.643,9.000,9.000,9.000,9.000,0.001,59.42,0.5942,4.345,0.000,59.42,59.42,0.00,0,0,-1.62159,59.42,59.42,0.00,0,0,59.42,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,76.93,71.93,5.00,7.646,7.659,5.528,4.233,0.357,-0.010,18.162,59.42,59,0.3437,6953,4314.68,2780.18,2805.82,4409.15,1.571,2805.82,0,2,284,16492,0,1,1,1,16768,3920,1,0
25205,8.925,8.768,9.000,9.000,9.000,9.000,0.001,37.08,0.3708,4.035,0.000,37.08,37.08,0.00,0,0,-1.66340,37.08,37.08,0.00,0,0,37.08,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,49.41,48.14,1.26,8.791,8.903,3.909,0.000,0.151,0.037,1.990,37.08,37,0.3049,9582,3130.87,2750.14,2680.82,3705.84,1.382,2680.82,0,2,297,17331,0,1,1,1,17620,6631,1,0
25305,8.076,8.409,9.000,9.000,9.000,9.000,0.001,42.79,0.4309,3.823,0.000,43.09,42.79,0.29,1,0,-1.67014,43.09,43.09,0.00,0,0,43.09,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,49.61,46.17,3.44,8.431,8.537,3.188,0.786,-0.392,0.015,2.589,42.79,43,0.1927,8876,3379.90,2725.18,2680.82,3705.84,1.382,2680.82,0,2,306,17677,0,1,1,1,17974,5672,1,0
25408,7.041,7.411,9.000,9.000,9.000,9.000,0.001,54.19,0.6456,3.874,0.000,64.56,54.19,10.36,1,0,-1.67014,64.56,64.56,0.00,0,0,64.56,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.52,59.52,5.00,7.404,7.373,4.185,9.586,-0.412,-0.031,22.155,54.19,54,-0.1195,12083,2482.83,2709.21,2680.82,3705.84,1.382,2680.82,0,2,314,18173,0,1,1,1,18478,4761,1,0
25545,7.309,7.199,9.000,9.000,9.000,9.000,0.000,69.04,0.6904,4.280,0.000,69.04,69.04,0.00,0,0,-1.72418,69.04,69.04,0.00,0,0,69.04,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,85.65,80.65,5.00,7.192,7.161,6.013,9.791,0.133,-0.034,30.029,69.04,69,0.4097,8551,3508.36,2684.74,2680.82,3705.84,1.382,2680.82,0,2,327,19015,0,1,1,1,19333,787,1,0
25648,8.627,8.209,9.000,9.000,9.000,9.000,0.000,53.74,0.5006,4.291,0.000,50.06,53.74,-3.69,0,1,-1.78546,50.06,50.06,0.00,0,0,50.06,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,70.93,66.22,4.71,8.222,8.288,5.165,0.000,0.457,0.014,7.890,53.74,54,-0.4575,8622,3479.47,2641.32,2564.15,3619.97,1.412,2564.15,0,2,337,19626,0,1,1,1,19953,6443,1,0
25783,8.833,8.828,9.000,9.000,9.000,9.000,0.000,38.89,0.3889,3.918,0.000,38.89,38.89,0.00,0,0,-1.80556,38.89,38.89,0.00,0,0,38.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,48.20,47.31,0.89,8.853,8.971,3.651,0.000,-0.016,0.035,1.098,38.89,38,0.4007,8790,3412.97,2603.66,2564.15,3619.97,1.412,2564.15,0,2,348,21001,0,1,1,1,21339,1676,1,0
25923,7.547,7.857,9.000,9.000,9.000,9.000,0.000,55.40,0.5842,3.864,0.000,58.42,55.40,3.02,1,0,-1.82056,58.42,58.42,0.00,0,0,58.42,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.15,57.15,5.00,7.865,7.904,3.759,6.935,-0.359,-0.014,10.412,55.40,55,0.4965,7668,3912.36,2584.38,2564.15,3619.97,1.412,2564.15,0,2,361,22139,0,1,1,1,22490,4093,1,0
26023,7.406,7.437,9.000,9.000,9.000,9.000,0.000,66.47,0.6647,4.091,0.000,66.47,66.47,0.00,0,0,-1.82056,66.47,66.47,0.00,0,0,66.47,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,77.44,72.44,5.00,7.434,7.420,5.055,10.000,-0.031,-0.031,21.284,66.47,66,0.0685,10396,2885.73,2676.16,2781.30,3973.29,1.429,2885.73,1,1,370,22579,0,1,1,1,22938,5469,1,0
26126,8.371,8.076,9.000,9.000,9.000,9.000,0.000,54.84,0.5484,4.146,0.000,54.84,54.84,0.00,0,0,-1.88577,54.84,54.84,0.00,0,0,54.84,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,70.26,65.26,5.00,8.082,8.111,4.945,2.939,0.325,-0.000,9.333,54.84,55,0.1020,7929,3783.58,2714.01,2781.30,3973.29,1.429,2781.30,0,2,380,23055,0,1,1,1,23424,4021,1,0
26262,8.789,8.753,9.000,9.000,9.000,9.000,0.000,42.17,0.4217,3.864,0.000,42.17,42.17,0.00,0,0,-1.91602,42.17,42.17,0.00,0,0,42.17,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,49.37,48.01,1.36,8.775,8.880,3.496,0.000,0.021,0.027,0.836,42.17,42,0.0762,14650,2047.78,2754.62,2781.30,3973.29,1.429,2781.30,0,2,392,23792,0,1,1,1,24173,1951,1,0
26405,7.741,7.984,9.000,9.000,9.000,9.000,0.000,57.35,0.5762,3.848,0.000,57.62,57.35,0.27,1,0,-1.93132,57.62,57.62,0.00,0,0,57.62,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.69,57.69,5.00,7.994,8.043,3.684,6.495,-0.283,-0.012,7.953,57.35,57,0.2523,6876,4363.00,2790.81,2845.67,4110.41,1.444,2845.67,0,2,407,24720,0,1,1,1,25115,2942,1,0
26544,7.971,7.840,9.000,9.000,9.000,9.000,0.000,61.85,0.6185,4.106,0.000,61.85,61.85,0.00,0,0,-2.00521,61.85,61.85,0.00,0,0,61.85,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,73.84,68.84,5.00,7.841,7.844,4.907,6.506,0.144,-0.017,12.441,61.85,62,0.2438,8485,3535.65,2805.05,2845.67,4110.41,1.444,2845.67,0,2,418,25525,0,1,1,1,25931,5154,1,0
26647,8.968,8.629,9.000,9.000,9.000,9.000,0.000,46.55,0.4628,4.010,0.000,46.28,46.55,-0.27,0,1,-2.03865,46.28,46.28,0.00,0,0,46.28,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,56.99,54.82,2.16,8.643,8.708,4.117,0.000,0.365,0.019,2.110,46.55,47,-0.0070,7318,4099.48,2819.67,2845.67,4110.41,1.444,2845.67,0,2,428,26080,0,1,1,1,26496,7318,1,0
26782,8.511,8.631,9.000,9.000,9.000,9.000,0.000,46.73,0.4673,3.777,0.000,46.73,46.73,0.00,0,0,-2.06361,46.73,46.73,0.00,0,0,46.73,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,49.25,47.14,2.11,8.651,8.751,3.020,1.000,-0.153,0.014,0.742,46.73,47,-0.2802,7813,3839.75,2760.29,2645.48,4046.02,1.529,2645.48,0,2,441,26837,0,1,1,1,27265,2361,1,0
26922,7.618,7.808,9.000,9.000,9.000,9.000,0.000,63.47,0.6347,3.924,0.000,63.47,63.47,0.00,0,0,-2.06361,63.47,63.47,0.00,0,0,63.47,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.41,64.41,5.00,7.810,7.818,4.157,8.653,-0.217,-0.025,11.665,63.47,64,-0.2412,7204,4164.35,2704.26,2645.48,4046.02,1.529,2645.48,0,2,454,27671,0,1,1,1,28112,3798,1,0
27022,8.291,8.115,9.000,9.000,9.000,9.000,0.000,58.08,0.5808,4.019,0.000,58.08,58.08,0.00,0,0,-2.12248,58.08,58.08,0.00,0,0,58.08,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.90,63.90,5.00,8.119,8.136,4.502,4.791,0.192,-0.009,7.460,58.08,59,-0.4482,10446,2871.91,2683.10,2645.48,4046.02,1.529,2645.48,0,2,462,28229,0,1,1,1,28678,4205,1,0
27123,8.936,8.731,9.000,9.000,9.000,9.000,0.000,46.89,0.4689,3.900,0.000,46.89,46.89,0.00,0,0,-2.14538,46.89,46.89,0.00,0,0,46.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,53.39,51.85,1.53,8.747,8.821,3.672,0.000,0.216,0.018,0.854,46.89,47,-0.1304,8283,3621.88,2737.00,2982.70,4353.13,1.459,2982.70,0,2,473,28702,0,1,1,1,29162,3522,1,0
27258,8.328,8.489,9.000,9.000,9.000,9.000,0.000,50.72,0.5072,3.754,0.000,50.72,50.72,0.00,0,0,-2.17670,50.72,50.72,0.00,0,0,50.72,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,52.51,49.50,3.00,8.504,8.578,3.044,3.080,-0.196,0.002,1.660,50.72,51,-0.3202,9496,3159.22,2856.90,2982.70,4353.13,1.459,2982.70,0,2,487,29497,0,1,1,1,29970,3140,1,0
27398,7.883,7.946,9.000,9.000,9.000,9.000,0.000,63.63,0.6363,3.942,0.000,63.63,63.63,0.00,0,0,-2.23781,63.63,63.63,0.00,0,0,63.63,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,70.02,65.02,5.00,7.948,7.954,4.230,7.757,-0.075,-0.022,9.279,63.63,63,0.3772,8196,3660.32,2918.29,2982.70,4353.13,1.459,2982.70,0,2,501,30313,0,1,1,1,30800,766,1,0
27537,8.901,8.694,9.000,9.000,9.000,9.000,0.000,50.09,0.5009,3.895,0.000,50.09,50.09,0.00,0,0,-2.28663,50.09,50.09,0.00,0,0,50.09,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,55.32,53.55,1.77,8.708,8.772,3.664,0.433,0.220,0.012,0.842,50.09,50,-0.2775,7725,3883.50,2959.01,3008.50,4512.74,1.500,3008.50,0,2,514,31093,0,1,1,1,31592,4723,1,0
27637,8.663,8.732,9.000,9.000,9.000,9.000,0.000,49.85,0.4985,3.790,0.000,49.85,49.85,0.00,0,0,-2.30046,49.85,49.85,0.00,0,0,49.85,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,50.43,48.91,1.51,8.750,8.838,3.029,1.106,-0.094,0.011,0.315,49.85,50,0.2165,8650,3468.21,2976.82,3008.50,4512.74,1.500,3008.50,0,2,523,31601,0,1,1,1,32109,6535,1,0
27773,8.124,8.237,9.000,9.000,9.000,9.000,0.000,59.53,0.5953,3.843,0.000,59.53,59.53,0.00,0,0,-2.35678,59.53,59.53,0.00,0,0,59.53,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.63,58.05,4.57,8.245,8.282,3.566,6.023,-0.135,-0.013,4.402,59.53,60,-0.1377,9873,3038.59,2998.30,3008.50,4512.74,1.500,3038.59,1,1,536,32427,0,1,1,1,32948,10006,1,0
27916,8.725,8.579,9.000,9.000,9.000,9.000,0.000,53.91,0.5391,3.875,0.000,53.91,53.91,0.00,0,0,-2.40994,53.91,53.91,0.00,0,0,53.91,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,58.10,55.61,2.49,8.588,8.634,3.657,2.382,0.155,0.003,1.386,53.91,54,-0.0463,9981,3005.71,2897.87,2715.71,4073.56,1.500,2715.71,0,2,549,33070,0,1,1,1,33603,1680,1,0
28016,8.779,8.746,9.000,9.000,9.000,9.000,0.000,52.06,0.5206,3.810,0.000,52.06,52.06,0.00,0,0,-2.42621,52.06,52.06,0.00,0,0,52.06,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,52.78,51.34,1.44,8.762,8.835,3.199,1.446,0.022,0.009,0.306,52.06,52,0.3919,7986,3756.57,2832.29,2715.71,4073.56,1.500,2715.71,0,2,557,33548,0,1,1,1,34089,3382,1,0
28154,8.455,8.531,9.000,9.000,9.000,9.000,0.000,55.43,0.5543,3.780,0.000,55.43,55.43,0.00,0,0,-2.46036,55.43,55.43,0.00,0,0,55.43,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,55.91,53.13,2.77,8.542,8.593,3.190,4.036,-0.097,-0.004,1.456,55.43,56,-0.4070,9424,3183.36,2775.40,2715.71,4073.56,1.500,2715.71,0,2,569,34433,0,1,1,1,34986,2954,1,0
28259,8.495,8.488,9.000,9.000,9.000,9.000,0.000,56.52,0.5652,3.804,0.000,56.52,56.52,0.00,0,0,-2.49126,56.52,56.52,0.00,0,0,56.52,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,58.55,55.50,3.05,8.496,8.533,3.439,4.337,-0.002,-0.006,1.901,56.52,56,0.4260,10105,2968.83,2724.04,2566.36,4199.49,1.636,2566.36,0,2,578,35105,0,1,1,1,35667,8928,1,0
28394,8.728,8.681,9.000,9.000,9.000,9.000,0.000,54.80,0.5480,3.794,0.000,54.80,54.80,0.00,0,0,-2.52546,54.80,54.80,0.00,0,0,54.80,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,55.80,53.93,1.87,8.692,8.742,3.352,2.727,0.042,0.002,0.626,54.80,55,-0.4679,7670,3911.34,2657.08,2566.36,4199.49,1.636,2566.36,0,2,591,35756,0,1,1,1,36330,2866,1,0
28532,8.703,8.708,9.000,9.000,9.000,9.000,0.000,55.13,0.5513,3.758,0.000,55.13,55.13,0.00,0,0,-2.56088,55.13,55.13,0.00,0,0,55.13,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,54.66,52.96,1.70,8.719,8.772,3.190,3.080,-0.017,0.001,0.498,55.13,55,0.2270,8371,3583.80,2603.52,2566.36,4199.49,1.636,2566.36,0,2,604,36533,0,1,1,1,37120,1683,1,0
28673,8.697,8.694,9.000,9.000,9.000,9.000,0.000,55.84,0.5584,3.752,0.000,55.84,55.84,0.00,0,0,-2.58832,55.84,55.84,0.00,0,0,55.84,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,55.56,53.77,1.80,8.703,8.747,3.248,3.462,-0.006,-0.001,0.585,55.84,56,0.1581,7389,4060.09,2626.29,2680.00,3898.18,1.455,2680.00,0,2,615,37286,0,1,1,1,37883,3527,1,0
28773,8.735,8.718,9.000,9.000,9.000,9.000,0.000,55.87,0.5587,3.750,0.000,55.87,55.87,0.00,0,0,-2.60585,55.87,55.87,0.00,0,0,55.87,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,55.69,54.03,1.66,8.726,8.768,3.283,3.359,0.011,-0.001,0.494,55.87,56,-0.0167,13064,2296.39,2641.83,2680.00,3898.18,1.455,2680.00,0,2,623,37849,0,1,1,1,38454,4544,1,0
28873,8.744,8.739,9.000,9.000,9.000,9.000,0.000,56.05,0.5605,3.745,0.000,56.05,56.05,0.00,0,0,-2.62974,56.05,56.05,0.00,0,0,56.05,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,55.80,54.27,1.53,8.748,8.786,3.303,3.377,-0.004,-0.001,0.418,56.05,56,-0.1219,12993,2308.94,2660.46,2680.00,3898.18,1.455,2680.00,0,2,631,38425,0,1,1,1,39038,1688,1,0
28977,8.757,8.748,9.000,9.000,9.000,9.000,0.000,56.24,0.5624,3.744,0.000,56.24,56.24,0.00,0,0,-2.64516,56.24,56.24,0.00,0,0,56.24,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,56.06,54.57,1.48,8.755,8.791,3.331,3.423,0.002,-0.001,0.398,56.24,56,0.3403,8364,3586.80,2645.67,2570.91,3856.36,1.500,2570.91,0,2,641,39014,0,1,1,1,39637,1726,1,0
29113,8.768,8.768,9.000,9.000,9.000,9.000,0.000,56.40,0.5640,3.740,0.000,56.40,56.40,0.00,0,0,-2.66629,56.40,56.40,0.00,0,0,56.40,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,56.16,54.79,1.36,8.775,8.808,3.349,3.435,-0.007,-0.001,0.337,56.40,56,0.2255,7618,3938.04,2623.30,2570.91,3856.36,1.500,2570.91,0,2,654,39672,0,1,1,1,40307,1661,1,0
29216,8.776,8.769,9.000,9.000,9.000,9.000,0.000,56.66,0.5666,3.742,0.000,56.66,56.66,0.00,0,0,-2.68043,56.66,56.66,0.00,0,0,56.66,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,56.58,55.22,1.36,8.775,8.804,3.389,3.524,0.002,-0.002,0.344,56.66,57,-0.4788,10794,2779.32,2604.44,2570.91,3856.36,1.500,2570.91,0,2,662,40210,0,1,1,1,40853,6924,1,0
29356,8.777,8.782,9.000,9.000,9.000,9.000,0.000,56.99,0.5699,3.744,0.000,56.99,56.99,0.00,0,0,-2.70634,56.99,56.99,0.00,0,0,56.99,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,57.01,55.72,1.28,8.788,8.813,3.435,3.596,-0.012,-0.002,0.309,56.99,57,-0.3677,12683,2365.37,2582.73,2561.34,4162.18,1.625,2561.34,0,2,673,41063,0,1,1,1,41717,4797,1,0
29460,8.797,8.793,9.000,9.000,9.000,9.000,0.000,57.09,0.5709,3.747,0.000,57.09,57.09,0.00,0,0,-2.71889,57.09,57.09,0.00,0,0,57.09,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,57.20,55.98,1.22,8.798,8.822,3.463,3.572,-0.001,-0.002,0.280,57.09,57,-0.2458,8370,3584.23,2575.03,2561.34,4162.18,1.625,2561.34,0,2,684,41514,0,1,1,1,42178,2693,1,0
29562,8.823,8.818,9.000,9.000,9.000,9.000,0.000,57.10,0.5710,3.747,0.000,57.10,57.10,0.00,0,0,-2.73583,57.10,57.10,0.00,0,0,57.10,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,57.11,56.04,1.07,8.823,8.847,3.471,3.481,-0.000,-0.001,0.210,57.10,57,-0.0067,10540,2846.30,2568.35,2561.34,4162.18,1.625,2561.34,0,2,694,41988,0,1,1,1,42662,3121,1,0
29704,8.847,8.838,9.000,9.000,9.000,9.000,0.000,57.14,0.5714,3.743,0.000,57.14,57.14,0.00,0,0,-2.75068,57.14,57.14,0.00,0,0,57.14,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,56.95,56.00,0.95,8.843,8.867,3.462,3.458,0.005,-0.001,0.162,57.14,57,0.2466,8728,3437.21,2564.93,2561.34,4162.18,1.625,2561.34,0,2,707,42648,0,1,1,1,43335,5819,1,0
29808,8.865,8.862,9.000,9.000,9.000,9.000,0.000,57.09,0.5709,3.737,0.000,57.09,57.09,0.00,0,0,-2.76350,57.09,57.09,0.00,0,0,57.09,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,56.64,55.83,0.81,8.867,8.891,3.443,3.414,-0.002,-0.000,0.114,57.09,57,0.4290,12497,2400.58,2707.11,2856.28,4028.09,1.410,2856.28,0,2,716,43154,0,1,1,1,43849,3208,1,0
