ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_rpm_count_window,tach_rpm_pub,tach_quality_ok,tach_rpm_source,tach_pulse_count,tach_glitch_rejects,tach_timeout
28218,7.007,6.926,9.000,8.917,9.000,8.917,0.424,60.26,0.6026,6.499,0.000,60.26,60.26,0.00,0,0,-0.92489,60.26,60.26,0.00,0,0,59.55,0.00,0.71,0.02,0.01,1.000,1.000,0.71,0,255.00,1,70.97,65.97,5.00,7.018,7.453,4.103,0.000,-0.005,0.046,24.044,60.26,60,-0.0269,8201,3658.09,5256.63,5902.00,5902.00,0,2,140,1950,0
28357,6.315,6.406,9.000,8.946,9.000,8.946,0.276,71.38,0.7138,6.464,0.000,71.38,71.38,0.00,0,0,-1.13917,71.38,71.38,0.00,0,0,70.99,0.00,0.39,0.01,0.00,1.000,1.000,0.39,0,255.00,1,71.70,66.70,5.00,6.482,6.842,3.519,3.824,-0.182,0.006,41.397,71.38,71,0.2684,6293,4767.20,5192.86,4953.55,4767.20,1,1,154,2211,0
28494,7.907,7.446,9.000,8.965,9.000,8.965,0.179,58.04,0.5761,6.258,0.000,57.61,58.04,-0.43,0,1,-1.31521,57.61,57.61,0.00,0,0,57.40,0.00,0.21,0.00,0.00,1.000,1.000,0.21,0,255.00,1,57.66,52.66,5.00,7.530,7.934,2.690,0.000,0.428,0.041,11.727,58.04,58,0.4317,6478,4631.06,5076.07,4953.55,4953.55,0,2,171,2786,0
28594,7.947,7.864,9.000,8.974,9.000,8.974,0.135,50.33,0.5033,5.878,0.000,50.33,50.33,0.00,0,0,-1.38438,50.33,50.33,0.00,0,0,50.19,0.00,0.14,0.00,0.00,1.000,1.000,0.14,0,255.00,1,49.09,44.09,5.00,7.948,8.348,2.135,0.000,0.006,0.048,5.184,50.33,50,0.4278,10154,2954.50,5058.16,5026.30,5026.30,0,2,181,3064,0
28726,6.793,7.045,9.000,8.983,9.000,8.983,0.088,66.92,0.6692,5.710,0.000,66.92,66.92,0.00,0,0,-1.44251,66.92,66.92,0.00,0,0,66.84,0.00,0.08,0.00,0.00,1.000,1.000,0.08,0,255.00,1,59.59,54.59,5.00,7.102,7.371,2.391,5.754,-0.344,-0.003,24.455,66.92,67,0.2096,9058,3311.99,5042.61,5026.30,5026.30,0,2,194,3356,0
28864,7.801,7.539,9.000,8.989,9.000,8.989,0.057,60.83,0.6083,5.656,0.000,60.83,60.83,0.00,0,0,-1.59919,60.83,60.83,0.00,0,0,60.79,0.00,0.04,0.00,0.00,1.000,1.000,0.04,0,255.00,1,58.86,53.86,5.00,7.593,7.853,2.801,1.384,0.237,0.012,12.405,60.83,61,-0.2597,7254,4135.65,4704.93,4390.10,4390.10,0,2,209,3646,0
28998,8.270,8.226,9.000,8.993,9.000,8.993,0.037,47.52,0.4752,5.182,0.000,47.52,47.52,0.00,0,0,-1.67698,47.52,47.52,0.00,0,0,47.50,0.00,0.02,0.00,0.00,1.000,1.000,0.02,0,255.00,1,44.83,40.54,4.29,8.286,8.573,1.980,0.000,-0.013,0.032,2.432,47.52,48,-0.3400,6710,4470.94,4736.29,5315.11,5315.11,0,2,223,4090,0
29101,7.060,7.501,9.000,8.995,9.000,8.995,0.028,58.79,0.6291,5.056,0.000,62.91,58.79,4.12,1,0,-1.67698,62.91,62.91,0.00,0,0,62.89,0.00,0.02,0.00,0.00,1.000,1.000,0.02,0,255.00,1,53.61,48.61,5.00,7.538,7.716,2.256,5.616,-0.539,-0.008,14.896,58.79,59,-0.4660,8328,3602.31,4944.67,5315.11,5315.11,0,2,233,4275,0
29233,6.943,6.946,9.000,8.996,9.000,8.996,0.018,73.14,0.7314,5.300,0.000,73.14,73.14,0.00,0,0,-1.73850,73.14,73.14,0.00,0,0,73.13,0.00,0.01,0.00,0.00,1.000,1.000,0.01,0,255.00,1,77.32,72.32,5.00,6.962,7.039,4.500,9.985,-0.022,-0.033,31.846,73.14,73,0.3440,7038,4262.57,4971.78,4546.81,4546.81,0,2,250,4545,0
29370,8.818,8.320,9.000,8.998,9.000,8.998,0.012,52.50,0.4841,5.145,0.000,48.41,52.50,-4.09,0,1,-1.84545,48.41,48.41,0.00,0,0,48.40,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,60.05,56.17,3.88,8.357,8.537,3.830,0.000,0.521,0.028,2.953,52.50,53,-0.3224,6549,4580.85,4792.80,4546.81,4580.85,1,1,265,4915,0
29504,8.052,8.239,9.000,8.999,9.000,8.999,0.008,51.34,0.5134,4.727,0.000,51.34,51.34,0.00,0,0,-1.90050,51.34,51.34,0.00,0,0,51.34,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,52.40,48.02,4.38,8.276,8.454,2.777,0.633,-0.242,0.015,3.043,51.34,51,-0.0054,6684,4488.33,4810.05,4928.17,4928.17,0,2,281,5201,0
29604,6.817,7.217,9.000,8.999,9.000,8.999,0.006,62.74,0.7143,4.763,0.000,71.43,62.74,8.69,1,0,-1.90050,71.43,71.43,0.00,0,0,71.43,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.27,62.27,5.00,7.222,7.246,3.903,10.013,-0.460,-0.034,25.089,62.74,63,-0.2178,9202,3260.16,4852.57,4928.17,4928.17,0,2,291,5399,0
29736,7.357,7.180,9.000,8.999,9.000,8.999,0.004,72.87,0.7287,5.117,0.000,72.87,72.87,0.00,0,0,-1.95508,72.87,72.87,0.00,0,0,72.87,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,85.80,80.80,5.00,7.184,7.202,5.733,8.719,0.192,-0.030,28.052,72.87,73,0.2435,7370,4070.56,4752.48,4547.66,4547.66,0,2,307,5665,0
29871,8.940,8.621,9.000,9.000,9.000,9.000,0.002,49.92,0.4611,4.889,0.000,46.11,49.92,-3.81,0,1,-2.02424,46.11,46.11,0.00,0,0,46.11,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,59.95,57.84,2.12,8.650,8.788,4.277,0.000,0.325,0.033,1.780,49.92,50,-0.0356,7222,4153.97,4652.53,4547.66,4547.66,0,2,323,6124,0
30005,7.780,8.082,9.000,9.000,9.000,9.000,0.002,55.57,0.5755,4.581,0.000,57.55,55.57,1.98,1,0,-2.05050,57.55,57.55,0.00,0,0,57.55,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,59.85,54.85,5.00,8.106,8.218,3.420,3.634,-0.361,0.001,5.665,55.57,55,0.4420,7353,4079.97,4602.90,4550.83,4550.83,0,2,337,6424,0
30141,6.921,7.044,9.000,9.000,9.000,9.000,0.001,72.67,0.7642,4.848,0.000,76.42,72.67,3.75,1,0,-2.05050,76.42,76.42,0.00,0,0,76.42,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,83.33,78.33,5.00,7.040,7.020,5.403,10.861,-0.132,-0.044,32.491,72.67,72,0.3486,6805,4408.52,4736.67,5272.23,5272.23,0,2,352,6710,0
30273,8.693,8.249,9.000,9.000,9.000,9.000,0.001,59.81,0.5583,4.949,0.000,55.83,59.81,-3.99,0,1,-2.16462,55.83,55.83,0.00,0,0,55.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,73.63,69.20,4.43,8.268,8.358,5.113,0.000,0.480,0.014,5.945,59.81,60,-0.2630,10323,2906.13,4998.03,5272.23,5272.23,0,2,367,7174,0
30413,8.655,8.695,9.000,9.000,9.000,9.000,0.000,48.28,0.4828,4.560,0.000,48.28,48.28,0.00,0,0,-2.19263,48.28,48.28,0.00,0,0,48.28,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,53.90,52.22,1.68,8.723,8.856,3.615,0.000,-0.070,0.028,0.696,48.28,49,-0.3184,6477,4631.77,4886.09,4536.85,4631.77,1,1,380,7629,0
30546,6.930,7.323,9.000,9.000,9.000,9.000,0.000,65.11,0.7427,4.589,0.000,74.27,65.11,9.17,1,0,-2.19263,74.27,74.27,0.00,0,0,74.27,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,73.59,68.59,5.00,7.318,7.296,4.618,10.443,-0.439,-0.038,23.873,65.11,65,-0.1007,7853,3820.20,4687.86,4536.85,4536.85,0,2,396,7896,0
30646,7.210,7.171,9.000,9.000,9.000,9.000,0.000,76.51,0.7667,4.874,0.000,76.67,76.51,0.16,1,0,-2.19263,76.67,76.67,0.00,0,0,76.67,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,88.77,83.77,5.00,7.168,7.151,5.873,10.671,0.050,-0.040,28.975,76.51,76,0.2111,7611,3941.66,4576.12,4377.48,4377.48,0,2,407,8082,0
30776,8.986,8.520,9.000,9.000,9.000,9.000,0.000,55.62,0.5223,4.838,0.000,52.23,55.62,-3.39,0,1,-2.27998,52.23,52.23,0.00,0,0,52.23,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.92,66.12,2.80,8.538,8.623,5.006,0.000,0.504,0.023,3.467,55.62,56,0.0222,7911,3792.19,4479.18,4377.48,4377.48,0,2,422,8492,0
30916,8.463,8.592,9.000,9.000,9.000,9.000,0.000,51.81,0.5181,4.490,0.000,51.81,51.81,0.00,0,0,-2.30674,51.81,51.81,0.00,0,0,51.81,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,56.03,53.72,2.31,8.618,8.740,3.554,0.137,-0.167,0.020,0.978,51.81,51,0.4230,7335,4089.98,4907.85,5357.61,5357.61,0,2,437,8739,0
31048,7.038,7.353,9.000,9.000,9.000,9.000,0.000,68.91,0.7558,4.621,0.000,75.58,68.91,6.67,1,0,-2.30674,75.58,75.58,0.00,0,0,75.58,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,77.83,72.83,5.00,7.348,7.327,4.921,10.398,-0.350,-0.038,23.146,68.91,69,0.0458,7012,4278.38,4911.49,4139.49,4278.38,1,1,454,9057,0
31185,8.168,7.873,9.000,9.000,9.000,9.000,0.000,67.58,0.6758,4.892,0.000,67.58,67.58,0.00,0,0,-2.38412,67.58,67.58,0.00,0,0,67.58,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,82.82,77.82,5.00,7.877,7.898,5.728,4.818,0.325,-0.009,12.643,67.58,67,0.2255,7658,3917.47,4512.97,4139.49,4139.49,0,2,470,9438,0
31322,8.932,8.814,9.000,9.000,9.000,9.000,0.000,50.97,0.5097,4.604,0.000,50.97,50.97,0.00,0,0,-2.41665,50.97,50.97,0.00,0,0,50.97,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,57.75,56.77,0.98,8.838,8.954,4.049,0.000,0.111,0.030,0.630,50.97,51,-0.2908,7691,3900.66,4464.54,4511.24,4511.24,0,2,482,9916,0
31423,8.094,8.327,9.000,9.000,9.000,9.000,0.000,59.16,0.5916,4.501,0.000,59.16,59.16,0.00,0,0,-2.44935,59.16,59.16,0.00,0,0,59.16,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.46,58.51,3.95,8.348,8.447,3.658,3.525,-0.280,0.004,2.921,59.16,59,0.0869,8166,3673.77,4481.35,4511.24,4511.24,0,2,492,10167,0
31556,7.569,7.589,9.000,9.000,9.000,9.000,0.000,74.56,0.7456,4.755,0.000,74.56,74.56,0.00,0,0,-2.49168,74.56,74.56,0.00,0,0,74.56,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,83.54,78.54,5.00,7.590,7.597,5.287,9.744,-0.024,-0.029,16.764,74.56,74,0.0767,9587,3129.24,4459.52,4468.18,4468.18,0,2,509,10443,0
31657,8.675,8.227,9.000,9.000,9.000,9.000,0.000,64.96,0.6323,4.827,0.000,63.23,64.96,-1.73,0,1,-2.55285,63.23,63.23,0.00,0,0,63.23,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,77.70,73.08,4.62,8.237,8.284,5.262,2.828,0.491,0.002,6.255,64.96,65,-0.3573,9692,3095.34,4433.34,4468.18,4468.18,0,2,518,10742,0
31795,8.828,8.832,9.000,9.000,9.000,9.000,0.000,53.76,0.5376,4.541,0.000,53.76,53.76,0.00,0,0,-2.57311,53.76,53.76,0.00,0,0,53.76,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,56.84,55.97,0.87,8.857,8.974,3.720,0.000,-0.027,0.025,0.167,53.76,53,0.3024,6937,4324.64,4381.93,4282.73,4324.64,1,1,535,11231,0
31934,7.781,8.053,9.000,9.000,9.000,9.000,0.000,66.70,0.6738,4.506,0.000,67.38,66.70,0.68,1,0,-2.58213,67.38,67.38,0.00,0,0,67.38,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.84,64.84,5.00,8.064,8.119,3.966,7.401,-0.317,-0.015,6.619,66.70,67,-0.3412,7629,3932.36,4333.52,4282.73,4282.73,0,2,547,11586,0
32067,8.362,8.169,9.000,9.000,9.000,9.000,0.000,66.56,0.6656,4.680,0.000,66.56,66.56,0.00,0,0,-2.67293,66.56,66.56,0.00,0,0,66.56,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,76.27,71.28,4.99,8.176,8.208,4.885,5.141,0.208,-0.008,6.298,66.56,67,-0.4023,7488,4006.41,4232.96,4211.53,4006.41,1,1,564,11967,0
32209,8.884,8.784,9.000,9.000,9.000,9.000,0.000,56.95,0.5695,4.509,0.000,56.95,56.95,0.00,0,0,-2.70551,56.95,56.95,0.00,0,0,56.95,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,59.13,57.94,1.18,8.804,8.903,3.750,0.242,0.094,0.017,0.211,56.95,57,0.2907,7764,3863.99,4323.49,4770.14,4770.14,0,2,579,12405,0
32343,8.086,8.262,9.000,9.000,9.000,9.000,0.000,66.02,0.6602,4.470,0.000,66.02,66.02,0.00,0,0,-2.75285,66.02,66.02,0.00,0,0,66.02,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.01,63.62,4.39,8.275,8.336,3.848,6.073,-0.210,-0.010,3.825,66.02,66,-0.2333,6493,4620.36,4511.50,4770.14,4620.36,1,1,595,12819,0
32445,8.157,8.144,9.000,9.000,9.000,9.000,0.000,69.39,0.6939,4.576,0.000,69.39,69.39,0.00,0,0,-2.80463,69.39,69.39,0.00,0,0,69.39,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,75.03,70.03,5.00,8.151,8.185,4.490,6.752,0.005,-0.015,5.863,69.39,69,0.3872,10671,2811.36,4460.34,4048.79,4048.79,0,2,605,13085,0
32578,8.884,8.759,9.000,9.000,9.000,9.000,0.000,59.89,0.5989,4.498,0.000,59.89,59.89,0.00,0,0,-2.84271,59.89,59.89,0.00,0,0,59.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.90,60.55,1.36,8.776,8.855,3.889,1.156,0.125,0.012,0.298,59.89,60,0.0787,6476,4632.49,4259.50,4048.79,4048.79,0,2,621,13539,0
32714,8.499,8.600,9.000,9.000,9.000,9.000,0.000,62.25,0.6225,4.399,0.000,62.25,62.25,0.00,0,0,-2.86920,62.25,62.25,0.00,0,0,62.25,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.43,59.10,2.33,8.616,8.690,3.503,3.739,-0.130,0.001,0.925,62.25,63,-0.4736,6562,4571.78,4472.11,4923.51,4923.51,0,2,636,13835,0
32847,8.326,8.339,9.000,9.000,9.000,9.000,0.000,67.47,0.6747,4.471,0.000,67.47,67.47,0.00,0,0,-2.92505,67.47,67.47,0.00,0,0,67.47,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,70.68,66.72,3.96,8.345,8.378,4.172,6.006,-0.022,-0.012,3.338,67.47,67,0.1847,6440,4658.39,4692.39,4923.51,4923.51,0,2,650,14229,0
32947,8.680,8.549,9.000,9.000,9.000,9.000,0.000,64.45,0.6445,4.484,0.000,64.45,64.45,0.00,0,0,-2.95644,64.45,64.45,0.00,0,0,64.45,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.16,65.47,2.68,8.557,8.594,4.231,3.801,0.138,-0.002,1.575,64.45,64,-0.0126,8438,3555.34,4707.12,4810.53,4810.53,0,2,660,14453,0
33083,8.696,8.717,9.000,9.000,9.000,9.000,0.000,63.07,0.6307,4.418,0.000,63.07,63.07,0.00,0,0,-2.98208,63.07,63.07,0.00,0,0,63.07,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,63.18,61.55,1.63,8.730,8.793,3.784,2.953,-0.036,0.004,0.429,63.07,63,-0.2318,8842,3392.90,4757.58,4810.53,4810.53,0,2,674,14799,0
33217,8.572,8.603,9.000,9.000,9.000,9.000,0.000,64.94,0.6494,4.403,0.000,64.94,64.94,0.00,0,0,-3.01401,64.94,64.94,0.00,0,0,64.94,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.31,62.97,2.34,8.613,8.660,3.839,4.407,-0.046,-0.003,1.027,64.94,65,-0.4732,6315,4750.59,4505.39,4207.22,4207.22,0,2,690,15109,0
33349,8.638,8.629,9.000,9.000,9.000,9.000,0.000,65.30,0.6530,4.410,0.000,65.30,65.30,0.00,0,0,-3.04845,65.30,65.30,0.00,0,0,65.30,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.35,64.15,2.20,8.637,8.677,3.978,4.246,0.001,-0.003,0.928,65.30,65,0.1794,6641,4517.39,4758.33,6076.39,6076.39,0,2,706,15412,0
33488,8.714,8.700,9.000,9.000,9.000,9.000,0.000,65.07,0.6507,4.402,0.000,65.07,65.07,0.00,0,0,-3.07711,65.07,65.07,0.00,0,0,65.07,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.60,63.84,1.76,8.709,8.751,3.953,3.819,0.007,-0.001,0.565,65.07,65,0.4713,6461,4643.24,5401.54,6076.39,6076.39,0,2,723,15706,0
33624,8.690,8.710,9.000,9.000,9.000,9.000,0.000,65.43,0.6543,4.389,0.000,65.43,65.43,0.00,0,0,-3.10215,65.43,65.43,0.00,0,0,65.43,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.52,63.81,1.70,8.719,8.759,3.920,4.039,-0.031,-0.001,0.525,65.43,66,-0.1003,8486,3535.23,5252.46,4747.46,4747.46,0,2,737,16027,0
33724,8.734,8.733,9.000,9.000,9.000,9.000,0.000,65.64,0.6564,4.384,0.000,65.64,65.64,0.00,0,0,-3.12646,65.64,65.64,0.00,0,0,65.64,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.67,64.10,1.57,8.741,8.779,3.944,4.042,-0.007,-0.001,0.444,65.64,65,0.4783,6926,4331.50,5006.02,4747.46,4747.46,0,2,747,16256,0
33857,8.760,8.755,9.000,9.000,9.000,9.000,0.000,65.84,0.6584,4.380,0.000,65.84,65.84,0.00,0,0,-3.14911,65.84,65.84,0.00,0,0,65.84,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.83,64.39,1.44,8.762,8.798,3.970,4.038,-0.002,-0.001,0.373,65.84,66,-0.2155,7843,3825.07,4707.91,4269.87,4269.87,0,2,764,16557,0
33957,8.770,8.764,9.000,9.000,9.000,9.000,0.000,66.01,0.6601,4.379,0.000,66.01,66.01,0.00,0,0,-3.16345,66.01,66.01,0.00,0,0,66.01,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.02,64.63,1.38,8.771,8.805,3.991,4.071,-0.001,-0.001,0.346,66.01,66,-0.2613,10845,2766.25,4578.57,4269.87,4269.87,0,2,774,16799,0
34094,8.794,8.789,9.000,9.000,9.000,9.000,0.000,66.25,0.6625,4.378,0.000,66.25,66.25,0.00,0,0,-3.19027,66.25,66.25,0.00,0,0,66.25,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.26,65.02,1.24,8.795,8.825,4.027,4.061,-0.001,-0.001,0.277,66.25,67,-0.4484,7424,4040.95,4711.45,4915.64,4915.64,0,2,789,17140,0
34229,8.785,8.790,9.000,9.000,9.000,9.000,0.000,66.61,0.6661,4.378,0.000,66.61,66.61,0.00,0,0,-3.20904,66.61,66.61,0.00,0,0,66.61,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.71,65.48,1.24,8.795,8.822,4.063,4.210,-0.011,-0.002,0.284,66.61,67,-0.0452,9086,3301.78,4811.09,4915.64,4915.64,0,2,803,17472,0
34361,8.799,8.803,9.000,9.000,9.000,9.000,0.000,66.80,0.6680,4.380,0.000,66.80,66.80,0.00,0,0,-3.22664,66.80,66.80,0.00,0,0,66.80,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.96,65.80,1.16,8.808,8.832,4.093,4.224,-0.010,-0.002,0.251,66.80,67,-0.0347,8485,3535.65,4622.64,4414.42,4414.42,0,2,818,17813,0
34502,8.847,8.831,9.000,9.000,9.000,9.000,0.000,66.92,0.6692,4.382,0.000,66.92,66.92,0.00,0,0,-3.24846,66.92,66.92,0.00,0,0,66.92,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.08,66.08,0.99,8.836,8.858,4.125,4.119,0.013,-0.001,0.181,66.92,67,-0.4286,7152,4194.63,4733.16,5581.71,5581.71,0,2,832,18191,0
34633,8.866,8.848,9.000,9.000,9.000,9.000,0.000,67.01,0.6701,4.382,0.000,67.01,67.01,0.00,0,0,-3.26320,67.01,67.01,0.00,0,0,67.01,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.09,66.19,0.89,8.853,8.875,4.133,4.086,0.015,-0.001,0.143,67.01,67,-0.2773,6510,4608.29,5147.26,5581.71,5581.71,0,2,848,18498,0
