# SHOT START
# legend_version=1
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_dyn_raw = raw dynamic feedforward request before FF-path LPF and slew limiting
# ff_pressure_w = pressure-window weight applied to dynamic FF
# ff_above_w = above-target suppression weight applied to dynamic FF
# ff_gamma = ramp-dependent gamma multiplier applied to dynamic FF
# u_ff_total = total feedforward contribution
# ramp_hold_active = 1 when the downstream drop-rate hold is active during ramp-up
# drop_rate_active = active downstream output drop-rate cap in percent per second
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_qout_raw = instantaneous outflow / load estimate before shadow-MPC LPF
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_residual_bias = low-pass residual bias term added to shadow predictions
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual
1072294,0.856,0.856,1.100,1.100,1.100,1.100,0.000,23.21,0.2321,3.820,0.000,23.21,23.21,0.00,0,0,-1.58893,23.21,23.21,0.00,0,0,23.21,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,24.66,23.19,1.47,0.860,0.882,3.667,3.634,-0.004,-0.002,0.435,23.21,24,-0.4301
1072427,0.875,0.868,1.100,1.100,1.100,1.100,0.000,22.83,0.2283,3.795,0.000,22.83,22.83,0.00,0,0,-1.61037,22.83,22.83,0.00,0,0,22.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,24.31,22.92,1.40,0.872,0.892,3.645,3.528,0.004,-0.002,0.398,22.83,23,-0.2886
1072554,0.886,0.881,1.100,1.100,1.100,1.100,0.000,22.38,0.2238,3.754,0.000,22.38,22.38,0.00,0,0,-1.63044,22.38,22.38,0.00,0,0,22.38,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,23.83,22.51,1.32,0.885,0.904,3.590,3.429,0.001,-0.001,0.356,22.38,22,0.2669
1072689,0.889,0.886,1.100,1.100,1.100,1.100,0.000,22.34,0.2234,3.718,0.000,22.34,22.34,0.00,0,0,-1.64991,22.34,22.34,0.00,0,0,22.34,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,23.67,22.38,1.29,0.890,0.909,3.552,3.461,-0.001,-0.001,0.335,22.34,22,0.3909
1072816,0.893,0.889,1.100,1.100,1.100,1.100,0.000,22.33,0.2233,3.691,0.000,22.33,22.33,0.00,0,0,-1.66915,22.33,22.33,0.00,0,0,22.33,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,23.61,22.34,1.27,0.893,0.912,3.539,3.485,0.000,-0.002,0.324,22.33,23,-0.3479
1072951,0.916,0.909,1.100,1.100,1.100,1.100,0.000,21.53,0.2153,3.645,0.000,21.53,21.53,0.00,0,0,-1.68688,21.53,21.53,0.00,0,0,21.53,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,22.87,21.72,1.15,0.912,0.928,3.477,3.270,0.004,-0.001,0.276,21.53,22,-0.0270
1073077,0.914,0.914,1.100,1.100,1.100,1.100,0.000,21.49,0.2149,3.585,0.000,21.49,21.49,0.00,0,0,-1.70931,21.49,21.49,0.00,0,0,21.49,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,22.64,21.52,1.12,0.917,0.935,3.412,3.333,-0.003,-0.001,0.252,21.49,22,-0.2064
1073208,0.914,0.913,1.100,1.100,1.100,1.100,0.000,21.66,0.2166,3.560,0.000,21.66,21.66,0.00,0,0,-1.72625,21.66,21.66,0.00,0,0,21.66,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,22.73,21.61,1.12,0.917,0.935,3.410,3.407,-0.003,-0.001,0.251,21.66,22,-0.1584
1073335,0.947,0.940,1.100,1.100,1.100,1.100,0.000,20.49,0.2049,3.510,0.000,20.49,20.49,0.00,0,0,-1.74152,20.49,20.49,0.00,0,0,20.49,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,21.74,20.77,0.97,0.942,0.954,3.342,3.074,0.006,-0.001,0.200,20.49,21,-0.4425
1073472,0.932,0.936,1.100,1.100,1.100,1.100,0.000,20.78,0.2078,3.460,0.000,20.78,20.78,0.00,0,0,-1.75599,20.78,20.78,0.00,0,0,20.78,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,21.76,20.78,0.98,0.939,0.956,3.288,3.234,-0.007,-0.001,0.193,20.78,20,0.2950
1073599,0.941,0.936,1.100,1.100,1.100,1.100,0.000,20.91,0.2091,3.439,0.000,20.91,20.91,0.00,0,0,-1.77105,20.91,20.91,0.00,0,0,20.91,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,21.86,20.87,0.99,0.939,0.954,3.298,3.282,0.002,-0.001,0.195,20.91,20,0.4174
1073730,0.973,0.963,1.100,1.100,1.100,1.100,0.000,19.68,0.1968,3.386,0.000,19.68,19.68,0.00,0,0,-1.78423,19.68,19.68,0.00,0,0,19.68,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,20.82,19.99,0.83,0.964,0.973,3.224,2.939,0.009,-0.000,0.151,19.68,20,-0.2689
1073857,0.966,0.966,1.100,1.100,1.100,1.100,0.000,19.58,0.1958,3.324,0.000,19.58,19.58,0.00,0,0,-1.79626,19.58,19.58,0.00,0,0,19.58,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,20.52,19.71,0.80,0.969,0.981,3.146,2.987,-0.002,-0.000,0.132,19.58,19,0.3833
1073996,0.956,0.959,1.100,1.100,1.100,1.100,0.000,20.07,0.2007,3.293,0.000,20.07,20.07,0.00,0,0,-1.80881,20.07,20.07,0.00,0,0,20.07,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,20.81,19.97,0.84,0.962,0.977,3.140,3.168,-0.007,-0.001,0.139,20.07,20,0.2490
1074124,0.993,0.982,1.100,1.100,1.100,1.100,0.000,18.96,0.1896,3.248,0.000,18.96,18.96,0.00,0,0,-1.82027,18.96,18.96,0.00,0,0,18.96,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,19.93,19.22,0.71,0.984,0.992,3.092,2.850,0.010,-0.000,0.110,18.96,19,-0.4477
1074257,0.991,0.989,1.100,1.100,1.100,1.100,0.000,18.69,0.1869,3.189,0.000,18.69,18.69,0.00,0,0,-1.83045,18.69,18.69,0.00,0,0,18.69,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,19.53,18.86,0.67,0.991,1.000,3.019,2.833,0.000,-0.000,0.094,18.69,19,-0.0850
1074389,0.989,0.987,1.100,1.100,1.100,1.100,0.000,18.89,0.1889,3.151,0.000,18.89,18.89,0.00,0,0,-1.84080,18.89,18.89,0.00,0,0,18.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,19.58,18.91,0.68,0.989,1.000,2.997,2.930,-0.000,-0.001,0.092,18.89,19,-0.1774
1074522,1.004,0.999,1.100,1.100,1.100,1.100,0.000,18.33,0.1833,3.104,0.000,18.33,18.33,0.00,0,0,-1.85020,18.33,18.33,0.00,0,0,18.33,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,19.07,18.46,0.61,1.001,1.010,2.949,2.797,0.003,-0.000,0.076,18.33,18,0.3316
1074650,0.999,1.002,1.100,1.100,1.100,1.100,0.000,18.27,0.1827,3.056,0.000,18.27,18.27,0.00,0,0,-1.85894,18.27,18.27,0.00,0,0,18.27,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,18.89,18.30,0.59,1.004,1.014,2.902,2.827,-0.005,-0.000,0.070,18.27,18,-0.0956
1074782,1.019,1.012,1.100,1.100,1.100,1.100,0.000,17.79,0.1779,3.011,0.000,17.79,17.79,0.00,0,0,-1.86723,17.79,17.79,0.00,0,0,17.79,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,18.45,17.92,0.53,1.014,1.021,2.862,2.716,0.005,-0.000,0.058,17.79,18,-0.0946
1074909,1.015,1.015,1.100,1.100,1.100,1.100,0.000,17.72,0.1772,2.969,0.000,17.72,17.72,0.00,0,0,-1.87502,17.72,17.72,0.00,0,0,17.72,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,18.29,17.78,0.51,1.017,1.025,2.826,2.733,-0.002,-0.000,0.052,17.72,17,0.2427
1075043,1.032,1.026,1.100,1.100,1.100,1.100,0.000,17.21,0.1721,2.922,0.000,17.21,17.21,0.00,0,0,-1.88207,17.21,17.21,0.00,0,0,17.21,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.81,17.36,0.45,1.027,1.034,2.778,2.617,0.005,0.000,0.042,17.21,17,0.4566
1075175,1.022,1.025,1.100,1.100,1.100,1.100,0.000,17.29,0.1729,2.879,0.000,17.29,17.29,0.00,0,0,-1.88873,17.29,17.29,0.00,0,0,17.29,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.75,17.30,0.45,1.027,1.035,2.741,2.685,-0.005,-0.000,0.039,17.29,17,0.1554
1075308,1.035,1.032,1.100,1.100,1.100,1.100,0.000,16.99,0.1699,2.840,0.000,16.99,16.99,0.00,0,0,-1.89499,16.99,16.99,0.00,0,0,16.99,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.45,17.04,0.41,1.033,1.040,2.709,2.622,0.002,-0.000,0.034,16.99,17,0.2952
1075435,1.042,1.042,1.100,1.100,1.100,1.100,0.000,16.92,0.1692,2.778,0.000,16.92,16.92,0.00,0,0,-1.90606,16.92,16.92,0.00,0,0,16.92,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.21,16.86,0.35,1.043,1.052,2.658,2.619,-0.001,0.000,0.022,16.92,17,-0.1652
1075568,1.044,1.044,1.100,1.100,1.100,1.100,0.000,16.99,0.1699,2.744,0.000,16.99,16.99,0.00,0,0,-1.91643,16.99,16.99,0.00,0,0,16.99,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.23,16.89,0.33,1.046,1.055,2.655,2.663,-0.002,0.000,0.020,16.99,17,-0.3915
1075697,1.067,1.059,1.100,1.100,1.100,1.100,0.000,16.91,0.1691,2.728,0.000,16.91,16.91,0.00,0,0,-1.92201,16.91,16.91,0.00,0,0,16.91,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.03,16.80,0.24,1.061,1.071,2.637,2.573,0.006,0.001,0.009,16.91,17,0.3776
1075830,1.072,1.072,1.100,1.100,1.100,1.100,0.000,16.87,0.1687,2.703,0.000,16.87,16.87,0.00,0,0,-1.92833,16.87,16.87,0.00,0,0,16.87,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.82,16.66,0.16,1.074,1.084,2.598,2.601,-0.002,0.001,0.003,16.87,16,0.4201
1075957,1.086,1.085,1.100,1.100,1.100,1.100,0.000,16.79,0.1679,2.689,0.000,16.79,16.79,0.00,0,0,-1.93098,16.79,16.79,0.00,0,0,16.79,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.65,16.57,0.08,1.087,1.096,2.581,2.570,-0.001,0.001,0.001,16.79,16,0.4259
1076089,1.108,1.100,1.100,1.100,1.100,1.100,0.000,16.70,0.1670,2.662,0.000,16.70,16.70,0.00,0,0,-1.93462,16.70,16.70,0.00,0,0,16.70,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.58,16.59,-0.01,1.101,1.106,2.604,2.570,0.007,0.001,0.000,16.70,17,-0.2833
1076218,1.114,1.113,1.100,1.100,1.100,1.100,0.000,16.58,0.1658,2.641,0.000,16.58,16.58,0.00,0,0,-1.93307,16.58,16.58,0.00,0,0,16.58,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.44,16.52,-0.09,1.114,1.116,2.605,2.550,0.001,0.001,0.002,16.58,17,-0.3215
1076346,1.127,1.123,1.100,1.100,1.100,1.100,0.000,16.49,0.1649,2.634,0.000,16.49,16.49,0.00,0,0,-1.93131,16.49,16.49,0.00,0,0,16.49,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.26,16.40,-0.14,1.123,1.126,2.580,2.503,0.004,0.001,0.006,16.49,16,0.2502
1076483,1.147,1.138,1.100,1.100,1.100,1.100,0.000,16.33,0.1633,2.618,0.000,16.33,16.33,0.00,0,0,-1.92675,16.33,16.33,0.00,0,0,16.33,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.95,16.19,-0.24,1.139,1.143,2.537,2.440,0.009,0.001,0.016,16.33,16,0.2967
1076612,1.146,1.145,1.100,1.100,1.100,1.100,0.000,16.24,0.1624,2.606,0.000,16.24,16.24,0.00,0,0,-1.92290,16.24,16.24,0.00,0,0,16.24,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.78,16.06,-0.28,1.146,1.150,2.508,2.439,0.000,0.001,0.021,16.24,16,0.1159
1076745,1.157,1.156,1.100,1.100,1.100,1.100,0.000,16.11,0.1611,2.592,0.000,16.11,16.11,0.00,0,0,-1.91801,16.11,16.11,0.00,0,0,16.11,0.00,0.00,0.00,0.00,0.996,1.000,0.00,0,255.00,1,15.55,15.90,-0.35,1.157,1.161,2.475,2.404,-0.000,0.001,0.032,16.11,17,-0.4621
1076878,1.176,1.171,1.100,1.100,1.100,1.100,0.000,15.71,0.1571,2.571,0.000,15.71,15.71,0.00,0,0,-1.91202,15.71,15.71,0.00,0,0,15.71,0.00,0.00,0.00,0.00,0.958,1.000,0.00,0,255.00,1,15.13,15.57,-0.44,1.171,1.174,2.435,2.300,0.005,0.002,0.047,15.71,15,0.2934
1077011,1.187,1.182,1.100,1.100,1.100,1.100,0.000,15.08,0.1508,2.534,0.000,15.08,15.08,0.00,0,0,-1.90509,15.08,15.08,0.00,0,0,15.08,0.00,0.00,0.00,0.00,0.909,1.000,0.00,0,255.00,1,14.56,15.06,-0.50,1.181,1.180,2.380,2.197,0.006,0.002,0.055,15.08,15,0.3594
1077137,1.177,1.181,1.100,1.100,1.100,1.100,0.000,15.03,0.1503,2.488,0.000,15.03,15.03,0.00,0,0,-1.89748,15.03,15.03,0.00,0,0,15.03,0.00,0.00,0.00,0.00,0.910,1.000,0.00,0,255.00,1,14.39,14.89,-0.50,1.181,1.182,2.329,2.272,-0.004,0.001,0.058,15.03,15,-0.0037
1077276,1.176,1.179,1.100,1.100,1.100,1.100,0.000,15.09,0.1509,2.457,0.000,15.09,15.09,0.00,0,0,-1.89014,15.09,15.09,0.00,0,0,15.09,0.00,0.00,0.00,0.00,0.923,1.000,0.00,0,255.00,1,14.41,14.89,-0.48,1.179,1.180,2.318,2.341,-0.003,0.001,0.057,15.09,15,-0.0897
1077403,1.181,1.181,1.100,1.100,1.100,1.100,0.000,14.92,0.1492,2.430,0.000,14.92,14.92,0.00,0,0,-1.88274,14.92,14.92,0.00,0,0,14.92,0.00,0.00,0.00,0.00,0.912,1.000,0.00,0,255.00,1,14.29,14.78,-0.50,1.181,1.180,2.313,2.319,0.000,0.001,0.056,14.92,15,-0.4496
1077536,1.192,1.188,1.100,1.100,1.100,1.100,0.000,14.48,0.1448,2.400,0.000,14.48,14.48,0.00,0,0,-1.87509,14.48,14.48,0.00,0,0,14.48,0.00,0.00,0.00,0.00,0.872,1.000,0.00,0,255.00,1,13.96,14.49,-0.53,1.187,1.183,2.297,2.213,0.005,0.001,0.060,14.48,15,-0.4613
1077667,1.196,1.194,1.100,1.100,1.100,1.100,0.000,14.07,0.1407,2.361,0.000,14.07,14.07,0.00,0,0,-1.86682,14.07,14.07,0.00,0,0,14.07,0.00,0.00,0.00,0.00,0.832,1.000,0.00,0,255.00,1,13.58,14.15,-0.57,1.193,1.187,2.257,2.133,0.003,0.001,0.066,14.07,14,0.1952
1077804,1.192,1.192,1.100,1.100,1.100,1.100,0.000,14.12,0.1412,2.329,0.000,14.12,14.12,0.00,0,0,-1.85859,14.12,14.12,0.00,0,0,14.12,0.00,0.00,0.00,0.00,0.847,1.000,0.00,0,255.00,1,13.57,14.13,-0.56,1.191,1.185,2.237,2.184,0.001,0.001,0.065,14.12,14,-0.2725
1077933,1.184,1.186,1.100,1.100,1.100,1.100,0.000,14.40,0.1440,2.313,0.000,14.40,14.40,0.00,0,0,-1.85080,14.40,14.40,0.00,0,0,14.40,0.00,0.00,0.00,0.00,0.887,1.000,0.00,0,255.00,1,13.78,14.30,-0.52,1.185,1.180,2.246,2.280,-0.001,0.001,0.058,14.40,15,-0.1779
1078073,1.190,1.189,1.100,1.100,1.100,1.100,0.000,14.13,0.1413,2.296,0.000,14.13,14.13,0.00,0,0,-1.84295,14.13,14.13,0.00,0,0,14.13,0.00,0.00,0.00,0.00,0.864,1.000,0.00,0,255.00,1,13.61,14.15,-0.54,1.188,1.182,2.244,2.205,0.002,0.001,0.060,14.13,15,-0.3952
1078200,1.189,1.192,1.100,1.100,1.100,1.100,0.000,13.93,0.1393,2.270,0.000,13.93,13.93,0.00,0,0,-1.83463,13.93,13.93,0.00,0,0,13.93,0.00,0.00,0.00,0.00,0.849,1.000,0.00,0,255.00,1,13.41,13.97,-0.55,1.190,1.184,2.218,2.170,-0.001,0.001,0.063,13.93,14,0.3497
1078335,1.186,1.189,1.100,1.100,1.100,1.100,0.000,13.98,0.1398,2.250,0.000,13.98,13.98,0.00,0,0,-1.82639,13.98,13.98,0.00,0,0,13.98,0.00,0.00,0.00,0.00,0.864,1.000,0.00,0,255.00,1,13.42,13.96,-0.54,1.188,1.183,2.205,2.205,-0.002,0.001,0.061,13.98,14,0.0146
1078464,1.184,1.188,1.100,1.100,1.100,1.100,0.000,14.01,0.1401,2.233,0.000,14.01,14.01,0.00,0,0,-1.81823,14.01,14.01,0.00,0,0,14.01,0.00,0.00,0.00,0.00,0.875,1.000,0.00,0,255.00,1,13.42,13.95,-0.53,1.187,1.182,2.198,2.227,-0.003,0.001,0.061,14.01,14,-0.3936
1078598,1.185,1.186,1.100,1.100,1.100,1.100,0.000,14.01,0.1401,2.224,0.000,14.01,14.01,0.00,0,0,-1.81033,14.01,14.01,0.00,0,0,14.01,0.00,0.00,0.00,0.00,0.883,1.000,0.00,0,255.00,1,13.44,13.96,-0.52,1.185,1.180,2.202,2.229,-0.001,0.001,0.058,14.01,14,0.4431
1078724,1.182,1.184,1.100,1.100,1.100,1.100,0.000,14.05,0.1405,2.217,0.000,14.05,14.05,0.00,0,0,-1.80255,14.05,14.05,0.00,0,0,14.05,0.00,0.00,0.00,0.00,0.894,1.000,0.00,0,255.00,1,13.49,14.00,-0.51,1.183,1.178,2.206,2.242,-0.001,0.001,0.055,14.05,14,0.3152
1078863,1.192,1.192,1.100,1.100,1.100,1.100,0.000,13.59,0.1359,2.200,0.000,13.59,13.59,0.00,0,0,-1.79435,13.59,13.59,0.00,0,0,13.59,0.00,0.00,0.00,0.00,0.850,1.000,0.00,0,255.00,1,13.12,13.67,-0.55,1.190,1.182,2.182,2.116,0.002,0.001,0.061,13.59,13,0.2166
1078990,1.184,1.187,1.100,1.100,1.100,1.100,0.000,13.78,0.1378,2.185,0.000,13.78,13.78,0.00,0,0,-1.78621,13.78,13.78,0.00,0,0,13.78,0.00,0.00,0.00,0.00,0.881,1.000,0.00,0,255.00,1,13.22,13.74,-0.52,1.186,1.180,2.169,2.192,-0.002,0.001,0.058,13.78,14,0.0058
1079123,1.184,1.184,1.100,1.100,1.100,1.100,0.000,13.88,0.1388,2.182,0.000,13.88,13.88,0.00,0,0,-1.77851,13.88,13.88,0.00,0,0,13.88,0.00,0.00,0.00,0.00,0.898,1.000,0.00,0,255.00,1,13.32,13.82,-0.51,1.183,1.177,2.178,2.219,0.001,0.001,0.054,13.88,13,0.3791
1079252,1.190,1.186,1.100,1.100,1.100,1.100,0.000,13.67,0.1367,2.179,0.000,13.67,13.67,0.00,0,0,-1.77094,13.67,13.67,0.00,0,0,13.67,0.00,0.00,0.00,0.00,0.884,1.000,0.00,0,255.00,1,13.20,13.72,-0.52,1.185,1.178,2.182,2.152,0.006,0.001,0.055,13.67,14,-0.2014
1079386,1.190,1.189,1.100,1.100,1.100,1.100,0.000,13.47,0.1347,2.166,0.000,13.47,13.47,0.00,0,0,-1.76300,13.47,13.47,0.00,0,0,13.47,0.00,0.00,0.00,0.00,0.869,1.000,0.00,0,255.00,1,13.02,13.56,-0.53,1.187,1.181,2.162,2.106,0.003,0.001,0.058,13.47,13,0.3406
1079514,1.183,1.183,1.100,1.100,1.100,1.100,0.000,13.64,0.1364,2.153,0.000,13.64,13.64,0.00,0,0,-1.74761,13.64,13.64,0.00,0,0,13.64,0.00,0.00,0.00,0.00,0.901,1.000,0.00,0,255.00,1,13.12,13.63,-0.50,1.182,1.177,2.155,2.168,0.001,0.001,0.053,13.64,14,-0.2977
1079647,1.185,1.183,1.100,1.100,1.100,1.100,0.000,13.55,0.1355,2.150,0.000,13.55,13.55,0.00,0,0,-1.73530,13.55,13.55,0.00,0,0,13.55,0.00,0.00,0.00,0.00,0.904,1.000,0.00,0,255.00,1,13.09,13.59,-0.50,1.181,1.175,2.159,2.140,0.004,0.001,0.050,13.55,14,-0.1616
1079778,1.182,1.181,1.100,1.100,1.100,1.100,0.000,13.51,0.1351,2.145,0.000,13.51,13.51,0.00,0,0,-1.72085,13.51,13.51,0.00,0,0,13.51,0.00,0.00,0.00,0.00,0.912,1.000,0.00,0,255.00,1,13.07,13.56,-0.49,1.180,1.172,2.157,2.128,0.003,0.001,0.047,13.51,13,0.4692
1079913,1.185,1.183,1.100,1.100,1.100,1.100,0.000,13.37,0.1337,2.138,0.000,13.37,13.37,0.00,0,0,-1.71349,13.37,13.37,0.00,0,0,13.37,0.00,0.00,0.00,0.00,0.904,1.000,0.00,0,255.00,1,12.95,13.44,-0.50,1.181,1.173,2.143,2.093,0.004,0.001,0.049,13.37,14,-0.2378
1080040,1.180,1.178,1.100,1.100,1.100,1.100,0.000,13.56,0.1356,2.137,0.000,13.56,13.56,0.00,0,0,-1.70647,13.56,13.56,0.00,0,0,13.56,0.00,0.00,0.00,0.00,0.928,1.000,0.00,0,255.00,1,13.09,13.56,-0.47,1.177,1.170,2.148,2.153,0.003,0.001,0.045,13.56,13,0.4744
1080141,1.171,1.175,1.100,1.100,1.100,1.100,0.000,13.68,0.1368,2.138,0.000,13.68,13.68,0.00,0,0,-1.70186,13.68,13.68,0.00,0,0,13.68,0.00,0.00,0.00,0.00,0.942,1.000,0.00,0,255.00,1,13.19,13.64,-0.45,1.174,1.169,2.151,2.192,-0.003,0.001,0.043,13.68,14,-0.3521
1080272,1.175,1.177,1.100,1.100,1.100,1.100,0.000,13.51,0.1351,2.134,0.000,13.51,13.51,0.00,0,0,-1.69487,13.51,13.51,0.00,0,0,13.51,0.00,0.00,0.00,0.00,0.933,1.000,0.00,0,255.00,1,13.06,13.53,-0.46,1.176,1.170,2.146,2.140,-0.001,0.001,0.044,13.51,13,0.1209
1080405,1.169,1.172,1.100,1.100,1.100,1.100,0.000,13.73,0.1373,2.134,0.000,13.73,13.73,0.00,0,0,-1.68806,13.73,13.73,0.00,0,0,13.73,0.00,0.00,0.00,0.00,0.955,1.000,0.00,0,255.00,1,13.23,13.66,-0.43,1.171,1.167,2.148,2.211,-0.002,0.001,0.041,13.73,14,-0.2848
1080532,1.169,1.171,1.100,1.100,1.100,1.100,0.000,13.72,0.1372,2.136,0.000,13.72,13.72,0.00,0,0,-1.68148,13.72,13.72,0.00,0,0,13.72,0.00,0.00,0.00,0.00,0.958,1.000,0.00,0,255.00,1,13.24,13.67,-0.43,1.170,1.166,2.156,2.199,-0.001,0.001,0.040,13.72,14,-0.4278
1080671,1.169,1.173,1.100,1.100,1.100,1.100,0.000,13.54,0.1354,2.131,0.000,13.54,13.54,0.00,0,0,-1.67466,13.54,13.54,0.00,0,0,13.54,0.00,0.00,0.00,0.00,0.950,1.000,0.00,0,255.00,1,13.10,13.54,-0.44,1.172,1.168,2.143,2.152,-0.003,0.001,0.041,13.54,14,-0.1764
1080797,1.165,1.167,1.100,1.100,1.100,1.100,0.000,13.81,0.1381,2.137,0.000,13.81,13.81,0.00,0,0,-1.66840,13.81,13.81,0.00,0,0,13.81,0.00,0.00,0.00,0.00,0.972,1.000,0.00,0,255.00,1,13.33,13.74,-0.41,1.167,1.164,2.159,2.228,-0.002,0.001,0.037,13.81,14,-0.1085
1080932,1.179,1.176,1.100,1.100,1.100,1.100,0.000,13.29,0.1329,2.132,0.000,13.29,13.29,0.00,0,0,-1.66184,13.29,13.29,0.00,0,0,13.29,0.00,0.00,0.00,0.00,0.939,1.000,0.00,0,255.00,1,12.96,13.41,-0.46,1.174,1.169,2.146,2.070,0.005,0.001,0.042,13.29,13,0.2718
1081064,1.174,1.174,1.100,1.100,1.100,1.100,0.000,13.32,0.1332,2.122,0.000,13.32,13.32,0.00,0,0,-1.65504,13.32,13.32,0.00,0,0,13.32,0.00,0.00,0.00,0.00,0.946,1.000,0.00,0,255.00,1,12.92,13.37,-0.45,1.173,1.168,2.125,2.096,0.001,0.001,0.041,13.32,13,0.0389
