ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_residual,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual
731431,1.042,1.025,1.100,1.100,1.100,1.100,0.000,16.16,0.1616,4.184,0.000,16.16,16.16,0.00,0,0,-1.75641,16.16,16.16,0.00,0,0,16.16,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,18.15,17.67,0.48,1.021,1.000,3.089,0.022,0.116,16.16,16,0.0796
731566,0.858,0.907,1.100,1.100,1.100,1.100,0.000,22.31,0.2231,3.937,0.000,22.31,22.31,0.00,0,0,-1.76876,22.31,22.31,0.00,0,0,22.31,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,21.81,20.70,1.11,0.919,0.975,2.967,-0.060,0.176,22.31,22,0.4321
731691,0.822,0.826,1.100,1.100,1.100,1.100,0.000,26.24,0.2624,3.989,0.000,26.24,26.24,0.00,0,0,-1.79247,26.24,26.24,0.00,0,0,26.24,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,25.52,23.94,1.58,0.842,0.924,3.345,-0.021,0.354,26.24,27,-0.4754
731822,1.040,0.975,1.100,1.100,1.100,1.100,0.000,19.25,0.1925,3.886,0.000,19.25,19.25,0.00,0,0,-1.80935,19.25,19.25,0.00,0,0,19.25,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,20.79,20.02,0.76,0.975,0.975,3.320,0.064,0.153,19.25,19,0.4275
731947,1.086,1.075,1.100,1.100,1.100,1.100,0.000,15.86,0.1586,3.571,0.000,15.86,15.86,0.00,0,0,-1.81341,15.86,15.86,0.00,0,0,15.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.12,16.94,0.18,1.071,1.052,2.892,0.017,0.033,15.86,16,-0.2415
732079,0.963,0.990,1.100,1.100,1.100,1.100,0.000,18.56,0.1856,3.376,0.000,18.56,18.56,0.00,0,0,-1.82031,18.56,18.56,0.00,0,0,18.56,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,18.73,18.09,0.64,0.995,1.018,2.772,-0.031,0.067,18.56,18,0.2682
732204,0.939,0.943,1.100,1.100,1.100,1.100,0.000,21.07,0.2107,3.359,0.000,21.07,21.07,0.00,0,0,-1.83366,21.07,21.07,0.00,0,0,21.07,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,20.88,19.97,0.91,0.952,0.994,2.948,-0.013,0.121,21.07,21,0.1221
732334,1.054,1.029,1.100,1.100,1.100,1.100,0.000,16.70,0.1670,3.252,0.000,16.70,16.70,0.00,0,0,-1.84288,16.70,16.70,0.00,0,0,16.70,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.84,17.40,0.44,1.028,1.023,2.889,0.026,0.061,16.70,17,0.1186
732463,1.070,1.070,1.100,1.100,1.100,1.100,0.000,16.21,0.1621,2.934,0.000,16.21,16.21,0.00,0,0,-1.84979,16.21,16.21,0.00,0,0,16.21,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.38,16.20,0.18,1.071,1.074,2.563,-0.000,0.006,16.21,17,-0.4312
732594,1.037,1.043,1.100,1.100,1.100,1.100,0.000,16.46,0.1646,2.856,0.000,16.46,16.46,0.00,0,0,-1.85428,16.46,16.46,0.00,0,0,16.46,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.67,16.34,0.34,1.045,1.055,2.564,-0.009,0.020,16.46,17,-0.2635
732720,1.038,1.038,1.100,1.100,1.100,1.100,0.000,16.55,0.1655,2.802,0.000,16.55,16.55,0.00,0,0,-1.85987,16.55,16.55,0.00,0,0,16.55,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.84,16.47,0.37,1.039,1.049,2.590,-0.002,0.025,16.55,16,0.3320
732850,1.052,1.048,1.100,1.100,1.100,1.100,0.000,16.54,0.1654,2.741,0.000,16.54,16.54,0.00,0,0,-1.86849,16.54,16.54,0.00,0,0,16.54,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.80,16.50,0.31,1.050,1.057,2.603,0.003,0.018,16.54,16,0.1168
732975,1.060,1.057,1.100,1.100,1.100,1.100,0.000,16.56,0.1656,2.689,0.000,16.56,16.56,0.00,0,0,-1.87855,16.56,16.56,0.00,0,0,16.56,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.74,16.48,0.26,1.058,1.065,2.594,0.002,0.012,16.56,17,0.0428
733107,1.067,1.067,1.100,1.100,1.100,1.100,0.000,16.57,0.1657,2.652,0.000,16.57,16.57,0.00,0,0,-1.88895,16.57,16.57,0.00,0,0,16.57,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.64,16.45,0.20,1.068,1.074,2.579,-0.001,0.006,16.57,16,0.4723
733232,1.082,1.078,1.100,1.100,1.100,1.100,0.000,16.51,0.1651,2.643,0.000,16.51,16.51,0.00,0,0,-1.89211,16.51,16.51,0.00,0,0,16.51,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.53,16.40,0.13,1.079,1.084,2.573,0.004,0.003,16.51,17,-0.3944
733365,1.089,1.089,1.100,1.100,1.100,1.100,0.000,16.47,0.1647,2.616,0.000,16.47,16.47,0.00,0,0,-1.89799,16.47,16.47,0.00,0,0,16.47,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.42,16.36,0.06,1.090,1.093,2.567,-0.001,0.001,16.47,16,-0.0216
733490,1.092,1.093,1.100,1.100,1.100,1.100,0.000,16.45,0.1645,2.614,0.000,16.45,16.45,0.00,0,0,-1.89870,16.45,16.45,0.00,0,0,16.45,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.39,16.35,0.04,1.093,1.096,2.569,-0.001,0.000,16.45,16,0.3361
733622,1.101,1.100,1.100,1.100,1.100,1.100,0.000,16.39,0.1639,2.609,0.000,16.39,16.39,0.00,0,0,-1.89897,16.39,16.39,0.00,0,0,16.39,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.30,16.30,-0.00,1.100,1.102,2.562,0.001,0.000,16.39,16,-0.0178
733754,1.105,1.103,1.100,1.100,1.100,1.100,0.000,16.36,0.1636,2.593,0.000,16.36,16.36,0.00,0,0,-1.89799,16.36,16.36,0.00,0,0,16.36,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.34,16.36,-0.02,1.103,1.103,2.588,0.002,0.000,16.36,16,0.1543
733879,1.109,1.108,1.100,1.100,1.100,1.100,0.000,16.32,0.1632,2.591,0.000,16.32,16.32,0.00,0,0,-1.89731,16.32,16.32,0.00,0,0,16.32,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.26,16.30,-0.05,1.108,1.107,2.578,0.001,0.000,16.32,17,-0.4969
734005,1.110,1.111,1.100,1.100,1.100,1.100,0.000,16.28,0.1628,2.586,0.000,16.28,16.28,0.00,0,0,-1.89594,16.28,16.28,0.00,0,0,16.28,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.17,16.24,-0.07,1.111,1.111,2.564,-0.001,0.001,16.28,17,-0.3693
734136,1.116,1.114,1.100,1.100,1.100,1.100,0.000,16.25,0.1625,2.582,0.000,16.25,16.25,0.00,0,0,-1.89472,16.25,16.25,0.00,0,0,16.25,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.12,16.20,-0.08,1.114,1.113,2.556,0.002,0.002,16.25,16,0.3898
734259,1.115,1.116,1.100,1.100,1.100,1.100,0.000,16.21,0.1621,2.574,0.000,16.21,16.21,0.00,0,0,-1.89148,16.21,16.21,0.00,0,0,16.21,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.06,16.16,-0.09,1.115,1.115,2.549,0.000,0.002,16.21,16,-0.0781
734389,1.119,1.118,1.100,1.100,1.100,1.100,0.000,16.17,0.1617,2.570,0.000,16.17,16.17,0.00,0,0,-1.88990,16.17,16.17,0.00,0,0,16.17,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.02,16.13,-0.11,1.118,1.117,2.545,0.001,0.003,16.17,16,0.4624
734507,1.115,1.117,1.100,1.100,1.100,1.100,0.000,16.16,0.1616,2.565,0.000,16.16,16.16,0.00,0,0,-1.88763,16.16,16.16,0.00,0,0,16.16,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.01,16.12,-0.10,1.117,1.116,2.542,-0.001,0.002,16.16,16,0.0750
734638,1.124,1.122,1.100,1.100,1.100,1.100,0.000,16.11,0.1611,2.561,0.000,16.11,16.11,0.00,0,0,-1.88581,16.11,16.11,0.00,0,0,16.11,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.95,16.08,-0.13,1.121,1.119,2.539,0.003,0.004,16.11,16,0.4487
734767,1.123,1.122,1.100,1.100,1.100,1.100,0.000,16.09,0.1609,2.557,0.000,16.09,16.09,0.00,0,0,-1.88390,16.09,16.09,0.00,0,0,16.09,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.93,16.06,-0.13,1.121,1.119,2.536,0.002,0.004,16.09,16,-0.2494
734867,1.121,1.121,1.100,1.100,1.100,1.100,0.000,16.06,0.1606,2.550,0.000,16.06,16.06,0.00,0,0,-1.87965,16.06,16.06,0.00,0,0,16.06,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.92,16.04,-0.13,1.121,1.118,2.537,0.001,0.003,16.06,16,0.3240
735019,1.119,1.119,1.100,1.100,1.100,1.100,0.000,16.06,0.1606,2.547,0.000,16.06,16.06,0.00,0,0,-1.87735,16.06,16.06,0.00,0,0,16.06,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.93,16.05,-0.11,1.119,1.116,2.539,0.000,0.003,16.06,16,-0.4261
735165,1.122,1.122,1.100,1.100,1.100,1.100,0.000,16.01,0.1601,2.541,0.000,16.01,16.01,0.00,0,0,-1.87420,16.01,16.01,0.00,0,0,16.01,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.87,16.00,-0.13,1.121,1.119,2.533,0.001,0.003,16.01,16,-0.3066
735280,1.116,1.118,1.100,1.100,1.100,1.100,0.000,16.01,0.1601,2.537,0.000,16.01,16.01,0.00,0,0,-1.87114,16.01,16.01,0.00,0,0,16.01,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.89,16.00,-0.11,1.118,1.116,2.533,-0.002,0.002,16.01,16,-0.2981
735418,1.115,1.118,1.100,1.100,1.100,1.100,0.000,16.00,0.1600,2.535,0.000,16.00,16.00,0.00,0,0,-1.86943,16.00,16.00,0.00,0,0,16.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.89,16.00,-0.11,1.117,1.115,2.534,-0.002,0.002,16.00,16,-0.3199
735556,1.115,1.116,1.100,1.100,1.100,1.100,0.000,15.98,0.1598,2.531,0.000,15.98,15.98,0.00,0,0,-1.86664,15.98,15.98,0.00,0,0,15.98,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.90,16.00,-0.10,1.116,1.114,2.534,-0.001,0.002,15.98,16,-0.4388
735706,1.117,1.117,1.100,1.100,1.100,1.100,0.000,15.96,0.1596,2.529,0.000,15.96,15.96,0.00,0,0,-1.86416,15.96,15.96,0.00,0,0,15.96,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.88,15.98,-0.10,1.117,1.114,2.535,0.000,0.002,15.96,16,0.4128
735838,1.118,1.118,1.100,1.100,1.100,1.100,0.000,15.93,0.1593,2.526,0.000,15.93,15.93,0.00,0,0,-1.86204,15.93,15.93,0.00,0,0,15.93,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.85,15.95,-0.11,1.118,1.115,2.530,0.001,0.002,15.93,16,0.1801
735939,1.115,1.116,1.100,1.100,1.100,1.100,0.000,15.93,0.1593,2.523,0.000,15.93,15.93,0.00,0,0,-1.85936,15.93,15.93,0.00,0,0,15.93,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.85,15.94,-0.09,1.115,1.113,2.526,0.000,0.002,15.93,16,-0.2302
736043,1.114,1.116,1.100,1.100,1.100,1.100,0.000,15.92,0.1592,2.522,0.000,15.92,15.92,0.00,0,0,-1.85835,15.92,15.92,0.00,0,0,15.92,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.84,15.93,-0.09,1.115,1.113,2.525,-0.002,0.002,15.92,16,-0.4054
736149,1.112,1.112,1.100,1.100,1.100,1.100,0.000,15.93,0.1593,2.520,0.000,15.93,15.93,0.00,0,0,-1.85628,15.93,15.93,0.00,0,0,15.93,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.88,15.95,-0.07,1.112,1.110,2.530,0.000,0.001,15.93,16,0.2043
736306,1.121,1.117,1.100,1.100,1.100,1.100,0.000,15.87,0.1587,2.518,0.000,15.87,15.87,0.00,0,0,-1.85446,15.87,15.87,0.00,0,0,15.87,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.80,15.91,-0.10,1.117,1.114,2.525,0.004,0.002,15.87,16,-0.2152
736425,1.119,1.117,1.100,1.100,1.100,1.100,0.000,15.86,0.1586,2.516,0.000,15.86,15.86,0.00,0,0,-1.85256,15.86,15.86,0.00,0,0,15.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.78,15.88,-0.10,1.116,1.114,2.519,0.003,0.002,15.86,16,0.2774
736539,1.112,1.114,1.100,1.100,1.100,1.100,0.000,15.86,0.1586,2.512,0.000,15.86,15.86,0.00,0,0,-1.85022,15.86,15.86,0.00,0,0,15.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.78,15.87,-0.09,1.114,1.112,2.514,-0.002,0.001,15.86,16,-0.4376
736697,1.109,1.111,1.100,1.100,1.100,1.100,0.000,15.87,0.1587,2.511,0.000,15.87,15.87,0.00,0,0,-1.84862,15.87,15.87,0.00,0,0,15.87,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.82,15.89,-0.07,1.111,1.109,2.517,-0.002,0.001,15.87,16,-0.0055
736816,1.111,1.111,1.100,1.100,1.100,1.100,0.000,15.86,0.1586,2.510,0.000,15.86,15.86,0.00,0,0,-1.84729,15.86,15.86,0.00,0,0,15.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.82,15.89,-0.07,1.111,1.109,2.520,0.000,0.001,15.86,15,0.4499
736935,1.114,1.112,1.100,1.100,1.100,1.100,0.000,15.84,0.1584,2.510,0.000,15.84,15.84,0.00,0,0,-1.84605,15.84,15.84,0.00,0,0,15.84,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.81,15.88,-0.07,1.111,1.109,2.520,0.002,0.001,15.84,16,-0.1153
737065,1.113,1.112,1.100,1.100,1.100,1.100,0.000,15.83,0.1583,2.509,0.000,15.83,15.83,0.00,0,0,-1.84509,15.83,15.83,0.00,0,0,15.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.80,15.87,-0.07,1.111,1.109,2.518,0.001,0.001,15.83,15,0.4264
737170,1.109,1.109,1.100,1.100,1.100,1.100,0.000,15.84,0.1584,2.508,0.000,15.84,15.84,0.00,0,0,-1.84347,15.84,15.84,0.00,0,0,15.84,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.81,15.87,-0.05,1.109,1.107,2.518,0.000,0.001,15.84,16,-0.4799
737306,1.106,1.108,1.100,1.100,1.100,1.100,0.000,15.84,0.1584,2.508,0.000,15.84,15.84,0.00,0,0,-1.84272,15.84,15.84,0.00,0,0,15.84,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.82,15.87,-0.05,1.108,1.106,2.517,-0.001,0.000,15.84,16,0.0517
737416,1.104,1.106,1.100,1.100,1.100,1.100,0.000,15.85,0.1585,2.507,0.000,15.85,15.85,0.00,0,0,-1.84171,15.85,15.85,0.00,0,0,15.85,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.83,15.87,-0.04,1.106,1.105,2.516,-0.003,0.000,15.85,15,0.3957
737565,1.112,1.111,1.100,1.100,1.100,1.100,0.000,15.80,0.1580,2.506,0.000,15.80,15.80,0.00,0,0,-1.84050,15.80,15.80,0.00,0,0,15.80,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.77,15.83,-0.06,1.110,1.108,2.511,0.001,0.001,15.80,16,-0.4562
737716,1.103,1.105,1.100,1.100,1.100,1.100,0.000,15.84,0.1584,2.506,0.000,15.84,15.84,0.00,0,0,-1.83953,15.84,15.84,0.00,0,0,15.84,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.83,15.86,-0.03,1.105,1.104,2.513,-0.002,0.000,15.84,16,-0.2925
737835,1.099,1.103,1.100,1.100,1.100,1.100,0.000,15.85,0.1585,2.506,0.000,15.85,15.85,0.00,0,0,-1.83889,15.85,15.85,0.00,0,0,15.85,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.85,15.87,-0.02,1.103,1.102,2.515,-0.004,0.000,15.85,16,0.0459
737941,1.100,1.102,1.100,1.100,1.100,1.100,0.000,15.85,0.1585,2.506,0.000,15.85,15.85,0.00,0,0,-1.83856,15.85,15.85,0.00,0,0,15.85,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.86,15.87,-0.01,1.102,1.102,2.517,-0.002,0.000,15.85,16,-0.4243
738106,1.106,1.104,1.100,1.100,1.100,1.100,0.000,15.83,0.1583,2.507,0.000,15.83,15.83,0.00,0,0,-1.83796,15.83,15.83,0.00,0,0,15.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.84,15.86,-0.02,1.104,1.103,2.517,0.002,0.000,15.83,16,-0.3675
