# SHOT START
# legend_version=1
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_total = total feedforward contribution
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_total,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_residual,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual
907425,7.872,7.882,7.741,7.926,7.741,7.926,-0.666,51.06,0.5106,3.890,0.000,51.06,51.06,0.00,0,0,-2.98042,51.06,51.06,0.00,0,0,51.06,0.00,0.00,0.00,1,52.25,51.98,0.27,7.861,7.762,4.985,0.011,0.033,51.06,51,0.1857
907553,7.784,7.819,7.689,7.859,7.689,7.859,-0.779,50.60,0.5060,3.895,0.000,50.60,50.60,0.00,0,0,-2.98337,50.60,50.60,0.00,0,0,50.60,0.00,0.00,0.00,1,50.52,50.28,0.23,7.797,7.692,4.938,-0.017,0.008,50.60,50,0.1568
907676,7.637,7.677,7.638,7.796,7.638,7.796,-0.724,51.19,0.5119,3.923,0.000,51.19,51.19,0.00,0,0,-2.99151,51.19,51.19,0.00,0,0,51.19,0.00,0.00,0.00,1,52.08,51.37,0.71,7.657,7.565,5.031,-0.025,0.102,51.19,51,0.0207
907808,7.649,7.646,7.535,7.731,7.535,7.731,-0.712,50.52,0.5052,3.954,0.000,50.52,50.52,0.00,0,0,-3.00124,50.52,50.52,0.00,0,0,50.52,0.00,0.00,0.00,1,51.74,51.22,0.52,7.625,7.525,5.092,0.024,0.070,50.52,51,-0.3499
907930,7.633,7.641,7.485,7.666,7.485,7.666,-0.661,49.44,0.4944,3.955,0.000,49.44,49.44,0.00,0,0,-3.00464,49.44,49.44,0.00,0,0,49.44,0.00,0.00,0.00,1,50.41,50.25,0.16,7.620,7.519,4.996,0.014,0.017,49.44,50,-0.2019
908054,7.483,7.518,7.435,7.605,7.435,7.605,-0.607,49.83,0.4983,3.968,0.000,49.83,49.83,0.00,0,0,-3.01055,49.83,49.83,0.00,0,0,49.83,0.00,0.00,0.00,1,51.27,50.74,0.53,7.500,7.413,5.008,-0.019,0.082,49.83,50,-0.1661
908173,7.424,7.439,7.384,7.543,7.384,7.543,-0.727,49.77,0.4977,3.997,0.000,49.77,49.77,0.00,0,0,-3.02026,49.77,49.77,0.00,0,0,49.77,0.00,0.00,0.00,1,50.60,49.98,0.62,7.419,7.324,5.082,0.001,0.080,49.77,50,-0.4834
908304,7.353,7.375,7.284,7.479,7.284,7.479,-0.714,49.48,0.4948,4.020,0.000,49.48,49.48,0.00,0,0,-3.02939,49.48,49.48,0.00,0,0,49.48,0.00,0.00,0.00,1,50.48,49.86,0.62,7.355,7.260,5.109,-0.003,0.084,49.48,49,0.1589
908419,7.359,7.361,7.284,7.413,7.284,7.413,-0.655,48.59,0.4859,4.029,0.000,48.59,48.59,0.00,0,0,-3.03568,48.59,48.59,0.00,0,0,48.59,0.00,0.00,0.00,1,49.67,49.35,0.32,7.341,7.245,5.062,0.018,0.035,48.59,49,-0.1681
908546,7.217,7.271,7.187,7.349,7.187,7.349,-0.745,48.54,0.4854,4.033,0.000,48.54,48.54,0.00,0,0,-3.04040,48.54,48.54,0.00,0,0,48.54,0.00,0.00,0.00,1,48.65,48.20,0.46,7.252,7.156,5.020,-0.040,0.034,48.54,49,-0.0585
908667,7.164,7.179,7.137,7.289,7.137,7.289,-0.694,48.65,0.4865,4.059,0.000,48.65,48.65,0.00,0,0,-3.05006,48.65,48.65,0.00,0,0,48.65,0.00,0.00,0.00,1,49.53,48.88,0.65,7.161,7.070,5.100,0.000,0.088,48.65,49,0.0458
908796,7.107,7.116,7.089,7.209,7.089,7.209,-0.606,48.17,0.4817,4.086,0.000,48.17,48.17,0.00,0,0,-3.06216,48.17,48.17,0.00,0,0,48.17,0.00,0.00,0.00,1,49.73,49.17,0.56,7.098,7.010,5.128,0.009,0.096,48.17,48,0.4946
908918,7.096,7.100,6.993,7.153,6.993,7.153,-0.565,47.48,0.4748,4.092,0.000,47.48,47.48,0.00,0,0,-3.06821,47.48,47.48,0.00,0,0,47.48,0.00,0.00,0.00,1,48.92,48.59,0.33,7.082,6.994,5.066,0.015,0.050,47.48,48,-0.3417
909042,6.975,7.002,6.946,7.099,6.946,7.099,-0.537,47.74,0.4774,4.105,0.000,47.74,47.74,0.00,0,0,-3.07544,47.74,47.74,0.00,0,0,47.74,0.00,0.00,0.00,1,49.34,48.76,0.59,6.986,6.909,5.063,-0.012,0.103,47.74,48,-0.4598
909164,6.927,6.944,6.898,7.044,6.898,7.044,-0.661,47.57,0.4757,4.125,0.000,47.57,47.57,0.00,0,0,-3.08459,47.57,47.57,0.00,0,0,47.57,0.00,0.00,0.00,1,48.32,47.73,0.59,6.927,6.841,5.091,-0.003,0.071,47.57,48,-0.4548
909286,6.904,6.911,6.851,6.984,6.851,6.984,-0.657,47.06,0.4706,4.137,0.000,47.06,47.06,0.00,0,0,-3.09223,47.06,47.06,0.00,0,0,47.06,0.00,0.00,0.00,1,47.66,47.22,0.44,6.893,6.804,5.074,0.011,0.039,47.06,47,0.3579
909409,6.820,6.830,6.804,6.898,6.804,6.898,-0.479,46.66,0.4666,4.148,0.000,46.66,46.66,0.00,0,0,-3.10230,46.66,46.66,0.00,0,0,46.66,0.00,0.00,0.00,1,48.17,47.75,0.42,6.815,6.741,5.023,0.005,0.067,46.66,46,0.2572
909530,6.782,6.794,6.712,6.851,6.712,6.851,-0.471,46.36,0.4636,4.153,0.000,46.36,46.36,0.00,0,0,-3.10774,46.36,46.36,0.00,0,0,46.36,0.00,0.00,0.00,1,47.68,47.33,0.35,6.779,6.707,4.988,0.002,0.049,46.36,47,-0.3786
909657,6.686,6.704,6.665,6.788,6.665,6.788,-0.553,46.42,0.4642,4.167,0.000,46.42,46.42,0.00,0,0,-3.11629,46.42,46.42,0.00,0,0,46.42,0.00,0.00,0.00,1,47.12,46.62,0.50,6.688,6.616,4.991,-0.006,0.053,46.42,46,0.0537
909778,6.628,6.646,6.620,6.737,6.620,6.737,-0.575,46.31,0.4631,4.184,0.000,46.31,46.31,0.00,0,0,-3.12432,46.31,46.31,0.00,0,0,46.31,0.00,0.00,0.00,1,46.97,46.43,0.54,6.630,6.556,5.023,-0.003,0.059,46.31,46,0.1078
909906,6.635,6.634,6.575,6.687,6.575,6.687,-0.553,45.74,0.4574,4.194,0.000,45.74,45.74,0.00,0,0,-3.13084,45.74,45.74,0.00,0,0,45.74,0.00,0.00,0.00,1,46.34,46.02,0.32,6.618,6.541,5.002,0.018,0.024,45.74,46,0.1297
910031,6.569,6.583,6.485,6.639,6.485,6.639,-0.541,45.59,0.4559,4.198,0.000,45.59,45.59,0.00,0,0,-3.13596,45.59,45.59,0.00,0,0,45.59,0.00,0.00,0.00,1,46.07,45.73,0.34,6.567,6.494,4.969,0.001,0.024,45.59,45,0.1062
910160,6.476,6.505,6.440,6.584,6.440,6.584,-0.656,45.60,0.4560,4.208,0.000,45.60,45.60,0.00,0,0,-3.14213,45.60,45.60,0.00,0,0,45.60,0.00,0.00,0.00,1,45.36,44.90,0.46,6.488,6.411,4.988,-0.016,0.033,45.60,46,-0.1918
910282,6.448,6.465,6.396,6.525,6.396,6.525,-0.639,45.19,0.4519,4.216,0.000,45.19,45.19,0.00,0,0,-3.14779,45.19,45.19,0.00,0,0,45.19,0.00,0.00,0.00,1,45.04,44.69,0.35,6.448,6.368,5.000,-0.002,0.019,45.19,46,-0.3225
910413,6.420,6.429,6.352,6.472,6.352,6.472,-0.591,44.78,0.4478,4.219,0.000,44.78,44.78,0.00,0,0,-3.15216,44.78,44.78,0.00,0,0,44.78,0.00,0.00,0.00,1,44.85,44.60,0.25,6.413,6.334,4.989,0.006,0.010,44.78,44,0.4390
910538,6.341,6.356,6.266,6.418,6.266,6.418,-0.685,44.77,0.4477,4.228,0.000,44.77,44.77,0.00,0,0,-3.15785,44.77,44.77,0.00,0,0,44.77,0.00,0.00,0.00,1,44.33,43.98,0.35,6.339,6.256,5.020,-0.001,0.020,44.77,45,0.0337
910665,6.301,6.301,6.222,6.348,6.222,6.348,-0.575,44.37,0.4437,4.240,0.000,44.37,44.37,0.00,0,0,-3.16521,44.37,44.37,0.00,0,0,44.37,0.00,0.00,0.00,1,44.71,44.43,0.28,6.285,6.206,5.044,0.015,0.015,44.37,44,0.4599
910787,6.244,6.262,6.179,6.296,6.179,6.296,-0.578,44.02,0.4402,4.239,0.000,44.02,44.02,0.00,0,0,-3.16820,44.02,44.02,0.00,0,0,44.02,0.00,0.00,0.00,1,44.11,43.91,0.20,6.246,6.168,5.006,-0.003,0.006,44.02,44,-0.2777
910917,6.158,6.193,6.095,6.243,6.095,6.243,-0.536,43.95,0.4395,4.241,0.000,43.95,43.95,0.00,0,0,-3.17141,43.95,43.95,0.00,0,0,43.95,0.00,0.00,0.00,1,44.31,44.01,0.30,6.178,6.105,5.005,-0.022,0.017,43.95,44,0.3607
911039,6.095,6.126,6.053,6.189,6.053,6.189,-0.625,43.89,0.4389,4.250,0.000,43.89,43.89,0.00,0,0,-3.17628,43.89,43.89,0.00,0,0,43.89,0.00,0.00,0.00,1,43.82,43.45,0.37,6.110,6.032,5.045,-0.018,0.021,43.89,44,-0.0589
911165,6.078,6.091,6.011,6.139,6.011,6.139,-0.585,43.55,0.4355,4.259,0.000,43.55,43.55,0.00,0,0,-3.18111,43.55,43.55,0.00,0,0,43.55,0.00,0.00,0.00,1,43.77,43.49,0.28,6.075,5.996,5.064,0.001,0.014,43.55,44,-0.0534
911285,6.057,6.063,5.970,6.087,5.970,6.087,-0.575,43.10,0.4310,4.261,0.000,43.10,43.10,0.00,0,0,-3.18416,43.10,43.10,0.00,0,0,43.10,0.00,0.00,0.00,1,43.21,43.07,0.14,6.047,5.966,5.040,0.010,0.003,43.10,43,-0.2279
911414,6.009,6.015,5.888,6.034,5.888,6.034,-0.530,42.83,0.4283,4.261,0.000,42.83,42.83,0.00,0,0,-3.18665,42.83,42.83,0.00,0,0,42.83,0.00,0.00,0.00,1,43.13,43.02,0.12,5.999,5.922,5.025,0.011,0.004,42.83,43,-0.2601
911535,5.934,5.939,5.848,5.968,5.848,5.968,-0.550,42.68,0.4268,4.268,0.000,42.68,42.68,0.00,0,0,-3.19118,42.68,42.68,0.00,0,0,42.68,0.00,0.00,0.00,1,42.91,42.73,0.17,5.923,5.846,5.042,0.009,0.006,42.68,43,0.1743
911662,5.892,5.892,5.807,5.913,5.807,5.913,-0.475,42.39,0.4239,4.273,0.000,42.39,42.39,0.00,0,0,-3.19499,42.39,42.39,0.00,0,0,42.39,0.00,0.00,0.00,1,42.97,42.84,0.13,5.877,5.805,5.025,0.014,0.008,42.39,42,0.4720
911784,5.834,5.845,5.767,5.868,5.767,5.868,-0.498,42.25,0.4225,4.275,0.000,42.25,42.25,0.00,0,0,-3.19738,42.25,42.25,0.00,0,0,42.25,0.00,0.00,0.00,1,42.57,42.43,0.14,5.830,5.758,5.005,0.004,0.005,42.25,42,0.4754
911914,5.791,5.794,5.689,5.821,5.689,5.821,-0.473,42.11,0.4211,4.280,0.000,42.11,42.11,0.00,0,0,-3.20015,42.11,42.11,0.00,0,0,42.11,0.00,0.00,0.00,1,42.58,42.41,0.17,5.779,5.710,5.007,0.011,0.009,42.11,42,0.0428
912033,5.747,5.742,5.649,5.765,5.649,5.765,-0.390,41.87,0.4187,4.289,0.000,41.87,41.87,0.00,0,0,-3.20469,41.87,41.87,0.00,0,0,41.87,0.00,0.00,0.00,1,42.85,42.70,0.15,5.728,5.664,5.017,0.020,0.019,41.87,42,0.3339
912160,5.708,5.702,5.611,5.713,5.611,5.713,-0.459,41.55,0.4155,4.292,0.000,41.55,41.55,0.00,0,0,-3.20772,41.55,41.55,0.00,0,0,41.55,0.00,0.00,0.00,1,41.89,41.82,0.07,5.688,5.619,4.979,0.019,0.002,41.55,41,0.3873
912282,5.658,5.653,5.573,5.650,5.573,5.650,-0.388,41.16,0.4116,4.289,0.000,41.16,41.16,0.00,0,0,-3.20953,41.16,41.16,0.00,0,0,41.16,0.00,0.00,0.00,1,41.62,41.63,-0.01,5.640,5.577,4.917,0.019,0.003,41.16,41,0.4346
912408,5.580,5.593,5.534,5.615,5.534,5.615,-0.397,41.27,0.4127,4.291,0.000,41.27,41.27,0.00,0,0,-3.21100,41.27,41.27,0.00,0,0,41.27,0.00,0.00,0.00,1,41.66,41.52,0.14,5.581,5.522,4.908,-0.002,0.006,41.27,41,0.2079
912532,5.531,5.541,5.459,5.580,5.459,5.580,-0.408,41.31,0.4131,4.301,0.000,41.31,41.31,0.00,0,0,-3.21455,41.31,41.31,0.00,0,0,41.31,0.00,0.00,0.00,1,41.77,41.53,0.23,5.529,5.471,4.939,0.001,0.013,41.31,41,0.2795
912659,5.520,5.526,5.421,5.536,5.421,5.536,-0.521,40.87,0.4087,4.304,0.000,40.87,40.87,0.00,0,0,-3.21645,40.87,40.87,0.00,0,0,40.87,0.00,0.00,0.00,1,40.49,40.44,0.05,5.512,5.443,4.921,0.006,0.002,40.87,40,0.4054
912781,5.480,5.495,5.384,5.493,5.384,5.493,-0.497,40.58,0.4058,4.299,0.000,40.58,40.58,0.00,0,0,-3.21647,40.58,40.58,0.00,0,0,40.58,0.00,0.00,0.00,1,40.16,40.18,-0.02,5.481,5.414,4.884,-0.003,0.003,40.58,40,0.3981
912911,5.418,5.440,5.311,5.448,5.311,5.448,-0.498,40.49,0.4049,4.297,0.000,40.49,40.49,0.00,0,0,-3.21680,40.49,40.49,0.00,0,0,40.49,0.00,0.00,0.00,1,40.08,40.03,0.04,5.426,5.361,4.884,-0.010,0.002,40.49,41,-0.0729
913033,5.368,5.386,5.275,5.402,5.275,5.402,-0.462,40.38,0.4038,4.299,0.000,40.38,40.38,0.00,0,0,-3.21781,40.38,40.38,0.00,0,0,40.38,0.00,0.00,0.00,1,40.31,40.21,0.09,5.373,5.310,4.912,-0.006,0.001,40.38,40,0.1023
913159,5.343,5.347,5.239,5.345,5.239,5.345,-0.484,39.98,0.3998,4.299,0.000,39.98,39.98,0.00,0,0,-3.21846,39.98,39.98,0.00,0,0,39.98,0.00,0.00,0.00,1,39.77,39.79,-0.02,5.333,5.265,4.921,0.008,0.001,39.98,40,-0.3512
913281,5.311,5.320,5.204,5.302,5.204,5.302,-0.481,39.64,0.3964,4.292,0.000,39.64,39.64,0.00,0,0,-3.21710,39.64,39.64,0.00,0,0,39.64,0.00,0.00,0.00,1,39.29,39.40,-0.11,5.306,5.237,4.891,0.005,0.005,39.64,40,-0.1537
913411,5.250,5.262,5.133,5.252,5.133,5.252,-0.413,39.49,0.3949,4.287,0.000,39.49,39.49,0.00,0,0,-3.21568,39.49,39.49,0.00,0,0,39.49,0.00,0.00,0.00,1,39.53,39.58,-0.06,5.249,5.187,4.881,-0.000,0.001,39.49,39,0.0784
913532,5.188,5.208,5.133,5.212,5.133,5.212,-0.401,39.47,0.3947,4.289,0.000,39.47,39.47,0.00,0,0,-3.21584,39.47,39.47,0.00,0,0,39.47,0.00,0.00,0.00,1,39.69,39.65,0.03,5.195,5.135,4.904,-0.009,0.001,39.47,40,-0.4403
913663,5.144,5.159,5.064,5.168,5.064,5.168,-0.459,39.34,0.3934,4.294,0.000,39.34,39.34,0.00,0,0,-3.21676,39.34,39.34,0.00,0,0,39.34,0.00,0.00,0.00,1,39.26,39.21,0.05,5.146,5.082,4.916,-0.005,0.000,39.34,39,0.1541
913786,5.135,5.141,5.029,5.125,5.029,5.125,-0.473,38.94,0.3894,4.291,0.000,38.94,38.94,0.00,0,0,-3.21582,38.94,38.94,0.00,0,0,38.94,0.00,0.00,0.00,1,38.61,38.71,-0.10,5.127,5.059,4.888,0.007,0.004,38.94,39,0.2885
913908,5.104,5.109,4.995,5.082,4.995,5.082,-0.438,38.63,0.3863,4.285,0.000,38.63,38.63,0.00,0,0,-3.21398,38.63,38.63,0.00,0,0,38.63,0.00,0.00,0.00,1,38.40,38.56,-0.16,5.095,5.029,4.864,0.009,0.006,38.63,39,-0.4310
914029,5.039,5.058,4.962,5.041,4.962,5.041,-0.402,38.56,0.3856,4.281,0.000,38.56,38.56,0.00,0,0,-3.21223,38.56,38.56,0.00,0,0,38.56,0.00,0.00,0.00,1,38.54,38.64,-0.09,5.045,4.983,4.860,-0.007,0.002,38.56,38,0.3258
914156,4.986,5.003,4.896,5.007,4.896,5.007,-0.388,38.60,0.3860,4.283,0.000,38.60,38.60,0.00,0,0,-3.21183,38.60,38.60,0.00,0,0,38.60,0.00,0.00,0.00,1,38.80,38.77,0.03,4.991,4.933,4.884,-0.006,0.001,38.60,39,0.0454
914280,4.982,4.978,4.863,4.950,4.863,4.950,-0.440,38.08,0.3808,4.280,0.000,38.08,38.08,0.00,0,0,-3.21011,38.08,38.08,0.00,0,0,38.08,0.00,0.00,0.00,1,37.88,38.04,-0.17,4.964,4.897,4.875,0.018,0.006,38.08,38,0.2090
914406,4.954,4.956,4.830,4.913,4.830,4.913,-0.410,37.76,0.3776,4.270,0.000,37.76,37.76,0.00,0,0,-3.20678,37.76,37.76,0.00,0,0,37.76,0.00,0.00,0.00,1,37.55,37.80,-0.25,4.943,4.877,4.831,0.011,0.013,37.76,38,-0.1605
914531,4.879,4.899,4.766,4.875,4.766,4.875,-0.388,37.76,0.3776,4.264,0.000,37.76,37.76,0.00,0,0,-3.20415,37.76,37.76,0.00,0,0,37.76,0.00,0.00,0.00,1,37.70,37.84,-0.14,4.886,4.826,4.828,-0.008,0.004,37.76,38,0.1308
914656,4.852,4.860,4.734,4.835,4.734,4.835,-0.463,37.58,0.3758,4.262,0.000,37.58,37.58,0.00,0,0,-3.20198,37.58,37.58,0.00,0,0,37.58,0.00,0.00,0.00,1,37.14,37.29,-0.15,4.846,4.780,4.837,0.004,0.008,37.58,38,0.0569
914783,4.805,4.818,4.703,4.785,4.703,4.785,-0.407,37.29,0.3729,4.257,0.000,37.29,37.29,0.00,0,0,-3.19883,37.29,37.29,0.00,0,0,37.29,0.00,0.00,0.00,1,37.15,37.34,-0.19,4.804,4.741,4.833,-0.000,0.007,37.29,38,-0.2298
914906,4.776,4.786,4.641,4.747,4.641,4.747,-0.382,37.05,0.3705,4.250,0.000,37.05,37.05,0.00,0,0,-3.19537,37.05,37.05,0.00,0,0,37.05,0.00,0.00,0.00,1,36.97,37.19,-0.23,4.773,4.711,4.812,0.003,0.009,37.05,37,0.1018
915033,4.753,4.754,4.611,4.709,4.611,4.709,-0.449,36.81,0.3681,4.242,0.000,36.81,36.81,0.00,0,0,-3.19157,36.81,36.81,0.00,0,0,36.81,0.00,0.00,0.00,1,36.28,36.56,-0.27,4.740,4.673,4.795,0.011,0.019,36.81,37,-0.2005
915156,4.687,4.694,4.581,4.661,4.581,4.661,-0.394,36.70,0.3670,4.238,0.000,36.70,36.70,0.00,0,0,-3.18777,36.70,36.70,0.00,0,0,36.70,0.00,0.00,0.00,1,36.57,36.76,-0.20,4.681,4.619,4.807,0.005,0.008,36.70,37,-0.0160
915283,4.665,4.672,4.551,4.627,4.551,4.627,-0.375,36.43,0.3643,4.231,0.000,36.43,36.43,0.00,0,0,-3.18392,36.43,36.43,0.00,0,0,36.43,0.00,0.00,0.00,1,36.31,36.57,-0.26,4.659,4.597,4.784,0.005,0.013,36.43,37,-0.4955
915407,4.637,4.639,4.492,4.592,4.492,4.592,-0.357,36.25,0.3625,4.225,0.000,36.25,36.25,0.00,0,0,-3.18016,36.25,36.25,0.00,0,0,36.25,0.00,0.00,0.00,1,36.18,36.46,-0.28,4.626,4.565,4.772,0.011,0.013,36.25,37,-0.4545
915534,4.585,4.593,4.463,4.556,4.463,4.556,-0.423,36.16,0.3616,4.221,0.000,36.16,36.16,0.00,0,0,-3.17666,36.16,36.16,0.00,0,0,36.16,0.00,0.00,0.00,1,35.76,35.99,-0.23,4.580,4.516,4.771,0.003,0.013,36.16,36,0.1662
915658,4.552,4.559,4.434,4.513,4.434,4.513,-0.358,35.88,0.3588,4.213,0.000,35.88,35.88,0.00,0,0,-3.17136,35.88,35.88,0.00,0,0,35.88,0.00,0.00,0.00,1,35.77,36.04,-0.27,4.547,4.487,4.750,0.004,0.013,35.88,36,0.0606
915783,4.508,4.521,4.405,4.473,4.405,4.473,-0.335,35.66,0.3566,4.204,0.000,35.66,35.66,0.00,0,0,-3.16588,35.66,35.66,0.00,0,0,35.66,0.00,0.00,0.00,1,35.58,35.87,-0.28,4.509,4.452,4.722,-0.002,0.014,35.66,36,0.1027
915907,4.493,4.491,4.349,4.441,4.349,4.441,-0.324,35.49,0.3549,4.198,0.000,35.49,35.49,0.00,0,0,-3.16175,35.49,35.49,0.00,0,0,35.49,0.00,0.00,0.00,1,35.43,35.72,-0.30,4.480,4.423,4.709,0.013,0.015,35.49,36,-0.1652
916035,4.443,4.456,4.322,4.400,4.322,4.400,-0.353,35.22,0.3522,4.188,0.000,35.22,35.22,0.00,0,0,-3.15543,35.22,35.22,0.00,0,0,35.22,0.00,0.00,0.00,1,34.90,35.23,-0.34,4.444,4.386,4.676,-0.002,0.023,35.22,35,0.1775
916158,4.406,4.417,4.294,4.370,4.294,4.370,-0.345,35.16,0.3516,4.181,0.000,35.16,35.16,0.00,0,0,-3.15080,35.16,35.16,0.00,0,0,35.16,0.00,0.00,0.00,1,34.87,35.15,-0.28,4.406,4.350,4.665,-0.001,0.016,35.16,35,-0.3283
916288,4.377,4.381,4.267,4.339,4.267,4.339,-0.353,35.06,0.3506,4.179,0.000,35.06,35.06,0.00,0,0,-3.14730,35.06,35.06,0.00,0,0,35.06,0.00,0.00,0.00,1,34.80,35.05,-0.25,4.369,4.313,4.678,0.007,0.013,35.06,35,0.0719
916409,4.356,4.363,4.214,4.306,4.214,4.306,-0.329,34.76,0.3476,4.171,0.000,34.76,34.76,0.00,0,0,-3.14238,34.76,34.76,0.00,0,0,34.76,0.00,0.00,0.00,1,34.54,34.87,-0.34,4.351,4.295,4.655,0.005,0.021,34.76,35,-0.4284
916538,4.322,4.324,4.188,4.265,4.188,4.265,-0.350,34.53,0.3453,4.162,0.000,34.53,34.53,0.00,0,0,-3.13604,34.53,34.53,0.00,0,0,34.53,0.00,0.00,0.00,1,34.16,34.52,-0.35,4.312,4.254,4.639,0.008,0.026,34.53,34,0.2453
916660,4.298,4.302,4.162,4.236,4.162,4.236,-0.336,34.32,0.3432,4.153,0.000,34.32,34.32,0.00,0,0,-3.13060,34.32,34.32,0.00,0,0,34.32,0.00,0.00,0.00,1,33.95,34.34,-0.39,4.290,4.233,4.614,0.007,0.030,34.32,35,-0.4833
916788,4.258,4.260,4.136,4.196,4.136,4.196,-0.266,34.11,0.3411,4.139,0.000,34.11,34.11,0.00,0,0,-3.12157,34.11,34.11,0.00,0,0,34.11,0.00,0.00,0.00,1,34.02,34.40,-0.38,4.250,4.199,4.581,0.008,0.024,34.11,34,-0.3184
916909,4.197,4.218,4.111,4.171,4.111,4.171,-0.291,34.12,0.3412,4.133,0.000,34.12,34.12,0.00,0,0,-3.11663,34.12,34.12,0.00,0,0,34.12,0.00,0.00,0.00,1,33.92,34.20,-0.28,4.208,4.158,4.572,-0.012,0.015,34.12,34,-0.0187
917040,4.203,4.204,4.061,4.143,4.061,4.143,-0.365,33.85,0.3385,4.127,0.000,33.85,33.85,0.00,0,0,-3.11157,33.85,33.85,0.00,0,0,33.85,0.00,0.00,0.00,1,33.21,33.58,-0.37,4.192,4.136,4.558,0.009,0.033,33.85,34,-0.1638
917161,4.158,4.166,4.037,4.105,4.037,4.105,-0.311,33.67,0.3367,4.117,0.000,33.67,33.67,0.00,0,0,-3.10448,33.67,33.67,0.00,0,0,33.67,0.00,0.00,0.00,1,33.28,33.64,-0.36,4.155,4.103,4.542,0.001,0.027,33.67,34,-0.1559
917290,4.130,4.138,4.013,4.074,4.013,4.074,-0.272,33.45,0.3345,4.104,0.000,33.45,33.45,0.00,0,0,-3.09656,33.45,33.45,0.00,0,0,33.45,0.00,0.00,0.00,1,33.18,33.56,-0.38,4.128,4.079,4.512,0.001,0.027,33.45,34,-0.1531
917412,4.096,4.106,3.965,4.046,3.965,4.046,-0.285,33.33,0.3333,4.096,0.000,33.33,33.33,0.00,0,0,-3.09074,33.33,33.33,0.00,0,0,33.33,0.00,0.00,0.00,1,32.99,33.35,-0.36,4.096,4.047,4.501,-0.001,0.026,33.33,33,-0.1273
917539,4.062,4.076,3.942,4.019,3.942,4.019,-0.271,33.22,0.3322,4.090,0.000,33.22,33.22,0.00,0,0,-3.08536,33.22,33.22,0.00,0,0,33.22,0.00,0.00,0.00,1,32.98,33.32,-0.34,4.066,4.018,4.502,-0.005,0.022,33.22,34,-0.4014
917661,4.039,4.045,3.919,3.991,3.919,3.991,-0.328,33.10,0.3310,4.085,0.000,33.10,33.10,0.00,0,0,-3.08046,33.10,33.10,0.00,0,0,33.10,0.00,0.00,0.00,1,32.63,32.96,-0.33,4.035,3.983,4.509,0.003,0.024,33.10,33,0.0531
917792,4.029,4.027,3.896,3.964,3.896,3.964,-0.311,32.90,0.3290,4.079,0.000,32.90,32.90,0.00,0,0,-3.07523,32.90,32.90,0.00,0,0,32.90,0.00,0.00,0.00,1,32.50,32.87,-0.37,4.016,3.963,4.503,0.012,0.028,32.90,33,-0.0002
917916,3.985,3.998,3.851,3.936,3.851,3.936,-0.311,32.76,0.3276,4.071,0.000,32.76,32.76,0.00,0,0,-3.06953,32.76,32.76,0.00,0,0,32.76,0.00,0.00,0.00,1,32.33,32.70,-0.37,3.987,3.935,4.487,-0.002,0.028,32.76,32,0.3782
