# SHOT START
# legend_version=1
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_total = total feedforward contribution
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_total,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_residual,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual
886016,0.951,0.950,1.100,1.100,1.100,1.100,0.000,13.98,0.1398,2.211,0.000,13.98,13.98,0.00,0,0,-1.04032,13.98,13.98,0.00,0,0,13.98,0.00,0.00,0.00,1,14.78,13.88,0.90,0.954,0.974,2.179,-0.003,0.151,13.98,14,0.3720
886140,0.957,0.957,1.100,1.100,1.100,1.100,0.000,13.77,0.1377,2.211,0.000,13.77,13.77,0.00,0,0,-1.05779,13.77,13.77,0.00,0,0,13.77,0.00,0.00,0.00,1,14.62,13.77,0.86,0.960,0.977,2.177,-0.003,0.142,13.77,14,-0.2971
886267,0.957,0.958,1.100,1.100,1.100,1.100,0.000,13.79,0.1379,2.210,0.000,13.79,13.79,0.00,0,0,-1.07060,13.79,13.79,0.00,0,0,13.79,0.00,0.00,0.00,1,14.62,13.77,0.85,0.962,0.979,2.175,-0.004,0.138,13.79,14,0.0950
886390,0.960,0.959,1.100,1.100,1.100,1.100,0.000,13.89,0.1389,2.216,0.000,13.89,13.89,0.00,0,0,-1.08772,13.89,13.89,0.00,0,0,13.89,0.00,0.00,0.00,1,14.69,13.85,0.84,0.963,0.980,2.185,-0.003,0.135,13.89,14,-0.1435
886523,0.968,0.965,1.100,1.100,1.100,1.100,0.000,13.73,0.1373,2.218,0.000,13.73,13.73,0.00,0,0,-1.10028,13.73,13.73,0.00,0,0,13.73,0.00,0.00,0.00,1,14.58,13.76,0.81,0.968,0.983,2.186,0.000,0.129,13.73,14,-0.4343
886647,0.967,0.966,1.100,1.100,1.100,1.100,0.000,13.77,0.1377,2.217,0.000,13.77,13.77,0.00,0,0,-1.11256,13.77,13.77,0.00,0,0,13.77,0.00,0.00,0.00,1,14.58,13.78,0.80,0.969,0.985,2.184,-0.002,0.126,13.77,14,0.1109
886769,0.966,0.966,1.100,1.100,1.100,1.100,0.000,13.85,0.1385,2.218,0.000,13.85,13.85,0.00,0,0,-1.12473,13.85,13.85,0.00,0,0,13.85,0.00,0.00,0.00,1,14.63,13.83,0.80,0.970,0.986,2.185,-0.003,0.123,13.85,14,-0.2129
886893,0.967,0.967,1.100,1.100,1.100,1.100,0.000,13.91,0.1391,2.220,0.000,13.91,13.91,0.00,0,0,-1.13681,13.91,13.91,0.00,0,0,13.91,0.00,0.00,0.00,1,14.67,13.87,0.79,0.970,0.987,2.190,-0.003,0.121,13.91,14,-0.3804
887018,0.970,0.970,1.100,1.100,1.100,1.100,0.000,13.87,0.1387,2.221,0.000,13.87,13.87,0.00,0,0,-1.14863,13.87,13.87,0.00,0,0,13.87,0.00,0.00,0.00,1,14.63,13.86,0.78,0.973,0.989,2.190,-0.003,0.117,13.87,14,0.3110
887145,0.962,0.966,1.100,1.100,1.100,1.100,0.000,14.18,0.1418,2.228,0.000,14.18,14.18,0.00,0,0,-1.16058,14.18,14.18,0.00,0,0,14.18,0.00,0.00,0.00,1,14.86,14.06,0.80,0.969,0.988,2.202,-0.007,0.119,14.18,15,-0.4765
887268,0.969,0.970,1.100,1.100,1.100,1.100,0.000,14.08,0.1408,2.235,0.000,14.08,14.08,0.00,0,0,-1.17246,14.08,14.08,0.00,0,0,14.08,0.00,0.00,0.00,1,14.81,14.04,0.78,0.973,0.989,2.212,-0.004,0.116,14.08,14,-0.0867
887400,0.973,0.975,1.100,1.100,1.100,1.100,0.000,13.91,0.1391,2.233,0.000,13.91,13.91,0.00,0,0,-1.18383,13.91,13.91,0.00,0,0,13.91,0.00,0.00,0.00,1,14.67,13.92,0.75,0.978,0.992,2.205,-0.004,0.109,13.91,14,-0.2743
887521,0.973,0.976,1.100,1.100,1.100,1.100,0.000,13.96,0.1396,2.231,0.000,13.96,13.96,0.00,0,0,-1.19501,13.96,13.96,0.00,0,0,13.96,0.00,0.00,0.00,1,14.68,13.94,0.74,0.979,0.994,2.201,-0.005,0.106,13.96,14,-0.4978
887651,0.976,0.978,1.100,1.100,1.100,1.100,0.000,13.98,0.1398,2.230,0.000,13.98,13.98,0.00,0,0,-1.20972,13.98,13.98,0.00,0,0,13.98,0.00,0.00,0.00,1,14.67,13.94,0.73,0.981,0.996,2.200,-0.005,0.102,13.98,14,0.2850
887773,0.976,0.978,1.100,1.100,1.100,1.100,0.000,14.03,0.1403,2.231,0.000,14.03,14.03,0.00,0,0,-1.22062,14.03,14.03,0.00,0,0,14.03,0.00,0.00,0.00,1,14.70,13.98,0.73,0.982,0.997,2.202,-0.006,0.100,14.03,14,0.2168
887900,0.970,0.975,1.100,1.100,1.100,1.100,0.000,14.30,0.1430,2.238,0.000,14.30,14.30,0.00,0,0,-1.23164,14.30,14.30,0.00,0,0,14.30,0.00,0.00,0.00,1,14.90,14.16,0.74,0.979,0.996,2.214,-0.009,0.102,14.30,15,-0.3499
888023,0.979,0.980,1.100,1.100,1.100,1.100,0.000,14.16,0.1416,2.246,0.000,14.16,14.16,0.00,0,0,-1.24264,14.16,14.16,0.00,0,0,14.16,0.00,0.00,0.00,1,14.83,14.12,0.72,0.983,0.998,2.226,-0.003,0.099,14.16,14,0.3239
888154,0.981,0.981,1.100,1.100,1.100,1.100,0.000,14.17,0.1417,2.250,0.000,14.17,14.17,0.00,0,0,-1.25339,14.17,14.17,0.00,0,0,14.17,0.00,0.00,0.00,1,14.84,14.13,0.71,0.984,0.999,2.230,-0.003,0.096,14.17,14,-0.1544
888277,0.982,0.984,1.100,1.100,1.100,1.100,0.000,14.09,0.1409,2.245,0.000,14.09,14.09,0.00,0,0,-1.26362,14.09,14.09,0.00,0,0,14.09,0.00,0.00,0.00,1,14.75,14.06,0.69,0.987,1.002,2.219,-0.005,0.091,14.09,14,-0.2651
888404,0.980,0.983,1.100,1.100,1.100,1.100,0.000,14.25,0.1425,2.247,0.000,14.25,14.25,0.00,0,0,-1.27396,14.25,14.25,0.00,0,0,14.25,0.00,0.00,0.00,1,14.85,14.15,0.70,0.986,1.002,2.223,-0.006,0.091,14.25,14,0.0552
888531,0.984,0.985,1.100,1.100,1.100,1.100,0.000,14.24,0.1424,2.252,0.000,14.24,14.24,0.00,0,0,-1.28427,14.24,14.24,0.00,0,0,14.24,0.00,0.00,0.00,1,14.86,14.17,0.69,0.988,1.003,2.230,-0.003,0.089,14.24,15,-0.3864
888662,0.988,0.988,1.100,1.100,1.100,1.100,0.000,14.24,0.1424,2.258,0.000,14.24,14.24,0.00,0,0,-1.30118,14.24,14.24,0.00,0,0,14.24,0.00,0.00,0.00,1,14.86,14.19,0.67,0.991,1.005,2.237,-0.003,0.086,14.24,15,-0.3763
888787,0.989,0.989,1.100,1.100,1.100,1.100,0.000,14.29,0.1429,2.263,0.000,14.29,14.29,0.00,0,0,-1.31451,14.29,14.29,0.00,0,0,14.29,0.00,0.00,0.00,1,14.90,14.24,0.66,0.992,1.006,2.243,-0.003,0.084,14.29,15,-0.3967
888918,0.996,0.993,1.100,1.100,1.100,1.100,0.000,14.15,0.1415,2.265,0.000,14.15,14.15,0.00,0,0,-1.32431,14.15,14.15,0.00,0,0,14.15,0.00,0.00,0.00,1,14.80,14.16,0.64,0.996,1.008,2.244,0.001,0.080,14.15,14,0.2781
889042,0.997,0.995,1.100,1.100,1.100,1.100,0.000,14.12,0.1412,2.263,0.000,14.12,14.12,0.00,0,0,-1.33382,14.12,14.12,0.00,0,0,14.12,0.00,0.00,0.00,1,14.76,14.13,0.63,0.998,1.010,2.239,-0.000,0.077,14.12,14,-0.2868
889172,0.997,0.996,1.100,1.100,1.100,1.100,0.000,14.18,0.1418,2.262,0.000,14.18,14.18,0.00,0,0,-1.34324,14.18,14.18,0.00,0,0,14.18,0.00,0.00,0.00,1,14.79,14.16,0.62,0.998,1.011,2.238,-0.001,0.075,14.18,14,0.2155
889301,0.997,0.995,1.100,1.100,1.100,1.100,0.000,14.30,0.1430,2.268,0.000,14.30,14.30,0.00,0,0,-1.35280,14.30,14.30,0.00,0,0,14.30,0.00,0.00,0.00,1,14.88,14.26,0.63,0.998,1.011,2.248,-0.001,0.075,14.30,14,0.2125
889432,1.005,1.000,1.100,1.100,1.100,1.100,0.000,14.12,0.1412,2.272,0.000,14.12,14.12,0.00,0,0,-1.36528,14.12,14.12,0.00,0,0,14.12,0.00,0.00,0.00,1,14.77,14.17,0.60,1.003,1.013,2.252,0.003,0.071,14.12,14,0.4562
889555,1.006,1.004,1.100,1.100,1.100,1.100,0.000,14.02,0.1402,2.267,0.000,14.02,14.02,0.00,0,0,-1.37417,14.02,14.02,0.00,0,0,14.02,0.00,0.00,0.00,1,14.66,14.09,0.58,1.006,1.016,2.242,0.000,0.067,14.02,14,-0.1674
889682,1.004,1.002,1.100,1.100,1.100,1.100,0.000,14.19,0.1419,2.269,0.000,14.19,14.19,0.00,0,0,-1.38315,14.19,14.19,0.00,0,0,14.19,0.00,0.00,0.00,1,14.77,14.19,0.59,1.004,1.016,2.245,-0.000,0.067,14.19,15,-0.4170
889811,1.007,1.003,1.100,1.100,1.100,1.100,0.000,14.21,0.1421,2.274,0.000,14.21,14.21,0.00,0,0,-1.39221,14.21,14.21,0.00,0,0,14.21,0.00,0.00,0.00,1,14.81,14.23,0.58,1.005,1.017,2.254,0.002,0.066,14.21,14,-0.2719
889942,1.000,1.002,1.100,1.100,1.100,1.100,0.000,14.40,0.1440,2.277,0.000,14.40,14.40,0.00,0,0,-1.40680,14.40,14.40,0.00,0,0,14.40,0.00,0.00,0.00,1,14.92,14.34,0.59,1.004,1.017,2.257,-0.004,0.065,14.40,14,0.2220
890065,1.001,1.003,1.100,1.100,1.100,1.100,0.000,14.39,0.1439,2.281,0.000,14.39,14.39,0.00,0,0,-1.41552,14.39,14.39,0.00,0,0,14.39,0.00,0.00,0.00,1,14.93,14.35,0.58,1.006,1.018,2.263,-0.004,0.063,14.39,14,0.3711
890194,1.001,1.004,1.100,1.100,1.100,1.100,0.000,14.45,0.1445,2.284,0.000,14.45,14.45,0.00,0,0,-1.42413,14.45,14.45,0.00,0,0,14.45,0.00,0.00,0.00,1,14.97,14.39,0.57,1.006,1.019,2.266,-0.005,0.062,14.45,15,-0.4705
890318,1.003,1.006,1.100,1.100,1.100,1.100,0.000,14.40,0.1440,2.283,0.000,14.40,14.40,0.00,0,0,-1.43249,14.40,14.40,0.00,0,0,14.40,0.00,0.00,0.00,1,14.92,14.36,0.56,1.008,1.020,2.264,-0.005,0.060,14.40,14,0.4689
890447,1.004,1.006,1.100,1.100,1.100,1.100,0.000,14.47,0.1447,2.286,0.000,14.47,14.47,0.00,0,0,-1.44085,14.47,14.47,0.00,0,0,14.47,0.00,0.00,0.00,1,14.97,14.41,0.56,1.008,1.021,2.268,-0.005,0.059,14.47,15,-0.3717
890570,1.004,1.007,1.100,1.100,1.100,1.100,0.000,14.51,0.1451,2.289,0.000,14.51,14.51,0.00,0,0,-1.44914,14.51,14.51,0.00,0,0,14.51,0.00,0.00,0.00,1,15.00,14.44,0.56,1.009,1.022,2.272,-0.005,0.058,14.51,15,-0.1167
890700,1.006,1.006,1.100,1.100,1.100,1.100,0.000,14.62,0.1462,2.299,0.000,14.62,14.62,0.00,0,0,-1.46034,14.62,14.62,0.00,0,0,14.62,0.00,0.00,0.00,1,15.10,14.55,0.56,1.009,1.022,2.287,-0.002,0.058,14.62,14,0.1305
890824,1.009,1.008,1.100,1.100,1.100,1.100,0.000,14.58,0.1458,2.304,0.000,14.58,14.58,0.00,0,0,-1.46856,14.58,14.58,0.00,0,0,14.58,0.00,0.00,0.00,1,15.08,14.53,0.55,1.011,1.023,2.292,-0.002,0.057,14.58,15,-0.2487
890951,1.009,1.009,1.100,1.100,1.100,1.100,0.000,14.60,0.1460,2.306,0.000,14.60,14.60,0.00,0,0,-1.47662,14.60,14.60,0.00,0,0,14.60,0.00,0.00,0.00,1,15.09,14.55,0.54,1.012,1.024,2.293,-0.003,0.055,14.60,14,0.3112
891074,1.008,1.009,1.100,1.100,1.100,1.100,0.000,14.68,0.1468,2.310,0.000,14.68,14.68,0.00,0,0,-1.48464,14.68,14.68,0.00,0,0,14.68,0.00,0.00,0.00,1,15.15,14.60,0.54,1.012,1.024,2.297,-0.004,0.055,14.68,15,-0.0074
891207,1.025,1.019,1.100,1.100,1.100,1.100,0.000,14.24,0.1424,2.307,0.000,14.24,14.24,0.00,0,0,-1.49233,14.24,14.24,0.00,0,0,14.24,0.00,0.00,0.00,1,14.83,14.34,0.49,1.020,1.028,2.289,0.005,0.049,14.24,14,0.2981
891330,1.022,1.019,1.100,1.100,1.100,1.100,0.000,14.29,0.1429,2.301,0.000,14.29,14.29,0.00,0,0,-1.49969,14.29,14.29,0.00,0,0,14.29,0.00,0.00,0.00,1,14.82,14.33,0.49,1.021,1.029,2.277,0.001,0.047,14.29,14,0.2060
891458,1.020,1.018,1.100,1.100,1.100,1.100,0.000,14.39,0.1439,2.299,0.000,14.39,14.39,0.00,0,0,-1.50709,14.39,14.39,0.00,0,0,14.39,0.00,0.00,0.00,1,14.87,14.38,0.49,1.020,1.030,2.275,-0.000,0.046,14.39,14,0.3768
891582,1.021,1.018,1.100,1.100,1.100,1.100,0.000,14.46,0.1446,2.304,0.000,14.46,14.46,0.00,0,0,-1.51470,14.46,14.46,0.00,0,0,14.46,0.00,0.00,0.00,1,14.94,14.45,0.49,1.020,1.030,2.286,0.001,0.046,14.46,14,0.1186
891713,1.023,1.021,1.100,1.100,1.100,1.100,0.000,14.38,0.1438,2.305,0.000,14.38,14.38,0.00,0,0,-1.52206,14.38,14.38,0.00,0,0,14.38,0.00,0.00,0.00,1,14.89,14.41,0.47,1.023,1.031,2.287,0.000,0.044,14.38,15,-0.4011
891837,1.023,1.022,1.100,1.100,1.100,1.100,0.000,14.37,0.1437,2.303,0.000,14.37,14.37,0.00,0,0,-1.52921,14.37,14.37,0.00,0,0,14.37,0.00,0.00,0.00,1,14.86,14.39,0.47,1.024,1.033,2.283,-0.001,0.043,14.37,14,-0.0945
891965,1.019,1.020,1.100,1.100,1.100,1.100,0.000,14.55,0.1455,2.307,0.000,14.55,14.55,0.00,0,0,-1.53650,14.55,14.55,0.00,0,0,14.55,0.00,0.00,0.00,1,14.99,14.52,0.48,1.022,1.032,2.291,-0.003,0.043,14.55,15,-0.3688
892087,1.020,1.022,1.100,1.100,1.100,1.100,0.000,14.51,0.1451,2.305,0.000,14.51,14.51,0.00,0,0,-1.54344,14.51,14.51,0.00,0,0,14.51,0.00,0.00,0.00,1,14.95,14.48,0.47,1.024,1.034,2.287,-0.004,0.042,14.51,15,-0.0627
892216,1.017,1.019,1.100,1.100,1.100,1.100,0.000,14.70,0.1470,2.309,0.000,14.70,14.70,0.00,0,0,-1.55052,14.70,14.70,0.00,0,0,14.70,0.00,0.00,0.00,1,15.09,14.61,0.48,1.022,1.033,2.294,-0.005,0.042,14.70,15,-0.3350
892341,1.011,1.016,1.100,1.100,1.100,1.100,0.000,14.97,0.1497,2.319,0.000,14.97,14.97,0.00,0,0,-1.55779,14.97,14.97,0.00,0,0,14.97,0.00,0.00,0.00,1,15.30,14.80,0.50,1.018,1.032,2.310,-0.007,0.045,14.97,15,-0.1054
892468,1.016,1.018,1.100,1.100,1.100,1.100,0.000,14.89,0.1489,2.326,0.000,14.89,14.89,0.00,0,0,-1.56494,14.89,14.89,0.00,0,0,14.89,0.00,0.00,0.00,1,15.27,14.78,0.49,1.021,1.032,2.319,-0.005,0.043,14.89,15,0.1144
892590,1.024,1.024,1.100,1.100,1.100,1.100,0.000,14.64,0.1464,2.324,0.000,14.64,14.64,0.00,0,0,-1.57168,14.64,14.64,0.00,0,0,14.64,0.00,0.00,0.00,1,15.08,14.62,0.45,1.026,1.035,2.312,-0.002,0.040,14.64,15,-0.2032
892719,1.024,1.024,1.100,1.100,1.100,1.100,0.000,14.68,0.1468,2.326,0.000,14.68,14.68,0.00,0,0,-1.57845,14.68,14.68,0.00,0,0,14.68,0.00,0.00,0.00,1,15.10,14.65,0.45,1.026,1.036,2.313,-0.002,0.039,14.68,15,-0.3106
892840,1.023,1.024,1.100,1.100,1.100,1.100,0.000,14.76,0.1476,2.329,0.000,14.76,14.76,0.00,0,0,-1.58521,14.76,14.76,0.00,0,0,14.76,0.00,0.00,0.00,1,15.16,14.70,0.45,1.026,1.036,2.317,-0.003,0.039,14.76,15,-0.2499
892971,1.033,1.029,1.100,1.100,1.100,1.100,0.000,14.52,0.1452,2.329,0.000,14.52,14.52,0.00,0,0,-1.59178,14.52,14.52,0.00,0,0,14.52,0.00,0.00,0.00,1,14.99,14.57,0.42,1.031,1.038,2.314,0.002,0.036,14.52,15,-0.3618
893098,1.027,1.028,1.100,1.100,1.100,1.100,0.000,14.68,0.1468,2.328,0.000,14.68,14.68,0.00,0,0,-1.59824,14.68,14.68,0.00,0,0,14.68,0.00,0.00,0.00,1,15.08,14.65,0.43,1.029,1.039,2.313,-0.003,0.036,14.68,14,0.4908
893224,1.027,1.027,1.100,1.100,1.100,1.100,0.000,14.75,0.1475,2.334,0.000,14.75,14.75,0.00,0,0,-1.60486,14.75,14.75,0.00,0,0,14.75,0.00,0.00,0.00,1,15.14,14.71,0.43,1.029,1.039,2.321,-0.002,0.036,14.75,15,-0.2035
893347,1.031,1.029,1.100,1.100,1.100,1.100,0.000,14.68,0.1468,2.339,0.000,14.68,14.68,0.00,0,0,-1.61144,14.68,14.68,0.00,0,0,14.68,0.00,0.00,0.00,1,15.12,14.69,0.42,1.031,1.039,2.328,-0.000,0.035,14.68,14,0.2167
893478,1.024,1.028,1.100,1.100,1.100,1.100,0.000,14.79,0.1479,2.337,0.000,14.79,14.79,0.00,0,0,-1.61766,14.79,14.79,0.00,0,0,14.79,0.00,0.00,0.00,1,15.17,14.74,0.43,1.030,1.040,2.323,-0.006,0.034,14.79,15,0.1584
893604,1.027,1.029,1.100,1.100,1.100,1.100,0.000,14.83,0.1483,2.341,0.000,14.83,14.83,0.00,0,0,-1.62404,14.83,14.83,0.00,0,0,14.83,0.00,0.00,0.00,1,15.20,14.78,0.42,1.031,1.040,2.329,-0.003,0.034,14.83,15,-0.4584
893730,1.029,1.030,1.100,1.100,1.100,1.100,0.000,14.80,0.1480,2.343,0.000,14.80,14.80,0.00,0,0,-1.63027,14.80,14.80,0.00,0,0,14.80,0.00,0.00,0.00,1,15.18,14.77,0.42,1.032,1.041,2.331,-0.003,0.033,14.80,15,-0.1857
893853,1.028,1.030,1.100,1.100,1.100,1.100,0.000,14.88,0.1488,2.344,0.000,14.88,14.88,0.00,0,0,-1.63641,14.88,14.88,0.00,0,0,14.88,0.00,0.00,0.00,1,15.23,14.81,0.42,1.032,1.042,2.332,-0.003,0.032,14.88,15,0.0896
893981,1.025,1.027,1.100,1.100,1.100,1.100,0.000,15.10,0.1510,2.355,0.000,15.10,15.10,0.00,0,0,-1.64288,15.10,15.10,0.00,0,0,15.10,0.00,0.00,0.00,1,15.42,14.98,0.43,1.029,1.040,2.350,-0.004,0.034,15.10,15,0.1199
894108,1.047,1.040,1.100,1.100,1.100,1.100,0.000,14.72,0.1472,2.355,0.000,14.72,14.72,0.00,0,0,-1.64877,14.72,14.72,0.00,0,0,14.72,0.00,0.00,0.00,1,15.11,14.75,0.36,1.041,1.048,2.342,0.006,0.026,14.72,15,-0.4440
894233,1.045,1.043,1.100,1.100,1.100,1.100,0.000,14.79,0.1479,2.351,0.000,14.79,14.79,0.00,0,0,-1.65915,14.79,14.79,0.00,0,0,14.79,0.00,0.00,0.00,1,15.08,14.73,0.34,1.044,1.052,2.323,0.001,0.022,14.79,15,0.0567
894356,1.042,1.042,1.100,1.100,1.100,1.100,0.000,14.87,0.1487,2.355,0.000,14.87,14.87,0.00,0,0,-1.66802,14.87,14.87,0.00,0,0,14.87,0.00,0.00,0.00,1,15.15,14.80,0.35,1.044,1.052,2.331,-0.001,0.022,14.87,15,0.2822
894484,1.039,1.040,1.100,1.100,1.100,1.100,0.000,14.93,0.1493,2.359,0.000,14.93,14.93,0.00,0,0,-1.67341,14.93,14.93,0.00,0,0,14.93,0.00,0.00,0.00,1,15.22,14.86,0.36,1.042,1.050,2.340,-0.003,0.023,14.93,15,0.0214
894612,1.041,1.041,1.100,1.100,1.100,1.100,0.000,14.97,0.1497,2.364,0.000,14.97,14.97,0.00,0,0,-1.67882,14.97,14.97,0.00,0,0,14.97,0.00,0.00,0.00,1,15.26,14.91,0.35,1.043,1.051,2.349,-0.002,0.023,14.97,15,-0.0950
894740,1.041,1.044,1.100,1.100,1.100,1.100,0.000,15.00,0.1500,2.369,0.000,15.00,15.00,0.00,0,0,-1.68555,15.00,15.00,0.00,0,0,15.00,0.00,0.00,0.00,1,15.27,14.94,0.33,1.046,1.054,2.352,-0.005,0.021,15.00,15,-0.1747
894863,1.040,1.043,1.100,1.100,1.100,1.100,0.000,15.09,0.1509,2.377,0.000,15.09,15.09,0.00,0,0,-1.69503,15.09,15.09,0.00,0,0,15.09,0.00,0.00,0.00,1,15.34,15.00,0.34,1.045,1.053,2.358,-0.006,0.021,15.09,15,-0.0454
894990,1.038,1.041,1.100,1.100,1.100,1.100,0.000,15.15,0.1515,2.383,0.000,15.15,15.15,0.00,0,0,-1.70001,15.15,15.15,0.00,0,0,15.15,0.00,0.00,0.00,1,15.42,15.07,0.35,1.043,1.052,2.370,-0.005,0.022,15.15,15,0.2715
895118,1.046,1.046,1.100,1.100,1.100,1.100,0.000,15.15,0.1515,2.388,0.000,15.15,15.15,0.00,0,0,-1.70481,15.15,15.15,0.00,0,0,15.15,0.00,0.00,0.00,1,15.41,15.09,0.32,1.047,1.055,2.376,-0.001,0.019,15.15,15,-0.3344
895245,1.054,1.051,1.100,1.100,1.100,1.100,0.000,15.15,0.1515,2.393,0.000,15.15,15.15,0.00,0,0,-1.70937,15.15,15.15,0.00,0,0,15.15,0.00,0.00,0.00,1,15.38,15.09,0.29,1.053,1.060,2.377,0.001,0.015,15.15,15,0.1171
895367,1.057,1.053,1.100,1.100,1.100,1.100,0.000,15.17,0.1517,2.397,0.000,15.17,15.17,0.00,0,0,-1.71379,15.17,15.17,0.00,0,0,15.17,0.00,0.00,0.00,1,15.38,15.11,0.28,1.055,1.062,2.379,0.002,0.014,15.17,16,-0.3554
895495,1.062,1.056,1.100,1.100,1.100,1.100,0.000,15.19,0.1519,2.401,0.000,15.19,15.19,0.00,0,0,-1.71810,15.19,15.19,0.00,0,0,15.19,0.00,0.00,0.00,1,15.39,15.12,0.26,1.057,1.064,2.382,0.005,0.013,15.19,15,0.2585
895621,1.060,1.060,1.048,1.100,1.048,1.100,0.000,15.18,0.1518,2.404,0.000,15.18,15.18,0.00,0,0,-1.72185,15.18,15.18,0.00,0,0,15.18,0.00,0.00,0.00,1,15.34,15.11,0.24,1.062,1.068,2.377,-0.001,0.010,15.18,15,-0.1744
895748,1.055,1.056,1.051,1.080,1.051,1.080,-0.148,15.06,0.1506,2.401,0.000,15.06,15.06,0.00,0,0,-1.72513,15.06,15.06,0.00,0,0,15.06,0.00,0.00,0.00,1,14.56,14.43,0.13,1.055,1.049,2.373,-0.000,0.004,15.06,15,0.1816
895871,1.059,1.059,1.058,1.068,1.058,1.068,-0.052,14.95,0.1495,2.392,0.000,14.95,14.95,0.00,0,0,-1.72693,14.95,14.95,0.00,0,0,14.95,0.00,0.00,0.00,1,14.78,14.73,0.05,1.058,1.056,2.369,0.000,0.001,14.95,15,0.0260
896000,1.060,1.060,1.067,1.067,1.067,1.067,0.002,14.94,0.1494,2.379,0.000,14.94,14.94,0.00,0,0,-1.72829,14.94,14.94,0.00,0,0,14.94,0.00,0.00,0.00,1,14.96,14.92,0.04,1.061,1.062,2.364,-0.000,0.000,14.94,15,0.2986
896128,1.060,1.060,1.096,1.073,1.096,1.073,0.036,15.02,0.1502,2.380,0.000,15.02,15.02,0.00,0,0,-1.73028,15.02,15.02,0.00,0,0,15.02,0.00,0.00,0.00,1,15.22,15.13,0.08,1.061,1.065,2.374,-0.001,0.002,15.02,15,0.2157
896256,1.063,1.061,1.115,1.086,1.115,1.086,0.138,15.15,0.1515,2.386,0.000,15.15,15.15,0.00,0,0,-1.73303,15.15,15.15,0.00,0,0,15.15,0.00,0.00,0.00,1,15.81,15.65,0.16,1.064,1.077,2.384,-0.000,0.013,15.15,15,-0.3292
896379,1.065,1.061,1.137,1.100,1.137,1.100,0.176,15.31,0.1531,2.396,0.000,15.31,15.31,0.00,0,0,-1.73640,15.31,15.31,0.00,0,0,15.31,0.00,0.00,0.00,1,16.18,15.93,0.25,1.065,1.083,2.395,0.001,0.026,15.31,15,0.4981
896504,1.063,1.063,1.162,1.118,1.162,1.118,0.212,15.49,0.1549,2.409,0.000,15.49,15.49,0.00,0,0,-1.74093,15.49,15.49,0.00,0,0,15.49,0.00,0.00,0.00,1,16.55,16.20,0.35,1.068,1.092,2.403,-0.004,0.044,15.49,16,-0.2097
896633,1.063,1.065,1.222,1.139,1.222,1.139,0.247,15.94,0.1594,2.429,0.000,15.94,15.94,0.00,0,0,-1.74693,15.94,15.94,0.00,0,0,15.94,0.00,0.00,0.00,1,17.11,16.65,0.46,1.072,1.103,2.417,-0.008,0.065,15.94,16,-0.0852
