ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_pulse_count,tach_glitch_rejects,tach_timeout
89244,9.005,9.009,9.000,9.000,9.000,9.000,0.000,70.01,0.7001,4.437,4.447,70.01,70.01,0.00,0,0,-3.50512,70.01,70.01,0.00,0,0,70.01,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.96,70.01,-0.05,9.009,9.008,4.439,4.413,-0.004,0.000,0.001,70.01,70,-0.2734,3012,9960.16,14597.56,4352,289,0
89383,9.012,9.009,9.000,9.000,9.000,9.000,0.000,69.99,0.6999,4.435,4.446,69.99,69.99,0.00,0,0,-3.50434,69.99,69.99,0.00,0,0,69.99,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.91,69.96,-0.05,9.009,9.009,4.434,4.418,0.003,0.000,0.001,69.99,70,-0.2881,3257,9210.93,11549.34,4373,290,0
89511,8.989,8.993,9.000,9.000,9.000,9.000,0.000,70.16,0.7016,4.438,4.445,70.16,70.16,0.00,0,0,-3.50452,70.16,70.16,0.00,0,0,70.16,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,70.26,70.22,0.04,8.993,8.991,4.456,4.541,-0.005,-0.001,0.001,70.16,70,0.0411,5253,5711.02,8700.24,4403,291,0
89646,9.027,9.014,9.000,9.000,9.000,9.000,0.000,69.95,0.6995,4.443,4.445,69.95,69.95,0.00,0,0,-3.50527,69.95,69.95,0.00,0,0,69.95,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.98,70.07,-0.09,9.014,9.014,4.452,4.300,0.015,0.001,0.002,69.95,70,0.2598,6645,4514.67,5121.66,4424,292,0
89775,9.004,9.008,9.000,9.000,9.000,9.000,0.000,70.00,0.7000,4.440,4.445,70.00,70.00,0.00,0,0,-3.50447,70.00,70.00,0.00,0,0,70.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.90,69.94,-0.05,9.008,9.008,4.430,4.397,-0.005,0.000,0.001,70.00,70,0.2523,1715,17492.71,8126.48,4446,293,0
89914,8.992,8.996,9.000,9.000,9.000,9.000,0.000,70.13,0.7013,4.441,4.444,70.13,70.13,0.00,0,0,-3.50434,70.13,70.13,0.00,0,0,70.13,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,70.11,70.08,0.02,8.996,8.995,4.440,4.505,-0.004,-0.000,0.000,70.13,70,0.4580,1621,18507.09,13351.38,4473,294,0
90043,8.998,9.003,9.000,9.000,9.000,9.000,0.000,70.04,0.7004,4.440,4.444,70.04,70.04,0.00,0,0,-3.50398,70.04,70.04,0.00,0,0,70.04,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.99,70.01,-0.02,9.003,9.003,4.436,4.437,-0.006,0.000,0.000,70.04,70,-0.4250,1592,18844.22,15988.73,4494,295,0
90177,9.001,9.003,9.000,9.000,9.000,9.000,0.000,70.04,0.7004,4.438,4.444,70.04,70.04,0.00,0,0,-3.50350,70.04,70.04,0.00,0,0,70.04,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.96,69.98,-0.02,9.003,9.004,4.432,4.445,-0.002,0.000,0.000,70.04,70,-0.3881,3337,8990.11,14338.52,4520,296,0
90311,9.019,9.010,9.000,9.000,9.000,9.000,0.000,69.94,0.6994,4.437,4.442,69.94,69.94,0.00,0,0,-3.50229,69.94,69.94,0.00,0,0,69.94,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.87,69.94,-0.06,9.010,9.011,4.434,4.368,0.010,0.001,0.001,69.94,70,-0.0209,1131,26525.20,14183.50,4551,296,0
90447,9.031,9.026,9.000,9.000,9.000,9.000,0.000,69.71,0.6971,4.429,4.441,69.71,69.71,0.00,0,0,-3.50008,69.71,69.71,0.00,0,0,69.71,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.30,69.47,-0.16,9.027,9.031,4.386,4.271,0.004,0.001,0.009,69.71,69,0.2085,2210,13574.66,17616.14,4573,298,0
90577,9.018,9.018,9.000,9.000,9.000,9.000,0.000,69.73,0.6973,4.418,4.438,69.73,69.73,0.00,0,0,-3.49616,69.73,69.73,0.00,0,0,69.73,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.34,69.46,-0.11,9.018,9.021,4.383,4.394,-0.001,0.001,0.005,69.73,69,0.4438,1707,17574.69,16708.30,4598,298,0
90709,9.017,9.017,9.000,9.000,9.000,9.000,0.000,69.63,0.6963,4.408,4.432,69.63,69.63,0.00,0,0,-3.49073,69.63,69.63,0.00,0,0,69.63,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.39,69.49,-0.10,9.017,9.018,4.395,4.407,-0.000,0.000,0.003,69.63,70,0.0374,1157,25929.13,24601.89,4622,301,0
90839,9.001,9.006,9.000,9.000,9.000,9.000,0.000,69.72,0.6972,4.408,4.430,69.72,69.72,0.00,0,0,-3.48966,69.72,69.72,0.00,0,0,69.72,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.62,69.66,-0.04,9.006,9.005,4.411,4.491,-0.005,-0.000,0.000,69.72,70,0.0343,1662,18050.54,21333.87,4654,303,0
90969,8.985,8.999,9.000,9.000,9.000,9.000,0.000,69.79,0.6979,4.409,4.429,69.79,69.79,0.00,0,0,-3.48889,69.79,69.79,0.00,0,0,69.79,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.81,69.80,0.01,8.998,8.996,4.425,4.542,-0.015,-0.001,0.000,69.79,70,0.0885,4782,6273.53,15412.05,4675,303,0
91106,9.016,9.009,9.000,9.000,9.000,9.000,0.000,69.66,0.6966,4.410,4.427,69.66,69.66,0.00,0,0,-3.48842,69.66,69.66,0.00,0,0,69.66,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.73,69.79,-0.05,9.009,9.007,4.434,4.409,0.008,0.000,0.001,69.66,69,0.2344,1649,18192.84,16170.90,4702,303,0
91235,8.980,8.994,9.000,9.000,9.000,9.000,0.000,69.83,0.6983,4.413,4.426,69.83,69.83,0.00,0,0,-3.48820,69.83,69.83,0.00,0,0,69.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.99,69.95,0.04,8.993,8.991,4.444,4.543,-0.015,-0.001,0.001,69.83,69,0.4391,1582,18963.34,14604.66,4729,304,0
91371,9.018,9.010,9.000,9.000,9.000,9.000,0.000,69.64,0.6964,4.412,4.425,69.64,69.64,0.00,0,0,-3.48760,69.64,69.64,0.00,0,0,69.64,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.71,69.77,-0.06,9.010,9.009,4.434,4.375,0.009,0.000,0.001,69.64,69,0.4887,3396,8833.92,13883.34,4753,304,0
91501,9.005,9.010,9.000,9.000,9.000,9.000,0.000,69.62,0.6962,4.410,4.424,69.62,69.62,0.00,0,0,-3.48652,69.62,69.62,0.00,0,0,69.62,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.56,69.62,-0.06,9.010,9.010,4.415,4.393,-0.005,0.000,0.001,69.62,69,0.2971,3219,9319.66,13034.26,4778,305,0
91635,8.993,9.005,9.000,9.000,9.000,9.000,0.000,69.65,0.6965,4.408,4.423,69.65,69.65,0.00,0,0,-3.48532,69.65,69.65,0.00,0,0,69.65,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.54,69.57,-0.03,9.005,9.004,4.404,4.457,-0.013,-0.000,0.000,69.65,70,-0.0101,1731,17331.02,14963.87,4808,306,0
91767,9.005,9.002,9.000,9.000,9.000,9.000,0.000,69.68,0.6968,4.410,4.422,69.68,69.68,0.00,0,0,-3.48525,69.68,69.68,0.00,0,0,69.68,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.72,69.74,-0.01,9.002,9.000,4.425,4.454,0.003,-0.000,0.000,69.68,70,0.0799,2663,11265.49,15085.30,4832,306,0
91902,8.995,9.002,9.000,9.000,9.000,9.000,0.000,69.68,0.6968,4.411,4.421,69.68,69.68,0.00,0,0,-3.48505,69.68,69.68,0.00,0,0,69.68,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.75,69.76,-0.01,9.001,9.000,4.429,4.445,-0.007,-0.000,0.000,69.68,70,0.1132,2239,13398.84,15978.42,4852,306,0
92031,9.006,9.003,9.000,9.000,9.000,9.000,0.000,69.66,0.6966,4.412,4.421,69.66,69.66,0.00,0,0,-3.48480,69.66,69.66,0.00,0,0,69.66,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.73,69.75,-0.02,9.003,9.002,4.429,4.420,0.003,0.000,0.000,69.66,70,0.1125,1412,21246.46,17536.35,4877,306,0
92167,8.994,9.003,9.000,9.000,9.000,9.000,0.000,69.66,0.6966,4.412,4.420,69.66,69.66,0.00,0,0,-3.48435,69.66,69.66,0.00,0,0,69.66,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.68,69.69,-0.02,9.003,9.002,4.421,4.428,-0.010,-0.000,0.000,69.66,70,0.0198,1118,26833.63,19629.74,4903,308,0
92297,9.011,9.005,9.000,9.000,9.000,9.000,0.000,69.63,0.6963,4.413,4.419,69.63,69.63,0.00,0,0,-3.48418,69.63,69.63,0.00,0,0,69.63,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.66,69.69,-0.03,9.005,9.005,4.424,4.397,0.007,0.000,0.000,69.63,70,0.0133,1684,17814.73,18508.56,4928,309,0
92432,8.992,9.005,9.000,9.000,9.000,9.000,0.000,69.61,0.6961,4.410,4.419,69.61,69.61,0.00,0,0,-3.48322,69.61,69.61,0.00,0,0,69.61,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.52,69.55,-0.03,9.005,9.005,4.405,4.425,-0.014,0.000,0.000,69.61,70,-0.3364,2885,10398.61,17386.21,4954,309,0
92561,9.014,9.012,9.000,9.000,9.000,9.000,0.000,69.51,0.6951,4.406,4.418,69.51,69.51,0.00,0,0,-3.48198,69.51,69.51,0.00,0,0,69.51,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.31,69.39,-0.07,9.012,9.013,4.390,4.372,0.002,0.000,0.002,69.51,69,0.1401,1572,19083.97,18079.66,4980,309,0
92699,9.015,9.008,9.000,9.000,9.000,9.000,0.000,69.54,0.6954,4.406,4.417,69.54,69.54,0.00,0,0,-3.48143,69.54,69.54,0.00,0,0,69.54,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.42,69.47,-0.05,9.008,9.009,4.400,4.398,0.008,0.000,0.001,69.54,70,-0.1670,1572,19083.97,18569.76,5001,312,0
92830,9.008,9.006,9.000,9.000,9.000,9.000,0.000,69.55,0.6955,4.406,4.416,69.55,69.55,0.00,0,0,-3.48094,69.55,69.55,0.00,0,0,69.55,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.49,69.53,-0.04,9.006,9.006,4.406,4.413,0.002,0.000,0.000,69.55,70,-0.4856,1656,18115.94,18627.09,5025,315,0
92965,9.024,9.011,9.000,9.000,9.000,9.000,0.000,69.48,0.6948,4.406,4.415,69.48,69.48,0.00,0,0,-3.48042,69.48,69.48,0.00,0,0,69.48,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.43,69.49,-0.07,9.011,9.011,4.407,4.354,0.014,0.000,0.001,69.48,69,0.1578,1782,16835.02,17719.01,5047,316,0
93095,9.004,9.011,9.000,9.000,9.000,9.000,0.000,69.46,0.6946,4.403,4.415,69.46,69.46,0.00,0,0,-3.47934,69.46,69.46,0.00,0,0,69.46,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.31,69.38,-0.07,9.011,9.011,4.392,4.376,-0.008,0.000,0.001,69.46,70,-0.4608,1584,18939.39,18366.75,5070,316,0
93230,9.018,9.010,9.000,9.000,9.000,9.000,0.000,69.46,0.6946,4.403,4.414,69.46,69.46,0.00,0,0,-3.47880,69.46,69.46,0.00,0,0,69.46,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.37,69.43,-0.06,9.010,9.010,4.400,4.374,0.009,0.000,0.001,69.46,69,0.0813,1928,15560.17,17970.36,5090,318,0
93359,9.004,9.009,9.000,9.000,9.000,9.000,0.000,69.47,0.6947,4.402,4.413,69.47,69.47,0.00,0,0,-3.47818,69.47,69.47,0.00,0,0,69.47,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.38,69.43,-0.05,9.009,9.008,4.399,4.388,-0.006,0.000,0.001,69.47,70,-0.4419,4010,7481.30,15178.41,5112,320,0
93499,8.994,9.001,9.000,9.000,9.000,9.000,0.000,69.55,0.6955,4.401,4.412,69.55,69.55,0.00,0,0,-3.47758,69.55,69.55,0.00,0,0,69.55,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.50,69.50,-0.00,9.000,8.999,4.403,4.466,-0.007,-0.000,0.000,69.55,70,-0.0065,1865,16085.79,14519.84,5144,321,0
93629,8.996,9.002,9.000,9.000,9.000,9.000,0.000,69.52,0.6952,4.402,4.411,69.52,69.52,0.00,0,0,-3.47733,69.52,69.52,0.00,0,0,69.52,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.53,69.54,-0.01,9.002,9.001,4.411,4.433,-0.006,-0.000,0.000,69.52,70,-0.4510,2213,13556.26,13777.35,5170,322,0
93764,8.992,9.001,9.000,9.000,9.000,9.000,0.000,69.49,0.6949,4.397,4.409,69.49,69.49,0.00,0,0,-3.47481,69.49,69.49,0.00,0,0,69.49,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.42,69.43,-0.00,9.001,9.000,4.397,4.466,-0.009,-0.000,0.000,69.49,69,0.2491,8030,3735.99,5034.03,5190,322,0
93894,9.031,9.024,9.000,9.000,9.000,9.000,0.000,69.19,0.6919,4.393,4.408,69.19,69.19,0.00,0,0,-3.47331,69.19,69.19,0.00,0,0,69.19,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.94,69.09,-0.15,9.025,9.027,4.372,4.256,0.007,0.001,0.006,69.19,69,0.1229,6136,4889.18,5017.42,5209,322,0
93994,9.006,9.006,9.000,9.000,9.000,9.000,0.000,69.38,0.6938,4.392,4.406,69.38,69.38,0.00,0,0,-3.47249,69.38,69.38,0.00,0,0,69.38,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.23,69.27,-0.04,9.006,9.006,4.383,4.430,0.000,-0.000,0.001,69.38,69,0.1772,3912,7668.71,6024.79,5235,323,0
94122,8.991,8.999,9.000,9.000,9.000,9.000,0.000,69.46,0.6946,4.394,4.406,69.46,69.46,0.00,0,0,-3.47240,69.46,69.46,0.00,0,0,69.46,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.48,69.47,0.01,8.999,8.997,4.405,4.470,-0.009,-0.000,0.000,69.46,69,0.4936,5795,5176.88,5724.88,5246,324,0
94257,9.018,9.014,9.000,9.000,9.000,9.000,0.000,69.28,0.6928,4.392,4.405,69.28,69.28,0.00,0,0,-3.47142,69.28,69.28,0.00,0,0,69.28,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.19,69.27,-0.08,9.014,9.014,4.391,4.336,0.005,0.000,0.002,69.28,69,0.4338,7128,4208.75,5493.26,5271,325,0
94385,9.030,9.023,9.000,9.000,9.000,9.000,0.000,69.14,0.6914,4.388,4.404,69.14,69.14,0.00,0,0,-3.46996,69.14,69.14,0.00,0,0,69.14,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.91,69.05,-0.14,9.023,9.025,4.370,4.269,0.007,0.001,0.006,69.14,69,0.1205,7128,4208.75,4866.42,5302,327,0
94521,8.992,9.001,9.000,9.000,9.000,9.000,0.000,69.37,0.6937,4.387,4.402,69.37,69.37,0.00,0,0,-3.46905,69.37,69.37,0.00,0,0,69.37,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.24,69.25,-0.00,9.001,9.001,4.381,4.484,-0.010,-0.000,0.000,69.37,69,-0.0693,7128,4208.75,4545.48,5331,330,0
94651,9.023,9.010,9.000,9.000,9.000,9.000,0.000,69.26,0.6926,4.388,4.401,69.26,69.26,0.00,0,0,-3.46863,69.26,69.26,0.00,0,0,69.26,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.22,69.28,-0.06,9.010,9.010,4.394,4.364,0.014,0.000,0.001,69.26,69,-0.0989,2104,14258.55,6874.34,5359,332,0
94790,8.996,9.003,9.000,9.000,9.000,9.000,0.000,69.33,0.6933,4.388,4.400,69.33,69.33,0.00,0,0,-3.46800,69.33,69.33,0.00,0,0,69.33,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.32,69.33,-0.01,9.002,9.002,4.396,4.438,-0.007,-0.000,0.000,69.33,70,-0.2436,2205,13605.44,10813.23,5382,332,0
94920,9.020,9.013,9.000,9.000,9.000,9.000,0.000,69.19,0.6919,4.386,4.399,69.19,69.19,0.00,0,0,-3.46695,69.19,69.19,0.00,0,0,69.19,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.10,69.18,-0.08,9.013,9.013,4.384,4.344,0.008,0.000,0.001,69.19,69,0.4009,2205,13605.44,12175.83,5398,334,0
95020,8.998,8.998,9.000,9.000,9.000,9.000,0.000,69.37,0.6937,4.390,4.398,69.37,69.37,0.00,0,0,-3.46720,69.37,69.37,0.00,0,0,69.37,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.51,69.49,0.01,8.998,8.996,4.416,4.442,0.000,-0.000,0.000,69.37,69,0.2020,1590,18867.92,16675.06,5414,338,0
95149,8.996,9.002,9.000,9.000,9.000,9.000,0.000,69.32,0.6932,4.391,4.398,69.32,69.32,0.00,0,0,-3.46706,69.32,69.32,0.00,0,0,69.32,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,69.42,69.43,-0.01,9.002,9.001,4.410,4.400,-0.006,0.000,0.000,69.32,69,0.1781,1734,17301.04,16980.53,5438,340,0
