# SHOT START
# legend_version=1
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_dyn_raw = raw dynamic feedforward request before FF-path LPF and slew limiting
# ff_pressure_w = pressure-window weight applied to dynamic FF
# ff_above_w = above-target suppression weight applied to dynamic FF
# ff_gamma = ramp-dependent gamma multiplier applied to dynamic FF
# u_ff_total = total feedforward contribution
# ramp_hold_active = 1 when the downstream drop-rate hold is active during ramp-up
# drop_rate_active = active downstream output drop-rate cap in percent per second
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_residual,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual
74480,0.640,0.639,1.100,1.084,1.100,1.084,0.083,20.67,0.2067,3.171,0.000,20.67,20.67,0.00,0,0,-0.39112,20.67,20.67,0.00,0,0,20.67,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,20.99,18.39,2.60,0.662,0.776,2.358,-0.023,1.052,20.67,20,0.2697
74614,0.685,0.672,1.100,1.090,1.100,1.090,0.054,20.14,0.2014,3.209,0.000,20.14,20.14,0.00,0,0,-0.42972,20.14,20.14,0.00,0,0,20.14,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,20.79,18.34,2.45,0.691,0.788,2.481,-0.006,0.962,20.14,20,0.4153
74739,0.723,0.711,1.100,1.093,1.100,1.093,0.035,19.25,0.1925,3.204,0.000,19.25,19.25,0.00,0,0,-0.46522,19.25,19.25,0.00,0,0,19.25,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,20.15,17.90,2.25,0.727,0.807,2.526,-0.004,0.837,19.25,19,0.1031
74870,0.723,0.723,1.100,1.096,1.100,1.096,0.020,19.29,0.1929,3.184,0.000,19.29,19.29,0.00,0,0,-0.51038,19.29,19.29,0.00,0,0,19.29,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,20.25,18.05,2.20,0.738,0.812,2.591,-0.015,0.805,19.29,19,0.1503
74995,0.746,0.739,1.100,1.098,1.100,1.098,0.013,19.01,0.1901,3.167,0.000,19.01,19.01,0.00,0,0,-0.54315,19.01,19.01,0.00,0,0,19.01,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,20.13,18.02,2.11,0.753,0.820,2.642,-0.007,0.760,19.01,19,-0.4184
75125,0.783,0.773,1.100,1.098,1.100,1.098,0.008,18.03,0.1803,3.122,0.000,18.03,18.03,0.00,0,0,-0.57335,18.03,18.03,0.00,0,0,18.03,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,19.36,17.43,1.93,0.784,0.838,2.632,-0.001,0.660,18.03,18,-0.3980
75250,0.780,0.783,1.100,1.099,1.100,1.099,0.005,17.89,0.1789,3.067,0.000,17.89,17.89,0.00,0,0,-0.60179,17.89,17.89,0.00,0,0,17.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,19.16,17.28,1.87,0.794,0.846,2.612,-0.013,0.619,17.89,18,0.0677
75385,0.791,0.789,1.100,1.099,1.100,1.099,0.003,17.97,0.1797,3.018,0.000,17.97,17.97,0.00,0,0,-0.63920,17.97,17.97,0.00,0,0,17.97,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,19.23,17.39,1.84,0.800,0.850,2.636,-0.009,0.598,17.97,18,-0.2415
75509,0.825,0.816,1.100,1.100,1.100,1.100,0.002,17.12,0.1712,2.972,0.000,17.12,17.12,0.00,0,0,-0.66567,17.12,17.12,0.00,0,0,17.12,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,18.58,16.88,1.69,0.824,0.864,2.624,0.002,0.531,17.12,17,0.1526
75640,0.838,0.836,1.100,1.100,1.100,1.100,0.001,16.45,0.1645,2.901,0.000,16.45,16.45,0.00,0,0,-0.68980,16.45,16.45,0.00,0,0,16.45,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.92,16.34,1.57,0.843,0.878,2.565,-0.004,0.470,16.45,17,-0.1423
75766,0.843,0.835,1.100,1.100,1.100,1.100,0.001,16.75,0.1675,2.844,0.000,16.75,16.75,0.00,0,0,-0.72189,16.75,16.75,0.00,0,0,16.75,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,18.07,16.49,1.57,0.843,0.881,2.560,0.000,0.458,16.75,17,-0.0372
75897,0.853,0.849,1.100,1.100,1.100,1.100,0.000,16.35,0.1635,2.802,0.000,16.35,16.35,0.00,0,0,-0.74502,16.35,16.35,0.00,0,0,16.35,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.73,16.23,1.50,0.856,0.889,2.547,-0.002,0.424,16.35,17,-0.3907
76023,0.861,0.859,1.100,1.100,1.100,1.100,0.000,16.07,0.1607,2.754,0.000,16.07,16.07,0.00,0,0,-0.76691,16.07,16.07,0.00,0,0,16.07,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.43,15.99,1.44,0.865,0.896,2.516,-0.004,0.394,16.07,16,-0.0531
76154,0.870,0.866,1.100,1.100,1.100,1.100,0.000,15.94,0.1594,2.712,0.000,15.94,15.94,0.00,0,0,-0.78819,15.94,15.94,0.00,0,0,15.94,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.26,15.86,1.40,0.872,0.902,2.495,-0.002,0.372,15.94,16,-0.0838
76283,0.865,0.866,1.100,1.100,1.100,1.100,0.000,16.14,0.1614,2.686,0.000,16.14,16.14,0.00,0,0,-0.80945,16.14,16.14,0.00,0,0,16.14,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.38,15.98,1.40,0.872,0.904,2.499,-0.007,0.366,16.14,16,0.3838
76414,0.874,0.874,1.100,1.100,1.100,1.100,0.000,15.90,0.1590,2.659,0.000,15.90,15.90,0.00,0,0,-0.83000,15.90,15.90,0.00,0,0,15.90,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.17,15.82,1.35,0.880,0.909,2.491,-0.006,0.346,15.90,16,0.2873
76540,0.884,0.881,1.100,1.100,1.100,1.100,0.000,15.76,0.1576,2.630,0.000,15.76,15.76,0.00,0,0,-0.84982,15.76,15.76,0.00,0,0,15.76,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.02,15.71,1.31,0.886,0.914,2.476,-0.003,0.328,15.76,16,-0.4328
76676,0.893,0.887,1.100,1.100,1.100,1.100,0.000,15.63,0.1563,2.607,0.000,15.63,15.63,0.00,0,0,-0.86929,15.63,15.63,0.00,0,0,15.63,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.88,15.61,1.27,0.892,0.919,2.467,0.000,0.312,15.63,16,-0.2153
76804,0.879,0.883,1.100,1.100,1.100,1.100,0.000,15.97,0.1597,2.592,0.000,15.97,15.97,0.00,0,0,-0.88860,15.97,15.97,0.00,0,0,15.97,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.10,15.81,1.29,0.889,0.919,2.471,-0.011,0.311,15.97,16,0.2449
76935,0.887,0.889,1.100,1.100,1.100,1.100,0.000,15.89,0.1589,2.583,0.000,15.89,15.89,0.00,0,0,-0.90768,15.89,15.89,0.00,0,0,15.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.04,15.78,1.26,0.894,0.922,2.477,-0.007,0.301,15.89,16,-0.1671
77061,0.896,0.895,1.100,1.100,1.100,1.100,0.000,15.73,0.1573,2.568,0.000,15.73,15.73,0.00,0,0,-0.92615,15.73,15.73,0.00,0,0,15.73,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.90,15.67,1.22,0.900,0.926,2.470,-0.005,0.286,15.73,16,-0.0945
77198,0.905,0.902,1.100,1.100,1.100,1.100,0.000,15.57,0.1557,2.556,0.000,15.57,15.57,0.00,0,0,-0.94424,15.57,15.57,0.00,0,0,15.57,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.75,15.57,1.19,0.906,0.931,2.463,-0.001,0.272,15.57,16,-0.1584
77325,0.907,0.905,1.100,1.100,1.100,1.100,0.000,15.53,0.1553,2.545,0.000,15.53,15.53,0.00,0,0,-0.96202,15.53,15.53,0.00,0,0,15.53,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.70,15.53,1.16,0.910,0.934,2.458,-0.003,0.262,15.53,16,-0.2643
77455,0.899,0.903,1.100,1.100,1.100,1.100,0.000,15.79,0.1579,2.535,0.000,15.79,15.79,0.00,0,0,-0.97940,15.79,15.79,0.00,0,0,15.79,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.83,15.66,1.17,0.909,0.935,2.454,-0.010,0.258,15.79,15,0.4201
77580,0.913,0.910,1.100,1.100,1.100,1.100,0.000,15.61,0.1561,2.529,0.000,15.61,15.61,0.00,0,0,-0.99667,15.61,15.61,0.00,0,0,15.61,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.71,15.57,1.14,0.915,0.939,2.457,-0.002,0.247,15.61,15,0.3609
77715,0.920,0.915,1.100,1.100,1.100,1.100,0.000,15.49,0.1549,2.522,0.000,15.49,15.49,0.00,0,0,-1.01353,15.49,15.49,0.00,0,0,15.49,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.60,15.49,1.10,0.920,0.942,2.453,-0.000,0.236,15.49,15,0.0768
77841,0.914,0.914,1.100,1.100,1.100,1.100,0.000,15.67,0.1567,2.522,0.000,15.67,15.67,0.00,0,0,-1.03036,15.67,15.67,0.00,0,0,15.67,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.72,15.61,1.11,0.919,0.943,2.460,-0.005,0.234,15.67,16,0.1680
77973,0.914,0.916,1.100,1.100,1.100,1.100,0.000,15.74,0.1574,2.522,0.000,15.74,15.74,0.00,0,0,-1.04698,15.74,15.74,0.00,0,0,15.74,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.77,15.67,1.10,0.921,0.945,2.466,-0.007,0.229,15.74,15,0.3421
78102,0.917,0.916,1.100,1.100,1.100,1.100,0.000,15.88,0.1588,2.526,0.000,15.88,15.88,0.00,0,0,-1.06351,15.88,15.88,0.00,0,0,15.88,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.88,15.78,1.10,0.921,0.945,2.478,-0.003,0.227,15.88,16,-0.2139
78232,0.930,0.925,1.100,1.100,1.100,1.100,0.000,15.55,0.1555,2.523,0.000,15.55,15.55,0.00,0,0,-1.07952,15.55,15.55,0.00,0,0,15.55,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.63,15.58,1.04,0.930,0.950,2.473,0.001,0.213,15.55,16,-0.2132
78359,0.925,0.924,1.100,1.100,1.100,1.100,0.000,15.81,0.1581,2.526,0.000,15.81,15.81,0.00,0,0,-1.10079,15.81,15.81,0.00,0,0,15.81,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.80,15.75,1.05,0.928,0.951,2.482,-0.004,0.211,15.81,16,-0.0342
78494,0.920,0.923,1.100,1.100,1.100,1.100,0.000,15.99,0.1599,2.532,0.000,15.99,15.99,0.00,0,0,-1.11664,15.99,15.99,0.00,0,0,15.99,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.93,15.88,1.06,0.928,0.951,2.492,-0.008,0.210,15.99,16,-0.3572
78619,0.926,0.928,1.100,1.100,1.100,1.100,0.000,15.88,0.1588,2.530,0.000,15.88,15.88,0.00,0,0,-1.13196,15.88,15.88,0.00,0,0,15.88,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.84,15.81,1.03,0.932,0.955,2.488,-0.006,0.201,15.88,16,-0.1503
78749,0.943,0.936,1.100,1.100,1.100,1.100,0.000,15.61,0.1561,2.529,0.000,15.61,15.61,0.00,0,0,-1.14711,15.61,15.61,0.00,0,0,15.61,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.63,15.65,0.98,0.940,0.959,2.487,0.003,0.190,15.61,15,0.1444
78881,0.936,0.936,1.100,1.100,1.100,1.100,0.000,15.71,0.1571,2.527,0.000,15.71,15.71,0.00,0,0,-1.16194,15.71,15.71,0.00,0,0,15.71,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.68,15.70,0.98,0.940,0.960,2.483,-0.004,0.185,15.71,15,0.3032
79012,0.933,0.936,1.100,1.100,1.100,1.100,0.000,15.86,0.1586,2.527,0.000,15.86,15.86,0.00,0,0,-1.17665,15.86,15.86,0.00,0,0,15.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.77,15.79,0.98,0.940,0.961,2.485,-0.007,0.182,15.86,16,-0.3773
79138,0.930,0.933,1.100,1.100,1.100,1.100,0.000,16.14,0.1614,2.535,0.000,16.14,16.14,0.00,0,0,-1.19146,16.14,16.14,0.00,0,0,16.14,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.98,15.99,1.00,0.937,0.961,2.500,-0.007,0.184,16.14,16,0.4878
79269,0.955,0.947,1.100,1.100,1.100,1.100,0.000,15.56,0.1556,2.535,0.000,15.56,15.56,0.00,0,0,-1.21060,15.56,15.56,0.00,0,0,15.56,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.57,15.66,0.92,0.951,0.967,2.498,0.004,0.167,15.56,16,-0.1448
79398,0.947,0.948,1.100,1.100,1.100,1.100,0.000,15.66,0.1566,2.528,0.000,15.66,15.66,0.00,0,0,-1.22433,15.66,15.66,0.00,0,0,15.66,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.59,15.68,0.91,0.951,0.969,2.484,-0.004,0.162,15.66,16,-0.2405
79533,0.935,0.941,1.100,1.100,1.100,1.100,0.000,16.13,0.1613,2.534,0.000,16.13,16.13,0.00,0,0,-1.23840,16.13,16.13,0.00,0,0,16.13,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.92,15.97,0.95,0.945,0.968,2.498,-0.010,0.166,16.13,17,-0.4237
79658,0.944,0.942,1.100,1.100,1.100,1.100,0.000,16.18,0.1618,2.548,0.000,16.18,16.18,0.00,0,0,-1.25267,16.18,16.18,0.00,0,0,16.18,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.01,16.07,0.94,0.947,0.968,2.522,-0.002,0.166,16.18,16,0.1106
79794,0.961,0.956,1.100,1.100,1.100,1.100,0.000,15.65,0.1565,2.544,0.000,15.65,15.65,0.00,0,0,-1.27062,15.65,15.65,0.00,0,0,15.65,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.61,15.74,0.87,0.959,0.974,2.510,0.003,0.150,15.65,16,-0.4712
79921,0.950,0.951,1.100,1.100,1.100,1.100,0.000,15.98,0.1598,2.545,0.000,15.98,15.98,0.00,0,0,-1.28395,15.98,15.98,0.00,0,0,15.98,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.81,15.93,0.89,0.955,0.974,2.511,-0.005,0.150,15.98,16,0.2642
80052,0.947,0.949,1.100,1.100,1.100,1.100,0.000,16.20,0.1620,2.554,0.000,16.20,16.20,0.00,0,0,-1.29745,16.20,16.20,0.00,0,0,16.20,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.99,16.09,0.90,0.953,0.974,2.526,-0.006,0.151,16.20,17,-0.3560
80181,0.953,0.953,1.100,1.100,1.100,1.100,0.000,16.11,0.1611,2.556,0.000,16.11,16.11,0.00,0,0,-1.31056,16.11,16.11,0.00,0,0,16.11,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.92,16.05,0.88,0.957,0.976,2.528,-0.004,0.145,16.11,16,-0.3154
80313,0.965,0.961,1.100,1.100,1.100,1.100,0.000,15.80,0.1580,2.553,0.000,15.80,15.80,0.00,0,0,-1.32326,15.80,15.80,0.00,0,0,15.80,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.68,15.85,0.83,0.965,0.980,2.519,0.001,0.136,15.80,15,0.3619
80439,0.962,0.963,1.100,1.100,1.100,1.100,0.000,15.82,0.1582,2.549,0.000,15.82,15.82,0.00,0,0,-1.33570,15.82,15.82,0.00,0,0,15.82,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.66,15.84,0.82,0.966,0.982,2.511,-0.004,0.131,15.82,16,-0.0880
80570,0.953,0.957,1.100,1.100,1.100,1.100,0.000,16.21,0.1621,2.551,0.000,16.21,16.21,0.00,0,0,-1.34819,16.21,16.21,0.00,0,0,16.21,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.93,16.08,0.85,0.962,0.982,2.518,-0.008,0.133,16.21,16,-0.1255
80701,0.973,0.966,1.100,1.100,1.100,1.100,0.000,15.87,0.1587,2.556,0.000,15.87,15.87,0.00,0,0,-1.36067,15.87,15.87,0.00,0,0,15.87,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.71,15.91,0.80,0.969,0.985,2.526,0.004,0.126,15.87,16,0.1321
80835,0.969,0.969,1.100,1.100,1.100,1.100,0.000,15.86,0.1586,2.550,0.000,15.86,15.86,0.00,0,0,-1.37652,15.86,15.86,0.00,0,0,15.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.65,15.87,0.78,0.972,0.988,2.515,-0.003,0.119,15.86,16,-0.4200
80960,0.963,0.965,1.100,1.100,1.100,1.100,0.000,16.16,0.1616,2.555,0.000,16.16,16.16,0.00,0,0,-1.38855,16.16,16.16,0.00,0,0,16.16,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.87,16.06,0.80,0.969,0.987,2.525,-0.006,0.121,16.16,16,-0.2083
81094,0.965,0.966,1.100,1.100,1.100,1.100,0.000,16.31,0.1631,2.571,0.000,16.31,16.31,0.00,0,0,-1.41259,16.31,16.31,0.00,0,0,16.31,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.02,16.22,0.80,0.970,0.988,2.550,-0.005,0.119,16.31,16,0.0866
81219,0.982,0.976,1.100,1.100,1.100,1.100,0.000,15.90,0.1590,2.569,0.000,15.90,15.90,0.00,0,0,-1.42406,15.90,15.90,0.00,0,0,15.90,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.72,15.97,0.74,0.979,0.992,2.543,0.003,0.110,15.90,16,0.2230
81350,0.971,0.973,1.100,1.100,1.100,1.100,0.000,16.19,0.1619,2.571,0.000,16.19,16.19,0.00,0,0,-1.43919,16.19,16.19,0.00,0,0,16.19,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.89,16.14,0.76,0.976,0.993,2.544,-0.005,0.109,16.19,17,-0.3976
