# SHOT START
# legend_version=2
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_dyn_raw = raw dynamic feedforward request before FF-path LPF and slew limiting
# ff_pressure_w = pressure-window weight applied to dynamic FF
# ff_above_w = above-target suppression weight applied to dynamic FF
# ff_gamma = ramp-dependent gamma multiplier applied to dynamic FF
# u_ff_total = total feedforward contribution
# ramp_hold_active = 1 when the downstream drop-rate hold is active during ramp-up
# drop_rate_active = active downstream output drop-rate cap in percent per second
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_qout_raw = instantaneous outflow / load estimate before shadow-MPC LPF
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_residual_bias = low-pass residual bias term added to shadow predictions
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
# tach_period_us = measured time between valid tach pulses in microseconds
# tach_rpm_inst = instantaneous RPM derived from tach_period_us and pulses-per-revolution
# tach_rpm_ema = exponentially filtered published RPM intended for easier visual analysis
# tach_rpm_count_window = RPM derived from accepted pulse counts over a fixed time window
# tach_rpm_pub = RPM value selected for operational use after comparing period and count-window estimates
# tach_quality_ok = 1 when period and count-window RPM agree within tolerance
# tach_rpm_source = 0=none, 1=period branch, 2=count-window fallback
# tach_pulse_count = total number of valid tach pulses seen since the last reset
# tach_glitch_rejects = number of tach edges rejected as implausibly fast glitches or plausibility failures
# tach_timeout = 1 when no recent tach pulse is available and RPM is forced to zero
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_rpm_count_window,tach_rpm_pub,tach_quality_ok,tach_rpm_source,tach_pulse_count,tach_glitch_rejects,tach_timeout
52263,8.790,8.739,9.000,9.000,9.000,9.000,0.000,44.89,0.4489,4.365,0.000,44.89,44.89,0.00,0,0,-2.04727,44.89,44.89,0.00,0,0,44.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,53.51,52.09,1.42,8.766,8.892,3.860,0.000,0.034,0.033,1.100,44.89,44,0.4728,12959,2314.99,2517.34,2547.42,2547.42,0,2,285,274,0
52398,7.171,7.601,9.000,9.000,9.000,9.000,0.000,60.64,0.6741,4.320,0.000,67.41,60.64,6.78,1,0,-2.06375,67.41,67.41,0.00,0,0,67.41,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,68.03,63.03,5.00,7.605,7.622,4.182,8.738,-0.491,-0.024,15.985,60.64,60,0.2814,12715,2359.42,2380.63,2126.88,2126.88,0,2,294,285,0
52533,7.695,7.545,9.000,9.000,9.000,9.000,0.000,69.12,0.6912,4.642,0.000,69.12,69.12,0.00,0,0,-2.10738,69.12,69.12,0.00,0,0,69.12,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,83.32,78.32,5.00,7.546,7.549,5.678,7.785,0.165,-0.022,19.290,69.12,69,0.0339,11926,2515.51,2256.80,2126.88,2126.88,0,2,306,296,0
52668,8.934,8.710,9.000,9.000,9.000,9.000,0.000,47.45,0.4745,4.441,0.000,47.45,47.45,0.00,0,0,-2.15957,47.45,47.45,0.00,0,0,47.45,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,57.71,56.08,1.62,8.732,8.833,4.225,0.000,0.228,0.029,1.610,47.45,48,-0.2213,11507,2607.11,2214.33,2185.03,2185.03,0,2,316,309,0
52801,7.889,8.181,9.000,9.000,9.000,9.000,0.000,56.34,0.5767,4.244,0.000,57.67,56.34,1.34,1,0,-2.18158,57.67,57.67,0.00,0,0,57.67,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.24,56.38,4.85,8.199,8.286,3.578,4.457,-0.344,-0.001,4.753,56.34,57,-0.4214,8370,3584.23,2200.03,2185.03,2185.03,0,2,326,320,0
52940,7.607,7.572,9.000,9.000,9.000,9.000,0.000,70.55,0.7055,4.511,0.000,70.55,70.55,0.00,0,0,-2.22443,70.55,70.55,0.00,0,0,70.55,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,80.92,75.92,5.00,7.572,7.573,5.230,9.203,0.039,-0.027,17.585,70.55,71,-0.1046,7970,3764.12,2281.41,2424.91,2424.91,0,2,338,325,0
53072,8.927,8.621,9.000,9.000,9.000,9.000,0.000,51.93,0.5120,4.462,0.000,51.20,51.93,-0.73,0,1,-2.29379,51.20,51.20,0.00,0,0,51.20,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.30,60.10,2.20,8.637,8.715,4.443,0.000,0.325,0.021,2.084,51.93,52,-0.3637,10863,2761.67,2351.44,2424.91,2424.91,0,2,349,336,0
53207,8.235,8.480,9.000,9.000,9.000,9.000,0.000,53.54,0.5354,4.222,0.000,53.54,53.54,0.00,0,0,-2.32407,53.54,53.54,0.00,0,0,53.54,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,56.56,53.53,3.02,8.500,8.598,3.393,2.307,-0.294,0.009,1.655,53.54,53,0.3908,8030,3735.99,2401.76,2441.18,2441.18,0,2,360,345,0
53345,7.538,7.707,9.000,9.000,9.000,9.000,0.000,70.36,0.7036,4.404,0.000,70.36,70.36,0.00,0,0,-2.36286,70.36,70.36,0.00,0,0,70.36,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,76.78,71.78,5.00,7.710,7.722,4.661,9.460,-0.194,-0.027,13.654,70.36,70,-0.0718,7905,3795.07,2421.00,2441.18,2441.18,0,2,371,357,0
53477,8.894,8.541,9.000,9.000,9.000,9.000,0.000,54.87,0.5486,4.424,0.000,54.86,54.87,-0.01,0,1,-2.43589,54.86,54.86,0.00,0,0,54.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.17,61.47,2.71,8.553,8.611,4.408,0.625,0.382,0.012,2.389,54.87,55,0.1038,11849,2531.86,2550.65,2715.44,2715.44,0,2,384,367,0
53612,8.517,8.627,9.000,9.000,9.000,9.000,0.000,54.28,0.5428,4.218,0.000,54.28,54.28,0.00,0,0,-2.46190,54.28,54.28,0.00,0,0,54.28,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,55.37,53.23,2.13,8.648,8.749,3.294,1.625,-0.142,0.011,0.691,54.28,54,0.1263,12077,2484.06,2631.07,2715.44,2715.44,0,2,393,380,0
53747,7.858,7.970,9.000,9.000,9.000,9.000,0.000,68.33,0.6833,4.356,0.000,68.33,68.33,0.00,0,0,-2.54055,68.33,68.33,0.00,0,0,68.33,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,73.02,68.02,5.00,7.976,8.006,4.289,7.881,-0.134,-0.020,8.344,68.33,69,-0.2515,12824,2339.36,2474.21,2210.12,2210.12,0,2,403,393,0
53883,8.859,8.608,9.000,9.000,9.000,9.000,0.000,57.14,0.5714,4.373,0.000,57.14,57.14,0.00,0,0,-2.60183,57.14,57.14,0.00,0,0,57.14,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,63.08,60.78,2.29,8.621,8.682,4.136,1.248,0.268,0.009,1.354,57.14,57,0.3603,9401,3191.15,2345.33,2210.12,2210.12,0,2,413,402,0
54014,8.632,8.690,9.000,9.000,9.000,9.000,0.000,56.60,0.5660,4.223,0.000,56.60,56.60,0.00,0,0,-2.62648,56.60,56.60,0.00,0,0,56.60,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,56.08,54.32,1.75,8.710,8.805,3.267,1.912,-0.084,0.009,0.438,56.60,56,0.3302,9692,3095.34,2284.68,2248.82,2248.82,0,2,424,413,0
54153,8.162,8.255,9.000,9.000,9.000,9.000,0.000,64.92,0.6492,4.269,0.000,64.92,64.92,0.00,0,0,-2.68244,64.92,64.92,0.00,0,0,64.92,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.38,62.92,4.45,8.265,8.310,3.835,6.238,-0.115,-0.013,4.072,64.92,65,0.4107,7848,3822.63,2267.18,2248.82,2248.82,0,2,435,426,0
54284,8.630,8.516,9.000,9.000,9.000,9.000,0.000,60.73,0.6073,4.303,0.000,60.73,60.73,0.00,0,0,-2.73650,60.73,60.73,0.00,0,0,60.73,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.77,61.89,2.87,8.525,8.570,4.015,3.382,0.117,-0.001,1.795,60.73,60,0.3137,10179,2947.24,2359.74,2558.28,2558.28,0,2,447,439,0
54384,8.727,8.691,9.000,9.000,9.000,9.000,0.000,59.07,0.5907,4.251,0.000,59.07,59.07,0.00,0,0,-2.75625,59.07,59.07,0.00,0,0,59.07,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,60.23,58.45,1.78,8.705,8.773,3.658,2.248,0.028,0.006,0.531,59.07,59,-0.2524,10525,2850.36,2431.22,2558.28,2558.28,0,2,453,449,0
54515,8.499,8.551,9.000,9.000,9.000,9.000,0.000,61.34,0.6134,4.217,0.000,61.34,61.34,0.00,0,0,-2.79062,61.34,61.34,0.00,0,0,61.34,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.92,59.27,2.65,8.562,8.616,3.596,4.145,-0.070,-0.003,1.312,61.34,62,-0.2939,9834,3050.64,2425.42,2219.26,2219.26,0,2,463,457,0
54649,8.539,8.523,9.000,9.000,9.000,9.000,0.000,62.47,0.6247,4.241,0.000,62.47,62.47,0.00,0,0,-2.83463,62.47,62.47,0.00,0,0,62.47,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.60,61.76,2.84,8.531,8.570,3.860,4.378,0.009,-0.005,1.635,62.47,63,-0.2981,14606,2053.95,2324.82,2219.26,2219.26,0,2,473,464,0
54781,8.711,8.666,9.000,9.000,9.000,9.000,0.000,61.50,0.6150,4.232,0.000,61.50,61.50,0.00,0,0,-2.86915,61.50,61.50,0.00,0,0,61.50,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.63,60.68,1.96,8.677,8.726,3.784,3.272,0.040,0.001,0.702,61.50,61,0.3046,8267,3628.89,2347.45,2589.96,2589.96,0,2,486,471,0
54919,8.655,8.660,9.000,9.000,9.000,9.000,0.000,62.14,0.6214,4.218,0.000,62.14,62.14,0.00,0,0,-2.89928,62.14,62.14,0.00,0,0,62.14,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.59,60.59,2.00,8.670,8.717,3.722,3.722,-0.016,-0.001,0.726,62.14,62,-0.0286,13034,2301.67,2467.81,2589.96,2589.96,0,2,496,486,0
55054,8.676,8.669,9.000,9.000,9.000,9.000,0.000,62.61,0.6261,4.218,0.000,62.61,62.61,0.00,0,0,-2.92966,62.61,62.61,0.00,0,0,62.61,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,63.09,61.14,1.95,8.678,8.721,3.762,3.868,-0.002,-0.001,0.700,62.61,62,0.4693,12167,2465.69,2454.29,2224.28,2224.28,0,2,506,494,0
55192,8.717,8.700,9.000,9.000,9.000,9.000,0.000,62.81,0.6281,4.220,0.000,62.81,62.81,0.00,0,0,-2.95845,62.81,62.81,0.00,0,0,62.81,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,63.27,61.50,1.76,8.708,8.749,3.798,3.777,0.010,-0.001,0.572,62.81,63,0.0475,12128,2473.61,2355.91,2224.28,2224.28,0,2,516,506,0
55323,8.716,8.708,9.000,9.000,9.000,9.000,0.000,63.22,0.6322,4.221,0.000,63.22,63.22,0.00,0,0,-2.98512,63.22,63.22,0.00,0,0,63.22,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,63.65,61.93,1.72,8.716,8.752,3.827,3.915,0.001,-0.002,0.550,63.22,63,0.3664,11370,2638.52,2285.78,2194.80,2194.80,0,2,526,520,0
55461,8.707,8.716,9.000,9.000,9.000,9.000,0.000,63.62,0.6362,4.224,0.000,63.62,63.62,0.00,0,0,-3.01035,63.62,63.62,0.00,0,0,63.62,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.07,62.39,1.68,8.723,8.756,3.861,4.038,-0.017,-0.002,0.530,63.62,64,-0.3988,11978,2504.59,2241.38,2194.80,2194.80,0,2,535,530,0
55593,8.728,8.733,9.000,9.000,9.000,9.000,0.000,63.88,0.6388,4.229,0.000,63.88,63.88,0.00,0,0,-3.03428,63.88,63.88,0.00,0,0,63.88,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.36,62.78,1.58,8.739,8.770,3.895,4.043,-0.012,-0.002,0.470,63.88,64,-0.2506,10807,2775.98,2203.59,2119.49,2119.49,0,2,545,539,0
55694,8.769,8.759,9.000,9.000,9.000,9.000,0.000,63.87,0.6387,4.231,0.000,63.87,63.87,0.00,0,0,-3.04909,63.87,63.87,0.00,0,0,63.87,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.25,62.83,1.42,8.765,8.796,3.903,3.911,0.004,-0.001,0.375,63.87,63,0.4818,7337,4088.86,2173.31,2119.49,2119.49,0,2,554,545,0
55827,8.770,8.763,9.000,9.000,9.000,9.000,0.000,64.25,0.6425,4.237,0.000,64.25,64.25,0.00,0,0,-3.07118,64.25,64.25,0.00,0,0,64.25,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.73,63.33,1.40,8.769,8.796,3.944,4.012,0.001,-0.002,0.370,64.25,64,0.1005,12077,2484.06,2147.05,2119.49,2119.49,0,2,566,559,0
55969,8.790,8.772,9.000,9.000,9.000,9.000,0.000,64.57,0.6457,4.248,0.000,64.57,64.57,0.00,0,0,-3.09299,64.57,64.57,0.00,0,0,64.57,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.25,63.89,1.35,8.777,8.801,3.999,4.036,0.016,-0.002,0.352,64.57,65,-0.1235,11011,2724.55,2302.56,2465.71,2465.71,0,2,577,572,0
56099,8.808,8.804,9.000,9.000,9.000,9.000,0.000,64.80,0.6480,4.253,0.000,64.80,64.80,0.00,0,0,-3.12409,64.80,64.80,0.00,0,0,64.80,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.17,64.02,1.16,8.809,8.833,3.998,3.994,-0.000,-0.001,0.250,64.80,64,0.3634,12209,2457.20,2414.03,2465.71,2457.20,1,1,587,588,0
56200,8.772,8.780,9.000,9.000,9.000,9.000,0.000,65.33,0.6533,4.262,0.000,65.33,65.33,0.00,0,0,-3.13704,65.33,65.33,0.00,0,0,65.33,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.97,64.66,1.31,8.784,8.804,4.047,4.287,-0.013,-0.002,0.337,65.33,66,-0.2043,12297,2439.62,2424.96,2339.18,2439.62,1,1,594,598,0
56334,8.841,8.826,9.000,9.000,9.000,9.000,0.000,65.13,0.6513,4.266,0.000,65.13,65.13,0.00,0,0,-3.15390,65.13,65.13,0.00,0,0,65.13,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.56,64.53,1.03,8.830,8.852,4.045,3.966,0.012,-0.001,0.198,65.13,65,0.3299,10926,2745.74,2415.24,2339.18,2339.18,0,2,604,616,0
56471,8.827,8.825,9.000,9.000,9.000,9.000,0.000,65.45,0.6545,4.269,4.196,65.45,65.45,0.00,0,0,-3.16954,65.45,65.45,0.00,0,0,65.45,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.79,64.76,1.04,8.829,8.849,4.052,4.119,-0.002,-0.001,0.203,65.45,65,0.3197,12769,2349.44,2330.33,2215.40,2215.40,0,2,614,630,0
56602,8.817,8.823,9.000,9.000,9.000,9.000,0.000,65.86,0.6586,4.277,4.197,65.86,65.86,0.00,0,0,-3.18982,65.86,65.86,0.00,0,0,65.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.31,65.27,1.05,8.827,8.844,4.092,4.266,-0.011,-0.002,0.214,65.86,66,-0.1880,11405,2630.43,2262.47,2215.40,2215.40,0,2,624,648,0
56703,8.839,8.841,9.000,9.000,9.000,9.000,0.000,65.85,0.6585,4.280,4.198,65.85,65.85,0.00,0,0,-3.19933,65.85,65.85,0.00,0,0,65.85,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.27,65.32,0.94,8.844,8.861,4.101,4.159,-0.005,-0.001,0.171,65.85,65,0.3958,12137,2471.78,2265.51,2315.33,2315.33,0,2,631,659,0
56839,8.855,8.859,9.000,9.000,9.000,9.000,0.000,65.88,0.6588,4.280,4.199,65.88,65.88,0.00,0,0,-3.21171,65.88,65.88,0.00,0,0,65.88,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.07,65.24,0.83,8.863,8.880,4.086,4.121,-0.009,-0.001,0.129,65.88,66,-0.3182,10039,2988.35,2289.82,2315.33,2315.33,0,2,642,668,0
56976,8.850,8.856,9.000,9.000,9.000,9.000,0.000,66.16,0.6616,4.283,4.201,66.16,66.16,0.00,0,0,-3.22407,66.16,66.16,0.00,0,0,66.16,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.40,65.55,0.85,8.859,8.874,4.108,4.246,-0.011,-0.001,0.139,66.16,66,-0.3173,10791,2780.09,2307.22,2340.07,2340.07,0,2,652,677,0
57110,8.898,8.883,9.000,9.000,9.000,9.000,0.000,66.07,0.6607,4.286,4.204,66.07,66.07,0.00,0,0,-3.23559,66.07,66.07,0.00,0,0,66.07,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.24,65.56,0.68,8.887,8.903,4.116,4.063,0.013,-0.000,0.085,66.07,66,0.0709,12374,2424.44,2340.12,2340.07,2424.44,1,1,663,692,0
57250,8.905,8.902,9.000,9.000,9.000,9.000,0.000,66.05,0.6605,4.282,4.206,66.05,66.05,0.00,0,0,-3.24498,66.05,66.05,0.00,0,0,66.05,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.94,65.37,0.57,8.905,8.922,4.091,4.021,-0.000,0.000,0.057,66.05,66,0.2504,10888,2755.33,2333.54,2253.32,2253.32,0,2,673,703,0
57382,8.898,8.898,9.000,9.000,9.000,9.000,0.000,66.27,0.6627,4.283,4.208,66.27,66.27,0.00,0,0,-3.25447,66.27,66.27,0.00,0,0,66.27,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.21,65.61,0.60,8.901,8.916,4.108,4.144,-0.003,-0.001,0.064,66.27,66,0.0182,10603,2829.39,2294.39,2253.32,2253.32,0,2,684,717,0
57482,8.915,8.905,9.000,9.000,9.000,9.000,0.000,66.31,0.6631,4.283,4.210,66.31,66.31,0.00,0,0,-3.26047,66.31,66.31,0.00,0,0,66.31,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.26,65.71,0.55,8.908,8.922,4.119,4.124,0.008,-0.000,0.055,66.31,67,-0.2928,13649,2197.96,2259.68,2253.32,2197.96,1,1,691,724,0
57616,8.914,8.914,9.000,9.000,9.000,9.000,0.000,66.38,0.6638,4.282,4.212,66.38,66.38,0.00,0,0,-3.26861,66.38,66.38,0.00,0,0,66.38,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.29,65.78,0.51,8.916,8.930,4.124,4.130,-0.003,-0.000,0.045,66.38,67,-0.1728,10895,2753.56,2214.42,2166.94,2166.94,0,2,701,735,0
57754,8.919,8.919,9.000,9.000,9.000,9.000,0.000,66.47,0.6647,4.282,4.215,66.47,66.47,0.00,0,0,-3.27634,66.47,66.47,0.00,0,0,66.47,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.40,65.92,0.48,8.921,8.934,4.137,4.151,-0.003,-0.000,0.040,66.47,66,0.2540,11815,2539.15,2191.25,2166.94,2166.94,0,2,710,743,0
57885,8.930,8.933,9.000,9.000,9.000,9.000,0.000,66.43,0.6643,4.278,4.217,66.43,66.43,0.00,0,0,-3.28235,66.43,66.43,0.00,0,0,66.43,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.17,65.78,0.39,8.935,8.948,4.120,4.118,-0.006,-0.000,0.026,66.43,66,0.4082,11746,2554.06,2198.64,2206.40,2206.40,0,2,721,760,0
57985,8.920,8.930,9.000,9.000,9.000,9.000,0.000,66.54,0.6654,4.276,4.219,66.54,66.54,0.00,0,0,-3.28623,66.54,66.54,0.00,0,0,66.54,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.28,65.87,0.41,8.933,8.944,4.124,4.199,-0.013,-0.000,0.030,66.54,66,0.3191,13393,2239.98,2208.15,2206.40,2239.98,1,1,728,767,0
58119,8.929,8.931,9.000,9.000,9.000,9.000,0.000,66.66,0.6666,4.277,4.221,66.66,66.66,0.00,0,0,-3.29266,66.66,66.66,0.00,0,0,66.66,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.57,66.16,0.41,8.932,8.942,4.156,4.229,-0.004,-0.001,0.031,66.66,66,0.2427,10749,2790.96,2210.29,2214.71,2214.71,0,2,738,776,0
58256,8.948,8.949,9.000,9.000,9.000,9.000,0.000,66.61,0.6661,4.272,4.224,66.61,66.61,0.00,0,0,-3.30057,66.61,66.61,0.00,0,0,66.61,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.38,66.08,0.30,8.951,8.960,4.149,4.170,-0.003,-0.000,0.016,66.61,67,0.0575,9780,3067.48,2213.26,2214.71,2214.71,0,2,747,789,0
58386,8.952,8.951,9.000,9.000,9.000,9.000,0.000,66.73,0.6673,4.271,4.228,66.73,66.73,0.00,0,0,-3.30821,66.73,66.73,0.00,0,0,66.73,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.63,66.34,0.29,8.952,8.959,4.176,4.212,-0.000,-0.000,0.015,66.73,67,-0.4729,11141,2692.76,2298.72,2357.81,2357.81,0,2,758,802,0
58486,8.945,8.945,9.000,9.000,9.000,9.000,0.000,66.86,0.6686,4.273,4.229,66.86,66.86,0.00,0,0,-3.31145,66.86,66.86,0.00,0,0,66.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.87,66.55,0.32,8.947,8.952,4.195,4.278,-0.002,-0.001,0.020,66.86,67,0.2029,10684,2807.94,2319.99,2357.81,2357.81,0,2,765,812,0
58619,8.973,8.963,9.000,9.000,9.000,9.000,0.000,66.74,0.6674,4.272,4.231,66.74,66.74,0.00,0,0,-3.31534,66.74,66.74,0.00,0,0,66.74,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.69,66.47,0.22,8.964,8.971,4.194,4.145,0.010,-0.000,0.008,66.74,67,-0.4445,10611,2827.25,2289.45,2112.82,2112.82,0,2,774,822,0
58759,8.974,8.964,9.000,9.000,9.000,9.000,0.000,66.81,0.6681,4.272,4.233,66.81,66.81,0.00,0,0,-3.31923,66.81,66.81,0.00,0,0,66.81,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.79,66.57,0.21,8.965,8.971,4.203,4.170,0.011,-0.000,0.008,66.81,67,0.1382,12390,2421.31,2203.26,2112.82,2112.82,0,2,785,837,0
58890,8.963,8.967,9.000,9.000,9.000,9.000,0.000,66.83,0.6683,4.270,4.235,66.83,66.83,0.00,0,0,-3.32231,66.83,66.83,0.00,0,0,66.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.73,66.54,0.20,8.968,8.973,4.196,4.191,-0.006,-0.000,0.007,66.83,67,-0.3936,12175,2464.07,2229.37,2410.42,2464.07,1,1,796,848,0
59027,8.962,8.970,9.000,9.000,9.000,9.000,0.000,66.84,0.6684,4.266,4.236,66.84,66.84,0.00,0,0,-3.32460,66.84,66.84,0.00,0,0,66.84,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.63,66.46,0.17,8.972,8.977,4.184,4.212,-0.011,-0.000,0.005,66.84,67,-0.0804,11238,2669.51,2325.50,2410.42,2410.42,0,2,806,861,0
59161,8.957,8.959,9.000,9.000,9.000,9.000,0.000,67.03,0.6703,4.268,4.237,67.03,67.03,0.00,0,0,-3.32791,67.03,67.03,0.00,0,0,67.03,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.03,66.79,0.24,8.960,8.963,4.216,4.327,-0.003,-0.001,0.012,67.03,67,-0.2036,10660,2814.26,2314.13,2141.51,2141.51,0,2,815,876,0
59261,8.967,8.966,9.000,9.000,9.000,9.000,0.000,67.08,0.6708,4.273,4.241,67.08,67.08,0.00,0,0,-3.33438,67.08,67.08,0.00,0,0,67.08,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.23,67.02,0.20,8.967,8.969,4.245,4.264,-0.000,-0.001,0.009,67.08,67,0.1024,10404,2883.51,2186.76,2141.51,2141.51,0,2,821,883,0
59392,8.975,8.979,9.000,9.000,9.000,9.000,0.000,66.96,0.6696,4.269,4.243,66.96,66.96,0.00,0,0,-3.33599,66.96,66.96,0.00,0,0,66.96,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.88,66.76,0.12,8.980,8.984,4.217,4.196,-0.005,0.000,0.003,66.96,67,-0.1541,10532,2848.46,2164.68,2141.51,2141.51,0,2,832,898,0
