ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_residual,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual
1099154,0.698,0.691,1.100,1.100,1.100,1.100,0.001,24.57,0.2457,4.008,0.000,24.57,24.57,0.00,0,0,-1.00049,24.57,24.57,0.00,0,0,24.57,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.68,24.25,2.43,0.703,0.764,3.776,-0.005,1.087,24.57,24,0.4859
1099286,0.735,0.726,1.100,1.100,1.100,1.100,0.000,23.69,0.2369,3.982,0.000,23.69,23.69,0.00,0,0,-1.03508,23.69,23.69,0.00,0,0,23.69,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,25.87,23.64,2.23,0.736,0.787,3.733,-0.001,0.942,23.69,23,0.3441
1099414,0.734,0.734,1.100,1.100,1.100,1.100,0.000,23.78,0.2378,3.943,0.000,23.78,23.78,0.00,0,0,-1.07909,23.78,23.78,0.00,0,0,23.78,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,25.75,23.57,2.18,0.745,0.797,3.691,-0.011,0.881,23.78,24,0.0367
1099544,0.728,0.729,1.100,1.100,1.100,1.100,0.000,24.25,0.2425,3.939,0.000,24.25,24.25,0.00,0,0,-1.11237,24.25,24.25,0.00,0,0,24.25,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.11,23.91,2.21,0.740,0.796,3.718,-0.012,0.889,24.25,24,0.3570
1099674,0.726,0.726,1.100,1.100,1.100,1.100,0.000,24.62,0.2462,3.951,0.000,24.62,24.62,0.00,0,0,-1.14597,24.62,24.62,0.00,0,0,24.62,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.48,24.26,2.22,0.738,0.795,3.770,-0.012,0.898,24.62,25,-0.1189
1099804,0.739,0.736,1.100,1.100,1.100,1.100,0.000,24.55,0.2455,3.962,0.000,24.55,24.55,0.00,0,0,-1.17899,24.55,24.55,0.00,0,0,24.55,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.49,24.33,2.16,0.747,0.800,3.807,-0.008,0.868,24.55,25,-0.4135
1099930,0.751,0.748,1.100,1.100,1.100,1.100,0.000,24.41,0.2441,3.965,0.000,24.41,24.41,0.00,0,0,-1.21101,24.41,24.41,0.00,0,0,24.41,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.38,24.28,2.10,0.758,0.807,3.819,-0.007,0.825,24.41,24,-0.0879
1100063,0.749,0.749,1.100,1.100,1.100,1.100,0.000,24.61,0.2461,3.970,0.000,24.61,24.61,0.00,0,0,-1.24259,24.61,24.61,0.00,0,0,24.61,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.53,24.44,2.09,0.760,0.809,3.836,-0.010,0.811,24.61,25,-0.4911
1100190,0.762,0.758,1.100,1.100,1.100,1.100,0.000,24.63,0.2463,3.980,0.000,24.63,24.63,0.00,0,0,-1.28407,24.63,24.63,0.00,0,0,24.63,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.56,24.52,2.03,0.768,0.815,3.861,-0.006,0.778,24.63,25,0.1067
1100320,0.771,0.767,1.100,1.100,1.100,1.100,0.000,24.63,0.2463,3.988,0.000,24.63,24.63,0.00,0,0,-1.32450,24.63,24.63,0.00,0,0,24.63,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.55,24.56,1.98,0.777,0.822,3.876,-0.005,0.742,24.63,25,-0.2239
1100444,0.781,0.777,1.100,1.100,1.100,1.100,0.000,24.49,0.2449,3.986,0.000,24.49,24.49,0.00,0,0,-1.35386,24.49,24.49,0.00,0,0,24.49,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.40,24.48,1.92,0.786,0.829,3.873,-0.005,0.704,24.49,24,0.4353
1100580,0.787,0.786,1.100,1.100,1.100,1.100,0.000,24.47,0.2447,3.981,0.000,24.47,24.47,0.00,0,0,-1.39190,24.47,24.47,0.00,0,0,24.47,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.32,24.45,1.87,0.795,0.837,3.866,-0.008,0.665,24.47,24,0.3453
1100704,0.795,0.794,1.100,1.100,1.100,1.100,0.000,24.48,0.2448,3.975,0.000,24.48,24.48,0.00,0,0,-1.42893,24.48,24.48,0.00,0,0,24.48,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.27,24.44,1.82,0.802,0.844,3.862,-0.007,0.631,24.48,24,0.1980
1100835,0.806,0.803,1.100,1.100,1.100,1.100,0.000,24.34,0.2434,3.970,0.000,24.34,24.34,0.00,0,0,-1.45599,24.34,24.34,0.00,0,0,24.34,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,26.12,24.35,1.77,0.811,0.850,3.857,-0.005,0.600,24.34,24,0.4253
1100964,0.818,0.815,1.100,1.100,1.100,1.100,0.000,24.07,0.2407,3.953,0.000,24.07,24.07,0.00,0,0,-1.48192,24.07,24.07,0.00,0,0,24.07,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,25.84,24.14,1.70,0.822,0.858,3.834,-0.004,0.559,24.07,24,-0.2132
1101097,0.828,0.825,1.100,1.100,1.100,1.100,0.000,23.85,0.2385,3.933,0.000,23.85,23.85,0.00,0,0,-1.50700,23.85,23.85,0.00,0,0,23.85,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,25.58,23.94,1.64,0.832,0.866,3.808,-0.004,0.523,23.85,24,-0.4087
1101221,0.837,0.835,1.100,1.100,1.100,1.100,0.000,23.62,0.2362,3.907,0.000,23.62,23.62,0.00,0,0,-1.53106,23.62,23.62,0.00,0,0,23.62,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,25.30,23.72,1.58,0.842,0.875,3.774,-0.005,0.487,23.62,24,-0.4318
1101352,0.844,0.844,1.100,1.100,1.100,1.100,0.000,23.51,0.2351,3.872,0.000,23.51,23.51,0.00,0,0,-1.56207,23.51,23.51,0.00,0,0,23.51,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,25.09,23.56,1.53,0.850,0.883,3.738,-0.006,0.452,23.51,24,-0.4213
1101480,0.852,0.850,1.100,1.100,1.100,1.100,0.000,23.41,0.2341,3.850,0.000,23.41,23.41,0.00,0,0,-1.58469,23.41,23.41,0.00,0,0,23.41,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,24.94,23.45,1.49,0.857,0.889,3.719,-0.004,0.428,23.41,24,-0.1763
1101611,0.867,0.864,1.100,1.100,1.100,1.100,0.000,22.99,0.2299,3.820,0.000,22.99,22.99,0.00,0,0,-1.60630,22.99,22.99,0.00,0,0,22.99,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,24.54,23.12,1.41,0.869,0.897,3.686,-0.002,0.393,22.99,23,0.1279
1101739,0.882,0.878,1.100,1.100,1.100,1.100,0.000,22.50,0.2250,3.778,0.000,22.50,22.50,0.00,0,0,-1.62668,22.50,22.50,0.00,0,0,22.50,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,24.04,22.71,1.33,0.883,0.908,3.636,-0.001,0.354,22.50,22,0.0692
1101869,0.887,0.885,1.100,1.100,1.100,1.100,0.000,22.38,0.2238,3.725,0.000,22.38,22.38,0.00,0,0,-1.65267,22.38,22.38,0.00,0,0,22.38,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,23.77,22.49,1.28,0.891,0.916,3.581,-0.003,0.323,22.38,23,-0.4017
1101996,0.897,0.895,1.100,1.100,1.100,1.100,0.000,22.08,0.2208,3.686,0.000,22.08,22.08,0.00,0,0,-1.67137,22.08,22.08,0.00,0,0,22.08,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,23.45,22.22,1.23,0.900,0.923,3.543,-0.003,0.298,22.08,22,0.0582
1102130,0.904,0.902,1.100,1.100,1.100,1.100,0.000,21.89,0.2189,3.648,0.000,21.89,21.89,0.00,0,0,-1.68939,21.89,21.89,0.00,0,0,21.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,23.20,22.02,1.18,0.907,0.930,3.509,-0.003,0.277,21.89,22,-0.0853
1102254,0.923,0.917,1.100,1.100,1.100,1.100,0.000,21.31,0.2131,3.603,0.000,21.31,21.31,0.00,0,0,-1.70638,21.31,21.31,0.00,0,0,21.31,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,22.66,21.56,1.10,0.921,0.939,3.461,0.002,0.247,21.31,22,-0.4620
1102388,0.930,0.926,1.100,1.100,1.100,1.100,0.000,20.99,0.2099,3.553,0.000,20.99,20.99,0.00,0,0,-1.72239,20.99,20.99,0.00,0,0,20.99,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,22.27,21.23,1.04,0.930,0.947,3.407,0.001,0.223,20.99,21,-0.0252
1102516,0.935,0.933,1.100,1.100,1.100,1.100,0.000,20.80,0.2080,3.492,0.000,20.80,20.80,0.00,0,0,-1.74280,20.80,20.80,0.00,0,0,20.80,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,21.96,20.97,1.00,0.937,0.955,3.350,-0.001,0.201,20.80,21,-0.3669
1102647,0.944,0.941,1.100,1.100,1.100,1.100,0.000,20.53,0.2053,3.447,0.000,20.53,20.53,0.00,0,0,-1.75731,20.53,20.53,0.00,0,0,20.53,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,21.65,20.70,0.95,0.945,0.961,3.310,-0.001,0.183,20.53,20,0.4949
1102771,0.956,0.954,1.100,1.100,1.100,1.100,0.000,20.02,0.2002,3.394,0.000,20.02,20.02,0.00,0,0,-1.77077,20.02,20.02,0.00,0,0,20.02,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,21.14,20.26,0.88,0.956,0.970,3.254,-0.000,0.161,20.02,20,-0.0729
1102903,0.963,0.962,1.100,1.100,1.100,1.100,0.000,19.69,0.1969,3.339,0.000,19.69,19.69,0.00,0,0,-1.78335,19.69,19.69,0.00,0,0,19.69,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,20.74,19.92,0.83,0.965,0.978,3.196,-0.002,0.143,19.69,20,0.1895
1103028,0.966,0.967,1.100,1.100,1.100,1.100,0.000,19.57,0.1957,3.290,0.000,19.57,19.57,0.00,0,0,-1.79544,19.57,19.57,0.00,0,0,19.57,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,20.52,19.72,0.80,0.969,0.983,3.152,-0.003,0.130,19.57,20,-0.0633
1103160,0.983,0.979,1.100,1.100,1.100,1.100,0.000,19.04,0.1904,3.239,0.000,19.04,19.04,0.00,0,0,-1.80678,19.04,19.04,0.00,0,0,19.04,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,20.03,19.29,0.73,0.981,0.991,3.103,0.003,0.114,19.04,19,-0.3185
1103282,0.992,0.988,1.100,1.100,1.100,1.100,0.000,18.65,0.1865,3.183,0.000,18.65,18.65,0.00,0,0,-1.81723,18.65,18.65,0.00,0,0,18.65,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,19.59,18.92,0.68,0.990,0.998,3.047,0.002,0.099,18.65,18,0.1714
1103412,0.998,0.996,1.100,1.100,1.100,1.100,0.000,18.30,0.1830,3.125,0.000,18.30,18.30,0.00,0,0,-1.82683,18.30,18.30,0.00,0,0,18.30,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,19.19,18.56,0.63,0.998,1.005,2.988,0.001,0.086,18.30,18,0.4160
1103536,0.998,0.998,1.100,1.100,1.100,1.100,0.000,18.29,0.1829,3.075,0.000,18.29,18.29,0.00,0,0,-1.83602,18.29,18.29,0.00,0,0,18.29,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,19.04,18.43,0.61,1.000,1.010,2.944,-0.002,0.078,18.29,18,0.1807
1103673,1.006,1.004,1.100,1.100,1.100,1.100,0.000,18.01,0.1801,3.029,0.000,18.01,18.01,0.00,0,0,-1.84478,18.01,18.01,0.00,0,0,18.01,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,18.75,18.17,0.57,1.006,1.015,2.907,0.000,0.069,18.01,18,0.4361
1103796,1.014,1.013,1.100,1.100,1.100,1.100,0.000,17.65,0.1765,2.981,0.000,17.65,17.65,0.00,0,0,-1.85282,17.65,17.65,0.00,0,0,17.65,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,18.37,17.84,0.53,1.014,1.021,2.862,-0.000,0.060,17.65,18,-0.3597
1103928,1.029,1.025,1.100,1.100,1.100,1.100,0.000,17.06,0.1706,2.925,0.000,17.06,17.06,0.00,0,0,-1.85990,17.06,17.06,0.00,0,0,17.06,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.80,17.35,0.46,1.026,1.029,2.802,0.003,0.048,17.06,17,0.3350
1104054,1.027,1.027,1.100,1.100,1.100,1.100,0.000,17.00,0.1700,2.873,0.000,17.00,17.00,0.00,0,0,-1.86652,17.00,17.00,0.00,0,0,17.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.62,17.18,0.44,1.028,1.034,2.754,-0.001,0.042,17.00,17,0.3788
1104188,1.036,1.032,1.100,1.100,1.100,1.100,0.000,16.83,0.1683,2.801,0.000,16.83,16.83,0.00,0,0,-1.87932,16.83,16.83,0.00,0,0,16.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.35,16.95,0.41,1.034,1.040,2.705,0.002,0.035,16.83,17,0.2091
1104315,1.045,1.045,1.100,1.100,1.100,1.100,0.000,16.80,0.1680,2.727,0.000,16.80,16.80,0.00,0,0,-1.89529,16.80,16.80,0.00,0,0,16.80,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.08,16.76,0.33,1.046,1.054,2.645,-0.001,0.020,16.80,17,0.1450
1104447,1.050,1.049,1.100,1.100,1.100,1.100,0.000,16.82,0.1682,2.710,0.000,16.82,16.82,0.00,0,0,-1.90156,16.82,16.82,0.00,0,0,16.82,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.04,16.74,0.30,1.051,1.059,2.636,-0.001,0.016,16.82,16,0.3806
1104575,1.064,1.061,1.100,1.100,1.100,1.100,0.000,16.76,0.1676,2.699,0.000,16.76,16.76,0.00,0,0,-1.90542,16.76,16.76,0.00,0,0,16.76,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.90,16.67,0.23,1.062,1.069,2.621,0.002,0.009,16.76,17,-0.2842
1104708,1.079,1.075,1.100,1.100,1.100,1.100,0.000,16.67,0.1667,2.687,0.000,16.67,16.67,0.00,0,0,-1.90814,16.67,16.67,0.00,0,0,16.67,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.70,16.55,0.15,1.076,1.081,2.596,0.003,0.003,16.67,17,-0.1701
1104834,1.092,1.089,1.100,1.100,1.100,1.100,0.000,16.57,0.1657,2.674,0.000,16.57,16.57,0.00,0,0,-1.90942,16.57,16.57,0.00,0,0,16.57,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.45,16.39,0.06,1.090,1.095,2.561,0.002,0.001,16.57,17,-0.3876
1104968,1.108,1.104,1.100,1.100,1.100,1.100,0.000,16.45,0.1645,2.659,0.000,16.45,16.45,0.00,0,0,-1.90944,16.45,16.45,0.00,0,0,16.45,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.20,16.23,-0.03,1.105,1.109,2.527,0.004,0.001,16.45,16,0.0714
1105097,1.119,1.116,1.100,1.100,1.100,1.100,0.000,16.35,0.1635,2.642,0.000,16.35,16.35,0.00,0,0,-1.90828,16.35,16.35,0.00,0,0,16.35,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.98,16.08,-0.10,1.117,1.120,2.495,0.003,0.005,16.35,16,0.2005
1105225,1.133,1.129,1.100,1.100,1.100,1.100,0.000,16.22,0.1622,2.625,0.000,16.22,16.22,0.00,0,0,-1.90604,16.22,16.22,0.00,0,0,16.22,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.75,15.93,-0.18,1.130,1.132,2.466,0.004,0.011,16.22,16,-0.0071
1105353,1.146,1.142,1.100,1.100,1.100,1.100,0.000,16.09,0.1609,2.606,0.000,16.09,16.09,0.00,0,0,-1.90264,16.09,16.09,0.00,0,0,16.09,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.52,15.78,-0.26,1.142,1.144,2.439,0.004,0.019,16.09,16,0.4027
1105479,1.158,1.153,1.100,1.100,1.100,1.100,0.000,15.96,0.1596,2.582,0.000,15.96,15.96,0.00,0,0,-1.89692,15.96,15.96,0.00,0,0,15.96,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.32,15.64,-0.32,1.153,1.153,2.415,0.006,0.027,15.96,15,0.4656
1105607,1.168,1.163,1.100,1.100,1.100,1.100,0.000,15.83,0.1583,2.563,0.000,15.83,15.83,0.00,0,0,-1.89162,15.83,15.83,0.00,0,0,15.83,0.00,0.00,0.00,0.00,0.988,1.000,0.00,0,255.00,1,15.14,15.52,-0.38,1.163,1.161,2.398,0.005,0.036,15.83,16,0.0987
1105735,1.172,1.170,1.100,1.100,1.100,1.100,0.000,15.54,0.1554,2.540,0.000,15.54,15.54,0.00,0,0,-1.88556,15.54,15.54,0.00,0,0,15.54,0.00,0.00,0.00,0.00,0.972,1.000,0.00,0,255.00,1,14.89,15.31,-0.42,1.169,1.165,2.379,0.003,0.041,15.54,15,0.1367
1105863,1.178,1.178,1.100,1.100,1.100,1.100,0.000,15.06,0.1506,2.504,0.000,15.06,15.06,0.00,0,0,-1.87872,15.06,15.06,0.00,0,0,15.06,0.00,0.00,0.00,0.00,0.947,1.000,0.00,0,255.00,1,14.49,14.95,-0.47,1.176,1.169,2.347,0.002,0.045,15.06,15,-0.3493
1105990,1.178,1.180,1.100,1.100,1.100,1.100,0.000,14.90,0.1490,2.465,0.000,14.90,14.90,0.00,0,0,-1.87145,14.90,14.90,0.00,0,0,14.90,0.00,0.00,0.00,0.00,0.941,1.000,0.00,0,255.00,1,14.31,14.79,-0.48,1.178,1.171,2.319,-0.000,0.048,14.90,15,0.2228
1106116,1.178,1.179,1.100,1.100,1.100,1.100,0.000,14.86,0.1486,2.434,0.000,14.86,14.86,0.00,0,0,-1.86424,14.86,14.86,0.00,0,0,14.86,0.00,0.00,0.00,0.00,0.942,1.000,0.00,0,255.00,1,14.25,14.73,-0.48,1.178,1.171,2.308,0.000,0.048,14.86,15,-0.2892
1106244,1.190,1.186,1.100,1.100,1.100,1.100,0.000,14.44,0.1444,2.403,0.000,14.44,14.44,0.00,0,0,-1.85683,14.44,14.44,0.00,0,0,14.44,0.00,0.00,0.00,0.00,0.915,1.000,0.00,0,255.00,1,13.95,14.46,-0.51,1.184,1.173,2.294,0.007,0.050,14.44,15,-0.3443
1106376,1.193,1.189,1.100,1.100,1.100,1.100,0.000,14.19,0.1419,2.368,0.000,14.19,14.19,0.00,0,0,-1.84904,14.19,14.19,0.00,0,0,14.19,0.00,0.00,0.00,0.00,0.900,1.000,0.00,0,255.00,1,13.73,14.26,-0.53,1.187,1.175,2.270,0.006,0.053,14.19,14,-0.2988
