ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_residual,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual
1106509,1.193,1.190,1.100,1.100,1.100,1.100,0.000,14.08,0.1408,2.335,0.000,14.08,14.08,0.00,0,0,-1.84110,14.08,14.08,0.00,0,0,14.08,0.00,0.00,0.00,0.00,0.896,1.000,0.00,0,255.00,1,13.61,14.14,-0.54,1.188,1.176,2.251,0.005,0.054,14.08,14,0.2873
1106641,1.187,1.187,1.100,1.100,1.100,1.100,0.000,14.16,0.1416,2.310,0.000,14.16,14.16,0.00,0,0,-1.83324,14.16,14.16,0.00,0,0,14.16,0.00,0.00,0.00,0.00,0.909,1.000,0.00,0,255.00,1,13.64,14.16,-0.52,1.185,1.175,2.241,0.002,0.053,14.16,14,-0.1978
1106767,1.193,1.193,1.100,1.100,1.100,1.100,0.000,13.79,0.1379,2.281,0.000,13.79,13.79,0.00,0,0,-1.82506,13.79,13.79,0.00,0,0,13.79,0.00,0.00,0.00,0.00,0.882,1.000,0.00,0,255.00,1,13.34,13.89,-0.55,1.190,1.177,2.219,0.003,0.056,13.79,14,-0.4536
1106904,1.195,1.195,1.100,1.100,1.100,1.100,0.000,13.60,0.1360,2.249,0.000,13.60,13.60,0.00,0,0,-1.81658,13.60,13.60,0.00,0,0,13.60,0.00,0.00,0.00,0.00,0.872,1.000,0.00,0,255.00,1,13.15,13.71,-0.56,1.192,1.179,2.192,0.003,0.059,13.60,14,-0.4664
1107032,1.196,1.197,1.100,1.100,1.100,1.100,0.000,13.38,0.1338,2.201,0.000,13.38,13.38,0.00,0,0,-1.80221,13.38,13.38,0.00,0,0,13.38,0.00,0.00,0.00,0.00,0.863,1.000,0.00,0,255.00,1,12.91,13.48,-0.57,1.194,1.181,2.154,0.003,0.062,13.38,13,-0.0915
1107169,1.200,1.199,1.100,1.100,1.100,1.100,0.000,13.18,0.1318,2.173,0.000,13.18,13.18,0.00,0,0,-1.79341,13.18,13.18,0.00,0,0,13.18,0.00,0.00,0.00,0.00,0.850,1.000,0.00,0,255.00,1,12.72,13.30,-0.59,1.196,1.182,2.130,0.004,0.064,13.18,13,-0.2932
1107294,1.200,1.200,1.100,1.100,1.100,1.100,0.000,13.06,0.1306,2.147,0.000,13.06,13.06,0.00,0,0,-1.78451,13.06,13.06,0.00,0,0,13.06,0.00,0.00,0.00,0.00,0.845,1.000,0.00,0,255.00,1,12.59,13.18,-0.59,1.197,1.183,2.109,0.003,0.065,13.06,13,0.1036
1107425,1.200,1.198,1.100,1.100,1.100,1.100,0.000,13.05,0.1305,2.128,0.000,13.05,13.05,0.00,0,0,-1.77578,13.05,13.05,0.00,0,0,13.05,0.00,0.00,0.00,0.00,0.852,1.000,0.00,0,255.00,1,12.56,13.14,-0.59,1.196,1.182,2.098,0.004,0.064,13.05,13,-0.4322
1107553,1.203,1.201,1.100,1.100,1.100,1.100,0.000,12.81,0.1281,2.104,0.000,12.81,12.81,0.00,0,0,-1.76679,12.81,12.81,0.00,0,0,12.81,0.00,0.00,0.00,0.00,0.835,1.000,0.00,0,255.00,1,12.35,12.95,-0.60,1.199,1.184,2.077,0.005,0.067,12.81,12,0.3410
1107687,1.204,1.202,1.100,1.100,1.100,1.100,0.000,12.71,0.1271,2.083,0.000,12.71,12.71,0.00,0,0,-1.75778,12.71,12.71,0.00,0,0,12.71,0.00,0.00,0.00,0.00,0.833,1.000,0.00,0,255.00,1,12.24,12.85,-0.61,1.199,1.184,2.059,0.005,0.067,12.71,13,-0.1594
1107814,1.202,1.199,1.100,1.100,1.100,1.100,0.000,12.79,0.1279,2.068,0.000,12.79,12.79,0.00,0,0,-1.74894,12.79,12.79,0.00,0,0,12.79,0.00,0.00,0.00,0.00,0.849,1.000,0.00,0,255.00,1,12.27,12.86,-0.59,1.196,1.183,2.051,0.005,0.066,12.79,12,0.4091
1107946,1.200,1.199,1.100,1.100,1.100,1.100,0.000,12.64,0.1264,2.044,0.000,12.64,12.64,0.00,0,0,-1.73419,12.64,12.64,0.00,0,0,12.64,0.00,0.00,0.00,0.00,0.847,1.000,0.00,0,255.00,1,12.14,12.73,-0.59,1.197,1.183,2.034,0.004,0.066,12.64,12,0.1558
1108078,1.194,1.195,1.100,1.100,1.100,1.100,0.000,12.80,0.1280,2.036,0.000,12.80,12.80,0.00,0,0,-1.72555,12.80,12.80,0.00,0,0,12.80,0.00,0.00,0.00,0.00,0.871,1.000,0.00,0,255.00,1,12.25,12.82,-0.57,1.193,1.181,2.032,0.001,0.062,12.80,12,0.4857
1108211,1.196,1.195,1.100,1.100,1.100,1.100,0.000,12.71,0.1271,2.028,0.000,12.71,12.71,0.00,0,0,-1.71699,12.71,12.71,0.00,0,0,12.71,0.00,0.00,0.00,0.00,0.870,1.000,0.00,0,255.00,1,12.19,12.76,-0.57,1.193,1.181,2.029,0.003,0.062,12.71,13,-0.2704
1108341,1.193,1.194,1.100,1.100,1.100,1.100,0.000,12.69,0.1269,2.018,0.000,12.69,12.69,0.00,0,0,-1.70837,12.69,12.69,0.00,0,0,12.69,0.00,0.00,0.00,0.00,0.875,1.000,0.00,0,255.00,1,12.16,12.72,-0.56,1.192,1.180,2.020,0.001,0.061,12.69,13,-0.3729
1108478,1.190,1.192,1.100,1.100,1.100,1.100,0.000,12.73,0.1273,2.010,0.000,12.73,12.73,0.00,0,0,-1.69985,12.73,12.73,0.00,0,0,12.73,0.00,0.00,0.00,0.00,0.885,1.000,0.00,0,255.00,1,12.17,12.73,-0.55,1.190,1.179,2.014,-0.000,0.059,12.73,12,0.4931
1108606,1.191,1.193,1.100,1.100,1.100,1.100,0.000,12.59,0.1259,2.000,0.000,12.59,12.59,0.00,0,0,-1.69130,12.59,12.59,0.00,0,0,12.59,0.00,0.00,0.00,0.00,0.879,1.000,0.00,0,255.00,1,12.06,12.62,-0.56,1.191,1.180,2.005,0.000,0.060,12.59,13,0.0835
1108738,1.193,1.194,1.100,1.100,1.100,1.100,0.000,12.48,0.1248,1.991,0.000,12.48,12.48,0.00,0,0,-1.68279,12.48,12.48,0.00,0,0,12.48,0.00,0.00,0.00,0.00,0.876,1.000,0.00,0,255.00,1,11.97,12.53,-0.56,1.192,1.180,1.995,0.001,0.060,12.48,13,-0.4872
1108868,1.191,1.191,1.100,1.100,1.100,1.100,0.000,12.55,0.1255,1.986,0.000,12.55,12.55,0.00,0,0,-1.66917,12.55,12.55,0.00,0,0,12.55,0.00,0.00,0.00,0.00,0.893,1.000,0.00,0,255.00,1,12.04,12.58,-0.54,1.188,1.177,1.997,0.002,0.056,12.55,12,0.4385
1109003,1.193,1.192,1.100,1.100,1.100,1.100,0.000,12.42,0.1242,1.982,0.000,12.42,12.42,0.00,0,0,-1.66104,12.42,12.42,0.00,0,0,12.42,0.00,0.00,0.00,0.00,0.887,1.000,0.00,0,255.00,1,11.95,12.49,-0.55,1.189,1.177,1.993,0.004,0.056,12.42,12,-0.0114
1109128,1.190,1.190,1.100,1.100,1.100,1.100,0.000,12.45,0.1245,1.977,0.000,12.45,12.45,0.00,0,0,-1.65295,12.45,12.45,0.00,0,0,12.45,0.00,0.00,0.00,0.00,0.897,1.000,0.00,0,255.00,1,11.96,12.50,-0.54,1.188,1.176,1.988,0.003,0.055,12.45,12,0.3903
1109264,1.191,1.191,1.100,1.100,1.100,1.100,0.000,12.33,0.1233,1.969,0.000,12.33,12.33,0.00,0,0,-1.64481,12.33,12.33,0.00,0,0,12.33,0.00,0.00,0.00,0.00,0.892,1.000,0.00,0,255.00,1,11.86,12.40,-0.54,1.188,1.176,1.978,0.003,0.055,12.33,13,-0.4915
1109390,1.184,1.185,1.100,1.100,1.100,1.100,0.000,12.57,0.1257,1.968,2.012,12.57,12.57,0.00,0,0,-1.63700,12.57,12.57,0.00,0,0,12.57,0.00,0.00,0.00,0.00,0.919,1.000,0.00,0,255.00,1,12.04,12.55,-0.51,1.183,1.174,1.982,0.000,0.051,12.57,13,0.0017
1109524,1.185,1.184,1.100,1.100,1.100,1.100,0.000,12.44,0.1244,1.970,2.012,12.44,12.44,0.00,0,0,-1.61690,12.44,12.44,0.00,0,0,12.44,0.00,0.00,0.00,0.00,0.922,1.000,0.00,0,255.00,1,11.99,12.49,-0.50,1.182,1.171,1.988,0.003,0.048,12.44,12,0.3156
1109648,1.185,1.185,1.100,1.100,1.100,1.100,0.000,12.34,0.1234,1.963,2.011,12.34,12.34,0.00,0,0,-1.60924,12.34,12.34,0.00,0,0,12.34,0.00,0.00,0.00,0.00,0.919,1.000,0.00,0,255.00,1,11.90,12.41,-0.51,1.183,1.171,1.977,0.002,0.048,12.34,12,0.3708
1109782,1.184,1.184,1.100,1.100,1.100,1.100,0.000,12.31,0.1231,1.957,2.010,12.31,12.31,0.00,0,0,-1.60166,12.31,12.31,0.00,0,0,12.31,0.00,0.00,0.00,0.00,0.922,1.000,0.00,0,255.00,1,11.86,12.37,-0.50,1.182,1.171,1.969,0.002,0.048,12.31,12,0.3409
1109907,1.186,1.185,1.100,1.100,1.100,1.100,0.000,12.16,0.1216,1.947,2.008,12.16,12.16,0.00,0,0,-1.59153,12.16,12.16,0.00,0,0,12.16,0.00,0.00,0.00,0.00,0.918,1.000,0.00,0,255.00,1,11.74,12.25,-0.51,1.183,1.171,1.956,0.003,0.048,12.16,12,0.3075
1110038,1.177,1.179,1.100,1.100,1.100,1.100,0.000,12.43,0.1243,1.948,2.005,12.43,12.43,0.00,0,0,-1.58431,12.43,12.43,0.00,0,0,12.43,0.00,0.00,0.00,0.00,0.943,1.000,0.00,0,255.00,1,11.94,12.41,-0.47,1.177,1.169,1.961,0.000,0.044,12.43,12,0.4907
1110165,1.178,1.177,1.100,1.100,1.100,1.100,0.000,12.48,0.1248,1.954,2.004,12.48,12.48,0.00,0,0,-1.57743,12.48,12.48,0.00,0,0,12.48,0.00,0.00,0.00,0.00,0.950,1.000,0.00,0,255.00,1,12.01,12.47,-0.46,1.175,1.167,1.973,0.003,0.042,12.48,12,0.0970
1110295,1.176,1.176,1.100,1.100,1.100,1.100,0.000,12.38,0.1238,1.954,2.001,12.38,12.38,0.00,0,0,-1.56130,12.38,12.38,0.00,0,0,12.38,0.00,0.00,0.00,0.00,0.953,1.000,0.00,0,255.00,1,11.96,12.42,-0.46,1.174,1.165,1.971,0.002,0.040,12.38,12,0.0066
1110420,1.177,1.178,1.100,1.100,1.100,1.100,0.000,12.20,0.1220,1.942,1.998,12.20,12.20,0.00,0,0,-1.55180,12.20,12.20,0.00,0,0,12.20,0.00,0.00,0.00,0.00,0.946,1.000,0.00,0,255.00,1,11.79,12.26,-0.47,1.176,1.166,1.953,0.001,0.041,12.20,12,-0.2839
1110552,1.172,1.175,1.100,1.100,1.100,1.100,0.000,12.29,0.1229,1.936,1.996,12.29,12.29,0.00,0,0,-1.54476,12.29,12.29,0.00,0,0,12.29,0.00,0.00,0.00,0.00,0.956,1.000,0.00,0,255.00,1,11.84,12.29,-0.45,1.174,1.165,1.944,-0.001,0.040,12.29,12,0.1860
1110677,1.170,1.172,1.100,1.100,1.100,1.100,0.000,12.42,0.1242,1.938,1.993,12.42,12.42,0.00,0,0,-1.53815,12.42,12.42,0.00,0,0,12.42,0.00,0.00,0.00,0.00,0.967,1.000,0.00,0,255.00,1,11.95,12.38,-0.43,1.170,1.163,1.952,-0.000,0.037,12.42,12,0.2390
1110808,1.173,1.173,1.100,1.100,1.100,1.100,0.000,12.28,0.1228,1.940,1.991,12.28,12.28,0.00,0,0,-1.52949,12.28,12.28,0.00,0,0,12.28,0.00,0.00,0.00,0.00,0.963,1.000,0.00,0,255.00,1,11.88,12.32,-0.44,1.171,1.162,1.956,0.002,0.036,12.28,13,-0.3260
1110935,1.175,1.173,1.100,1.100,1.100,1.100,0.000,12.22,0.1222,1.939,1.989,12.22,12.22,0.00,0,0,-1.52298,12.22,12.22,0.00,0,0,12.22,0.00,0.00,0.00,0.00,0.963,1.000,0.00,0,255.00,1,11.84,12.27,-0.44,1.171,1.162,1.954,0.004,0.036,12.22,13,-0.4605
1111070,1.176,1.173,1.100,1.100,1.100,1.100,0.000,12.16,0.1216,1.935,1.987,12.16,12.16,0.00,0,0,-1.51648,12.16,12.16,0.00,0,0,12.16,0.00,0.00,0.00,0.00,0.962,1.000,0.00,0,255.00,1,11.79,12.23,-0.44,1.171,1.161,1.949,0.004,0.036,12.16,12,0.2336
1111195,1.170,1.169,1.100,1.100,1.100,1.100,0.000,12.31,0.1231,1.936,1.985,12.31,12.31,0.00,0,0,-1.51019,12.31,12.31,0.00,0,0,12.31,0.00,0.00,0.00,0.00,0.974,1.000,0.00,0,255.00,1,11.90,12.32,-0.41,1.168,1.160,1.951,0.002,0.033,12.31,12,0.1419
1111327,1.166,1.166,1.100,1.100,1.100,1.100,0.000,12.42,0.1242,1.938,1.984,12.42,12.42,0.00,0,0,-1.50408,12.42,12.42,0.00,0,0,12.42,0.00,0.00,0.00,0.00,0.981,1.000,0.00,0,255.00,1,11.99,12.39,-0.40,1.165,1.158,1.956,0.000,0.032,12.42,12,0.2108
1111453,1.168,1.168,1.100,1.100,1.100,1.100,0.000,12.22,0.1222,1.934,1.981,12.22,12.22,0.00,0,0,-1.49374,12.22,12.22,0.00,0,0,12.22,0.00,0.00,0.00,0.00,0.976,1.000,0.00,0,255.00,1,11.85,12.26,-0.41,1.167,1.158,1.948,0.002,0.032,12.22,12,0.3741
1111588,1.166,1.167,1.178,1.115,1.178,1.115,0.270,12.38,0.1238,1.932,1.977,12.38,12.38,0.00,0,0,-1.48213,12.38,12.38,0.00,0,0,12.38,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,13.12,13.41,-0.29,1.170,1.183,1.943,-0.004,0.015,12.38,13,-0.1325
1111715,1.165,1.166,1.185,1.137,1.185,1.137,0.233,12.56,0.1256,1.941,1.975,12.56,12.56,0.00,0,0,-1.47890,12.56,12.56,0.00,0,0,12.56,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,13.25,13.41,-0.15,1.169,1.183,1.953,-0.004,0.007,12.56,12,0.3899
1111848,1.171,1.169,1.195,1.154,1.195,1.154,0.160,12.68,0.1268,1.954,1.974,12.68,12.68,0.00,0,0,-1.47731,12.68,12.68,0.00,0,0,12.68,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,13.14,13.22,-0.08,1.171,1.182,1.964,-0.000,0.003,12.68,12,0.3610
1111977,1.173,1.171,1.209,1.169,1.209,1.169,0.181,12.79,0.1279,1.967,1.972,12.79,12.79,0.00,0,0,-1.47674,12.79,12.79,0.00,0,0,12.79,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,13.39,13.39,-0.00,1.174,1.189,1.970,-0.000,0.005,12.79,13,-0.3692
1112115,1.178,1.177,1.244,1.188,1.244,1.188,0.189,12.92,0.1292,1.981,1.971,12.92,12.92,0.00,0,0,-1.47733,12.92,12.92,0.00,0,0,12.92,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,13.59,13.51,0.08,1.180,1.198,1.973,-0.002,0.009,12.92,13,0.2751
1112244,1.182,1.180,1.267,1.208,1.267,1.208,0.260,13.10,0.1310,1.998,1.968,13.10,13.10,0.00,0,0,-1.47933,13.10,13.10,0.00,0,0,13.10,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,14.12,13.93,0.19,1.185,1.211,1.980,-0.003,0.025,13.10,13,0.3971
1112381,1.195,1.190,1.321,1.234,1.321,1.234,0.290,13.28,0.1328,2.018,1.966,13.28,13.28,0.00,0,0,-1.48285,13.28,13.28,0.00,0,0,13.28,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,14.46,14.18,0.28,1.196,1.227,1.986,-0.000,0.040,13.28,13,0.0811
1112509,1.201,1.197,1.353,1.263,1.353,1.263,0.294,13.54,0.1354,2.041,1.963,13.54,13.54,0.00,0,0,-1.48820,13.54,13.54,0.00,0,0,13.54,0.00,0.00,0.00,0.00,1.000,1.000,0.00,1,60.00,1,14.79,14.37,0.41,1.204,1.239,1.995,-0.003,0.062,13.54,13,0.4751
1112640,1.214,1.209,1.388,1.300,1.388,1.300,0.430,14.35,0.1435,2.079,1.959,14.35,14.35,0.00,0,0,-1.49562,14.35,14.35,0.00,0,0,14.35,0.00,0.00,0.00,0.00,1.000,1.000,0.00,1,60.00,1,16.01,15.44,0.57,1.219,1.272,2.015,-0.004,0.114,14.35,14,0.4757
1112767,1.229,1.223,1.426,1.338,1.426,1.338,0.432,15.46,0.1546,2.149,1.956,15.46,15.46,0.00,0,0,-1.50524,15.46,15.46,0.00,0,0,15.46,0.00,0.00,0.00,0.00,1.000,1.000,0.00,1,60.00,1,16.92,16.22,0.70,1.236,1.299,2.062,-0.006,0.134,15.46,16,-0.2271
1112902,1.256,1.247,1.512,1.385,1.512,1.385,0.572,16.49,0.1649,2.240,1.952,16.49,16.49,0.00,0,0,-1.51697,16.49,16.49,0.00,0,0,16.49,0.00,0.00,0.00,0.00,1.000,1.000,0.00,1,60.00,1,18.40,17.55,0.85,1.264,1.344,2.119,-0.005,0.205,16.49,16,0.2683
1113027,1.311,1.292,1.560,1.433,1.560,1.433,0.571,16.63,0.1663,2.326,1.948,16.63,16.63,0.00,0,0,-1.52973,16.63,16.63,0.00,0,0,16.63,0.00,0.00,0.00,0.00,1.000,1.000,0.00,1,60.00,1,18.60,17.73,0.87,1.308,1.388,2.145,0.005,0.216,16.63,16,0.2822
1113164,1.353,1.340,1.665,1.487,1.665,1.487,0.609,16.88,0.1688,2.394,1.941,16.88,16.88,0.00,0,0,-1.54277,16.88,16.88,0.00,0,0,16.88,0.00,0.00,0.00,0.00,1.000,1.000,0.00,1,60.00,1,18.93,18.02,0.90,1.357,1.443,2.131,-0.003,0.233,16.88,17,-0.3177
1113288,1.385,1.379,1.721,1.546,1.721,1.546,0.600,17.73,0.1773,2.465,1.930,17.73,17.73,0.00,0,0,-1.55703,17.73,17.73,0.00,0,0,17.73,0.00,0.00,0.00,0.00,1.000,1.000,0.00,1,60.00,1,19.49,18.48,1.02,1.398,1.492,2.124,-0.012,0.251,17.73,18,-0.2534
1113421,1.442,1.425,1.781,1.610,1.781,1.610,0.771,18.41,0.1841,2.548,1.919,18.41,18.41,0.00,0,0,-1.57310,18.41,18.41,0.00,0,0,18.41,0.00,0.00,0.01,0.01,1.000,1.001,0.00,1,60.00,1,20.78,19.65,1.13,1.448,1.561,2.142,-0.003,0.346,18.41,18,0.2819
1113546,1.491,1.477,1.845,1.681,1.845,1.681,0.803,19.18,0.1918,2.634,1.907,19.18,19.18,0.00,0,0,-1.59083,19.18,19.18,0.00,0,0,19.16,0.00,0.02,0.04,0.02,1.000,1.003,0.02,1,60.00,1,21.57,20.32,1.25,1.502,1.624,2.162,-0.009,0.397,19.18,19,-0.0185
1113682,1.544,1.530,1.981,1.758,1.981,1.758,0.773,20.11,0.2011,2.732,1.896,20.11,20.11,0.00,0,0,-1.61084,20.11,20.11,0.00,0,0,20.07,0.00,0.04,0.07,0.03,1.000,1.005,0.04,1,60.00,1,22.25,20.87,1.38,1.556,1.683,2.198,-0.011,0.436,20.11,21,-0.3987
1113807,1.618,1.599,2.052,1.839,2.052,1.839,0.966,20.57,0.2057,2.819,1.886,20.57,20.57,0.00,0,0,-1.63178,20.57,20.57,0.00,0,0,20.49,0.00,0.08,0.16,0.05,1.000,1.009,0.08,1,60.00,1,23.50,22.03,1.46,1.629,1.773,2.207,-0.006,0.561,20.57,21,-0.4966
1113937,1.703,1.680,2.128,1.927,2.128,1.927,0.987,20.93,0.2093,2.897,1.876,20.93,20.93,0.00,0,0,-1.65365,20.93,20.93,0.00,0,0,20.79,0.00,0.14,0.25,0.08,1.000,1.014,0.14,1,60.00,1,23.87,22.36,1.51,1.710,1.859,2.195,-0.005,0.587,20.93,21,-0.2574
1114067,1.764,1.747,2.290,2.013,2.290,2.013,0.959,21.70,0.2170,2.975,1.867,21.70,21.70,0.00,0,0,-1.67690,21.70,21.70,0.00,0,0,21.48,0.00,0.22,0.34,0.11,1.000,1.020,0.22,1,60.00,1,24.35,22.74,1.61,1.778,1.933,2.194,-0.013,0.610,21.70,22,-0.0977
1114194,1.838,1.817,2.375,2.105,2.375,2.105,0.933,22.61,0.2261,3.063,1.861,22.61,22.61,0.00,0,0,-1.70219,22.61,22.61,0.00,0,0,22.28,0.00,0.33,0.46,0.15,1.000,1.027,0.33,1,60.00,1,25.01,23.28,1.74,1.850,2.010,2.217,-0.011,0.655,22.61,23,-0.1666
1114322,1.941,1.907,2.463,2.203,2.463,2.203,1.175,23.11,0.2311,3.150,1.857,23.11,23.11,0.00,0,0,-1.72884,23.11,23.11,0.00,0,0,22.62,0.00,0.48,0.77,0.19,1.000,1.035,0.48,1,60.00,1,26.55,24.75,1.80,1.944,2.123,2.236,0.003,0.827,23.11,23,-0.1161
1114446,2.014,1.991,2.555,2.311,2.555,2.311,1.200,24.18,0.2418,3.239,1.857,24.18,24.18,0.00,0,0,-1.75690,24.18,24.18,0.00,0,0,23.48,0.00,0.70,1.03,0.25,1.000,1.045,0.70,1,60.00,1,27.54,25.60,1.94,2.030,2.220,2.250,-0.014,0.907,24.18,24,0.2897
1114577,2.100,2.075,2.747,2.414,2.747,2.414,1.154,25.10,0.2510,3.334,1.861,25.10,25.10,0.00,0,0,-1.78684,25.10,25.10,0.00,0,0,24.19,0.00,0.91,1.23,0.30,1.000,1.055,0.91,1,60.00,1,28.15,26.11,2.04,2.115,2.309,2.281,-0.013,0.936,25.10,25,-0.3602
1114705,2.202,2.174,2.849,2.535,2.849,2.535,1.429,26.24,0.2624,3.434,1.869,26.24,26.24,0.00,0,0,-1.81824,26.24,26.24,0.00,0,0,24.97,0.00,1.27,1.91,0.37,1.000,1.067,1.27,1,60.00,1,30.36,28.17,2.19,2.220,2.440,2.305,-0.012,1.204,26.24,26,-0.1821
1114831,2.325,2.285,2.952,2.652,2.952,2.652,1.365,27.00,0.2700,3.538,1.881,27.00,27.00,0.00,0,0,-1.85125,27.00,27.00,0.00,0,0,25.39,0.00,1.61,2.22,0.44,1.000,1.079,1.61,1,60.00,1,30.74,28.52,2.22,2.330,2.549,2.331,0.001,1.170,27.00,27,0.1762
1114957,2.435,2.405,3.058,2.776,3.058,2.776,1.385,27.78,0.2778,3.630,1.897,27.78,27.78,0.00,0,0,-1.88435,27.78,27.78,0.00,0,0,25.73,0.00,2.05,2.69,0.52,1.000,1.093,2.05,1,60.00,1,31.40,29.16,2.24,2.451,2.677,2.323,-0.013,1.167,27.78,28,-0.4978
1115087,2.540,2.512,3.281,2.907,3.281,2.907,1.318,29.20,0.2920,3.738,1.917,29.20,29.20,0.00,0,0,-1.91935,29.20,29.20,0.00,0,0,26.65,0.00,2.55,3.02,0.59,1.000,1.107,2.55,1,60.00,1,32.24,29.87,2.37,2.560,2.791,2.346,-0.019,1.184,29.20,29,-0.0711
1115217,2.702,2.653,3.399,3.043,3.399,3.043,1.616,29.97,0.2997,3.841,1.941,29.97,29.97,0.00,0,0,-1.95477,29.97,29.97,0.00,0,0,26.81,0.00,3.16,4.30,0.67,1.000,1.121,3.16,1,60.00,1,34.23,31.87,2.36,2.705,2.959,2.353,0.005,1.365,29.97,30,0.1661
1115343,2.813,2.773,3.519,3.189,3.519,3.189,1.624,31.75,0.3175,3.956,1.970,31.75,31.75,0.00,0,0,-1.99147,31.75,31.75,0.00,0,0,27.85,0.00,3.91,4.96,0.75,1.000,1.135,3.91,1,60.00,1,35.68,33.18,2.50,2.828,3.094,2.377,-0.012,1.435,31.75,32,-0.3572
1115474,2.954,2.914,3.765,3.328,3.765,3.328,1.538,32.64,0.3264,4.069,2.004,32.64,32.64,0.00,0,0,-2.02882,32.64,32.64,0.00,0,0,28.18,0.00,4.46,5.25,0.82,1.000,1.148,4.46,1,60.00,1,36.00,33.52,2.48,2.968,3.230,2.398,-0.011,1.325,32.64,33,-0.3382
1115598,3.098,3.063,3.765,3.474,3.765,3.474,1.472,33.66,0.3366,4.171,2.042,33.66,33.66,0.00,0,0,-2.06539,33.66,33.66,0.00,0,0,28.54,0.00,5.11,5.54,0.89,1.000,1.159,5.11,1,60.00,1,36.39,33.94,2.45,3.116,3.378,2.388,-0.017,1.219,33.66,33,0.3982
1115731,3.256,3.209,4.026,3.626,4.026,3.626,1.814,35.03,0.3503,4.275,2.085,35.03,35.03,0.00,0,0,-2.10266,35.03,35.03,0.00,0,0,29.14,0.00,5.89,7.41,0.94,1.000,1.169,5.89,1,60.00,1,39.17,36.66,2.51,3.270,3.561,2.405,-0.005,1.476,35.03,35,-0.0521
1115862,3.396,3.356,4.162,3.791,4.162,3.791,1.828,36.83,0.3683,4.392,2.133,36.83,36.83,0.00,0,0,-2.14105,36.83,36.83,0.00,0,0,30.08,0.00,6.75,7.96,0.98,1.000,1.176,6.75,1,60.00,1,40.72,38.11,2.61,3.418,3.720,2.440,-0.019,1.524,36.83,36,0.4289
1115994,3.567,3.520,4.444,3.933,4.444,3.933,1.669,36.97,0.3697,4.484,2.187,36.97,36.97,0.00,0,0,-2.17850,36.97,36.97,0.00,0,0,30.08,0.00,6.89,7.52,1.00,1.000,1.180,6.89,1,60.00,1,40.10,37.64,2.46,3.579,3.863,2.442,-0.003,1.285,36.97,37,-0.1375
1116124,3.732,3.681,4.588,4.115,4.588,4.115,2.160,38.61,0.3861,4.573,2.244,38.61,38.61,0.00,0,0,-2.21661,38.61,38.61,0.00,0,0,31.22,0.00,7.40,8.00,1.00,1.000,1.180,7.40,1,60.00,1,44.04,41.41,2.64,3.748,4.075,2.448,-0.007,1.827,38.61,39,-0.1738
1116250,3.868,3.823,4.735,4.307,4.735,4.307,2.111,40.73,0.4073,4.690,2.307,40.73,40.73,0.00,0,0,-2.25901,40.73,40.73,0.00,0,0,33.06,0.00,7.67,8.00,1.00,1.000,1.180,7.67,1,60.00,1,45.88,42.97,2.92,3.892,4.228,2.517,-0.021,2.052,40.73,41,0.1576
1116384,4.062,4.022,4.886,4.539,4.886,4.539,1.758,42.64,0.4264,4.843,2.400,42.64,42.64,0.00,0,0,-2.31924,42.64,42.64,0.00,0,0,34.78,0.00,7.86,8.00,1.00,1.000,1.180,7.86,1,60.00,1,46.04,42.97,3.07,4.088,4.404,2.615,-0.024,1.908,42.64,43,-0.3485
1116512,4.365,4.280,5.196,4.705,5.196,4.705,2.188,41.33,0.4133,4.891,2.475,41.33,41.33,0.00,0,0,-2.36002,41.33,41.33,0.00,0,0,33.48,0.00,7.85,8.00,1.00,1.000,1.180,7.85,1,60.00,1,47.20,44.62,2.58,4.347,4.671,2.531,0.031,1.857,41.33,42,-0.3394
1116643,4.464,4.436,5.347,4.903,5.347,4.903,2.189,43.19,0.4319,4.922,2.549,43.19,43.19,0.00,0,0,-2.39960,43.19,43.19,0.00,0,0,35.27,0.00,7.92,8.00,1.00,1.000,1.180,7.92,1,60.00,1,48.53,45.72,2.81,4.507,4.848,2.432,-0.040,1.982,43.19,43,0.4611
