ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual
2055766,0.938,0.939,1.100,1.100,1.100,1.100,0.000,19.03,0.1903,3.168,0.000,19.03,19.03,0.00,0,0,-1.56768,19.03,19.03,0.00,0,0,19.03,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,19.91,18.94,0.97,0.942,0.959,2.982,2.979,-0.004,-0.001,0.183,19.03,19,0.1643
2055900,0.964,0.955,1.100,1.100,1.100,1.100,0.000,18.41,0.1841,3.114,0.000,18.41,18.41,0.00,0,0,-1.59103,18.41,18.41,0.00,0,0,18.41,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,19.42,18.54,0.87,0.958,0.969,2.961,2.808,0.007,-0.001,0.158,18.41,19,-0.4366
2056026,0.975,0.973,1.100,1.100,1.100,1.100,0.000,17.62,0.1762,3.052,0.000,17.62,17.62,0.00,0,0,-1.60297,17.62,17.62,0.00,0,0,17.62,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,18.63,17.86,0.77,0.974,0.984,2.876,2.626,0.001,-0.000,0.127,17.62,18,0.1146
2056162,0.975,0.975,1.100,1.100,1.100,1.100,0.000,17.66,0.1766,2.965,0.000,17.66,17.66,0.00,0,0,-1.62177,17.66,17.66,0.00,0,0,17.66,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,18.41,17.66,0.75,0.977,0.991,2.795,2.734,-0.002,-0.000,0.112,17.66,18,0.1075
2056289,0.971,0.971,1.100,1.100,1.100,1.100,0.000,17.94,0.1794,2.944,0.000,17.94,17.94,0.00,0,0,-1.63350,17.94,17.94,0.00,0,0,17.94,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,18.62,17.85,0.77,0.974,0.988,2.808,2.830,-0.002,-0.001,0.116,17.94,18,0.0705
2056420,1.002,0.993,1.100,1.100,1.100,1.100,0.000,16.87,0.1687,2.899,0.000,16.87,16.87,0.00,0,0,-1.64381,16.87,16.87,0.00,0,0,16.87,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.76,17.11,0.64,0.995,1.003,2.755,2.528,0.007,-0.000,0.089,16.87,17,-0.1332
2056551,0.993,0.996,1.100,1.100,1.100,1.100,0.000,16.79,0.1679,2.845,0.000,16.79,16.79,0.00,0,0,-1.65310,16.79,16.79,0.00,0,0,16.79,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.51,16.88,0.62,0.998,1.009,2.690,2.567,-0.005,-0.000,0.079,16.79,17,0.1096
2056679,0.987,0.992,1.100,1.100,1.100,1.100,0.000,17.12,0.1712,2.810,0.000,17.12,17.12,0.00,0,0,-1.66248,17.12,17.12,0.00,0,0,17.12,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.66,17.01,0.65,0.994,1.007,2.671,2.704,-0.008,-0.001,0.080,17.12,17,-0.2478
2056806,1.003,1.000,1.100,1.100,1.100,1.100,0.000,16.78,0.1678,2.781,0.000,16.78,16.78,0.00,0,0,-1.67171,16.78,16.78,0.00,0,0,16.78,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,17.39,16.79,0.60,1.002,1.011,2.659,2.608,0.001,-0.001,0.073,16.78,16,0.3611
2056934,1.018,1.016,1.100,1.100,1.100,1.100,0.000,15.99,0.1599,2.733,0.000,15.99,15.99,0.00,0,0,-1.67965,15.99,15.99,0.00,0,0,15.99,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.68,16.18,0.51,1.017,1.024,2.597,2.409,0.001,0.000,0.055,15.99,16,-0.0680
2057067,1.013,1.015,1.100,1.100,1.100,1.100,0.000,16.09,0.1609,2.689,0.000,16.09,16.09,0.00,0,0,-1.68713,16.09,16.09,0.00,0,0,16.09,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.62,16.11,0.51,1.017,1.026,2.553,2.491,-0.005,-0.000,0.051,16.09,16,-0.1196
2057197,1.028,1.020,1.100,1.100,1.100,1.100,0.000,15.89,0.1589,2.659,0.000,15.89,15.89,0.00,0,0,-1.69470,15.89,15.89,0.00,0,0,15.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.44,15.96,0.48,1.022,1.030,2.539,2.446,0.006,-0.000,0.047,15.89,16,0.1826
2057333,1.034,1.028,1.100,1.100,1.100,1.100,0.000,15.53,0.1553,2.622,0.000,15.53,15.53,0.00,0,0,-1.70151,15.53,15.53,0.00,0,0,15.53,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,16.08,15.65,0.43,1.030,1.036,2.501,2.367,0.005,0.000,0.039,15.53,15,0.3149
2057460,1.029,1.032,1.100,1.100,1.100,1.100,0.000,15.39,0.1539,2.580,0.000,15.39,15.39,0.00,0,0,-1.70765,15.39,15.39,0.00,0,0,15.39,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.86,15.45,0.41,1.033,1.041,2.457,2.368,-0.004,0.000,0.033,15.39,15,0.4638
2057594,1.026,1.029,1.100,1.100,1.100,1.100,0.000,15.58,0.1558,2.551,0.000,15.58,15.58,0.00,0,0,-1.71382,15.58,15.58,0.00,0,0,15.58,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.93,15.51,0.42,1.031,1.040,2.442,2.454,-0.005,-0.000,0.034,15.58,16,-0.2241
2057721,1.043,1.038,1.100,1.100,1.100,1.100,0.000,15.34,0.1534,2.526,0.000,15.34,15.34,0.00,0,0,-1.71969,15.34,15.34,0.00,0,0,15.34,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.71,15.34,0.37,1.040,1.047,2.426,2.367,0.004,0.000,0.026,15.34,15,-0.0934
2057855,1.055,1.048,1.100,1.100,1.100,1.100,0.000,15.33,0.1533,2.495,0.000,15.33,15.33,0.00,0,0,-1.72835,15.33,15.33,0.00,0,0,15.33,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.56,15.26,0.30,1.050,1.059,2.401,2.340,0.005,0.000,0.016,15.33,16,-0.3225
2057984,1.057,1.057,1.100,1.100,1.100,1.100,0.000,15.40,0.1540,2.462,0.000,15.40,15.40,0.00,0,0,-1.74376,15.40,15.40,0.00,0,0,15.40,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.52,15.26,0.25,1.059,1.067,2.389,2.404,-0.002,0.000,0.011,15.40,16,-0.2603
2058117,1.063,1.063,1.100,1.100,1.100,1.100,0.000,15.41,0.1541,2.455,0.000,15.41,15.41,0.00,0,0,-1.75081,15.41,15.41,0.00,0,0,15.41,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.49,15.28,0.22,1.065,1.074,2.393,2.403,-0.002,0.000,0.007,15.41,15,0.1655
2058244,1.074,1.075,1.100,1.100,1.100,1.100,0.000,15.33,0.1533,2.450,0.000,15.33,15.33,0.00,0,0,-1.75313,15.33,15.33,0.00,0,0,15.33,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.32,15.18,0.14,1.077,1.086,2.374,2.340,-0.003,0.001,0.003,15.33,15,0.1682
2058380,1.096,1.090,1.100,1.100,1.100,1.100,0.000,15.22,0.1522,2.442,0.000,15.22,15.22,0.00,0,0,-1.75444,15.22,15.22,0.00,0,0,15.22,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.10,15.05,0.05,1.092,1.101,2.348,2.263,0.004,0.001,0.000,15.22,15,-0.0516
2058510,1.106,1.099,1.100,1.100,1.100,1.100,0.000,15.19,0.1519,2.414,0.000,15.19,15.19,0.00,0,0,-1.75880,15.19,15.19,0.00,0,0,15.19,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.15,15.15,0.00,1.100,1.104,2.389,2.359,0.007,0.001,0.000,15.19,15,0.1038
2058631,1.115,1.109,1.100,1.100,1.100,1.100,0.000,15.12,0.1512,2.403,0.000,15.12,15.12,0.00,0,0,-1.75893,15.12,15.12,0.00,0,0,15.12,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,15.07,15.12,-0.05,1.109,1.110,2.395,2.328,0.008,0.000,0.001,15.12,15,0.4283
2058754,1.119,1.116,1.100,1.100,1.100,1.100,0.000,15.05,0.1505,2.398,0.000,15.05,15.05,0.00,0,0,-1.75760,15.05,15.05,0.00,0,0,15.05,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,14.91,15.01,-0.10,1.116,1.118,2.368,2.296,0.004,0.001,0.003,15.05,15,-0.2142
2058881,1.125,1.123,1.100,1.100,1.100,1.100,0.000,14.97,0.1497,2.390,0.000,14.97,14.97,0.00,0,0,-1.75536,14.97,14.97,0.00,0,0,14.97,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,14.75,14.89,-0.14,1.123,1.125,2.342,2.280,0.002,0.001,0.005,14.97,15,-0.1627
2059045,1.135,1.129,1.100,1.100,1.100,1.100,0.000,14.88,0.1488,2.377,0.000,14.88,14.88,0.00,0,0,-1.75071,14.88,14.88,0.00,0,0,14.88,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,14.59,14.77,-0.18,1.130,1.133,2.318,2.278,0.005,0.001,0.009,14.88,15,0.3766
2059170,1.143,1.137,1.100,1.100,1.100,1.100,0.000,14.78,0.1478,2.366,0.000,14.78,14.78,0.00,0,0,-1.74679,14.78,14.78,0.00,0,0,14.78,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,14.45,14.67,-0.23,1.137,1.140,2.302,2.249,0.006,0.001,0.014,14.78,15,-0.3012
2059303,1.146,1.141,1.100,1.100,1.100,1.100,0.000,14.71,0.1471,2.354,0.000,14.71,14.71,0.00,0,0,-1.74222,14.71,14.71,0.00,0,0,14.71,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,14.33,14.59,-0.26,1.142,1.144,2.287,2.245,0.005,0.001,0.017,14.71,15,-0.3031
2059411,1.154,1.147,1.100,1.100,1.100,1.100,0.000,14.62,0.1462,2.343,0.000,14.62,14.62,0.00,0,0,-1.73725,14.62,14.62,0.00,0,0,14.62,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,14.22,14.51,-0.29,1.148,1.150,2.278,2.220,0.008,0.001,0.021,14.62,14,0.4192
2059541,1.156,1.151,1.100,1.100,1.100,1.100,0.000,14.53,0.1453,2.330,0.000,14.53,14.53,0.00,0,0,-1.73151,14.53,14.53,0.00,0,0,14.53,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,14.11,14.43,-0.32,1.152,1.154,2.262,2.216,0.005,0.001,0.025,14.53,15,-0.2542
